fpts,fpts_ci,rank_overall,rank_pos,rush_att,rush_yd,rush_td,rec_rcpt,rec_tgt,rec_yd,rec_td,player,team,pos,source,source_url,fpts_halfppr_adjust
129.515,75.84-118.04,#147,#57,0.0,0.0,0.0,65.15,106.0,740.96,3.9,Jakobi Meyers,LV,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
116.61500000000001,72.12-113.62,#149,#58,0.0,0.0,0.0,47.49,86.28,680.69,4.22,Gabriel Davis,JAC,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
117.71,70.06-111.2,#152,#59,4.4,25.03,0.2,54.16,80.89,616.12,4.24,Curtis Samuel,BUF,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
105.325,63.1-102.92,#157,#60,0.0,0.0,0.0,44.63,71.46,647.27,3.14,Rashid Shaheed,NO,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
109.325,62.88-102.68,#158,#61,4.53,25.76,0.17,53.09,89.8,658.13,2.46,Demario Douglas,NE,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
103.79,61.42-100.92,#160,#62,0.0,0.0,0.0,45.24,71.42,606.77,3.65,Dontayvion Wicks,GB,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
103.14999999999999,60.54-99.88,#161,#63,0.0,0.0,0.0,45.88,75.41,606.16,3.35,Rashod Bateman,BAL,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
105.38,60.07-99.33,#162,#64,0.0,0.0,0.0,51.36,87.16,651.82,2.49,Ja'Lynn Polk,NE,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
102.445,58.03-96.91,#164,#65,0.0,0.0,0.0,49.95,82.42,570.22,3.42,Josh Downs,IND,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
99.27000000000001,56.7-95.32,#166,#66,0.0,0.0,0.0,46.52,82.25,578.08,3.05,Jahan Dotson,WSH,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
99.31,56.53-95.13,#167,#67,0.0,0.0,0.0,46.96,77.38,530.83,3.91,Romeo Doubs,GB,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
97.325,53.71-91.79,#172,#68,0.0,0.0,0.0,49.15,81.36,591.41,2.44,Xavier Legette,CAR,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
98.625,53.48-91.5,#173,#69,0.0,0.0,0.0,52.27,83.12,587.94,2.47,Jalin Hyatt,NYG,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
93.215,52.92-90.84,#175,#70,0.0,0.0,0.0,42.67,66.16,518.73,3.4,Malachi Corley,NYJ,wr,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/wr,True
