params/ent_coef,params/verbose,params/gamma,params/max_grad_norm,params/target_kl,params/n_steps,time/fps,params/batch_size,params/normalize_advantage,time/time_elapsed,params/stats_window_size,params/use_sde,params/sde_sample_freq,params/rollout_buffer_class,params/policy_kwargs,params/rollout_buffer_kwargs,params/n_epochs,params/seed,rollout/ep_len_mean,params/clip_range_vf,params/clip_range,params/_init_setup_model,time/total_timesteps,params/learning_rate,rollout/ep_rew_mean,params/device,params/policy,time/iterations,params/gae_lambda,params/vf_coef,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/learning_rate,train/value_loss,mean_reward
0.02,1,0.99,0.5,0.005,30,13,60,True,2,100,False,-1,,{'net_arch': [{'pi': [128, 128], 'vf': [128, 128]}]},,10,42,15.0,,0.2,True,30,5e-05,0.6984915,"auto","MlpPolicy",1,0.95,0.5,,,,,,,,,,,
,,,,,,13,,,4,,,,,,,,,15.0,,,,60,,-0.017871499999999957,,,2,,,-4.220249176025391,-0.008065396803431213,10,-1.7916188478469848,-0.030208401381969452,0.2,0.00034348766,0.0,5e-05,0.08142835460603237,
,,,,,,13,,,6,,,,,,,,,15.0,,,,90,,-0.2650833333333333,,,3,,,0.5889224410057068,-0.00034343660505946615,20,-1.7910941123962403,0.16539475321769714,0.2,8.627971e-05,0.0,5e-05,0.6719725519418717,
,,,,,,13,,,8,,,,,,,,,15.0,,,,120,,-0.38302337499999994,,,4,,,0.17224949598312378,-0.000669069978127368,30,-1.7906397581100464,0.04548026993870735,0.2,2.3496152e-05,0.0,5e-05,0.38628123998641967,
,,,,,,13,,,10,,,,,,,,,15.0,,,,150,,-0.30467259999999996,,,5,,,-0.1817021369934082,-0.002178693338306914,40,-1.7906136393547059,-0.010288171470165253,0.2,0.000114468734,0.0,5e-05,0.1679913029074669,
,,,,,,13,,,13,,,,,,,,,15.0,,,,180,,-0.3724308333333333,,,6,,,-0.3440784215927124,-0.0018355141037805112,50,-1.790359115600586,0.22822150588035583,0.2,0.00012770295,0.0,5e-05,0.5592995703220367,
,,,,,,13,,,15,,,,,,,,,15.0,,,,210,,-0.41854650000000004,,,7,,,-2.266512155532837,-0.0032913183689621483,60,-1.78981271982193,-0.029129082337021828,0.2,0.00024149616,0.0,5e-05,0.041186791658401486,
,,,,,,13,,,17,,,,,,,,,15.0,,,,240,,-0.3673245625,,,8,,,-1.1414384841918945,-0.005265070632643543,70,-1.7896482586860656,-0.033184923231601715,0.2,0.0003297965,0.0,5e-05,0.03302039187401533,
,,,,,,13,,,19,,,,,,,,,15.0,,,,270,,-0.40397811111111115,,,9,,,-0.5461983680725098,-0.00024363210111921774,80,-1.7882119178771974,0.14489002525806427,0.2,0.00020439227,0.0,5e-05,0.45464400947093964,
,,,,,,13,,,21,,,,,,,,,15.0,,,,300,,-0.43620790000000004,,,10,,,0.23321962356567383,-0.001740551110560773,90,-1.7871299505233764,0.009499840438365936,0.2,7.1432194e-05,0.0,5e-05,0.12142340764403343,
,,,,,,14,,,23,,,,,,,,,15.0,,,,330,,-0.4697228181818182,,,11,,,-0.540515661239624,-0.0015555390017107484,100,-1.7867401480674743,-0.02371547557413578,0.2,0.00011458397,0.0,5e-05,0.05444153472781181,
,,,,,,14,,,25,,,,,,,,,15.0,,,,360,,-0.43657004166666663,,,12,,,-1.0307607650756836,-0.003266520680032592,110,-1.7872291445732116,-0.03437624126672745,0.2,0.00021002293,0.0,5e-05,0.02145967334508896,
,,,,,,14,,,27,,,,,,,,,15.0,,,,390,,-0.45791323076923074,,,13,,,-0.12413275241851807,-0.0009332839442745211,120,-1.788114559650421,0.1430538296699524,0.2,0.00013610124,0.0,5e-05,0.48462362587451935,
,,,,,,14,,,29,,,,,,,,,15.0,,,,420,,-0.42148892857142856,,,14,,,-0.5799771547317505,-0.000888975468260611,130,-1.7884009599685669,-0.0045513249933719635,0.2,5.5025022e-05,0.0,5e-05,0.08193228021264076,
,,,,,,14,,,31,,,,,,,,,15.0,,,,450,,-0.39896729999999997,,,15,,,0.13511329889297485,-0.000732298597625558,140,-1.7883256554603577,0.09467707574367523,0.2,1.6913811e-05,0.0,5e-05,0.30430516302585603,
