time/fps,params/seed,params/verbose,params/policy,params/stats_window_size,params/normalize_advantage,params/use_sde,params/_init_setup_model,time/total_timesteps,params/max_grad_norm,time/time_elapsed,params/learning_rate,params/n_epochs,params/vf_coef,params/ent_coef,params/sde_sample_freq,rollout/ep_len_mean,params/clip_range,params/rollout_buffer_class,mean_reward,params/device,params/batch_size,params/rollout_buffer_kwargs,params/n_steps,params/gamma,params/gae_lambda,time/iterations,params/clip_range_vf,params/policy_kwargs,rollout/ep_rew_mean,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/value_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
15,,,,,,,,68250,,4471,,,,,,15.0,,,1.4270947,,,,,,,91,,,1.3903437699999999,0.15946666691452266,0.016453946,-0.033765526771100444,2700,9.831250000000001e-05,0.2,-0.03208796679973602,0.008236527442932129,0.1220519741376241,-1.1126757224400838,,
15,,,,,,,,69000,,4520,,,,,,15.0,,,1.3013599,,,,,,,92,,,1.3838438199999996,0.13035555531581242,0.011645893,-0.028131020101325354,2730,9.829375000000001e-05,0.2,-0.0005574747920036316,-0.016933560371398926,0.1732741783062617,-1.0973650058110556,,
15,,,,,,,,69750,,4569,,,,,,15.0,,,1.4661862,,,,,,,93,,,1.39491296,0.161022221048673,0.015829422,-0.03293620942165661,2760,9.8275e-05,0.2,-0.011109776794910431,0.0234948992729187,0.16177330116430919,-1.1127177913983664,,
,,,,,,,,70000,,,,,,,,,,,1.3749386,,,,,,,,,,,0.13724444458882015,0.009780999,-0.02771649192869663,2790,9.825625e-05,0.2,-0.009000889956951141,0.04002809524536133,0.15819631069898604,-1.1243075807889302,15.0,1.6333112478256226
15,,,,,,,,70500,,4624,,,,,,15.05,,,,,,,,,,94,,,1.3529834800000002,,,,,,,,,,,,
15,,,,,,,,71250,,4673,,,,,,15.05,,,1.3306112,,,,,,,95,,,1.3364451300000002,0.1843555559637025,0.014702014,-0.033569247815012915,2820,9.82375e-05,0.2,-0.013789795339107513,-0.015863895416259766,0.17441952377557754,-1.1205135305722556,,
15,,,,,,,,72000,,4722,,,,,,15.0,,,1.324038,,,,,,,96,,,1.3472053,0.11982222155978282,0.01397907,-0.033055918860725224,2850,9.821875e-05,0.2,-0.033578868955373764,-0.20427274703979492,0.13672020882368088,-1.1700567841529845,,
15,,,,,,,,72750,,4771,,,,,,15.0,,,1.370721,,,,,,,97,,,1.3510077999999999,0.12933333267768224,0.011217116,-0.030492820521485477,2880,9.82e-05,0.2,-0.0061505138874053955,0.020248115062713623,0.17699810812870662,-1.191071089108785,,
15,,,,,,,,73500,,4821,,,,,,15.0,,,1.3502713,,,,,,,98,,,1.35913963,0.1251999997223417,0.011992204,-0.03043565415504078,2910,9.818125e-05,0.2,-0.015020288527011871,0.03523683547973633,0.15964310963948566,-1.1798760692278545,,
15,,,,,,,,74250,,4870,,,,,,15.0,,,1.3682108,,,,,,,99,,,1.3913517799999997,0.14924444382389387,0.014526698,-0.030815912412106995,2940,9.816250000000001e-05,0.2,-0.01417446881532669,0.049045562744140625,0.16712328990300496,-1.1974236448605855,,
,,,,,,,,75000,,,,,,,,,,,1.3953791,,,,,,,,,,,0.12266666665673256,0.008228188,-0.02588288710413291,2970,9.814375000000001e-05,0.2,-0.052902963012456894,-0.17701303958892822,0.07669511114557584,-1.1942644675572713,15.0,1.41660133600235
15,,,,,,,,75000,,4924,,,,,,15.0,,,,,,,,,,100,,,1.33869326,,,,,,,,,,,,
15,,,,,,,,75750,,4973,,,,,,15.05,,,1.2606376,,,,,,,101,,,1.26440061,0.1466666682312886,0.013410094,-0.032326442416628014,3000,9.812500000000001e-05,0.2,0.026763275265693665,0.02260643243789673,0.2622949282328288,-1.2070177475611368,,
15,,,,,,,,76500,,5022,,,,,,15.05,,,1.3078475,,,,,,,102,,,1.35072078,0.13915555588901043,0.011601207,-0.032409423210616746,3030,9.810625e-05,0.2,-0.014535769820213318,-0.16195428371429443,0.18969132403532665,-1.1991496841112772,,
15,,,,,,,,77250,,5071,,,,,,15.0,,,1.3622293,,,,,,,103,,,1.37655528,0.18413333346446356,0.017783675,-0.037011601745388964,3060,9.80875e-05,0.2,-0.06440205872058868,-0.04789125919342041,0.08175333961844444,-1.1943144917488098,,
15,,,,,,,,78000,,5122,,,,,,15.0,,,1.3293691,,,,,,,104,,,1.29077742,0.11275555500760674,0.008669685,-0.02645649845495613,3090,9.806875e-05,0.2,-0.021296009421348572,0.054015278816223145,0.13366425782442093,-1.2028624256451925,,
15,,,,,,,,78750,,5172,,,,,,15.0,,,1.264327,,,,,,,105,,,1.28811088,0.1454222211924692,0.014001697,-0.032505737733747785,3120,9.805e-05,0.2,-0.009580858051776886,-0.030112385749816895,0.18859554529190065,-1.1869826555252074,,
15,,,,,,,,79500,,5222,,,,,,15.0,,,1.3528907,,,,,,,106,,,1.3567722699999998,0.18453333110858997,0.013087394,-0.03169371479531336,3150,9.803125e-05,0.2,-0.019058451056480408,0.04243284463882446,0.16436257263024648,-1.1879728754361472,,
,,,,,,,,80000,,,,,,,,,,,1.3809466,,,,,,,,,,,0.13582222300271193,0.012944277,-0.031703259346944596,3180,9.80125e-05,0.2,-0.034383293241262436,0.07380926609039307,0.12234239106376966,-1.1736047824223836,15.0,1.4308194637298584
15,,,,,,,,80250,,5275,,,,,,15.05,,,,,,,,,,107,,,1.3728444100000001,,,,,,,,,,,,
15,,,,,,,,81000,,5324,,,,,,15.05,,,1.3842227,,,,,,,108,,,1.3212050900000003,0.11728888995324573,0.010565581,-0.02808865646577132,3210,9.799375000000001e-05,0.2,-0.02664898708462715,-0.007122993469238281,0.13064408997694651,-1.1581438461939493,,
15,,,,,,,,81750,,5373,,,,,,15.0,,,1.2360455,,,,,,,109,,,1.3660876800000004,0.14088888832678398,0.012927975,-0.030546184972647814,3240,9.797500000000001e-05,0.2,0.015636809170246124,0.005331873893737793,0.22391867687304814,-1.1446257710456849,,
15,,,,,,,,82500,,5423,,,,,,15.0,,,1.4028122,,,,,,,110,,,1.4185867200000002,0.1161777771388491,0.009459184,-0.028562042716197254,3270,9.795625000000001e-05,0.2,-0.05600046366453171,-0.07485198974609375,0.07249167921642462,-1.164917246500651,,
15,,,,,,,,83250,,5471,,,,,,15.0,,,1.4042577,,,,,,,111,,,1.28273241,0.11782222215551882,0.010417642,-0.03111823139567343,3300,9.79375e-05,0.2,-0.03094794973731041,0.03581535816192627,0.12411935726801554,-1.16968674659729,,
15,,,,,,,,84000,,5520,,,,,,15.0,,,1.234785,,,,,,,112,,,1.26540628,0.12826666757464408,0.01369801,-0.030621162254715156,3330,9.791875e-05,0.2,0.043534353375434875,0.005702376365661621,0.2819610228141149,-1.1826067209243774,,
15,,,,,,,,84750,,5569,,,,,,15.0,,,1.3487936,,,,,,,113,,,1.30324769,0.13457777841637533,0.010162705,-0.02743020792887029,3360,9.79e-05,0.2,-0.01518046110868454,0.002881467342376709,0.16377936800320944,-1.1494234522183737,,
,,,,,,,,85000,,,,,,,,,,,1.2065268,,,,,,,,,,,0.14191111102700232,0.015136726,-0.03365690174380109,3390,9.788125e-05,0.2,0.001083962619304657,0.05684000253677368,0.21186174402634303,-1.166847038269043,15.0,1.6323267936706543
15,,,,,,,,85500,,5623,,,,,,15.05,,,,,,,,,,114,,,1.25328487,,,,,,,,,,,,
15,,,,,,,,86250,,5672,,,,,,15.05,,,1.3189063,,,,,,,115,,,1.34226082,0.12160000031193098,0.011638623,-0.029425689789445878,3420,9.78625e-05,0.2,0.034858718514442444,-0.009894132614135742,0.2663642426331838,-1.1618825515111288,,
15,,,,,,,,87000,,5721,,,,,,15.0,,,1.3567376,,,,,,,116,,,1.41159093,0.1351111111463979,0.012313867,-0.030809239423000772,3450,9.784375e-05,0.2,-0.05448316037654877,-0.03361618518829346,0.08028335670630136,-1.1555811882019043,,
15,,,,,,,,87750,,5770,,,,,,15.0,,,1.4656869,,,,,,,117,,,1.4088875799999996,0.15053333390193682,0.01120889,-0.03219989850781859,3480,9.7825e-05,0.2,-0.031076397746801376,0.012185931205749512,0.125333783775568,-1.142992337544759,,
15,,,,,,,,88500,,5819,,,,,,15.0,,,1.3921275,,,,,,,118,,,1.44454276,0.17422222197055817,0.014196543,-0.03219539343600886,3510,9.780625000000001e-05,0.2,-0.01513577252626419,-0.0526118278503418,0.15346406251192093,-1.1453592618306478,,
15,,,,,,,,89250,,5869,,,,,,15.0,,,1.4572178,,,,,,,119,,,1.40441001,0.18368888761227328,0.014285678,-0.03199332008459089,3540,9.778750000000001e-05,0.2,-0.0562596321105957,0.02330172061920166,0.06954945127169292,-1.1451688567797342,,
,,,,,,,,90000,,,,,,,,,,,1.3712581,,,,,,,,,,,0.0922222219252338,0.009847961,-0.027566431644848653,3570,9.776875e-05,0.2,-0.0019932538270950317,0.0038033127784729004,0.17461343308289845,-1.1375979463259378,15.0,1.6173853397369384
15,,,,,,,,90000,,5923,,,,,,15.0,,,,,,,,,,120,,,1.39286146,,,,,,,,,,,,
15,,,,,,,,90750,,5972,,,,,,15.05,,,1.4348828,,,,,,,121,,,1.4655887599999997,0.14924444529848793,0.01089007,-0.032570355133629526,3600,9.775e-05,0.2,-0.054932717233896255,0.0004900097846984863,0.07755686889092127,-1.1251380403836568,,
15,,,,,,,,91500,,6021,,,,,,15.05,,,1.5155113,,,,,,,122,,,1.44860265,0.14044444312651952,0.01134895,-0.031236618409802505,3630,9.773125000000001e-05,0.2,-0.06315779685974121,0.0713995099067688,0.05333810746669769,-1.1233968456586203,,
15,,,,,,,,92250,,6070,,,,,,15.0,,,1.3490667,,,,,,,123,,,1.3688977400000002,0.15231111098546535,0.012909573,-0.03180092563078638,3660,9.771250000000001e-05,0.2,-0.029047280550003052,0.00938647985458374,0.12035242716471355,-1.1224706172943115,,
15,,,,,,,,93000,,6120,,,,,,15.0,,,1.3924481,,,,,,,124,,,1.43888313,0.13128888874004285,0.01503636,-0.03347284283982592,3690,9.769375e-05,0.2,0.010849446058273315,0.023068785667419434,0.2114652102192243,-1.1064113140106202,,
15,,,,,,,,93750,,6170,,,,,,15.0,,,1.5177189,,,,,,,125,,,1.43401485,0.1476444449275732,0.01519177,-0.028062849393900892,3720,9.7675e-05,0.2,-0.06664703041315079,-0.19190633296966553,0.04424818716943264,-1.1288403630256654,,
15,,,,,,,,94500,,6218,,,,,,15.0,,,1.3083835,,,,,,,126,,,1.3547600299999996,0.13062222263154885,0.01034232,-0.02698545587687858,3750,9.765625e-05,0.2,-0.0035046562552452087,-0.05249500274658203,0.17761534849802654,-1.150328016281128,,
,,,,,,,,95000,,,,,,,,,,,1.422094,,,,,,,,,,,0.18319999972979228,0.014855187,-0.03645701135616335,3780,9.763750000000001e-05,0.2,-0.034491945058107376,-0.04184567928314209,0.12868142103155453,-1.1215680638949077,15.0,1.424116277694702
15,,,,,,,,95250,,6272,,,,,,15.05,,,,,,,,,,127,,,1.37988393,,,,,,,,,,,,
15,,,,,,,,96000,,6321,,,,,,15.05,,,1.3784688,,,,,,,128,,,1.4585923000000003,0.10697777817646663,0.007885723,-0.027725931642659834,3810,9.761875000000001e-05,0.2,0.016143344342708588,0.004079282283782959,0.20085006803274155,-1.123427967230479,,
15,,,,,,,,96750,,6370,,,,,,15.0,,,1.537745,,,,,,,129,,,1.40921101,0.1441777780574436,0.012875898,-0.02724186884352111,3840,9.76e-05,0.2,-0.060429465025663376,0.0006424188613891602,0.04928564329942067,-1.1451663613319396,,
15,,,,,,,,97500,,6420,,,,,,15.0,,,1.2799673,,,,,,,130,,,1.3408368899999998,0.1388444441060225,0.011373653,-0.030795980926654816,3870,9.758125e-05,0.2,-0.028344132006168365,-0.013147711753845215,0.1404326928158601,-1.1497599879900615,,
15,,,,,,,,98250,,6469,,,,,,15.0,,,1.3817377,,,,,,,131,,,1.3416010900000002,0.13217777851969004,0.010301787,-0.03138899431659118,3900,9.75625e-05,0.2,-0.030702799558639526,0.0015140771865844727,0.12774255648255348,-1.1675161798795064,,
15,,,,,,,,99000,,6517,,,,,,15.0,,,1.3023632,,,,,,,132,,,1.3327547799999997,0.12542222204307715,0.011231541,-0.027572468425830218,3930,9.754375e-05,0.2,-0.019799232482910156,-0.055264830589294434,0.1464080939690272,-1.1472825527191162,,
15,,,,,,,,99750,,6566,,,,,,15.0,,,1.383861,,,,,,,133,,,1.43958047,0.11888888825972875,0.010961034,-0.02878278905484411,3960,9.7525e-05,0.2,-0.0278005413711071,0.033360421657562256,0.12829723432660103,-1.1523624738057454,,
,,,,,,,,100000,,,,,,,,,,,1.4227426,,,,,,,,,,,0.1395555562650164,0.014085356,-0.032826759357972905,3990,9.750625e-05,0.2,-0.06873704493045807,0.0053858160972595215,0.0477815218269825,-1.148343058427175,15.0,1.6266958951950072
15,,,,,,,,100500,,6621,,,,,,15.05,,,,,,,,,,134,,,1.4339274899999999,,,,,,,,,,,,
15,,,,,,,,101250,,6670,,,,,,15.05,,,1.4036754,,,,,,,135,,,1.3577065999999995,0.11622222202519576,0.012894764,-0.028873866919490194,4020,9.74875e-05,0.2,0.0011192262172698975,-0.023360490798950195,0.17916086912155152,-1.1419922908147175,,
15,,,,,,,,102000,,6720,,,,,,15.0,,,1.3824581,,,,,,,136,,,1.3421030599999997,0.14240000098943711,0.012910153,-0.034930730949569916,4050,9.746875000000001e-05,0.2,-0.03852151706814766,0.002440929412841797,0.12265629818042119,-1.1121026794115703,,
15,,,,,,,,102750,,6769,,,,,,15.0,,,1.2298782,,,,,,,137,,,1.31921643,0.16795555551846822,0.0101196235,-0.029430089786007172,4080,9.745000000000001e-05,0.2,0.00622142106294632,0.0730331540107727,0.20087936371564866,-1.1110472997029623,,
15,,,,,,,,103500,,6819,,,,,,15.0,,,1.3892505,,,,,,,138,,,1.3852355999999997,0.13146666636069615,0.011490435,-0.03080670263150497,4110,9.743125000000001e-05,0.2,-0.024317581206560135,-0.15822386741638184,0.14535303736726443,-1.0812937895456949,,
15,,,,,,,,104250,,6868,,,,,,15.0,,,1.473745,,,,,,,139,,,1.4651606399999997,0.1879111134679988,0.016860412,-0.035357065356408944,4140,9.741250000000002e-05,0.2,-0.05931708589196205,-0.06759285926818848,0.0724425882101059,-1.10154287815094,,
,,,,,,,,105000,,,,,,,,,,,1.4766154,,,,,,,,,,,0.126311111690787,0.012428299,-0.03093138319104911,4170,9.739375e-05,0.2,-0.05677644908428192,0.033651530742645264,0.06178248263895512,-1.120147446791331,15.0,1.4272596716880799
15,,,,,,,,105000,,6924,,,,,,15.0,,,,,,,,,,140,,,1.4643164000000004,,,,,,,,,,,,
15,,,,,,,,105750,,6973,,,,,,15.05,,,1.4313704,,,,,,,141,,,1.4639140100000003,0.16337777795270086,0.015050236,-0.0314253121405633,4200,9.7375e-05,0.2,-0.018688928335905075,0.01149904727935791,0.13942786132295926,-1.0852744539578756,,
15,,,,,,,,106500,,7022,,,,,,15.05,,,1.4761035,,,,,,,142,,,1.4959687300000002,0.12764444363613922,0.016384322,-0.03341131482681054,4230,9.735625e-05,0.2,-0.06388314068317413,0.010383665561676025,0.05902234787742297,-1.110971248149872,,
15,,,,,,,,107250,,7072,,,,,,15.0,,,1.5353471,,,,,,,143,,,1.4789874499999995,0.17306666548053423,0.013580934,-0.03243981606640543,4260,9.73375e-05,0.2,-0.06439106166362762,0.006815075874328613,0.048147484411795935,-1.1229223410288494,,
15,,,,,,,,108000,,7121,,,,,,15.0,,,1.4108466,,,,,,,144,,,1.37647756,0.12528888853266834,0.011524037,-0.026460710923373713,4290,9.731875e-05,0.2,-0.024575769901275635,-0.02586066722869873,0.11319741432865461,-1.1240904768308004,,
15,,,,,,,,108750,,7171,,,,,,15.0,,,1.2904645,,,,,,,145,,,1.3466191299999999,0.1170222222727413,0.012410982,-0.03409455463268488,4320,9.730000000000001e-05,0.2,-0.006848931312561035,-0.0025038719177246094,0.1838022341330846,-1.1190587162971497,,
15,,,,,,,,109500,,7219,,,,,,15.0,,,1.361635,,,,,,,146,,,1.34548643,0.20653333459049464,0.019187832,-0.03474633224004258,4350,9.728125000000001e-05,0.2,-0.005180627107620239,0.037770092487335205,0.18867648094892503,-1.114040243625641,,
,,,,,,,,110000,,,,,,,,,,,1.3615156,,,,,,,,,,,0.1402222233513991,0.009954748,-0.030864888704278393,4380,9.726250000000001e-05,0.2,-0.006368182599544525,-0.10146522521972656,0.1889399468898773,-1.1055940707524619,15.0,1.6224015474319458
15,,,,,,,,110250,,7273,,,,,,15.05,,,,,,,,,,147,,,1.26605684,,,,,,,,,,,,
15,,,,,,,,111000,,7323,,,,,,15.05,,,1.2233697,,,,,,,148,,,1.3503308200000002,0.11204444464916984,0.011080827,-0.030635495523880753,4410,9.724375000000002e-05,0.2,0.03311103582382202,-0.020890116691589355,0.26593261659145356,-1.108960990111033,,
15,,,,,,,,111750,,7372,,,,,,15.0,,,1.4973351,,,,,,,149,,,1.4589534599999998,0.18355555458304781,0.014521965,-0.03435769765963777,4440,9.7225e-05,0.2,-0.06350193917751312,-0.00645899772644043,0.07286126886804899,-1.1165235082308451,,
15,,,,,,,,112500,,7421,,,,,,15.0,,,1.4207399,,,,,,,150,,,1.3841788799999997,0.13208888831237953,0.0104525965,-0.02748352379583648,4470,9.720625e-05,0.2,-0.037782493978738785,0.09273594617843628,0.09560424859325091,-1.107155434290568,,
15,,,,,,,,113250,,7469,,,,,,15.0,,,1.3677216,,,,,,,151,,,1.4016951800000002,0.13320000022649764,0.009930943,-0.02865123138340806,4500,9.71875e-05,0.2,-0.00918947160243988,0.006366312503814697,0.17477965354919434,-1.1470937808354695,,
15,,,,,,,,114000,,7518,,,,,,15.0,,,1.4768115,,,,,,,152,,,1.36163553,0.16039999922116596,0.011833206,-0.030142820786136327,4530,9.716875e-05,0.2,-0.061534300446510315,-0.27619361877441406,0.06205951782564322,-1.1271245678265889,,
15,,,,,,,,114750,,7568,,,,,,15.0,,,1.2052971,,,,,,,153,,,1.2637928600000001,0.14257777876531083,0.010413356,-0.031290764991483755,4560,9.715e-05,0.2,-0.00018315017223358154,0.0114937424659729,0.19320200830698014,-1.122898785273234,,
,,,,,,,,115000,,,,,,,,,,,1.3214481,,,,,,,,,,,0.130977777702113,0.011892111,-0.031844873807393,4590,9.713125e-05,0.2,-0.02948610484600067,0.02917611598968506,0.1394642839829127,-1.1303388039271036,15.0,1.6298306941986085
15,,,,,,,,115500,,7623,,,,,,15.05,,,,,,,,,,154,,,1.3962936,,,,,,,,,,,,
15,,,,,,,,116250,,7672,,,,,,15.05,,,1.4518033,,,,,,,155,,,1.4521991699999999,0.15013333360354106,0.0138975885,-0.0305471788770778,4620,9.711250000000001e-05,0.2,-0.06306938081979752,0.03475356101989746,0.05808369119962056,-1.0970382253328959,,
15,,,,,,,,117000,,7721,,,,,,15.0,,,1.4112324,,,,,,,156,,,1.3603054600000002,0.13502222169190645,0.014297192,-0.03265446077328589,4650,9.709375000000001e-05,0.2,-0.05639400705695152,0.06618493795394897,0.07700598115722339,-1.1346899588902792,,
15,,,,,,,,117750,,7770,,,,,,15.0,,,1.3701053,,,,,,,157,,,1.3555554699999999,0.12835555598139764,0.010854875,-0.029642636038238853,4680,9.7075e-05,0.2,-0.004471860826015472,0.0545421838760376,0.17543114771445592,-1.127846646308899,,
15,,,,,,,,118500,,7819,,,,,,15.0,,,1.404438,,,,,,,158,,,1.37665475,0.1260888896804924,0.011472462,-0.028137578193760594,4710,9.705625e-05,0.2,-0.02236628159880638,-0.10661041736602783,0.130487859249115,-1.1150875012079875,,
15,,,,,,,,119250,,7868,,,,,,15.0,,,1.2953258,,,,,,,159,,,1.37640103,0.14200000042716662,0.009902412,-0.030326173917204137,4740,9.70375e-05,0.2,-0.004696227610111237,0.034106314182281494,0.1705169215798378,-1.124781596660614,,
,,,,,,,,120000,,,,,,,,,,,1.3947638,,,,,,,,,,,0.1223111115085582,0.011643496,-0.028991026345640415,4770,9.701875e-05,0.2,-0.028926342725753784,0.04259282350540161,0.11926592762271564,-1.141929598649343,15.0,1.634602165222168
15,,,,,,,,120000,,7921,,,,,,15.0,,,,,,,,,,160,,,1.43857361,,,,,,,,,,,,
15,,,,,,,,120750,,7970,,,,,,15.05,,,1.5155715,,,,,,,161,,,1.3863069300000002,0.14146666477123895,0.01229094,-0.031263807321050115,4800,9.7e-05,0.2,-0.06088635325431824,-0.023562908172607422,0.06597327552735806,-1.1419115265210469,,
15,,,,,,,,121500,,8019,,,,,,15.05,,,1.2984718,,,,,,,162,,,1.3875655100000004,0.13071111080547174,0.012662254,-0.03257467029940126,4830,9.698125e-05,0.2,-0.0254426971077919,0.01453620195388794,0.1439773678779602,-1.1305421034495036,,
15,,,,,,,,122250,,8068,,,,,,15.0,,,1.4560747,,,,,,,163,,,1.45710826,0.11297777729729812,0.014267851,-0.03267807040841113,4860,9.69625e-05,0.2,-0.06444282084703445,-0.04561924934387207,0.06382450933257738,-1.1380607922871908,,
15,,,,,,,,123000,,8118,,,,,,15.0,,,1.3850104,,,,,,,164,,,1.2316992199999999,0.16084444386263688,0.013734271,-0.03491329375612032,4890,9.694375000000001e-05,0.2,-0.05597730353474617,0.00385129451751709,0.07656559596459071,-1.1689711769421895,,
15,,,,,,,,123750,,8167,,,,,,15.0,,,1.0786042,,,,,,,165,,,1.25052067,0.13568888815740746,0.0109855635,-0.03514621620877749,4920,9.692500000000001e-05,0.2,0.09295345842838287,-0.012042760848999023,0.411769304672877,-1.1486342112223307,,
15,,,,,,,,124500,,8220,,,,,,15.0,,,1.4434204,,,,,,,166,,,1.35083423,0.13680000006376455,0.013651555,-0.029443653568108036,4950,9.690625e-05,0.2,-0.06083620339632034,-0.07778966426849365,0.07223877472182115,-1.1241690715154011,,
,,,,,,,,125000,,,,,,,,,,,1.2275063,,,,,,,,,,,0.12115555542210737,0.012847817,-0.030975394852697433,4980,9.68875e-05,0.2,0.04402266442775726,-0.030042052268981934,0.2769620796044668,-1.1198104262351989,15.0,1.2244750261306763
15,,,,,,,,125250,,8275,,,,,,15.05,,,,,,,,,,167,,,1.3355719400000003,,,,,,,,,,,,
15,,,,,,,,126000,,8327,,,,,,15.05,,,1.5160475,,,,,,,168,,,1.4445232099999998,0.16022222315271695,0.010393732,-0.0315561507766238,5010,9.686874999999999e-05,0.2,-0.03767590969800949,0.058304786682128906,0.10882308756311734,-1.1029225945472718,,
15,,,,,,,,126750,,8376,,,,,,15.0,,,1.4047449,,,,,,,169,,,1.4441123100000002,0.10448888850708803,0.011378058,-0.026133008820656684,5040,9.685000000000001e-05,0.2,-0.03526749834418297,0.1123119592666626,0.0972892592350642,-1.1224183241526287,,
15,,,,,,,,127500,,8425,,,,,,15.0,,,1.4021821,,,,,,,170,,,1.3832748500000003,0.14013333367183806,0.009955743,-0.029126143322367633,5070,9.683125e-05,0.2,-0.030871514230966568,-0.12778639793395996,0.11448437348008156,-1.1599382678667705,,
15,,,,,,,,128250,,8478,,,,,,15.0,,,1.3834276,,,,,,,171,,,1.3678209299999997,0.11728888880461455,0.009747184,-0.02925521184309486,5100,9.68125e-05,0.2,-0.025059308856725693,-0.02881932258605957,0.13862495919068654,-1.1505608320236207,,
15,,,,,,,,129000,,8526,,,,,,15.0,,,1.3716104,,,,,,,172,,,1.3259980100000004,0.19840000091741483,0.019672284,-0.0339844643054737,5130,9.679375e-05,0.2,-0.05774965137243271,0.04297828674316406,0.07589092552661895,-1.1425100962320964,,
15,,,,,,,,129750,,8575,,,,,,15.0,,,1.3005326,,,,,,,173,,,1.2930916200000002,0.12528888906041782,0.010394747,-0.033361864348982154,5160,9.677500000000001e-05,0.2,-0.027334369719028473,0.03716498613357544,0.14451432277758916,-1.1378260691960653,,
,,,,,,,,130000,,,,,,,,,,,1.3068264,,,,,,,,,,,0.12848888859152793,0.009442609,-0.028357347484243418,5190,9.675625000000001e-05,0.2,-0.0043495818972587585,-0.05080080032348633,0.17710477312405903,-1.1368964274724325,15.0,1.2223756670951844
15,,,,,,,,130500,,8628,,,,,,15.05,,,,,,,,,,174,,,1.3813272699999999,,,,,,,,,,,,
15,,,,,,,,131250,,8675,,,,,,15.05,,,1.41348,,,,,,,175,,,1.3602010199999999,0.15662222305157533,0.013310492,-0.033496343278522765,5220,9.67375e-05,0.2,-0.054898153990507126,-0.01096796989440918,0.0812051092584928,-1.1293761134147644,,
15,,,,,,,,132000,,8723,,,,,,15.0,,,1.2130791,,,,,,,176,,,1.34232259,0.15257777844866116,0.010829982,-0.032111193443876175,5250,9.671875e-05,0.2,-0.019288070499897003,0.009556293487548828,0.16921959817409515,-1.1170933604240418,,
15,,,,,,,,132750,,8771,,,,,,15.0,,,1.4517931,,,,,,,177,,,1.37488966,0.12666666576017935,0.010338103,-0.028141749315481204,5280,9.669999999999999e-05,0.2,-0.029754765331745148,-0.07755768299102783,0.12887875661253928,-1.1268567005793253,,
15,,,,,,,,133500,,8819,,,,,,15.0,,,1.371987,,,,,,,178,,,1.3616079200000002,0.17057777792215348,0.012803255,-0.03329858695113413,5310,9.668125000000001e-05,0.2,-0.05150133743882179,-0.09089910984039307,0.09290721341967582,-1.12511035601298,,
15,,,,,,,,134250,,8866,,,,,,15.0,,,1.311194,,,,,,,179,,,1.3575106000000003,0.14528889007245502,0.012146413,-0.03556828963633419,5340,9.66625e-05,0.2,-0.05702485144138336,0.049305498600006104,0.09009280701478323,-1.1348207155863443,,
,,,,,,,,135000,,,,,,,,,,,1.4004985,,,,,,,,,,,0.12782222212602695,0.0116484845,-0.030510101882865057,5370,9.664375e-05,0.2,-0.03512908145785332,0.04252046346664429,0.12164424359798431,-1.142824618021647,15.0,1.6259881019592286
15,,,,,,,,135000,,8918,,,,,,15.0,,,,,,,,,,180,,,1.3499203100000003,,,,,,,,,,,,
15,,,,,,,,135750,,8966,,,,,,15.05,,,1.3597296,,,,,,,181,,,1.4152762300000004,0.16346666601796944,0.013731068,-0.03448430223524982,5400,9.6625e-05,0.2,-0.030910439789295197,0.028775930404663086,0.13195615261793137,-1.1501596927642823,,
15,,,,,,,,136500,,9014,,,,,,15.05,,,1.461403,,,,,,,182,,,1.4254422400000002,0.08880000033726294,0.012972398,-0.030963896334217856,5430,9.660625000000001e-05,0.2,-0.06361730396747589,0.0525476336479187,0.05491353323062261,-1.1270958185195923,,
15,,,,,,,,137250,,9061,,,,,,15.0,,,1.4316982,,,,,,,183,,,1.36043666,0.11582222254946828,0.012489653,-0.028413153028177738,5460,9.658750000000001e-05,0.2,0.010658107697963715,0.012276649475097656,0.20409045815467836,-1.1553364356358846,,
15,,,,,,,,138000,,9111,,,,,,15.0,,,1.3425255,,,,,,,184,,,1.3890121000000002,0.14284444401661556,0.011743492,-0.030232877113090625,5490,9.656875e-05,0.2,-0.027080561965703964,-0.07106983661651611,0.13121567542354265,-1.1518779476483663,,
15,,,,,,,,138750,,9159,,,,,,15.0,,,1.4175134,,,,,,,185,,,1.4414891399999996,0.12226666578402122,0.012077936,-0.03445652458897482,5520,9.655000000000002e-05,0.2,-0.06084650754928589,0.03831714391708374,0.07646574427684148,-1.1433376789093017,,
15,,,,,,,,139500,,9208,,,,,,15.0,,,1.485637,,,,,,,186,,,1.4658302999999997,0.1327555554298063,0.009753485,-0.025658928186539556,5550,9.653125e-05,0.2,-0.031872350722551346,0.048586130142211914,0.0992033414542675,-1.1214851140975952,,
,,,,,,,,140000,,,,,,,,,,,1.4016899,,,,,,,,,,,0.09737777824824055,0.009835007,-0.025693999053879323,5580,9.651250000000001e-05,0.2,-0.03037784993648529,-0.08365535736083984,0.10710913017392158,-1.1371194998423257,15.0,1.6248953342437744
15,,,,,,,,140250,,9263,,,,,,15.05,,,,,,,,,,187,,,1.4193313200000004,,,,,,,,,,,,
