fpts,fpts_ci,rank_overall,rank_pos,rush_att,rush_yd,rush_td,rec_rcpt,rec_tgt,rec_yd,rec_td,player,team,pos,source,source_url,fpts_halfppr_adjust
125.775,98-144.74,#112,#36,182.38,843.23,5.26,8.81,11.57,64.78,0.34,Gus Edwards,LAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
122.725,91.07-138.71,#116,#37,152.29,725.65,5.14,15.67,21.61,117.74,0.68,Nick Chubb,CLE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
122.35000000000001,87.49-132.41,#125,#38,159.07,656.05,4.12,24.8,34.31,138.96,1.07,Javonte Williams,DEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
117.205,83.69-127.95,#130,#39,136.35,592.64,3.93,22.77,32.2,172.69,1.07,Blake Corum,LA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
119.19999999999999,80.75-124.51,#134,#40,133.06,541.04,3.14,33.14,44.35,219.99,1.53,Chase Brown,CIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
111.71,78.88-122.32,#139,#41,137.57,556.62,3.64,22.22,30.17,165.75,1.14,Rico Dowdle,DAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
104.92,77.44-120.62,#141,#42,151.61,616.16,4.51,11.78,17.83,81.54,0.43,Ty Chandler,MIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
111.345,77.21-120.37,#142,#43,135.31,564.87,3.67,25.11,34.31,153.09,0.87,Jaleel McLaughlin,DEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
108.05999999999999,75.87-118.77,#146,#44,148.5,598.04,3.38,21.48,29.5,142.19,0.67,Trey Benson,ARI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
107.715,71.87-114.09,#148,#45,122.33,501.3,3.0,29.47,39.63,239.11,0.8,Antonio Gibson,NE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
100.24000000000001,70.15-112.09,#151,#46,128.04,537.97,3.08,18.24,22.81,134.78,0.88,Tyler Allgeier,ATL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
102.4,67.88-109.42,#154,#47,113.88,460.12,2.76,27.5,37.15,198.98,1.25,Kendre Miller,NO,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
95.16000000000001,65.61-106.75,#155,#48,106.19,461.85,3.63,17.96,23.8,141.09,0.96,MarShawn Lloyd,GB,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
100.92999999999999,65.2-106.28,#156,#49,104.02,423.67,2.68,30.38,40.53,203.58,1.16,Zach Charbonnet,SEA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
82.715,54.08-93.24,#171,#50,116.01,463.67,1.88,18.11,24.39,132.28,0.52,Chuba Hubbard,CAR,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
77.85,52.84-91.8,#174,#51,102.59,464.13,2.88,11.06,14.47,74.05,0.39,J.K. Dobbins,LAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
71.325,44.03-81.45,#191,#52,84.37,363.41,2.01,17.17,23.12,115.34,0.69,Kimani Vidal,LAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
66.22999999999999,43.26-80.56,#193,#53,100.13,391.74,2.86,8.64,11.92,56.82,0.35,Tank Bigsby,JAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
65.18,42.15-79.25,#197,#54,98.29,382.25,2.39,8.96,11.84,64.91,0.34,Dameon Pierce,HOU,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
63.275,41.57-78.57,#198,#55,93.18,406.47,2.34,6.41,8.55,42.9,0.27,Khalil Herbert,CHI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
60.015,39.66-76.32,#201,#56,89.28,380.96,2.64,4.05,5.38,26.01,0.17,Elijah Mitchell,SF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
65.71,39.15-75.73,#203,#57,67.43,289.49,1.91,16.54,22.64,126.5,0.85,Keaton Mitchell,BAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
59.995,38.88-75.42,#204,#58,94.1,385.75,2.46,5.69,7.93,38.22,0.19,Alexander Mattison,LV,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
60.400000000000006,38.11-74.51,#206,#59,86.68,358.66,2.29,8.18,11.38,57.33,0.36,Bucky Irving,TB,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
59.005,37.78-74.12,#207,#60,95.26,396.32,2.01,6.11,8.25,40.87,0.28,Braelon Allen,NYJ,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
63.1,37.17-73.41,#209,#61,66.32,280.39,1.96,15.62,21.77,117.31,0.83,Ray Davis,BUF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
59.325,34.9-70.74,#216,#62,71.22,307.33,1.97,13.01,18.47,83.84,0.51,Audric Estime,DEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
61.455000000000005,34.85-70.69,#217,#63,67.54,273.42,1.76,17.37,22.83,114.49,0.7,Roschon Johnson,CHI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
55.675,32.89-68.39,#222,#64,75.75,312.97,2.12,10.07,13.42,61.78,0.34,Tyrone Tracy Jr.,NYG,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
50.01,29.27-64.15,#227,#65,71.15,281.69,2.18,6.6,8.58,40.59,0.28,Jamaal Williams,NO,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
43.835,24.92-59.06,#235,#66,68.25,282.5,1.88,3.69,5.27,24.6,0.17,Dylan Laube,LV,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
40.97,20.3-53.64,#242,#67,49.6,205.24,1.69,8.0,11.21,53.06,0.34,Kenneth Gainwell,PHI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
40.655,20.21-53.51,#243,#68,55.69,262.25,0.94,7.59,10.85,44.64,0.2,Miles Sanders,CAR,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
35.93,16.28-49.3,#252,#69,38.75,168.17,1.61,6.28,8.46,47.81,0.29,D'Onta Foreman,CLE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
32.98,11.66-43.5,#259,#70,29.82,118.62,0.77,10.8,15.1,77.68,0.66,Deuce Vaughn,DAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
26.29,8.4-39.68,#264,#71,33.75,139.95,0.86,4.5,6.01,36.36,0.18,Clyde Edwards-Helaire,KC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
24.005,7.35-38.45,#267,#72,33.18,139.39,1.04,2.21,2.97,19.01,0.17,A.J. Dillon,GB,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
27.92,7.06-38.12,#268,#73,17.74,81.0,0.57,10.66,14.72,80.63,0.52,Cordarrelle Patterson,PIT,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
23.060000000000002,5.46-36.24,#271,#74,29.24,125.9,0.73,4.42,6.01,31.55,0.18,Deneric Prince,KC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
22.669999999999998,3.57-34.01,#275,#75,22.04,88.21,0.48,7.76,11.01,54.44,0.35,Evan Hull,IND,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
20.325000000000003,2.31-32.53,#278,#76,20.87,97.29,0.37,5.81,8.12,42.99,0.17,Rashaad Penny,CAR,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
19.45,2.25-32.47,#279,#77,22.79,96.64,0.6,4.18,5.68,29.16,0.17,Chase Edmonds,TB,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
18.92,1.69-31.81,#281,#78,22.92,90.11,0.61,4.34,6.03,28.55,0.26,Royce Freeman,DAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
19.445,1.37-31.45,#284,#79,21.63,86.93,0.61,6.07,8.04,36.8,0.17,Eric Gray,NYG,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
17.0,-0.1-29.72,#291,#80,20.0,82.65,0.48,4.38,5.92,30.01,0.17,Jaylen Wright,MIA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
15.815000000000001,-0.95-28.73,#294,#81,19.61,79.06,0.36,3.85,5.47,27.01,0.17,Trey Sermon,IND,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
13.325,-4.18-24.92,#315,#82,4.95,19.75,0.17,5.91,8.08,52.16,0.37,Kyle Juszczyk,SF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
12.17,-4.34-24.74,#317,#83,11.87,48.26,0.31,3.94,5.26,28.96,0.17,Samaje Perine,DEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
12.07,-4.61-24.43,#320,#84,8.86,36.44,0.21,4.32,6.24,34.88,0.26,Ty Johnson,BUF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
11.614999999999998,-5.11-23.83,#325,#85,9.11,37.49,0.24,4.51,5.94,32.14,0.17,D'Ernest Johnson,JAC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
10.34,-5.11-23.83,#325,#85,12.39,51.64,0.36,1.96,2.71,13.27,0.17,Jordan Mason,SF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
11.02,-5.58-23.28,#331,#87,8.73,35.99,0.18,4.34,5.92,27.62,0.19,Trayveon Williams,CIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
10.58,-5.67-23.17,#333,#88,9.4,37.93,0.21,3.66,5.27,26.05,0.17,Ameer Abdullah,LV,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
10.489999999999998,-5.88-22.94,#336,#89,8.68,34.5,0.25,3.92,5.94,26.49,0.17,Kene Nwangwu,MIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
9.895,-6.35-22.37,#337,#90,9.08,36.52,0.17,3.77,5.27,27.2,0.17,JaMycal Hasty,NE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
9.265,-6.8-21.88,#340,#91,7.71,31.06,0.18,3.45,4.7,24.49,0.17,Nyheim Hines,CLE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
9.440000000000001,-7.03-21.59,#341,#92,4.58,18.55,0.17,4.32,6.03,32.06,0.28,Malik Davis,DAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
9.33,-7.13-21.47,#342,#93,4.58,18.47,0.17,4.32,6.03,31.13,0.28,Hunter Luepke,DAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
8.075,-7.32-21.26,#345,#94,9.0,35.37,0.17,2.21,3.02,15.51,0.17,Keaontay Ingram,KC,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
7.970000000000001,-7.34-21.24,#346,#95,9.11,36.55,0.22,2.04,2.84,14.02,0.16,Sean Tucker,TB,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
8.68,-7.42-21.12,#348,#96,5.39,22.62,0.17,3.66,5.04,26.33,0.17,Justice Hill,BAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
7.745,-7.54-21,#349,#97,9.48,38.11,0.17,2.03,2.73,13.53,0.17,Israel Abanikanda,NYJ,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
7.569999999999999,-7.69-20.81,#350,#98,8.66,34.99,0.24,2.02,2.68,12.71,0.0,Gary Brightwell,NYG,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
7.745,-8.32-20.08,#358,#99,4.93,20.22,0.17,3.73,5.38,24.4,0.17,Michael Carter,ARI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
7.16,-9.21-19.05,#383,#100,0.0,0.0,0.0,4.48,6.24,33.54,0.27,Reggie Gilliam,BUF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
6.0,-9.23-19.03,#384,#101,4.49,17.81,0.17,2.2,2.96,17.57,0.17,Cam Akers,MIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.914999999999999,-9.31-18.93,#388,#102,4.74,19.32,0.17,2.21,2.85,15.02,0.17,Avery Williams,ATL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
6.445,-9.51-18.69,#392,#103,2.38,9.44,0.01,3.71,5.26,23.92,0.17,Michael Burton,DEN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
6.734999999999999,-9.55-18.65,#393,#104,0.0,0.0,0.0,4.37,5.71,31.11,0.23,Tucker Fisk,ATL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.43,-9.68-18.5,#402,#105,4.77,19.1,0.14,2.04,2.73,13.71,0.17,Nick Bawden,NYJ,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.17,-9.86-18.28,#404,#106,4.93,20.01,0.17,1.92,2.67,12.16,0.0,DeeJay Dallas,ARI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.135,-9.86-18.26,#405,#107,4.53,18.13,0.1,1.87,2.65,14.87,0.0,Kevin Harris,NE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.1,-9.97-18.15,#407,#108,4.33,17.47,0.17,2.02,2.68,12.41,0.0,Jashaun Corbin,NYG,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.04,-9.99-18.13,#408,#109,4.65,18.81,0.01,1.94,2.7,13.8,0.0,Spencer Brown,CAR,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
5.3100000000000005,-10.08-18.02,#409,#110,2.44,9.95,0.0,2.68,3.71,19.25,0.12,Giovanni Ricci,CLE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.755,-10.29-17.77,#410,#111,2.31,9.52,0.1,2.03,2.92,16.3,0.17,Boston Scott,LA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.825,-10.3-17.76,#411,#112,2.21,8.84,0.0,2.19,3.11,17.06,0.17,Darrynton Evans,BUF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.775,-10.34-17.7,#412,#113,2.34,9.5,0.0,2.19,3.01,17.24,0.17,Craig Reynolds,DET,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.675,-10.41-17.63,#413,#114,2.31,9.22,0.0,2.13,3.02,15.64,0.17,Snoop Conner,DAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.675,-10.43-17.61,#414,#115,2.23,8.91,0.0,2.17,2.96,17.09,0.17,Andrew Beck,HOU,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.66,-10.43-17.61,#414,#115,2.34,9.45,0.0,2.14,3.01,15.86,0.17,Jermar Jefferson,DET,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.63,-10.46-17.58,#416,#117,2.34,9.42,0.0,2.14,3.01,16.06,0.17,Jake Funk,DET,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.625,-10.48-17.56,#417,#118,2.34,9.33,0.0,2.17,3.01,16.21,0.17,Zonovan Knight,DET,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.5649999999999995,-10.52-17.52,#418,#119,2.33,9.63,0.0,2.13,2.85,16.08,0.17,Travis Homer,CHI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.495,-10.53-17.49,#419,#120,2.31,9.25,0.0,2.03,2.92,14.92,0.17,Ronnie Rivers,LA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.484999999999999,-10.53-17.49,#419,#120,2.31,9.25,0.0,2.01,2.92,15.16,0.17,Zach Evans,LA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.57,-10.54-17.48,#421,#122,2.18,8.87,0.0,2.2,2.96,15.3,0.17,Chris Evans,CIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.53,-10.55-17.47,#423,#123,2.22,9.54,0.0,2.14,2.99,15.15,0.17,Jeff Wilson,MIA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.5,-10.56-17.46,#425,#124,2.23,8.76,0.0,2.1,2.96,16.1,0.17,Dare Ogunbowale,HOU,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.545,-10.56-17.46,#425,#124,2.23,8.79,0.0,2.19,2.96,16.14,0.17,J.J. Taylor,HOU,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.33,-10.6-17.42,#427,#126,2.7,10.88,0.02,1.84,2.53,13.12,0.16,Patrick Ricard,BAL,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.495,-10.61-17.41,#428,#127,2.2,8.92,0.0,2.19,2.97,15.72,0.17,Emanuel Wilson,GB,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.485,-10.62-17.4,#429,#128,2.22,8.77,0.0,2.19,2.99,15.78,0.17,Alec Ingold,MIA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.34,-10.64-17.36,#430,#129,2.48,9.97,0.0,1.96,2.71,12.61,0.17,Patrick Taylor,SF,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.4,-10.67-17.33,#433,#130,2.37,10.13,0.01,2.14,2.87,13.44,0.16,James Robinson,NO,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.32,-10.72-17.28,#434,#131,2.33,9.28,0.0,2.08,2.85,14.35,0.16,Khari Blasingame,CHI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.36,-10.72-17.26,#435,#132,2.22,8.77,0.0,2.18,2.99,14.37,0.16,Salvon Ahmed,MIA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.26,-10.72-17.26,#435,#132,2.44,10.23,0.0,1.98,2.76,13.73,0.11,Pierre Strong Jr.  P. Strong Jr.,CLE,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.365,-10.72-17.26,#435,#132,2.22,9.0,0.0,2.19,2.99,14.7,0.17,Chris Brooks,MIA,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.220000000000001,-10.75-17.23,#439,#135,2.49,9.96,0.0,1.96,2.82,13.16,0.11,Tyrion Davis-Price,PHI,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
4.205,-10.75-17.21,#440,#136,2.17,8.57,0.0,1.95,2.97,14.71,0.05,C.J. Ham,MIN,rb,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/rb,True
