rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Steve Smith,CAR,WR,4,0,0,0,7,0,18,404,3,0,0,0,0,17.0,68.1
2,Peyton Manning,IND,QB,3,918,9,4,3,0,0,0,0,0,0,0,0,21.7,65.0
3,Muhsin Muhammad,CAR,WR,4,0,0,0,14,1,15,352,2,0,0,0,0,15.5,62.1
4,Jake Delhomme,CAR,QB,4,987,6,1,-1,0,0,0,0,0,0,0,0,14.8,59.4
5,Edgerrin James,IND,RB,3,0,0,0,281,3,8,66,0,0,0,0,0,18.9,56.7
6,Tom Brady,NE,QB,3,792,5,2,18,0,0,0,0,0,0,0,0,16.5,49.5
7,Brandon Stokley,IND,WR,3,0,0,0,0,0,11,223,3,0,0,0,0,15.3,45.8
8,D. Morgan,CAR,LB,4,0,0,0,0,0,0,0,0,0,1,0,0,11.2,45.0
9,Ahman Green,GB,RB,2,0,0,0,222,2,8,60,0,0,0,0,0,22.1,44.2
10,Marvin Harrison,IND,WR,3,0,0,0,0,0,16,250,2,0,0,0,0,14.3,43.0
11,Stephen Davis,CAR,RB,4,0,0,0,315,1,2,23,0,0,0,0,0,10.2,40.8
12,A. Smith,NE,RB,3,0,0,0,252,2,2,9,0,0,0,0,0,13.0,39.1
13,D. Foster,CAR,RB,4,0,0,0,196,2,5,35,0,0,0,0,0,9.4,37.6
14,John Kasay,CAR,K,4,0,0,0,0,0,0,0,0,0,0,0,0,9.2,37.0
15,Mike Minter,CAR,SS,4,0,0,0,0,0,0,0,0,1,1,0,1,9.2,36.9
16,D. Givens,NE,WR,3,0,0,0,0,0,17,163,2,0,0,0,0,12.3,36.8
17,Reggie Wayne,IND,WR,3,0,0,0,0,0,15,172,2,0,0,0,0,12.2,36.7
18,Priest Holmes,KC,RB,1,0,0,0,176,2,5,32,0,0,0,0,0,35.3,35.3
19,Rodney Harrison,NE,S,3,0,0,0,0,0,0,0,0,1,2,1,0,11.8,35.3
20,R. Manning,CAR,CB,4,0,0,0,0,0,0,0,0,0,4,0,0,8.8,35.0
21,Mike Vrabel,NE,LB,3,0,0,0,0,0,1,1,1,3,0,1,0,11.5,34.5
22,Will Witherspoon,CAR,LB,4,0,0,0,0,0,0,0,0,1,0,1,0,7.8,31.2
23,Deion Branch,NE,WR,3,0,0,0,0,0,15,176,1,0,0,0,0,10.4,31.1
24,Brett Favre,GB,QB,2,499,3,1,2,0,0,0,0,0,0,0,0,15.1,30.2
25,R. Howard,CAR,CB,4,0,0,0,0,0,0,0,0,1,1,0,0,7.3,29.4
26,David Thornton,IND,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,9.3,28.0
27,Duce Staley,PHI,RB,2,0,0,0,124,0,7,59,1,0,0,0,0,13.9,27.8
28,W. McGinest,NE,LB,3,0,0,0,0,0,0,0,0,5,0,0,0,9.1,27.3
29,Adam Vinatieri,NE,K,3,0,0,0,0,0,0,0,0,0,0,0,0,9.0,27.0
30,M. Pollard,IND,TE,3,0,0,0,0,0,10,156,1,0,0,0,0,8.9,26.6
