rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Eli Manning,NYG,QB,4,1219,9,1,20,0,0,0,0,0,0,0,0,21.2,84.8
2,Hakeem Nicks,NYG,WR,4,0,0,0,0,0,28,444,4,0,0,0,0,20.6,82.4
3,Tom Brady,NE,QB,3,878,8,4,10,1,0,0,0,0,0,0,0,22.0,66.1
4,Drew Brees,NO,QB,2,928,7,2,4,0,0,0,0,0,0,0,0,30.8,61.5
5,Vernon Davis,SF,TE,2,0,0,0,0,0,10,292,4,0,0,0,0,29.1,58.2
6,Arian Foster,HOU,RB,2,0,0,0,285,3,8,51,0,0,0,0,0,27.8,55.6
7,Ahmad Bradshaw,NYG,RB,4,0,0,0,272,1,16,114,0,0,0,0,0,13.2,52.6
8,Rob Gronkowski,NE,TE,3,0,0,0,0,0,17,258,3,0,0,0,0,17.4,52.3
9,Alex Smith,SF,QB,2,495,5,0,70,1,0,0,0,0,0,0,0,25.4,50.8
10,Darren Sproles,NO,RB,2,0,0,0,54,2,19,153,1,0,0,0,0,24.1,48.2
11,Aaron Hernandez,NE,TE,3,0,0,0,70,0,19,188,2,0,0,0,0,15.8,47.3
12,Mario Manningham,NYG,WR,4,0,0,0,0,0,13,189,3,0,0,0,0,10.8,43.4
13,Victor Cruz,NYG,WR,4,0,0,0,0,0,21,269,1,0,0,0,0,10.8,43.4
14,Demaryius Thomas,DEN,WR,2,0,0,0,0,0,10,297,1,0,0,0,0,20.4,40.7
15,J.J. Watt,HOU,DE,2,0,0,0,0,0,0,0,0,4,1,0,0,20.2,40.4
16,Jimmy Graham,NO,TE,2,0,0,0,0,0,12,158,3,0,0,0,0,19.9,39.8
17,Calvin Johnson,DET,WR,1,0,0,0,0,0,12,211,2,0,0,0,0,39.1,39.1
18,Marques Colston,NO,WR,2,0,0,0,0,0,16,256,1,0,0,0,0,18.8,37.6
19,Brandon Spikes,NE,LB,3,0,0,0,0,0,0,0,0,1,1,1,1,12.3,36.9
20,Michael Boley,NYG,LB,4,0,0,0,0,0,0,0,0,2,0,0,0,9.2,36.6
21,Tim Tebow,DEN,QB,2,452,2,0,63,1,0,0,0,0,0,0,0,18.2,36.4
22,Joe Flacco,BAL,QB,2,482,4,1,26,0,0,0,0,0,0,0,0,17.9,35.9
23,Wes Welker,NE,WR,3,0,0,0,21,0,19,168,1,0,0,0,0,11.5,34.4
24,Lawrence Tynes,NYG,K,4,0,0,0,0,0,0,0,0,0,0,0,0,8.5,34.0
25,Andre Johnson,HOU,WR,2,0,0,0,0,0,13,201,1,0,0,0,0,16.3,32.6
26,Frank Gore,SF,RB,2,0,0,0,163,0,13,83,0,0,0,0,0,15.6,31.1
