rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Patrick Mahomes,KC,QB,3,901,10,2,135,2,0,0,0,0,0,0,0,32.5,97.5
2,Damien Williams,KC,RB,3,0,0,0,196,4,11,94,2,0,0,0,0,23.5,70.5
3,Raheem Mostert,SF,RB,3,0,0,0,336,5,3,8,0,0,0,0,1,22.0,65.9
4,Derrick Henry,TEN,RB,3,3,1,0,446,2,5,21,0,0,0,0,0,21.8,65.3
5,Deshaun Watson,HOU,QB,2,635,3,0,92,2,0,0,0,0,0,0,0,31.3,62.6
6,Travis Kelce,KC,TE,3,0,0,0,2,0,19,207,4,0,0,0,0,18.1,54.4
7,Davante Adams,GB,WR,2,0,0,0,0,0,17,298,2,0,0,0,0,25.1,50.3
8,Sammy Watkins,KC,WR,3,0,0,0,14,0,14,288,1,0,0,0,0,14.4,43.2
9,Russell Wilson,SEA,QB,2,602,2,0,109,0,0,0,0,0,0,0,0,21.5,43.0
10,Ryan Tannehill,TEN,QB,3,369,5,1,35,1,0,0,0,0,0,0,0,14.1,42.3
11,Aaron Jones,GB,RB,2,0,0,0,118,3,6,31,1,0,0,0,0,20.9,41.9
12,Tyreek Hill,KC,WR,3,0,0,0,11,0,17,213,2,0,0,0,0,13.6,40.9
13,Nick Bosa,SF,DE,3,0,0,0,0,0,0,0,0,4,0,1,0,13.2,39.5
14,Logan Ryan,TEN,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,11.7,35.0
15,Frank Clark,KC,DE,3,0,0,0,0,0,0,0,0,5,0,0,0,11.5,34.6
16,Aaron Rodgers,GB,QB,2,569,4,2,14,0,0,0,0,0,0,0,0,17.1,34.2
17,DK Metcalf,SEA,WR,2,0,0,0,0,0,11,219,1,0,0,0,0,16.7,33.4
18,Tyler Lockett,SEA,WR,2,0,0,0,0,0,13,198,1,0,0,0,0,16.1,32.3
19,Dalvin Cook,MIN,RB,2,0,0,0,112,2,9,44,0,0,0,0,0,16.1,32.1
20,Robbie Gould,SF,K,3,0,0,0,0,0,0,0,0,0,0,0,0,10.7,32.0
21,DeAndre Hopkins,HOU,WR,2,0,0,0,0,0,15,208,0,0,0,0,0,14.1,28.3
22,Tevin Coleman,SF,RB,3,0,0,0,154,2,1,3,0,0,0,0,0,9.4,28.2
23,Deebo Samuel Sr.,SF,WR,3,0,0,0,102,0,10,127,0,0,0,0,0,9.3,27.9
24,DeForest Buckner,SF,DT,3,0,0,0,0,0,0,0,0,3,0,0,1,9.2,27.8
