rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Aaron Rodgers,GB,QB,4,1094,9,2,54,2,0,0,0,0,0,0,0,22.8,91.2
2,Jordy Nelson,GB,WR,4,0,0,0,0,0,21,286,2,0,0,0,0,12.8,51.1
3,Greg Jennings,GB,WR,4,0,0,0,0,0,21,303,2,0,0,0,0,12.7,50.8
4,Rashard Mendenhall,PIT,RB,3,0,0,0,230,4,4,52,0,0,0,0,0,16.7,50.2
5,Matt Hasselbeck,SEA,QB,2,530,7,1,-1,0,0,0,0,0,0,0,0,23.6,47.1
6,Ben Roethlisberger,PIT,QB,3,622,4,4,63,1,0,0,0,0,0,0,0,14.4,43.2
7,Desmond Bishop,GB,LB,4,0,0,0,0,0,0,0,0,1,0,1,2,10.6,42.4
8,Mark Sanchez,NYJ,QB,3,616,5,1,11,0,0,0,0,0,0,0,0,13.9,41.7
9,James Starks,GB,RB,4,0,0,0,315,1,3,15,0,0,0,0,0,10.1,40.5
10,Clay Matthews,GB,LB,4,0,0,0,0,0,0,0,0,4,0,1,1,9.9,39.7
11,Jay Cutler,CHI,QB,2,354,2,1,53,2,0,0,0,0,0,0,0,18.7,37.5
12,LaDainian Tomlinson,NYJ,RB,3,0,0,0,141,2,6,19,1,0,0,0,0,12.3,37.0
13,Terrell Suggs,BAL,DE,2,0,0,0,0,0,0,0,0,5,0,1,0,17.5,35.0
14,James Harrison,PIT,LB,3,0,0,0,0,0,0,0,0,4,0,0,0,11.6,34.7
15,David Harris,NYJ,LB,3,0,0,0,0,0,0,0,0,0,1,0,0,11.5,34.5
16,Matt Forte,CHI,RB,2,0,0,1,150,0,13,144,0,0,0,0,0,16.9,33.9
17,Brandon Stokley,SEA,WR,2,0,0,0,0,0,12,158,2,0,0,0,0,16.9,33.8
18,Ray Rice,BAL,RB,2,0,0,0,89,1,12,74,1,0,0,0,0,16.1,32.3
19,James Jones,GB,WR,4,0,0,0,0,0,11,144,2,0,0,0,0,8.0,31.9
20,Mike Williams,SEA,WR,2,0,0,0,0,0,9,83,3,0,0,0,0,15.4,30.8
21,Hines Ward,PIT,WR,3,0,0,0,0,0,12,117,2,0,0,0,0,9.9,29.7
