rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Steve Smith,CAR,WR,3,0,0,0,38,1,27,335,3,0,0,0,0,24.3,72.8
2,Ben Roethlisberger,PIT,QB,4,803,7,3,37,2,0,0,0,0,0,0,0,17.5,69.8
3,Matt Hasselbeck,SEA,QB,3,707,4,1,83,1,0,0,0,0,0,0,0,18.9,56.6
4,Hines Ward,PIT,WR,4,0,0,0,22,0,15,260,3,0,0,0,0,13.4,53.7
5,D. Jackson,SEA,WR,3,0,0,0,0,0,20,268,2,0,0,0,0,16.3,48.8
6,Willie Parker,PIT,RB,4,0,0,0,225,1,10,81,1,0,0,0,0,11.9,47.6
7,Jake Delhomme,CAR,QB,3,655,5,4,24,0,0,0,0,0,0,0,0,13.5,40.6
8,C. Wilson,PIT,WR,4,0,0,0,0,0,9,216,2,0,0,0,0,9.5,38.1
9,Shaun Alexander,SEA,RB,3,0,0,0,236,2,3,2,0,0,0,0,0,11.8,35.3
10,Tom Brady,NE,QB,2,542,4,2,8,0,0,0,0,0,0,0,0,17.2,34.5
11,Jerome Bettis,PIT,RB,4,0,0,0,180,3,0,0,0,0,0,0,0,8.5,34.0
12,M. Anderson,DEN,RB,2,0,0,0,105,3,4,25,0,0,0,0,0,16.5,33.0
13,James Farrior,PIT,LB,4,0,0,0,0,0,0,0,0,3,1,0,0,8.2,32.7
14,Antwaan Randle El,PIT,WR,4,43,1,0,5,0,12,119,1,0,0,0,0,7.5,30.1
15,Ike Taylor,PIT,CB,4,0,0,0,0,0,0,0,0,0,2,0,0,7.4,29.5
16,Jerramy Stevens,SEA,TE,3,0,0,0,0,0,11,104,2,0,0,0,0,9.3,27.9
17,Troy Polamalu,PIT,SS,4,0,0,0,0,0,0,0,0,1,1,0,0,6.7,26.7
18,Rod Smith,DEN,WR,2,0,0,0,0,0,10,157,1,0,0,0,0,13.3,26.7
19,W. McGinest,NE,LB,2,0,0,0,0,0,0,0,0,5,0,0,0,12.8,25.6
20,Larry Foote,PIT,LB,4,0,0,0,0,0,0,0,0,1,1,0,0,6.3,25.4
21,Asante Samuel,NE,CB,2,0,0,0,0,0,0,0,0,0,2,0,0,12.5,25.0
22,M. Washington,WAS,LB,2,0,0,0,0,0,0,0,0,0,1,1,1,12.2,24.5
23,Lofa Tatupu,SEA,LB,3,0,0,0,0,0,0,0,0,0,1,0,0,8.2,24.5
24,John Kasay,CAR,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,24.0
25,Will Witherspoon,CAR,LB,3,0,0,0,0,0,0,0,0,1,0,1,0,8.0,24.0
26,Deion Branch,NE,WR,2,0,0,0,0,0,10,189,0,0,0,0,0,11.9,23.9
27,Santana Moss,WAS,WR,2,0,0,0,12,0,9,121,1,0,0,0,0,11.9,23.8
28,Jeff Reed,PIT,K,4,0,0,0,0,0,0,0,0,0,0,0,0,5.8,23.0
29,DeShaun Foster,CAR,FB,2,0,0,0,205,0,2,7,0,0,0,0,0,11.1,22.2
30,Josh Brown,SEA,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.3,22.0
31,K. Lucas,CAR,CB,3,0,0,0,0,0,0,0,0,0,2,0,0,7.3,22.0
32,M. McCree,CAR,SS,3,0,0,0,0,0,0,0,0,0,2,0,0,7.2,21.5
33,A. Lelie,DEN,WR,2,0,0,0,0,0,7,118,1,0,0,0,0,10.7,21.3
34,D. Carter,CAR,WR,3,0,0,0,0,0,4,131,1,0,0,0,0,7.0,21.1
35,Clark Haggans,PIT,LB,4,0,0,0,0,0,0,0,0,2,0,0,0,5.2,20.8
36,D. Givens,NE,WR,2,0,0,0,0,0,6,57,2,0,0,0,0,10.3,20.7
37,Joey Porter,PIT,LB,4,0,0,0,0,0,0,0,0,3,0,1,0,5.0,20.2
38,Heath Miller,PIT,TE,4,0,0,0,0,0,7,107,1,0,0,0,0,5.0,20.2
39,Leroy Hill,SEA,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,6.7,20.0
40,Deshea Townsend,PIT,CB,4,0,0,0,0,0,0,0,0,1,0,0,0,5.0,20.0
41,M. Boulware,SEA,SS,3,0,0,0,0,0,0,0,0,0,2,0,0,6.5,19.5
42,Jake Plummer,DEN,QB,2,420,2,3,38,0,0,0,0,0,0,0,0,9.3,18.6
43,Tyrone Carter,PIT,S,4,0,0,0,0,0,0,0,0,0,0,0,0,4.6,18.5
44,L. Arrington,WAS,LB,2,0,0,0,0,0,0,0,0,0,1,1,0,9.0,18.0
45,S. Taylor,WAS,FS,2,0,0,0,0,1,0,0,0,0,0,0,0,9.0,18.0
46,Benjamin Watson,NE,TE,2,0,0,0,0,0,5,91,1,0,0,1,0,8.8,17.6
47,Peyton Manning,IND,QB,1,290,1,0,0,0,0,0,0,0,0,0,0,17.6,17.6
48,Domonique Foxworth,DEN,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.8,17.5
49,A. Wilson,DEN,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.8,17.5
50,Clinton Portis,WAS,RB,2,0,0,0,94,1,3,6,0,0,0,0,0,8.8,17.5
51,Bobby Engram,SEA,WR,3,0,0,0,0,0,11,115,0,0,0,0,0,5.7,17.0
52,Edgerrin James,IND,RB,1,0,0,0,56,1,5,26,0,0,0,0,0,16.7,16.7
53,L. Marshall,WAS,LB,2,0,0,0,0,0,0,0,0,0,0,0,1,8.2,16.5
54,J. Jurevicius,SEA,WR,3,0,0,0,0,0,7,130,0,0,0,0,0,5.5,16.5
55,Dallas Clark,IND,TE,1,0,0,0,0,0,4,84,1,0,0,0,0,16.4,16.4
56,Marcus Trufant,SEA,CB,3,0,0,0,0,0,0,0,0,0,0,0,1,5.3,16.0
57,B. Short,CAR,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.5
58,Nick Ferguson,DEN,SS,2,0,0,0,0,0,0,0,0,0,0,1,0,7.8,15.5
59,Mike Minter,CAR,FS,3,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.5
60,M. Rucker,CAR,DE,3,0,0,0,0,0,0,0,0,1,0,0,1,5.1,15.4
61,Reggie Wayne,IND,WR,1,0,0,0,0,0,7,97,0,0,0,0,0,15.2,15.2
62,Kevin Faulk,NE,RB,2,0,0,0,74,0,6,65,0,0,0,0,0,7.4,14.9
63,Chris Hope,PIT,FS,4,0,0,0,0,0,0,0,0,0,0,0,0,3.6,14.5
64,Brett Keisel,PIT,DE,4,0,0,0,0,0,0,0,0,2,0,1,0,3.6,14.5
65,Julius Peppers,CAR,DE,3,0,0,0,0,0,0,0,0,1,0,0,0,4.8,14.4
66,D. Morgan,CAR,LB,3,0,0,0,0,0,0,0,0,1,0,0,0,4.7,14.2
67,Rudi Johnson,CIN,RB,1,0,0,0,56,1,2,14,0,0,0,0,0,14.0,14.0
68,Jason Elam,DEN,K,2,0,0,0,0,0,0,0,0,0,0,0,0,7.0,14.0
69,Chris Harris,CHI,FS,1,0,0,0,0,0,0,0,0,0,0,1,0,14.0,14.0
70,G. Wistrom,SEA,DE,3,0,0,0,0,0,0,0,0,1,0,0,1,4.6,13.8
71,Phillip Daniels,WAS,DE,2,0,0,0,0,0,0,0,0,1,0,1,0,6.9,13.8
72,R. Bernard,SEA,DT,3,0,0,0,0,0,0,0,0,2,0,0,0,4.5,13.5
73,M. Manuel,SEA,FS,3,0,0,0,0,0,0,0,0,0,1,0,0,4.5,13.5
74,Chris Gamble,CAR,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.5,13.5
75,Nick Goings,CAR,RB,3,0,0,0,99,0,2,24,0,0,0,0,0,4.4,13.3
76,Mark Brunell,WAS,QB,2,283,1,1,18,0,0,0,0,0,0,0,0,6.6,13.1
77,J. Lynch,DEN,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,6.5,13.0
78,Nick Harper,IND,CB,1,0,0,0,0,0,0,0,0,0,0,0,1,13.0,13.0
79,Richard Seymour,NE,DE,2,0,0,0,0,0,0,0,0,2,0,0,1,6.4,12.8
80,Corey Dillon,NE,RB,2,0,0,0,97,0,2,21,0,0,0,0,0,6.4,12.8
81,J. Putzier,DEN,TE,2,0,0,0,0,0,7,92,0,0,0,0,0,6.3,12.7
82,Chris Cooley,WAS,TE,2,0,0,0,0,0,6,97,0,0,0,0,0,6.3,12.7
83,Casey Hampton,PIT,NT,4,0,0,0,0,0,0,0,0,1,0,0,1,3.1,12.5
84,Ryan Clark,WAS,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,6.2,12.5
85,Thomas Jones,CHI,RB,1,0,0,0,80,0,3,30,0,0,0,0,0,12.5,12.5
86,B. Fisher,SEA,DE,3,0,0,0,0,0,0,0,0,1,0,1,0,4.1,12.4
87,M. Jones,JAX,WR,1,0,0,0,0,0,6,94,0,0,0,0,0,12.4,12.4
88,Gibril Wilson,NYG,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0
89,Gary Brackett,IND,LB,1,0,0,0,0,0,0,0,0,0,0,1,0,12.0,12.0
90,Osi Umenyiora,NYG,DE,1,0,0,0,0,0,0,0,0,1,0,1,0,11.6,11.6
91,Mike Vrabel,NE,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,5.8,11.5
92,I. Gold,DEN,LB,2,0,0,0,0,0,0,0,0,0,0,0,1,5.8,11.5
93,Michael Strahan,NYG,DE,1,0,0,0,0,0,0,0,0,2,0,0,0,11.3,11.3
94,J. Carstens,CAR,DT,3,0,0,0,0,0,0,0,0,2,0,0,0,3.8,11.3
95,Chris Simms,TB,QB,1,198,0,2,11,1,0,0,0,0,0,0,0,11.0,11.0
96,Adam Vinatieri,NE,K,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11.0
97,M. Peterson,JAX,LB,1,0,0,0,0,0,0,0,0,1,0,1,0,10.8,10.8
98,Brian Urlacher,CHI,LB,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5,10.5
99,Carlos Rogers,WAS,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,5.2,10.5
100,Maurice Morris,SEA,RB,3,0,0,0,73,0,2,22,0,0,0,0,0,3.5,10.5
