rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Priest Holmes,KC,RB,16,0,0,0,1420,27,74,690,0,0,0,0,0,25.5,408.0
2,LaDainian Tomlinson,LAC,RB,16,21,1,0,1645,13,100,725,4,0,0,0,0,24.6,393.8
3,Ahman Green,GB,RB,16,0,0,0,1883,15,50,367,5,0,0,0,0,22.5,360.0
4,Randy Moss,MIN,WR,16,0,0,0,18,0,111,1632,17,0,0,0,0,20.0,320.5
5,Jamal Lewis,BAL,FB,16,0,0,0,2066,14,26,205,0,0,0,0,0,19.5,312.1
6,Torry Holt,LAR,WR,16,0,0,0,5,0,117,1696,12,0,0,0,0,18.8,300.6
7,Clinton Portis,DEN,RB,13,0,0,0,1591,14,38,314,0,0,0,0,0,22.6,293.5
8,Deuce McAllister,NO,RB,16,0,0,0,1641,8,69,516,0,0,0,1,0,18.1,290.2
9,Shaun Alexander,SEA,RB,16,0,0,0,1435,14,42,295,2,0,0,0,0,17.8,284.0
10,Daunte Culpepper,MIN,QB,14,3479,25,11,422,4,0,0,0,0,0,0,0,19.5,273.4
11,Peyton Manning,IND,QB,16,4267,29,10,26,0,1,-2,0,0,0,0,0,16.8,269.6
12,Fred Taylor,JAX,RB,16,0,0,0,1572,6,48,370,1,0,0,0,0,15.8,252.2
13,Trent Green,KC,QB,16,4039,24,12,83,2,0,0,0,0,0,0,0,15.7,251.9
14,Matt Hasselbeck,SEA,QB,16,3841,26,15,125,2,0,0,0,0,0,0,0,15.6,250.1
15,Ricky Williams,MIA,RB,16,0,0,0,1372,9,50,351,1,0,0,0,0,15.5,247.3
16,Steve McNair,TEN,QB,14,3215,24,7,138,4,1,4,0,0,0,0,0,17.2,241.3
17,Edgerrin James,IND,RB,13,0,0,0,1259,11,51,292,0,0,0,0,0,18.5,240.6
18,Chad Johnson,CIN,WR,16,0,0,0,0,0,90,1355,10,0,0,0,0,15.0,240.5
19,Anquan Boldin,ARI,WR,16,0,0,1,40,0,101,1377,8,0,0,0,0,14.5,232.2
20,Marvin Harrison,IND,WR,15,0,0,0,3,0,94,1272,10,0,0,0,0,15.4,230.5
21,Hines Ward,PIT,WR,16,0,0,0,61,0,95,1163,10,0,0,0,0,14.4,229.9
22,Aaron Brooks,NO,QB,16,3546,24,8,175,2,0,0,0,0,0,0,0,14.3,229.3
23,Derrick Mason,TEN,WR,16,0,0,0,11,0,95,1303,8,0,0,0,0,14.2,226.9
24,Jeff Garcia,SF,QB,13,2704,18,13,319,7,1,6,0,0,0,0,0,17.3,225.2
25,Travis Henry,BUF,RB,15,0,0,1,1356,10,28,158,1,0,0,0,0,14.9,223.4
26,Brett Favre,GB,QB,16,3361,32,21,15,0,0,0,0,0,0,0,0,13.9,221.9
27,Jon Kitna,CIN,QB,16,3591,26,15,113,0,0,0,0,0,0,0,0,13.8,220.9
28,Donovan McNabb,PHI,QB,16,3216,16,11,355,3,1,-7,0,0,0,0,0,13.6,217.9
29,Madieu Williams,MIN,FS,16,0,0,0,745,5,65,644,3,0,0,0,0,13.6,217.4
30,Marc Bulger,LAR,QB,15,3845,22,22,75,4,0,0,0,0,0,0,0,14.5,217.3
31,Brad Johnson,TB,QB,16,3811,26,21,33,0,0,-2,0,0,0,0,0,13.5,215.5
32,Tom Brady,NE,QB,16,3620,23,12,63,1,0,0,0,0,0,0,0,13.4,215.1
33,Sinorice Moss,NYJ,WR,16,0,0,0,67,0,74,1105,10,0,0,0,0,13.1,210.2
34,Tiki Barber,NYG,RB,16,0,0,0,1216,2,69,461,1,0,0,0,0,13.1,210.2
35,Stephen Davis,CAR,RB,14,0,0,0,1444,8,14,159,0,0,0,0,0,15.0,209.3
36,Keenan McCardell,TB,WR,16,0,0,0,0,0,84,1174,8,0,0,0,1,12.8,205.4
37,Terrell Owens,SF,WR,15,0,0,0,-2,0,80,1102,9,0,0,0,0,13.6,204.0
38,Domanick Davis,HOU,RB,14,0,0,0,1031,8,47,351,0,0,0,0,0,14.5,203.7
39,Laveranues Coles,WAS,WR,16,0,0,0,39,0,82,1204,6,0,0,1,0,12.6,201.3
40,Steve Smith,CAR,WR,16,0,0,0,42,0,88,1110,7,0,0,0,0,12.6,201.2
41,D. Jackson,SEA,WR,16,0,0,0,0,0,68,1137,9,0,0,0,0,12.5,199.7
42,Marshall Faulk,LAR,RB,11,0,0,0,818,10,45,290,1,0,0,0,0,18.1,199.3
43,Joe Horn,NO,WR,15,14,0,0,15,0,78,973,10,0,0,0,0,13.2,198.4
44,Ray Lewis,BAL,LB,16,0,0,0,0,0,0,0,0,2,6,2,2,12.3,196.1
45,Chris Chambers,MIA,WR,16,0,0,0,30,0,64,963,11,0,0,0,0,12.2,195.3
46,Quincy Carter,DAL,QB,16,3302,17,21,257,2,0,0,0,0,0,0,0,11.9,189.8
47,Tony Gonzalez,KC,TE,16,0,0,0,0,0,71,916,10,0,0,0,0,11.7,187.1
48,Curtis Martin,NYJ,RB,16,0,0,0,1308,2,42,262,0,0,0,0,0,11.6,186.0
49,Kevan Barlow,SF,RB,16,0,0,0,1024,6,35,307,1,0,0,0,0,11.5,184.6
50,Michael Pittman,TB,RB,16,0,0,0,751,0,75,597,2,0,0,0,0,11.4,182.3
51,P. Warrick,CIN,WR,15,0,0,0,157,0,79,819,7,0,0,0,0,11.8,177.1
52,Brian Westbrook,PHI,RB,15,0,0,0,613,7,37,332,4,0,0,0,0,11.7,175.0
53,Rudi Johnson,CIN,RB,13,0,0,0,957,9,21,146,0,0,0,0,0,13.4,174.8
54,Tommy Maddox,PIT,QB,16,3414,18,17,12,0,0,0,0,0,0,0,0,10.7,171.8
55,Jake Delhomme,CAR,QB,16,3219,19,16,39,1,0,0,0,0,0,0,0,10.7,170.7
56,J. Wilkins,LAR,K,16,0,0,0,7,0,0,0,0,0,0,0,0,10.5,168.7
57,Keith Bulluck,TEN,LB,16,0,0,0,0,0,0,0,0,3,2,5,2,10.5,168.6
58,Jake Plummer,DEN,QB,11,2182,15,7,205,3,0,0,0,0,0,0,0,15.3,167.8
59,Korey Toomer,NYG,WR,16,0,0,0,5,0,63,1057,5,0,0,0,0,10.5,167.7
60,Isaac Bruce,LAR,WR,15,66,0,0,17,0,69,981,5,0,0,0,0,11.1,166.9
61,D. Boston,LAC,WR,14,0,0,0,18,0,70,880,7,0,0,0,0,11.8,164.8
62,Donnie Edwards,LAC,LB,16,0,0,0,0,0,0,0,0,1,2,1,0,10.2,162.6
63,Andra Davis,CLE,LB,16,0,0,0,11,0,9,97,1,5,0,2,0,10.1,162.1
64,Eddie George,TEN,RB,16,0,0,0,1031,5,22,163,0,0,0,0,0,10.0,160.4
65,Reggie Wayne,IND,WR,16,0,0,0,0,0,68,838,7,0,0,1,0,10.0,159.8
66,Jamie Sharper,HOU,LB,16,0,0,0,0,0,0,0,0,4,0,3,0,9.9,158.4
67,M. Vanderjagt,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.8,157.0
68,Tedy Bruschi,NE,LB,16,0,0,0,0,0,0,0,0,2,3,3,1,9.8,156.1
69,S. Sharpe,DEN,TE,15,0,0,0,0,0,62,770,8,0,0,0,0,10.4,156.0
70,TJ Duckett,ATL,RB,16,0,0,0,779,11,11,94,0,0,0,0,0,9.7,154.8
71,Andre Johnson,HOU,WR,16,0,0,0,-10,0,66,976,4,0,0,0,0,9.6,153.6
72,Joey Harrington,DET,QB,16,2880,17,22,86,0,1,8,0,0,0,0,0,9.6,153.1
73,Rod Smith,DEN,WR,15,72,0,0,98,0,74,845,3,0,0,1,0,10.1,152.2
74,K. Robinson,SEA,WR,15,0,0,0,15,1,65,896,4,0,0,0,0,10.1,151.6
75,Zack Thomas,MIA,LB,15,0,0,0,0,0,0,0,0,1,3,1,2,10.0,149.5
76,M. Barrow,NYG,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,9.3,149.3
