rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
25,Antonio Brown,PIT,WR,15,0,0,0,9,0,106,1284,12,0,0,0,0,17.0,254.3
26,Cam Newton,CAR,QB,15,3509,19,14,359,5,0,0,0,0,0,0,0,17.0,254.3
27,Ben Roethlisberger,PIT,QB,14,3819,29,13,14,1,0,0,0,0,0,0,0,18.0,252.2
28,Odell Beckham Jr.,NYG,WR,16,0,0,0,9,0,101,1367,10,0,0,0,0,15.4,246.1
29,Carson Palmer,ARI,QB,15,4233,26,14,38,0,0,0,0,0,0,0,2,16.2,243.1
30,Joe Flacco,BAL,QB,16,4317,20,15,58,2,0,0,0,0,0,0,0,15.2,242.5
31,Melvin Gordon III,LAC,RB,13,0,0,0,997,10,41,419,2,0,0,0,0,17.7,230.1
32,LeGarrette Blount,NE,RB,16,0,0,0,1161,18,7,38,0,0,0,0,0,14.3,229.4
33,T.Y. Hilton,IND,WR,16,0,0,0,0,0,91,1448,6,0,0,0,0,14.3,228.3
34,Alex Smith,KC,QB,15,3502,15,8,134,5,1,3,0,0,0,0,0,15.0,224.3
35,Eli Manning,NYG,QB,16,4027,26,16,-9,0,0,0,0,0,0,0,0,14.0,224.2
36,Sam Bradford,MIN,QB,15,3877,20,5,53,0,1,5,0,0,0,0,0,14.8,221.4
37,Mark Ingram II,NO,RB,16,0,0,0,1043,6,46,319,4,0,0,0,0,13.7,219.2
38,Julio Jones,ATL,WR,14,0,0,0,0,0,83,1409,6,0,0,0,0,15.6,218.4
39,Jordan Howard,CHI,RB,15,0,0,0,1313,6,29,298,1,0,0,0,0,14.4,215.6
40,Carson Wentz,PHI,QB,16,3782,16,14,150,2,1,7,0,0,0,0,0,13.3,213.5
41,Michael Thomas,NO,WR,15,0,0,0,0,0,92,1137,9,0,0,0,0,14.0,209.7
42,Davante Adams,GB,WR,16,0,0,0,0,0,75,997,12,0,0,0,0,13.1,209.2
43,Brandin Cooks,NO,WR,16,0,0,0,30,0,78,1173,8,0,0,0,0,13.0,207.3
44,Doug Baldwin,SEA,WR,16,15,1,0,2,0,94,1128,7,0,0,0,0,12.9,206.6
45,Jay Ajayi,MIA,RB,15,0,0,0,1272,8,27,151,0,0,0,0,0,13.5,201.8
46,Colin Kaepernick,SF,QB,12,2241,16,4,468,2,0,0,0,0,0,0,0,16.7,200.4
47,Frank Gore,IND,RB,16,0,0,0,1026,4,38,277,4,0,0,0,0,12.2,195.3
48,Michael Crabtree,LV,WR,16,0,0,0,0,0,89,1003,8,0,0,0,0,12.2,194.8
49,Trevor Siemian,DEN,QB,14,3401,18,10,57,0,0,0,0,0,0,0,0,13.7,191.7
50,Latavius Murray,LV,RB,14,0,0,0,788,12,33,264,0,0,0,0,0,13.7,191.7
51,Larry Fitzgerald,ARI,WR,16,0,0,0,5,0,107,1023,6,0,0,0,0,11.9,190.3
52,Ryan Tannehill,MIA,QB,13,2995,19,12,164,1,0,0,0,0,0,0,0,14.6,190.2
53,Amari Cooper,LV,WR,16,0,0,0,0,0,82,1149,5,0,0,0,0,11.9,189.9
54,Isaiah Crowell,CLE,RB,16,0,0,0,952,7,40,319,0,0,0,0,0,11.6,185.1
55,Jarvis Landry,MIA,WR,16,0,0,0,17,0,94,1136,4,0,0,0,0,11.5,184.3
56,Tyrell Williams,LAC,WR,16,0,0,0,0,0,69,1059,7,0,0,0,0,11.4,182.4
57,Demaryius Thomas,DEN,WR,16,0,0,0,0,0,90,1083,5,0,0,0,0,11.3,181.3
58,Julian Edelman,NE,WR,16,0,0,0,57,0,98,1106,3,0,0,0,0,11.3,181.3
59,Travis Kelce,KC,TE,16,0,0,0,-5,0,85,1125,4,0,0,0,0,11.3,180.5
60,Rishard Matthews,TEN,WR,16,0,0,0,0,0,65,945,9,0,0,0,0,11.2,179.0
61,Carlos Hyde,SF,RB,13,0,0,0,988,6,27,163,3,0,0,0,0,13.7,178.6
62,Golden Tate,DET,WR,16,0,0,0,4,0,91,1077,4,0,0,0,0,11.1,177.6
63,Spencer Ware,KC,RB,14,0,0,0,922,3,33,447,2,0,0,0,0,12.7,177.4
64,Todd Gurley II,LAR,RB,16,0,0,0,885,6,43,327,0,0,0,0,0,11.0,176.7
65,Landon Collins,NYG,SS,16,0,0,0,0,0,0,0,0,4,5,0,1,11.0,175.9
66,Tevin Coleman,ATL,RB,13,0,0,0,520,8,31,421,3,0,0,0,0,13.5,175.6
67,Lamar Miller,HOU,RB,14,0,0,0,1073,5,31,188,1,0,0,0,0,12.5,175.6
68,Terrelle Pryor,CLE,WR,16,41,0,0,21,1,77,1007,4,0,0,0,0,10.9,174.9
69,Kwon Alexander,TB,ILB,16,0,0,0,0,0,0,0,0,3,1,1,1,10.9,174.8
70,Emmanuel Sanders,DEN,WR,16,0,0,0,4,0,79,1032,5,0,0,0,0,10.8,173.1
71,Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,5,1,0,1,10.8,172.7
72,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,10.6,170.0
73,Khalil Mack,LV,DE,16,0,0,0,0,0,0,0,0,11,1,4,3,10.6,169.3
74,Brock Osweiler,HOU,QB,15,2957,15,16,131,2,1,-6,0,0,0,0,0,11.3,169.3
75,Matt Forte,NYJ,RB,14,0,0,0,813,7,30,263,1,0,0,0,0,12.0,168.6
76,Tyreek Hill,KC,WR,16,0,0,0,267,3,61,593,6,0,0,0,0,10.5,168.5
77,Bilal Powell,NYJ,RB,16,0,0,0,722,3,58,388,2,0,0,0,0,10.5,168.0
78,Kyle Rudolph,MIN,TE,16,0,0,0,0,0,83,840,7,0,0,0,0,10.5,167.5
79,Greg Olsen,CAR,TE,16,0,0,0,0,0,80,1073,3,0,0,0,0,10.5,167.3
80,Mike Wallace,BAL,WR,16,0,0,0,31,0,72,1017,4,0,0,0,0,10.4,166.8
81,Jeremy Hill,CIN,RB,15,0,0,0,839,9,21,174,0,0,0,0,0,11.1,165.8
82,Kelvin Benjamin,CAR,WR,16,0,0,0,0,0,63,941,7,0,0,0,0,10.3,165.6
83,Allen Robinson II,JAX,WR,16,0,0,0,0,0,73,883,6,0,0,0,0,10.2,162.8
84,Kenny Britt,LAR,WR,15,0,0,0,0,0,68,1002,5,0,0,0,0,10.8,162.2
85,Zach Brown,BUF,ILB,16,0,0,0,0,0,0,0,0,4,1,2,0,10.1,161.7
86,Pierre Garcon,WAS,WR,16,0,0,0,0,0,79,1041,3,0,0,0,0,10.1,161.6
87,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,10.1,161.0
88,Adam Thielen,MIN,WR,16,0,0,0,15,0,69,967,5,0,0,0,0,10.0,160.7
89,DeAndre Hopkins,HOU,WR,16,0,0,0,0,0,78,954,4,0,0,0,0,9.9,158.4
90,Jamison Crowder,WAS,WR,16,0,0,0,-2,0,67,847,7,0,0,0,0,9.9,158.0
91,Jimmy Graham,SEA,TE,16,0,0,0,0,0,65,923,6,0,0,0,0,9.8,156.8
92,Delanie Walker,TEN,TE,15,0,0,0,11,0,65,800,7,0,0,0,0,10.4,155.6
93,Willie Snead IV,NO,WR,15,50,1,0,0,0,72,895,4,0,0,0,0,10.4,155.5
94,Dez Bryant,DAL,WR,13,10,1,0,0,0,50,796,8,0,0,0,0,11.9,155.0
95,Brandon LaFell,CIN,WR,16,0,0,0,-2,0,64,862,6,0,0,0,0,9.6,154.0
96,Terrance West,BAL,RB,16,0,0,0,774,5,34,236,1,0,0,0,0,9.6,154.0
97,A.J. Green,CIN,WR,10,0,0,0,0,0,66,964,4,0,0,0,0,15.3,153.4
98,DeSean Jackson,WAS,WR,15,0,0,0,0,0,56,1005,4,0,0,0,0,10.2,152.5
99,Alec Ogletree,LAR,ILB,16,0,0,0,0,0,0,0,0,0,2,1,1,9.5,152.0
100,Sterling Shepard,NYG,WR,16,0,0,0,31,0,65,683,8,0,0,0,0,9.5,151.9
