rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
18,Matt Hasselbeck,SEA,QB,16,3459,24,9,124,1,0,0,0,0,0,0,0,14.4,230.8
19,Joey Galloway,TB,WR,16,0,0,0,4,0,83,1287,10,0,0,0,0,14.4,230.6
20,Marvin Harrison,IND,WR,15,0,0,0,0,0,82,1146,12,0,0,0,0,15.2,227.6
21,Eli Manning,NYG,QB,16,3762,24,17,80,1,0,0,0,0,0,0,0,14.0,224.5
22,Chris Chambers,MIA,WR,16,0,0,0,92,0,82,1118,11,0,0,0,0,14.0,224.0
23,Jake Plummer,DEN,QB,16,3366,18,7,151,2,0,0,0,0,0,0,0,13.6,217.7
24,Michael Vick,ATL,QB,15,2412,15,13,597,6,1,-14,0,0,0,0,0,14.5,217.3
25,Antonio Gates,LAC,TE,15,0,0,0,0,0,89,1101,10,0,0,0,0,14.3,214.6
26,Steven Jackson,LAR,RB,15,0,0,0,1046,8,43,320,2,0,0,0,1,14.1,212.1
27,Thomas Jones,CHI,RB,15,0,0,0,1335,9,26,143,0,0,0,0,0,14.1,210.8
28,Trent Green,KC,QB,16,4014,17,10,82,0,0,0,0,0,0,0,0,13.2,210.8
29,Drew Brees,LAC,QB,16,3576,24,15,49,1,0,0,0,0,0,0,0,13.1,209.9
30,Kerry Collins,LV,QB,15,3759,20,12,39,1,0,0,0,0,0,0,0,13.9,208.3
31,Drew Bledsoe,DAL,QB,16,3639,23,17,50,2,0,0,0,0,0,0,0,12.9,206.6
32,M. Anderson,DEN,RB,15,0,0,0,1014,12,18,212,1,0,0,0,0,13.7,205.6
33,Warrick Dunn,ATL,RB,16,0,0,0,1416,3,29,220,1,0,0,0,0,12.5,200.1
34,Plaxico Burress,NYG,WR,16,0,0,0,0,0,76,1214,7,0,0,0,0,12.5,199.4
35,Jake Delhomme,CAR,QB,16,3421,24,16,31,1,0,0,0,0,0,0,0,12.4,197.9
36,Brian Westbrook,PHI,RB,12,0,0,0,617,3,61,616,4,0,0,0,0,16.5,197.8
37,Hines Ward,PIT,WR,15,0,0,0,10,0,69,975,11,0,0,0,0,13.1,197.0
38,Donald Driver,GB,WR,16,0,0,0,13,0,86,1221,5,0,0,0,0,12.3,196.4
39,Mark Brunell,WAS,QB,16,3050,23,10,111,0,0,0,0,0,0,0,0,12.2,195.1
40,T. Glenn,DAL,WR,16,0,0,0,-4,1,62,1136,7,0,0,0,0,12.0,192.2
41,Reuben Droughns,CLE,RB,16,0,0,0,1232,2,39,369,0,0,0,0,0,11.8,189.6
42,TJ Houshmandzadeh,CIN,WR,14,0,0,0,62,1,78,956,7,0,0,0,0,13.3,186.8
43,Rod Smith,DEN,WR,16,0,0,0,7,0,85,1105,6,0,0,0,0,11.6,185.7
44,Domanick Davis,HOU,RB,11,0,0,0,976,2,39,337,4,0,0,0,0,16.8,184.8
45,Willis McGahee,BUF,RB,16,0,0,0,1247,5,28,178,0,0,0,0,0,11.5,184.5
46,Keenan McCardell,LAC,WR,16,0,0,0,6,0,70,917,9,0,0,0,0,11.3,181.3
47,Willie Parker,PIT,RB,15,0,0,0,1202,4,18,218,1,0,0,0,0,12.1,181.0
48,Steve McNair,TEN,QB,14,3161,16,11,139,1,0,0,0,0,0,0,0,12.9,180.3
49,Randy Moss,LV,WR,16,0,0,0,0,0,60,1005,8,0,0,0,0,11.2,178.5
50,Corey Dillon,NE,RB,12,0,0,0,733,12,22,181,1,0,0,0,0,14.9,178.4
51,Reggie Wayne,IND,WR,16,0,0,0,0,0,83,1055,5,0,0,0,0,11.1,177.0
52,Eddie Kennison,KC,WR,16,0,0,0,43,0,68,1102,5,0,0,0,0,11.0,176.5
53,Jonathan Vilma,NYJ,LB,16,0,0,0,0,0,0,0,0,1,1,4,1,11.0,175.7
54,Brett Favre,GB,QB,16,3881,20,29,62,0,0,0,0,0,0,0,0,10.8,173.4
55,Jimmy Smith,JAX,WR,16,0,0,0,0,0,70,1023,6,0,0,0,0,10.8,173.3
56,Donte' Stallworth,NO,WR,16,0,0,0,2,0,70,945,7,0,0,0,0,10.6,169.7
57,Aaron Brooks,NO,QB,13,2882,13,17,281,2,0,0,0,0,0,0,0,13.0,169.4
58,Deion Branch,NE,WR,16,0,0,0,0,0,78,998,5,0,0,0,0,10.6,168.8
59,Ben Roethlisberger,PIT,QB,12,2385,17,9,69,3,0,0,0,0,0,0,0,14.0,168.3
60,Cadillac Williams,TB,RB,14,0,0,0,1178,6,20,81,0,0,0,0,0,12.0,167.9
61,Chris Brown,TEN,RB,15,0,0,0,851,5,25,327,2,0,0,0,0,11.1,166.3
62,Derrick Mason,BAL,WR,16,0,0,0,0,0,86,1073,3,0,0,0,0,10.4,166.3
63,Jeremy Shockey,NYG,TE,15,0,0,0,0,0,65,891,7,0,0,0,0,11.0,165.6
64,Julius Jones,DAL,RB,13,0,0,0,993,5,35,218,0,0,0,0,0,12.7,164.6
65,Donnie Edwards,LAC,LB,16,0,0,0,0,0,0,0,0,3,2,2,0,10.3,164.5
66,Gus Frerotte,MIA,QB,16,2996,18,13,61,0,0,0,0,0,0,0,0,10.2,163.9
67,Todd Heap,BAL,TE,16,0,0,0,0,0,75,855,7,0,0,0,0,10.2,163.0
68,Joe Porter,LV,CB,16,0,0,0,-8,0,76,942,5,0,0,0,0,10.1,161.4
69,Zack Thomas,MIA,LB,14,0,0,0,0,0,0,0,0,2,1,4,1,11.5,161.1
70,David Carr,HOU,QB,16,2488,14,11,308,1,0,0,0,0,0,0,0,10.0,160.3
71,M. Peterson,JAX,LB,16,0,0,0,0,0,0,0,0,6,3,2,1,10.0,159.9
72,London Fletcher,BUF,LB,16,0,0,0,0,0,0,0,0,4,1,1,2,10.0,159.6
73,DeShaun Foster,CAR,FB,15,0,0,0,879,2,34,372,1,0,0,0,0,10.5,158.1
74,A. Bryant,CLE,WR,16,0,0,0,3,0,69,1009,4,0,0,0,0,9.9,157.7
75,Tatum Bell,DEN,RB,15,0,0,0,921,8,18,104,0,0,0,0,0,10.5,157.5
76,J. Jurevicius,SEA,WR,16,0,0,0,0,0,55,694,10,0,0,0,0,9.8,156.9
77,Keith Bulluck,TEN,LB,16,0,0,0,0,0,0,0,0,5,2,1,1,9.7,155.2
78,Donovan McNabb,PHI,QB,9,2507,16,9,55,1,0,0,0,0,0,0,0,17.1,153.8
79,Chris Cooley,WAS,TE,16,0,0,0,0,0,71,774,7,0,0,0,0,9.6,152.9
80,Adalius Thomas,BAL,LB,16,0,0,0,0,0,0,0,0,9,2,4,3,9.5,152.0
81,Ronnie Brown,MIA,RB,15,0,0,0,907,4,32,232,1,0,0,0,0,10.1,151.9
82,Kevin Johnson,DAL,WR,16,0,0,0,3,0,71,839,6,0,0,0,0,9.5,151.7
83,Laveranues Coles,NYJ,WR,16,0,0,0,0,0,73,845,5,0,0,0,0,9.4,151.0
84,Kevin Curtis,LAR,WR,16,0,0,0,5,1,60,801,6,0,0,1,0,9.4,150.6
85,Alge Crumpler,ATL,TE,16,0,0,0,0,0,65,877,5,0,0,0,0,9.4,150.2
86,J. Feely,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,150.0
87,Neil Rackers,ARI,K,15,0,0,0,0,0,0,0,0,0,0,0,0,9.9,148.0
88,Byron Leftwich,JAX,QB,11,2123,15,5,67,2,0,0,0,0,0,0,0,13.4,147.6
89,Eric Moulds,BUF,WR,15,0,0,0,0,0,81,816,4,0,0,0,0,9.7,146.1
90,Jason Witten,DAL,TE,16,0,0,0,0,0,66,757,6,0,0,0,0,9.0,144.7
91,Lee Evans,BUF,WR,16,0,0,0,38,0,48,743,7,0,0,0,0,9.0,144.1
92,Adrian Wilson,ARI,SS,16,0,0,0,0,0,0,0,0,8,1,1,2,9.0,143.3
93,Charles Tillman,CHI,CB,15,0,0,0,0,0,0,0,0,1,5,4,0,9.5,142.5
94,Tony Gonzalez,KC,TE,16,0,0,0,0,0,78,905,2,0,0,0,0,8.8,141.5
95,Nick Barnett,GB,LB,16,0,0,0,0,0,0,0,0,1,1,1,3,8.8,141.0
96,Korey Toomer,NYG,WR,16,0,0,0,0,0,60,684,7,0,0,0,0,8.8,140.4
97,Cyhl Quarles,TB,LB,16,0,0,0,0,0,0,0,0,1,0,4,1,8.8,140.4
98,Lance Briggs,CHI,LB,16,0,0,0,0,0,0,0,0,2,2,3,2,8.8,140.2
99,Jamal Lewis,BAL,RB,15,0,0,0,906,3,32,191,1,0,0,0,0,9.3,139.7
100,Roy Williams,DET,WR,13,0,0,0,0,0,45,687,8,0,0,0,0,10.7,139.2
