rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Larry Fitzgerald,ARI,WR,4,0,0,0,0,0,30,546,7,0,0,0,0,27.9,111.6
2,Kurt Warner,ARI,QB,4,1147,11,3,1,0,1,4,0,0,0,0,0,21.2,84.9
3,Donovan McNabb,PHI,QB,3,892,5,4,47,1,0,0,0,0,0,0,0,18.1,54.4
4,Lamarr Woodley,PIT,LB,3,0,0,0,0,0,0,0,0,6,0,1,0,16.3,49.0
5,Darren Sproles,LAC,RB,2,0,0,0,120,2,10,136,1,0,0,0,0,23.3,46.6
6,Brent Celek,PHI,TE,3,0,0,0,0,0,19,151,3,0,0,0,0,14.2,42.6
7,Santonio Holmes,PIT,WR,3,0,0,0,7,0,13,226,2,0,0,0,0,13.9,41.8
8,Adrian Wilson,ARI,SS,4,0,0,0,0,0,0,0,0,2,0,2,0,10.1,40.3
9,Karlos Dansby,ARI,LB,4,0,0,0,0,0,0,0,0,0,1,0,0,9.9,39.5
10,Edgerrin James,ARI,RB,4,0,0,0,236,1,7,62,0,0,0,0,0,9.8,39.3
11,Ben Roethlisberger,PIT,QB,3,692,3,1,0,0,0,0,0,0,0,0,0,12.6,37.7
12,Tim Hightower,ARI,RB,4,0,0,0,132,1,4,24,2,0,0,0,0,8.9,35.6
13,Willie Parker,PIT,RB,3,0,0,0,246,2,2,-4,0,0,0,0,0,11.7,35.2
14,Ray Lewis,BAL,LB,3,0,0,0,0,0,0,0,0,0,0,2,0,11.7,35.0
15,Terrell Suggs,BAL,LB,3,0,0,0,0,0,0,0,0,4,0,0,1,11.3,34.0
16,David Akers,PHI,K,3,0,0,0,0,0,0,0,0,0,0,0,0,11.3,34.0
17,Dominique Rodgers-Cromartie,ARI,CB,4,0,0,0,0,0,0,0,0,0,2,0,0,8.4,33.5
18,Brian Westbrook,PHI,RB,3,0,0,0,119,0,7,119,1,0,0,0,0,11.1,33.3
19,Jim Leonhard,BAL,SS,3,0,0,0,0,0,0,0,0,1,1,1,2,10.8,32.5
20,Anquan Boldin,ARI,WR,3,0,0,0,0,0,14,190,1,0,0,0,0,10.7,32.0
21,Derrick Mason,BAL,WR,3,0,0,0,0,0,12,190,1,0,0,0,0,10.3,31.0
22,Bart Scott,BAL,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,10.3,31.0
23,DeSean Jackson,PHI,WR,3,0,0,0,2,0,11,207,1,0,0,1,0,10.1,30.4
24,Philip Rivers,LAC,QB,2,525,3,2,13,0,0,0,0,0,0,0,0,15.2,30.3
25,Willis McGahee,BAL,RB,3,0,0,0,154,2,4,26,0,0,0,0,0,10.0,30.0
26,James Harrison,PIT,LB,3,0,0,0,0,0,0,0,0,1,1,0,0,9.9,29.7
27,Darnell Dockett,ARI,DT,4,0,0,0,0,0,0,0,0,3,0,0,1,7.2,28.7
28,Antonio Smith,ARI,DE,4,0,0,0,0,0,0,0,0,2,0,1,1,7.1,28.5
29,Antrel Rolle,ARI,FS,4,0,0,0,0,0,0,0,0,0,1,0,1,7.0,28.0
30,Neil Rackers,ARI,K,4,0,0,0,0,0,0,0,0,0,0,0,0,7.0,28.0
31,Heath Miller,PIT,TE,3,0,0,0,0,0,11,156,1,0,0,0,0,9.0,27.1
32,Kevin Curtis,PHI,WR,3,0,0,0,0,0,12,211,0,0,0,0,0,9.0,27.1
33,Brian Dawkins,PHI,FS,3,0,0,0,0,0,0,0,0,1,0,1,0,9.0,27.1
34,Trent Cole,PHI,DE,3,0,0,0,0,0,0,0,0,1,0,0,0,8.9,26.7
35,Jeff Reed,PIT,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,25.0
36,James Farrior,PIT,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,8.2,24.5
37,Stewart Bradley,PHI,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,8.2,24.5
38,Fabian Washington,BAL,CB,3,0,0,0,0,0,0,0,0,0,1,0,1,8.0,24.0
39,Chike Okeafor,ARI,LB,4,0,0,0,0,0,0,0,0,1,0,0,0,5.9,23.7
40,Gerald Hayes,ARI,LB,4,0,0,0,0,0,0,0,0,0,1,0,0,5.9,23.5
41,R. Hood,ARI,CB,4,0,0,0,0,0,0,0,0,0,1,0,0,5.8,23.0
42,Eric Weddle,LAC,FS,2,0,0,0,0,0,0,0,0,1,0,0,0,11.4,22.9
43,Asante Samuel,PHI,CB,3,0,0,0,0,0,0,0,0,0,2,0,0,7.3,22.0
44,Joe Flacco,BAL,QB,3,437,1,3,5,1,0,0,0,0,0,0,0,7.3,22.0
45,Ed Reed,BAL,FS,3,0,0,0,0,0,0,0,0,0,2,0,0,7.2,21.5
46,Hines Ward,PIT,WR,3,0,0,0,0,0,9,168,0,0,0,0,0,7.1,21.3
47,Antonio Gates,LAC,TE,2,0,0,0,0,0,13,146,0,0,0,0,0,10.6,21.1
48,Quintin Mikell,PHI,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,7.0,21.0
49,Reggie Wayne,IND,WR,1,0,0,0,0,0,4,129,1,0,0,0,0,20.9,20.9
50,Steve Breaston,ARI,WR,4,0,0,0,-8,0,13,148,0,0,0,0,0,5.1,20.5
51,Adrian Peterson,MIN,RB,1,0,0,0,83,2,0,0,0,0,0,0,0,20.3,20.3
52,Troy Polamalu,PIT,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,6.7,20.0
53,Roddy White,ATL,WR,1,0,0,0,0,0,11,84,1,0,0,0,0,19.9,19.9
54,Bertrand Berry,ARI,LB,4,0,0,0,0,0,0,0,0,2,0,0,1,5.0,19.8
55,Brett Keisel,PIT,DE,3,0,0,0,0,0,0,0,0,1,0,0,1,6.6,19.8
56,Haloti Ngata,BAL,NT,3,0,0,0,0,0,0,0,0,1,0,0,0,6.3,18.8
57,Justin Gage,TEN,WR,1,0,0,0,0,0,10,135,0,0,0,0,0,18.5,18.5
58,Matt Stover,BAL,K,3,0,0,0,0,0,0,0,0,0,0,0,0,6.0,18.0
59,Ryan Clark,PIT,FS,3,0,0,0,-4,0,0,0,0,0,0,1,0,5.7,17.1
60,Chris Chambers,LAC,WR,2,0,0,0,0,0,8,129,0,0,0,0,0,8.4,16.9
61,Jason Avant,PHI,WR,3,0,0,0,0,0,11,113,0,0,0,0,0,5.6,16.8
62,Stephen Cooper,LAC,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.2,16.5
63,Chris Johnson,TEN,RB,1,0,0,0,72,1,1,28,0,0,0,0,0,16.5,16.5
64,Peyton Manning,IND,QB,1,310,1,0,-1,0,0,0,0,0,0,0,0,16.3,16.3
65,Jared Allen,MIN,DE,1,0,0,0,0,0,0,0,0,2,0,1,0,15.9,15.9
66,M. Douglas,BAL,DE,3,0,0,0,0,0,0,0,0,1,0,1,0,5.2,15.7
67,Ronnie Brown,MIA,RB,1,0,0,0,19,0,6,43,1,0,0,0,0,15.2,15.2
68,Joseph Addai,IND,RB,1,0,0,0,44,1,4,28,0,0,0,0,0,15.2,15.2
69,Mike Patterson,PHI,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.5
70,Ike Taylor,PIT,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.5
71,Victor Abiamiri,PHI,DE,2,0,0,0,0,0,0,0,0,1,0,0,1,7.0,14.0
72,Robert Mathis,IND,LB,1,0,0,0,0,0,0,0,0,2,0,0,0,13.8,13.8
73,Lawrence Timmons,PIT,LB,3,0,0,0,0,0,0,0,0,0,0,0,1,4.5,13.5
74,Chris Harris,CAR,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0
75,LeRon McClain,BAL,FB,3,0,0,0,90,1,0,0,0,0,0,0,0,4.3,13.0
76,Anthony Gonzalez,IND,WR,1,0,0,0,0,0,6,97,0,0,0,0,0,12.7,12.7
77,Jonathan Stewart,CAR,RB,1,0,0,0,12,1,3,39,0,0,0,0,0,12.6,12.6
78,Mark Clayton,BAL,WR,3,0,0,0,16,0,6,79,0,0,0,0,0,4.2,12.5
79,Chris Gocong,PHI,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.2,12.5
80,Dwight Freeney,IND,LB,1,0,0,0,0,0,0,0,0,2,0,0,0,12.4,12.4
81,G. Russell,PIT,RB,3,0,0,0,2,2,0,0,0,0,0,0,0,4.1,12.2
82,Vincent Jackson,LAC,WR,2,0,0,0,0,0,2,49,1,0,0,0,0,6.0,11.9
83,Tim Jennings,IND,CB,1,0,0,0,0,0,0,0,0,0,0,1,0,11.5,11.5
84,Larry Foote,PIT,LB,3,0,0,0,0,0,0,0,0,0,1,0,0,3.8,11.5
85,Michael Turner,ATL,RB,1,0,0,0,42,1,1,7,0,0,0,0,0,11.4,11.4
86,Steve Smith,CAR,WR,1,0,0,0,0,0,2,43,1,0,0,0,0,11.3,11.3
87,Jon Beason,CAR,LB,1,0,0,0,0,0,0,0,0,0,1,0,0,11.0,11.0
88,Nate Kaeding,LAC,K,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11.0
89,Ralph Brown,ARI,CB,4,0,0,0,0,0,0,0,0,0,2,0,0,2.8,11.0
90,Aaron Francisco,ARI,S,4,0,0,0,0,0,0,0,0,0,1,0,0,2.8,11.0
91,Jarret Johnson,BAL,LB,3,0,0,0,0,0,0,0,0,0,0,1,0,3.7,11.0
