rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Donovan McNabb,PHI,QB,3,823,7,3,35,0,0,0,0,0,0,0,0,19.5,58.4
2,Brian Westbrook,PHI,RB,3,0,0,0,210,0,17,146,2,0,0,0,0,18.7,56.1
3,Daunte Culpepper,MIN,QB,2,600,5,2,72,1,0,0,0,0,0,0,0,26.6,53.2
4,Rodney Harrison,NE,SS,3,0,0,0,0,0,0,0,0,1,4,1,0,17.4,52.1
5,Corey Dillon,NE,RB,3,0,0,0,292,2,9,53,0,0,0,0,0,17.0,51.0
6,Deion Branch,NE,WR,3,0,0,0,41,1,16,264,1,0,0,0,0,16.8,50.5
7,Tom Brady,NE,QB,3,587,5,0,3,1,0,0,0,0,0,0,0,15.9,47.8
8,Peyton Manning,IND,QB,2,696,4,2,8,1,0,0,0,0,0,0,0,23.3,46.6
9,Reggie Wayne,IND,WR,2,0,0,0,0,0,13,256,2,0,0,0,0,21.1,42.1
10,Hines Ward,PIT,WR,2,0,0,0,0,0,15,214,2,0,0,0,0,20.4,40.9
11,Warrick Dunn,ATL,RB,2,2,0,0,201,3,2,6,0,0,0,0,0,19.9,39.8
12,Tedy Bruschi,NE,LB,3,0,0,0,0,0,0,0,0,1,1,1,2,12.2,36.5
13,Marc Bulger,LAR,QB,2,612,4,2,14,0,0,0,0,0,0,0,0,17.9,35.9
14,Kevin Curtis,LAR,WR,2,0,0,0,0,0,11,235,1,0,0,0,0,17.5,35.0
15,Mike Vrabel,NE,LB,3,0,0,0,0,0,1,2,1,2,0,1,1,11.5,34.6
16,D. Givens,NE,WR,3,0,0,0,-2,0,12,104,3,0,0,0,0,11.4,34.2
17,Torry Holt,LAR,WR,2,0,0,0,0,0,8,150,2,0,0,0,0,15.5,31.0
18,G. Lewis,PHI,WR,3,0,0,0,10,0,8,182,1,0,0,0,0,9.7,29.2
19,Edgerrin James,IND,RB,2,0,0,0,102,1,9,80,0,0,0,0,0,14.4,28.7
20,Michael Vick,ATL,QB,2,218,2,1,145,0,1,2,0,0,0,0,0,14.0,27.9
21,Randy Moss,MIN,WR,2,0,0,0,0,0,7,121,2,0,0,0,0,13.8,27.6
22,Jerome Bettis,PIT,RB,2,0,0,0,165,2,1,21,0,0,0,0,0,13.6,27.1
23,Antoine Winfield,MIN,CB,2,0,0,0,0,0,0,0,0,1,1,1,0,13.2,26.5
24,Curtis Martin,NYJ,RB,2,0,0,0,143,0,8,76,0,0,0,0,0,12.9,25.9
25,Ben Roethlisberger,PIT,QB,2,407,3,5,75,0,0,0,0,0,0,0,0,12.9,25.8
26,Chad Pennington,NYJ,QB,2,461,2,1,13,0,0,0,0,0,0,0,0,12.9,25.7
27,Brian Dawkins,PHI,FS,3,0,0,0,0,0,0,0,0,1,1,2,0,8.6,25.7
28,Jeremiah Trotter,PHI,LB,3,0,0,0,0,0,0,0,0,1,1,0,0,8.5,25.6
29,Jonathan Vilma,NYJ,LB,2,0,0,0,0,0,0,0,0,1,0,0,0,12.8,25.5
30,Adam Vinatieri,NE,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,25.0
31,D. Jackson,SEA,WR,1,0,0,0,0,0,12,128,1,0,0,0,0,24.8,24.8
32,Dallas Clark,IND,TE,2,0,0,0,0,0,8,138,1,0,0,0,0,11.9,23.8
33,F. Mitchell,PHI,WR,3,0,0,0,0,1,8,96,1,0,0,0,0,7.9,23.6
34,J. McCareins,NYJ,WR,2,0,0,0,0,0,13,169,0,0,0,0,0,11.7,23.4
35,Sinorice Moss,NYJ,WR,2,0,0,0,0,0,8,131,1,0,0,0,0,11.6,23.1
36,R. Tongue,NYJ,SS,2,0,0,0,0,0,0,0,0,0,2,0,0,11.5,23.0
37,D. Burgess,PHI,DE,3,0,0,0,0,0,0,0,0,3,0,0,0,7.6,22.7
38,Matt Hasselbeck,SEA,QB,1,341,2,1,26,0,0,0,0,0,0,0,0,22.2,22.2
39,B. Smith,ATL,DE,2,0,0,0,0,0,0,0,0,2,0,1,0,11.1,22.2
40,Marshall Faulk,LAR,RB,2,0,0,0,85,1,6,43,0,0,0,0,0,10.9,21.8
41,M. Robinson,MIN,WR,2,0,0,0,0,0,6,123,1,0,0,0,0,10.7,21.3
42,Randall Gay,NE,CB,3,0,0,0,0,0,0,0,0,0,0,1,0,7.0,21.0
43,David Akers,PHI,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.0,21.0
44,Nate Burleson,MIN,WR,2,0,0,0,0,0,8,110,1,0,0,0,0,10.5,21.0
45,Drew Brees,LAC,QB,1,319,2,1,17,0,0,0,0,0,0,0,0,20.5,20.5
46,J. Ferguson,NYJ,NT,2,0,0,0,0,0,0,0,0,2,0,1,0,9.8,19.6
47,Michael Lewis,PHI,SS,3,0,0,0,0,0,0,0,0,0,0,0,0,6.5,19.5
48,Rod Smith,DEN,WR,1,0,0,0,0,0,7,99,1,0,0,0,0,19.4,19.4
49,W. Williams,PIT,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,9.5,19.0
50,T. Polley,LAR,LB,2,0,0,0,0,0,0,0,0,0,0,0,1,9.5,19.0
51,LJ Smith,PHI,TE,3,0,0,0,0,0,9,100,1,0,0,0,0,6.2,18.5
52,T. Pinkston,PHI,WR,3,0,0,0,0,0,8,141,0,0,0,0,0,6.0,18.1
53,Jevon Kearse,PHI,DE,3,0,0,0,0,0,0,0,0,2,0,0,0,6.0,18.0
54,Antonio Gates,LAC,TE,1,0,0,0,0,0,6,89,1,0,0,0,0,17.9,17.9
55,LaDainian Tomlinson,LAC,RB,1,0,0,0,80,0,9,53,0,0,0,0,0,17.8,17.8
