rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Daunte Culpepper,MIN,QB,16,4717,39,11,406,2,0,0,0,0,0,0,0,23.3,373.3
2,Peyton Manning,IND,QB,16,4557,49,10,38,0,0,0,0,0,0,0,0,22.5,360.1
3,Tiki Barber,NYG,RB,16,0,0,0,1518,13,52,578,2,0,0,0,0,20.1,321.6
4,Shaun Alexander,SEA,RB,16,0,0,0,1696,16,23,170,4,0,0,0,0,19.5,312.1
5,LaDainian Tomlinson,LAC,RB,15,38,0,0,1335,17,53,441,1,0,0,0,0,20.6,309.6
6,Curtis Martin,NYJ,RB,16,0,0,0,1697,12,41,245,2,0,0,0,0,18.7,298.7
7,Donovan McNabb,PHI,QB,15,3875,31,8,220,3,0,0,0,0,0,0,0,19.4,291.0
8,Domanick Davis,HOU,RB,15,0,0,0,1188,13,68,588,1,0,0,0,0,19.2,287.6
9,Muhsin Muhammad,CAR,WR,16,0,0,0,15,0,93,1405,16,0,0,0,0,17.7,282.5
10,Edgerrin James,IND,RB,16,0,0,0,1548,9,51,483,0,0,0,0,0,17.5,280.6
11,Trent Green,KC,QB,16,4591,27,17,85,0,0,0,0,0,0,0,0,16.3,260.1
12,Jake Plummer,DEN,QB,16,4089,27,20,202,1,0,0,0,0,0,0,0,16.0,255.8
13,Brett Favre,GB,QB,16,4088,30,17,36,0,0,0,0,0,0,0,0,15.9,255.1
14,Joe Horn,NO,WR,16,0,0,0,0,0,94,1399,11,0,0,0,0,15.9,254.9
15,Corey Dillon,NE,RB,15,0,0,0,1635,12,15,103,1,0,0,0,0,16.9,253.3
16,Javon Walker,GB,WR,16,0,0,0,0,0,89,1382,12,0,0,0,0,15.7,250.7
17,Jake Delhomme,CAR,QB,16,3886,29,15,71,1,0,0,0,0,0,0,0,15.5,248.5
18,Aaron Brooks,NO,QB,16,3810,21,16,173,4,1,1,0,0,0,0,0,15.3,244.3
19,Marvin Harrison,IND,WR,16,0,0,0,0,0,86,1113,15,0,0,0,0,15.1,242.3
20,Torry Holt,LAR,WR,16,0,0,0,0,0,94,1372,10,0,0,0,0,15.1,242.2
21,Drew Brees,LAC,QB,15,3159,27,7,85,2,1,38,0,0,0,0,0,16.1,241.2
22,Brian Westbrook,PHI,RB,13,0,0,0,812,3,73,703,6,0,0,0,0,18.5,240.0
23,Terrell Owens,PHI,WR,14,0,0,0,-5,0,77,1200,14,0,0,0,0,17.1,240.0
24,D. Bennett,TEN,WR,16,26,1,0,12,0,80,1247,11,0,0,0,0,14.8,236.9
25,Marc Bulger,LAR,QB,14,3964,21,14,89,3,0,0,0,0,0,0,0,16.8,235.5
26,Chad Johnson,CIN,WR,16,0,0,0,39,0,95,1274,9,0,0,0,0,14.6,232.8
27,Reggie Wayne,IND,WR,16,0,0,0,-4,0,77,1210,12,0,0,0,0,14.4,231.1
28,Rudi Johnson,CIN,RB,16,0,0,0,1454,12,15,84,0,0,0,0,0,14.1,225.3
29,Tom Brady,NE,QB,16,3692,28,14,28,0,0,0,0,0,0,0,0,14.0,224.5
30,Tony Gonzalez,KC,TE,16,0,0,0,5,0,102,1258,7,0,0,0,0,13.7,219.3
31,Michael Vick,ATL,QB,15,2313,14,12,902,3,0,0,0,0,0,0,0,14.6,218.7
32,Donald Driver,GB,WR,16,0,0,0,4,0,84,1208,9,0,0,0,0,13.4,215.2
33,Antonio Gates,LAC,TE,15,0,0,0,0,0,81,964,13,0,0,0,0,14.3,214.9
34,Willis McGahee,BUF,RB,16,0,0,0,1128,13,22,169,0,0,0,0,0,13.4,214.7
35,Clinton Portis,WAS,RB,15,15,1,0,1315,5,40,235,2,0,0,0,0,14.2,213.6
36,Matt Hasselbeck,SEA,QB,14,3382,22,15,90,1,0,0,0,0,0,0,0,15.0,210.3
37,Ahman Green,GB,RB,15,20,1,0,1163,7,40,275,1,0,0,0,0,13.9,208.6
38,Derrick Mason,TEN,WR,16,0,0,0,-3,0,96,1168,7,0,0,0,0,12.9,206.5
