rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Jalen Hurts,PHI,QB,3,579,3,0,143,5,0,0,0,0,0,0,0,26.5,79.5
2,Travis Kelce,KC,TE,3,0,0,0,0,0,27,257,4,0,0,0,0,21.1,63.2
3,Patrick Mahomes,KC,QB,3,703,7,0,60,0,0,0,0,0,0,0,0,20.0,60.1
4,Joe Burrow,CIN,QB,3,721,4,2,70,1,0,0,0,0,0,0,0,18.6,55.8
5,Christian McCaffrey,SF,RB,3,0,0,0,238,2,12,61,1,0,0,0,0,18.0,53.9
6,Dak Prescott,DAL,QB,2,511,5,2,46,1,0,0,0,0,0,0,0,23.5,47.0
7,Ja'Marr Chase,CIN,WR,3,0,0,0,3,0,20,220,2,0,0,0,0,14.8,44.3
8,Brock Purdy,SF,QB,3,569,3,0,24,1,0,0,0,0,0,0,0,14.4,43.2
9,Josh Allen,BUF,QB,2,616,3,3,46,1,0,0,0,0,0,0,0,19.6,39.2
10,Dalton Schultz,DAL,TE,2,0,0,0,0,0,12,122,3,0,0,0,0,18.1,36.2
11,Trevor Lawrence,JAX,QB,2,505,5,5,34,0,0,0,0,0,0,0,0,17.8,35.6
12,Isiah Pacheco,KC,RB,3,0,0,0,197,1,6,65,0,0,0,0,0,11.7,35.2
13,Deebo Samuel Sr.,SF,WR,3,0,0,0,34,0,13,211,1,0,0,0,0,11.7,35.0
14,Saquon Barkley,NYG,RB,2,0,0,0,114,2,7,77,0,0,0,0,0,17.3,34.6
15,Christian Kirk,JAX,WR,2,0,0,0,18,0,15,130,2,0,0,0,0,17.1,34.3
16,Matt Milano,BUF,LB,2,0,0,0,0,0,0,0,0,3,0,0,0,17.1,34.3
17,Daniel Jones,NYG,QB,2,436,2,1,102,0,0,0,0,0,0,0,0,16.8,33.6
18,DeVonta Smith,PHI,WR,3,0,0,0,0,0,15,197,1,0,0,0,0,11.1,33.2
19,Kenneth Gainwell,PHI,RB,3,0,0,0,181,1,7,55,0,0,0,0,0,11.0,33.1
20,CeeDee Lamb,DAL,WR,2,0,0,0,6,0,14,185,1,0,0,0,0,16.1,32.1
21,Harrison Butker,KC,K,3,0,0,0,0,0,0,0,0,0,0,0,0,10.7,32.0
22,Joe Mixon,CIN,RB,3,0,0,0,163,1,8,50,0,0,0,0,0,10.4,31.3
23,Robbie Gould,SF,K,3,0,0,0,0,0,0,0,0,0,0,0,0,10.3,31.0
24,Nick Bolton,KC,LB,3,0,0,0,0,0,0,0,0,0,0,0,2,10.3,31.0
25,Haason Reddick,PHI,LB,3,0,0,0,0,0,0,0,0,4,0,1,1,10.3,30.9
26,DK Metcalf,SEA,WR,1,0,0,0,0,0,10,136,2,0,0,0,0,30.6,30.6
27,Tee Higgins,CIN,WR,3,0,0,0,0,0,13,148,1,0,0,0,0,9.8,29.3
28,Zay Jones,JAX,WR,2,0,0,0,0,0,13,157,1,0,0,0,0,14.1,28.2
29,Travis Etienne Jr.,JAX,RB,2,0,0,0,171,1,4,30,0,0,0,0,0,14.1,28.1
30,Dallas Goedert,PHI,TE,3,0,0,0,0,0,16,141,1,0,0,0,0,9.4,28.1
31,Marquez Valdes-Scantling,KC,WR,3,0,0,0,0,0,7,122,2,0,0,0,0,9.2,27.7
32,Miles Sanders,PHI,RB,3,0,0,0,148,2,1,3,0,0,0,0,0,9.2,27.6
33,A.J. Brown,PHI,WR,3,0,0,0,0,0,13,146,1,0,0,0,0,9.0,27.1
34,Fred Warner,SF,LB,3,0,0,0,0,0,0,0,0,0,1,0,0,8.5,25.5
35,Kirk Cousins,MIN,QB,1,273,2,0,1,1,1,-2,0,0,0,0,0,25.3,25.3
36,Gabe Davis,BUF,WR,2,0,0,0,0,0,8,147,1,0,0,0,0,12.3,24.7
37,Hayden Hurst,CIN,TE,3,0,0,0,0,0,13,141,1,0,0,0,0,8.2,24.6
38,Dre Greenlaw,SF,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,8.2,24.5
39,Evan Engram,JAX,TE,2,0,0,0,0,0,12,124,1,0,0,0,0,12.2,24.4
40,Mike Hilton,CIN,CB,3,0,0,0,0,0,0,0,0,1,0,0,0,8.1,24.3
41,Jake Elliott,PHI,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,24.0
42,George Kittle,SF,TE,3,0,0,0,4,0,10,164,0,0,0,0,0,7.9,23.8
43,Sam Hubbard,CIN,DE,3,0,0,0,0,0,0,0,0,1,0,0,2,7.9,23.7
44,Deommodore Lenoir,SF,DB,3,0,0,0,0,0,0,0,0,0,2,0,0,7.8,23.5
45,Logan Wilson,CIN,LB,3,0,0,0,0,0,0,0,0,0,0,1,0,7.7,23.0
46,Zach Sieler,MIA,DT,1,0,0,0,0,0,0,0,0,2,0,0,1,22.9,22.9
47,Roy Robertson-Harris,JAX,DL,2,0,0,0,0,0,0,0,0,1,0,0,0,11.1,22.2
48,Tom Brady,TB,QB,1,351,2,1,0,0,0,0,0,0,0,0,0,22.0,22.0
49,Foyesade Oluokun,JAX,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,10.8,21.5
50,Tremaine Edmunds,BUF,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,10.8,21.5
51,Chris Jones,KC,DT,3,0,0,0,0,0,0,0,0,2,0,0,0,7.1,21.3
52,Isaiah Hodgins,NYG,WR,2,0,0,0,0,0,9,108,1,0,0,0,0,10.7,21.3
53,Trent McDuffie,KC,CB,3,0,0,0,0,0,0,0,0,0,0,1,0,7.0,21.0
54,Jaylen Watson,KC,CB,3,0,0,0,0,0,0,0,0,0,2,0,0,7.0,21.0
55,Evan McPherson,CIN,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.0,21.0
56,Xavier McKinney,NYG,S,2,0,0,0,0,0,0,0,0,1,0,1,0,10.3,20.6
57,Justin Reid,KC,S,3,0,0,0,0,0,0,0,0,0,0,0,0,6.8,20.5
58,Stefon Diggs,BUF,WR,2,0,0,0,0,0,11,149,0,0,0,0,0,10.2,20.4
59,Frank Clark,KC,DE,3,0,0,0,0,0,0,0,0,3,0,0,0,6.7,20.1
60,Gerald Everett,LAC,TE,1,0,0,0,0,0,6,109,1,0,0,0,0,19.9,19.9
61,Boston Scott,PHI,RB,3,0,0,0,61,2,1,9,0,0,0,0,0,6.5,19.5
62,Samaje Perine,CIN,RB,3,0,0,0,58,1,8,35,0,0,0,0,0,6.4,19.3
63,Germaine Pratt,CIN,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,6.3,19.0
64,Jessie Bates III,CIN,S,3,0,0,0,0,0,0,0,0,0,0,0,0,6.3,19.0
65,Vonn Bell,CIN,S,3,0,0,0,0,0,0,0,0,1,0,0,0,6.3,18.8
66,J.K. Dobbins,BAL,RB,1,0,0,0,62,0,4,43,1,0,0,0,0,18.5,18.5
67,Eli Apple,CIN,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,6.2,18.5
68,Jaylon Smith,NYG,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,9.2,18.5
69,Dawson Knox,BUF,TE,2,0,0,0,0,0,8,85,1,0,0,0,0,9.2,18.5
70,Tyler Huntley,BAL,QB,1,226,2,1,54,0,0,0,0,0,0,0,0,18.4,18.4
71,Asante Samuel Jr.,LAC,CB,1,0,0,0,0,0,0,0,0,0,3,0,0,18.0,18.0
72,T.J. Hockenson,MIN,TE,1,0,0,0,0,0,10,129,0,0,0,0,0,17.9,17.9
73,Nick Bosa,SF,DL,3,0,0,0,0,0,0,0,0,0,0,0,1,5.8,17.5
74,Josh Sweat,PHI,DE,3,0,0,0,0,0,0,0,0,2,0,1,0,5.8,17.4
75,Austin Ekeler,LAC,RB,1,0,0,0,35,2,2,8,0,0,0,0,0,17.3,17.3
76,Arik Armstead,SF,DL,3,0,0,0,0,0,0,0,0,2,0,0,0,5.7,17.0
77,Charles Omenihu,SF,DL,3,0,0,0,0,0,0,0,0,2,0,1,0,5.7,17.0
78,Geno Smith,SEA,QB,1,253,2,1,28,0,0,0,0,0,0,0,0,16.9,16.9
79,Julio Jones,TB,WR,1,0,0,0,0,0,7,74,1,0,0,0,0,16.9,16.9
80,Micah Parsons,DAL,LB,2,0,0,0,0,0,0,0,0,1,0,0,0,8.2,16.3
81,Justin Herbert,LAC,QB,1,273,1,0,12,0,0,0,0,0,0,0,0,16.1,16.1
82,Leighton Vander Esch,DAL,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.0,16.0
83,Kadarius Toney,KC,WR,3,0,0,0,14,0,7,50,1,0,0,0,0,5.3,15.9
84,Cam Taylor-Britt,CIN,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,5.2,15.5
85,L'Jarius Sneed,KC,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.5
86,Charvarius Ward,SF,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.2,15.5
87,B.J. Hill,CIN,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,5.1,15.4
88,Cole Beasley,BUF,WR,2,0,0,0,0,0,5,68,1,0,0,0,0,7.7,15.3
89,Joshua Hines-Allen,JAX,OLB,2,0,0,0,0,0,0,0,0,1,0,0,0,7.5,15.1
90,Taron Johnson,BUF,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,7.5,15.0
91,Elijah Mitchell,SF,RB,2,0,0,0,53,0,2,25,1,0,0,0,0,7.4,14.8
92,Tony Pollard,DAL,RB,2,0,0,0,99,0,5,23,0,0,0,0,0,7.3,14.7
93,Juan Thornhill,KC,S,3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.5
94,Jimmie Ward,SF,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.5
95,James Bradberry IV,PHI,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,4.8,14.5
96,DaRon Bland,DAL,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,7.0,14.0
97,Devin Lloyd,JAX,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,7.0,14.0
98,Dexter Lawrence II,NYG,DL,2,0,0,0,0,0,0,0,0,0,0,0,0,7.0,14.0
99,Tyler Bass,BUF,K,2,0,0,0,0,0,0,0,0,0,0,0,0,7.0,14.0
100,Javon Hargrave,PHI,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,4.7,14.0
