rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Christian McCaffrey,SF,RB,3,0,0,0,268,4,19,152,1,0,0,0,0,26.5,79.5
2,Patrick Mahomes,KC,QB,4,1051,6,1,141,0,0,0,0,0,0,0,0,19.5,78.1
3,Travis Kelce,KC,TE,4,0,0,0,5,0,32,355,3,0,0,0,0,17.5,70.0
4,Josh Allen,BUF,QB,2,389,4,0,146,3,0,0,0,0,0,0,0,32.1,64.2
5,Isiah Pacheco,KC,RB,4,0,0,0,313,3,12,60,0,0,0,0,0,14.8,59.3
6,Lamar Jackson,BAL,QB,2,424,3,1,154,2,1,13,0,0,0,0,0,27.1,54.2
7,Baker Mayfield,TB,QB,2,686,6,2,31,0,0,0,0,0,0,0,0,25.3,50.5
8,Jared Goff,DET,QB,3,837,4,0,3,0,0,0,0,0,0,0,0,16.6,49.8
9,Brock Purdy,SF,QB,3,774,3,1,74,0,0,0,0,0,0,0,0,16.1,48.4
10,Aaron Jones,GB,RB,2,0,0,0,226,3,4,21,0,0,0,0,0,23.4,46.7
11,Rashee Rice,KC,WR,4,0,0,0,5,0,26,262,1,0,0,0,0,11.4,45.7
12,Jahmyr Gibbs,DET,RB,3,0,0,0,144,3,11,94,0,0,0,0,0,15.1,45.3
13,Harrison Butker,KC,K,4,0,0,0,0,0,0,0,0,0,0,0,0,11.2,45.0
14,Amon-Ra St. Brown,DET,WR,3,0,0,0,2,0,22,274,1,0,0,0,0,14.9,44.6
15,George Karlaftis,KC,DE,4,0,0,0,0,0,0,0,0,3,0,0,2,9.8,39.0
16,David Montgomery,DET,RB,3,0,0,0,183,2,6,45,0,0,0,0,0,12.6,37.8
17,Jordan Love,GB,QB,2,466,5,2,2,0,0,0,0,0,0,0,0,18.4,36.8
18,Romeo Doubs,GB,WR,2,0,0,0,0,0,10,234,1,0,0,0,0,17.2,34.4
19,Sam LaPorta,DET,TE,3,0,0,0,0,0,21,176,1,0,0,0,0,11.4,34.1
20,Nick Bolton,KC,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,8.5,34.0
21,Jake Ferguson,DAL,TE,1,0,0,0,0,0,10,93,3,0,0,0,0,32.3,32.3
22,Christian Harris,HOU,LB,2,0,0,0,0,0,0,0,0,1,1,0,0,16.1,32.3
23,Jake Moody,SF,K,3,0,0,0,0,0,0,0,0,0,0,0,0,10.7,32.0
24,Nick Bosa,SF,DL,3,0,0,0,0,0,0,0,0,2,0,0,0,10.6,31.8
25,Fred Warner,SF,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,10.5,31.5
26,Justin Reid,KC,S,4,0,0,0,0,0,0,0,0,2,0,0,0,7.9,31.5
27,Mike Evans,TB,WR,2,0,0,0,0,0,11,195,1,0,0,0,0,15.5,31.0
28,C.J. Stroud,HOU,QB,2,449,3,0,10,0,0,0,0,0,0,0,0,15.5,31.0
29,Dak Prescott,DAL,QB,1,403,3,2,45,0,0,0,0,0,0,0,0,30.6,30.6
30,Aidan Hutchinson,DET,DL,3,0,0,0,0,0,0,0,0,3,0,0,0,10.0,29.9
31,Puka Nacua,LAR,WR,1,0,0,0,-2,0,9,181,1,0,0,0,0,28.4,28.4
32,Nico Collins,HOU,WR,2,0,0,0,4,0,11,164,1,0,0,0,0,14.1,28.3
33,Cade Otton,TB,TE,2,0,0,0,0,0,13,154,1,0,0,0,0,13.9,27.9
34,Jameson Williams,DET,WR,3,0,0,0,42,1,6,79,1,0,0,0,0,9.0,27.1
35,Jauan Jennings,SF,WR,3,21,1,0,-1,0,10,111,1,0,0,0,0,8.9,26.8
36,Lavonte David,TB,LB,2,0,0,0,0,0,0,0,0,1,0,1,0,13.3,26.6
37,Brandon Aiyuk,SF,WR,3,0,0,0,0,0,9,149,1,0,0,0,0,8.5,25.4
38,Rachaad White,TB,RB,2,0,0,0,127,0,5,39,1,0,0,0,0,12.6,25.1
39,Brian Branch,DET,DB,3,0,0,0,0,0,0,0,0,1,0,0,0,8.3,24.9
40,Zay Flowers,BAL,WR,2,0,0,0,4,0,9,156,1,0,0,0,0,12.2,24.5
41,Khalil Shakir,BUF,WR,2,0,0,0,0,0,10,75,2,0,0,0,0,12.2,24.5
42,Trent McDuffie,KC,CB,4,0,0,0,0,0,0,0,0,0,0,0,1,6.0,24.0
43,Alex Anzalone,DET,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,24.0
44,Devin Singletary,HOU,RB,2,0,0,0,88,1,8,52,0,0,0,0,0,12.0,24.0
45,Josh Reynolds,DET,WR,3,0,0,0,0,0,8,132,1,0,0,0,0,7.7,23.2
46,Steven Nelson,HOU,CB,2,0,0,0,0,0,0,0,0,0,1,0,0,11.5,23.0
47,Marquez Valdes-Scantling,KC,WR,4,0,0,0,0,0,8,128,1,0,0,0,0,5.7,22.8
48,Matthew Stafford,LAR,QB,1,367,2,0,0,0,0,0,0,0,0,0,0,22.7,22.7
