rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Matt Ryan,ATL,QB,3,1014,9,0,20,1,0,0,0,0,0,0,0,27.5,82.6
2,Aaron Rodgers,GB,QB,3,1005,9,2,62,0,0,0,0,0,0,0,0,26.1,78.4
3,Tom Brady,NE,QB,3,1137,7,3,13,0,0,0,0,0,0,0,0,23.6,70.8
4,Julio Jones,ATL,WR,3,0,0,0,0,0,19,334,3,0,0,0,0,20.3,60.9
5,Devonta Freeman,ATL,RB,3,0,0,0,162,2,10,168,1,0,0,0,0,18.7,56.0
6,Chris Hogan,NE,WR,3,0,0,0,0,0,17,332,2,0,0,0,0,17.9,53.7
7,Randall Cobb,GB,WR,3,0,0,0,0,0,18,260,3,0,0,0,0,17.7,53.0
8,Julian Edelman,NE,WR,3,0,0,0,14,0,21,342,1,0,0,0,0,17.4,52.1
9,Antonio Brown,PIT,WR,3,0,0,0,0,0,18,309,2,0,0,0,0,17.3,51.9
10,James White,NE,RB,3,0,0,0,29,2,18,137,2,0,0,0,0,17.2,51.6
11,Le'Veon Bell,PIT,RB,3,0,0,0,357,2,4,3,0,0,0,0,0,16.7,50.0
12,Jared Cook,GB,TE,3,0,0,0,0,0,18,230,2,0,0,0,0,14.7,44.0
13,Davante Adams,GB,WR,3,0,0,0,0,0,16,217,2,0,0,0,0,13.9,41.7
14,Tevin Coleman,ATL,RB,3,0,0,0,115,1,7,63,2,0,0,0,0,13.1,39.3
15,Doug Baldwin,SEA,WR,2,0,0,0,7,0,16,184,2,0,0,0,0,19.6,39.1
16,James Harrison,PIT,OLB,3,0,0,0,0,0,0,0,0,3,0,1,0,12.3,36.9
17,Ben Roethlisberger,PIT,QB,3,735,3,4,11,0,0,0,0,0,0,0,0,12.2,36.5
18,Robert Alford,ATL,CB,3,0,0,0,0,0,0,0,0,0,1,0,1,12.0,36.0
19,Lawrence Timmons,PIT,ILB,3,0,0,0,0,0,0,0,0,2,0,0,0,11.7,35.1
20,Russell Wilson,SEA,QB,2,449,4,2,46,0,0,0,0,0,0,0,0,17.3,34.6
21,Ty Montgomery II,GB,RB,3,0,0,0,91,2,10,77,0,0,0,0,0,11.3,33.8
22,Logan Ryan,NE,CB,3,0,0,0,0,0,0,0,0,1,1,0,0,10.2,30.5
23,Mohamed Sanu,ATL,WR,3,0,0,0,7,0,11,121,2,0,0,0,0,10.1,30.3
24,Dez Bryant,DAL,WR,1,0,0,0,0,0,9,132,2,0,0,0,0,29.7,29.7
25,Deion Jones,ATL,ILB,3,0,0,0,0,0,0,0,0,0,1,1,0,9.8,29.5
26,Trey Flowers,NE,DE,3,0,0,0,0,0,0,0,0,3,0,0,0,9.4,28.1
27,Stephen Gostkowski,NE,K,3,0,0,0,0,0,0,0,0,0,0,0,0,9.3,28.0
28,Whitney Mercilus,HOU,OLB,2,0,0,0,0,0,0,0,0,3,0,0,0,13.8,27.5
29,Dak Prescott,DAL,QB,1,302,3,1,13,0,0,0,0,0,0,0,0,27.4,27.4
30,Chris Boswell,PIT,K,3,0,0,0,0,0,0,0,0,0,0,0,0,9.0,27.0
31,Ryan Shazier,PIT,ILB,3,0,0,0,0,0,0,0,0,0,2,0,0,9.0,27.0
32,Thomas Rawls,SEA,RB,2,0,0,0,195,1,1,1,0,0,0,0,0,13.1,26.1
