rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Sony Michel,NE,RB,3,0,0,0,336,6,1,9,0,0,0,0,0,23.7,71.0
2,Damien Williams,KC,RB,2,0,0,0,159,2,10,91,2,0,0,0,0,27.0,54.0
3,Julian Edelman,NE,WR,3,0,0,0,15,0,26,388,0,0,0,0,0,17.8,53.3
4,Dak Prescott,DAL,QB,2,492,2,1,32,2,0,0,0,0,0,0,0,21.4,42.9
5,Patrick Mahomes,KC,QB,2,573,3,0,19,1,0,0,0,0,0,0,0,21.4,42.8
6,Tom Brady,NE,QB,3,953,2,3,-4,0,0,0,0,0,0,0,0,13.2,39.7
7,Kyle Van Noy,NE,LB,3,0,0,0,0,0,0,0,0,3,0,1,0,13.1,39.3
8,Brandin Cooks,LAR,WR,3,0,0,0,5,0,19,292,0,0,0,0,0,13.1,39.2
9,Ezekiel Elliott,DAL,RB,2,0,0,0,184,2,6,51,0,0,0,0,0,19.2,38.5
10,Kenny Moore II,IND,CB,2,0,0,0,0,0,0,0,0,3,1,0,0,18.6,37.2
11,Rex Burkhead,NE,RB,3,0,0,0,96,3,7,45,0,0,0,0,0,11.9,35.6
12,Philip Rivers,LAC,QB,2,491,3,1,15,0,0,0,0,0,0,0,0,17.6,35.1
13,Michael Thomas,NO,WR,2,0,0,0,0,0,16,207,1,0,0,0,0,17.4,34.7
14,CJ Anderson,LAR,RB,3,0,0,0,189,2,3,17,0,0,0,0,0,11.4,34.1
15,Drew Brees,NO,QB,2,550,4,2,-2,0,0,0,0,0,0,0,0,16.9,33.8
16,Greg Zuerlein,LAR,K,3,0,0,0,0,0,0,0,0,0,0,0,0,11.0,33.0
17,Cory Littleton,LAR,ILB,3,0,0,0,0,0,0,0,0,0,1,0,0,10.8,32.5
18,Amari Cooper,DAL,WR,2,0,0,0,0,0,13,171,1,0,0,0,0,15.8,31.6
19,Jared Goff,LAR,QB,3,712,1,2,22,0,0,0,0,0,0,0,0,10.2,30.7
20,Todd Gurley II,LAR,RB,3,0,0,0,160,2,4,5,0,0,0,0,0,10.2,30.5
21,Andrew Luck,IND,QB,2,425,3,1,46,0,0,0,0,0,0,0,0,14.8,29.6
22,Alvin Kamara,NO,RB,2,0,0,0,86,0,15,131,0,0,0,0,0,14.6,29.2
23,Shaquille Leonard,IND,OLB,2,0,0,0,0,0,0,0,0,0,0,1,1,14.5,29.0
24,Nick Foles,PHI,QB,2,467,3,4,-1,1,0,0,0,0,0,0,0,14.3,28.6
25,James White,NE,RB,3,0,0,0,27,0,20,151,0,0,0,0,0,9.3,27.8
26,Melvin Ingram,LAC,DE,2,0,0,0,0,0,0,0,0,2,0,1,1,13.6,27.2
27,Marlon Mack,IND,RB,2,0,0,0,194,1,2,6,0,0,0,0,0,13.5,27.0
28,Robert Woods,LAR,WR,3,0,0,0,11,0,17,172,0,0,0,0,0,8.9,26.8
29,Rob Gronkowski,NE,TE,3,0,0,0,0,0,13,191,0,0,0,0,0,8.5,25.6
30,Tyreek Hill,KC,WR,2,0,0,0,36,1,9,114,0,0,0,0,0,12.8,25.5
31,Allen Robinson II,CHI,WR,1,0,0,0,0,0,10,143,1,0,0,0,0,25.3,25.3
32,T.Y. Hilton,IND,WR,2,0,0,0,0,0,9,145,1,0,0,0,0,12.5,25.0
33,Stephen Gostkowski,NE,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,25.0
34,Travis Kelce,KC,TE,2,0,0,0,0,0,10,131,1,0,0,0,0,12.1,24.1
35,Michael Gallup,DAL,WR,2,0,0,0,0,0,8,137,1,0,0,0,0,11.8,23.7
36,Demario Davis,NO,OLB,2,0,0,0,0,0,0,0,0,0,1,0,0,11.8,23.5
37,Keke Coutee,HOU,WR,1,0,0,0,0,0,11,110,1,0,0,0,0,22.5,22.5
38,Keenan Allen,LAC,WR,2,0,0,0,0,0,6,112,1,0,0,0,0,11.1,22.2
39,Phillip Dorsett,NE,WR,3,0,0,0,0,0,5,70,2,0,0,0,0,7.2,21.5
40,Stephon Gilmore,NE,CB,3,0,0,0,0,0,0,0,0,0,2,1,0,7.0,21.0
41,Trey Flowers,NE,DE,3,0,0,0,0,0,0,0,0,2,0,0,0,7.0,20.9
42,Dante Fowler Jr.,LAR,DE,3,0,0,0,0,0,0,0,0,2,0,0,0,7.0,20.9
43,Dontrelle Inman,IND,WR,2,0,0,0,0,0,8,108,1,0,0,0,0,10.4,20.8
44,Russell Wilson,SEA,QB,1,233,1,0,14,1,0,0,0,0,0,0,0,20.7,20.7
45,Sammy Watkins,KC,WR,2,0,0,0,-2,0,10,176,0,0,0,0,0,10.2,20.4
46,Alshon Jeffery,PHI,WR,2,0,0,0,0,0,11,145,0,0,0,0,0,10.0,20.0
47,Melvin Gordon III,LAC,RB,2,0,0,0,55,2,2,14,0,0,0,0,0,9.9,19.9
48,Ndamukong Suh,LAR,NT,3,0,0,0,0,0,0,0,0,2,0,0,0,6.4,19.1
49,Wil Lutz,NO,K,2,0,0,0,0,0,0,0,0,0,0,0,0,9.5,19.0
50,Mark Barron,LAR,ILB,3,0,0,0,0,0,0,0,0,0,0,0,0,6.3,19.0
51,Deshaun Watson,HOU,QB,1,235,1,1,76,0,0,0,0,0,0,0,0,19.0,19.0
52,John Johnson III,LAR,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,6.3,19.0
53,Michael Badgley,LAC,K,2,0,0,0,0,0,0,0,0,0,0,0,0,9.5,19.0
54,Josh Reynolds,LAR,WR,3,0,0,0,25,0,8,121,0,0,0,0,0,6.2,18.6
55,Adrian Phillips,LAC,SS,2,0,0,0,0,0,0,0,0,0,1,0,1,9.2,18.5
56,Daniel Sorensen,KC,SS,2,0,0,0,0,0,0,0,0,0,1,0,0,9.2,18.5
57,Antonio Gates,LAC,TE,2,0,0,0,0,0,9,76,1,0,0,0,0,9.1,18.1
58,Dont'a Hightower,NE,LB,3,0,0,0,0,0,0,0,0,2,0,0,0,6.0,18.0
59,Nigel Bradham,PHI,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,9.0,18.0
60,Clayton Geathers,IND,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,9.0,18.0
61,Eric Ebron,IND,TE,2,0,0,0,0,0,8,77,1,0,0,0,0,8.8,17.7
62,Marshon Lattimore,NO,CB,2,0,0,0,0,0,0,0,0,0,2,0,0,8.8,17.5
63,Justin Houston,KC,OLB,2,0,0,0,0,0,0,0,0,2,0,0,1,8.8,17.5
64,Lamar Jackson,BAL,QB,1,194,2,1,54,0,0,0,0,0,0,0,0,17.2,17.2
65,Mitchell Trubisky,CHI,QB,1,303,1,0,9,0,0,0,0,0,0,0,0,17.0,17.0
66,Michael Crabtree,BAL,WR,1,0,0,0,0,0,2,38,2,0,0,0,0,16.8,16.8
67,Mike Williams,LAC,WR,2,0,0,0,0,0,7,110,0,0,0,0,0,8.2,16.5
68,Patrick Onwuasor,BAL,OLB,1,0,0,0,0,0,0,0,0,1,0,1,0,16.1,16.1
69,Anthony Hitchens,KC,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.0,16.0
70,Derwin James Jr.,LAC,S,2,0,0,0,0,0,0,0,0,0,0,0,0,8.0,16.0
71,Aqib Talib,LAR,CB,3,0,0,0,0,0,0,0,0,0,0,1,0,5.3,16.0
72,Avonte Maddox,PHI,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,8.0,16.0
73,Golden Tate,PHI,WR,2,0,0,0,0,0,7,64,1,0,0,0,0,7.9,15.9
74,Uchenna Nwosu,LAC,OLB,2,0,0,0,0,0,0,0,0,1,0,1,0,7.9,15.8
75,Reggie Ragland,KC,ILB,2,0,0,0,0,0,0,0,0,0,1,0,0,7.8,15.5
76,Brandon Graham,PHI,DE,2,0,0,0,0,0,0,0,0,2,0,1,0,7.8,15.5
77,Zach Ertz,PHI,TE,2,0,0,0,0,0,10,102,0,0,0,0,0,7.6,15.2
78,Michael Bennett,PHI,DE,2,0,0,0,0,0,0,0,0,1,0,0,0,7.6,15.2
79,Malcolm Jenkins,PHI,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,7.5,15.0
