rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Cooper Kupp,LAR,WR,4,0,0,0,5,0,33,478,6,0,0,0,0,24.7,98.8
2,Patrick Mahomes,KC,QB,3,1057,11,3,117,1,0,0,0,0,0,0,0,32.7,98.0
3,Matthew Stafford,LAR,QB,4,1188,9,3,42,2,0,0,0,0,0,0,0,23.4,93.7
4,Josh Allen,BUF,QB,2,637,9,0,134,0,0,0,0,0,0,0,0,38.4,76.9
5,Joe Burrow,CIN,QB,4,1105,5,2,31,0,0,0,0,0,0,0,0,16.3,65.3
6,Travis Kelce,KC,TE,3,2,1,0,0,0,23,299,3,0,0,0,0,21.2,63.5
7,Gabe Davis,BUF,WR,2,0,0,0,0,0,10,242,5,0,0,0,0,29.6,59.2
8,Ja'Marr Chase,CIN,WR,4,0,0,0,32,0,25,368,1,0,0,0,0,14.6,58.5
9,Tyreek Hill,KC,WR,3,0,0,0,-2,0,23,285,3,0,0,0,0,19.3,57.8
10,Joe Mixon,CIN,RB,4,6,1,0,262,1,18,107,0,0,0,0,0,14.0,56.1
11,Evan McPherson,CIN,K,4,0,0,0,0,0,0,0,0,0,0,0,0,13.5,54.0
12,Odell Beckham Jr.,LAR,WR,4,40,0,0,0,0,21,288,2,0,0,0,0,13.2,52.9
13,Tee Higgins,CIN,WR,4,0,0,0,0,0,18,309,2,0,0,0,0,13.0,51.9
14,Deebo Samuel Sr.,SF,WR,3,0,0,0,137,1,10,154,1,0,0,0,0,15.4,46.1
15,Jerick McKinnon,KC,RB,3,0,0,0,150,0,14,165,1,0,0,0,0,14.8,44.5
16,Mike Evans,TB,WR,2,0,0,0,0,0,17,236,2,0,0,0,0,22.1,44.1
17,Logan Wilson,CIN,LB,4,0,0,0,0,0,0,0,0,0,1,0,0,10.9,43.5
18,Von Miller,LAR,OLB,4,0,0,0,0,0,0,0,0,4,0,1,1,10.7,42.9
19,Sam Hubbard,CIN,DE,4,0,0,0,0,0,0,0,0,3,0,1,0,9.8,39.4
20,Devin Singletary,BUF,RB,2,0,0,0,107,3,7,38,0,0,0,0,0,18.0,36.0
21,Matt Gay,LAR,K,4,0,0,0,0,0,0,0,0,0,0,0,0,8.8,35.0
22,Mecole Hardman Jr.,KC,WR,3,0,0,0,55,1,8,121,1,0,0,0,0,11.2,33.6
23,Aaron Donald,LAR,DT,4,0,0,0,0,0,0,0,0,4,0,0,0,8.1,32.5
24,Byron Pringle,KC,WR,3,0,0,0,0,0,12,82,3,0,0,0,0,10.7,32.2
25,Elijah Mitchell,SF,RB,3,0,0,0,169,1,7,57,0,0,0,0,0,10.7,32.1
26,Tom Brady,TB,QB,2,600,3,1,0,0,0,0,0,0,0,0,0,16.0,32.0
27,Nick Bosa,SF,DE,3,0,0,0,0,0,0,0,0,4,0,1,0,9.9,29.8
28,Vonn Bell,CIN,SS,4,0,0,0,0,0,0,0,0,1,1,0,0,7.4,29.7
29,Germaine Pratt,CIN,ILB,4,0,0,0,0,0,0,0,0,0,1,0,0,7.4,29.5
30,L'Jarius Sneed,KC,DB,3,0,0,0,0,0,0,0,0,0,1,0,0,9.8,29.5
31,C.J. Uzomah,CIN,TE,4,0,0,0,0,0,15,146,1,0,0,0,0,7.0,28.1
32,Jessie Bates III,CIN,FS,4,0,0,0,0,0,0,0,0,0,2,0,0,6.9,27.5
33,Leonard Fournette,TB,RB,1,0,0,0,51,2,9,56,0,0,0,0,0,27.2,27.2
34,Robbie Gould,SF,K,3,0,0,0,0,0,0,0,0,0,0,0,0,9.0,27.0
35,Trey Hendrickson,CIN,DE,4,0,0,0,0,0,0,0,0,4,0,1,0,6.7,26.9
36,Dawson Knox,BUF,TE,2,0,0,0,0,0,7,98,2,0,0,0,0,12.7,25.3
37,Cam Akers,LAR,RB,4,0,0,0,172,0,8,76,0,0,0,0,0,6.2,24.8
38,Tyler Boyd,CIN,WR,4,0,0,0,3,0,15,110,1,0,0,0,0,6.2,24.8
39,Kendrick Bourne,NE,WR,1,0,0,0,14,0,7,77,2,0,0,0,0,24.6,24.6
40,Antoine Winfield Jr.,TB,S,2,0,0,0,0,0,0,0,0,1,0,1,1,12.0,24.0
41,Chidobe Awuzie,CIN,CB,4,0,0,0,0,0,0,0,0,0,1,0,0,6.0,24.0
42,Harrison Butker,KC,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,24.0
43,Fred Warner,SF,ILB,3,0,0,0,0,0,0,0,0,0,0,1,0,8.0,24.0
44,Jimmy Garoppolo,SF,QB,3,535,2,3,5,0,0,0,0,0,0,0,0,8.0,23.9
45,Arik Armstead,SF,DE,3,0,0,0,0,0,0,0,0,3,0,0,0,7.6,22.9
46,A.J. Brown,TEN,WR,1,0,0,0,0,0,5,142,1,0,0,0,0,22.7,22.7
47,B.J. Hill,CIN,DE,4,0,0,0,0,0,0,0,0,2,1,0,0,5.7,22.6
48,David Long Jr.,LAR,CB,4,0,0,0,0,0,0,0,0,0,1,0,0,5.6,22.5
49,Darious Williams,LAR,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,5.6,22.5
50,Jeffery Simmons,TEN,DE,1,0,0,0,0,0,0,0,0,3,0,0,0,22.3,22.3
51,Rob Gronkowski,TB,TE,2,0,0,0,0,0,9,116,1,0,0,0,0,11.1,22.1
52,Emmanuel Moseley,SF,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,7.3,22.0
53,Aaron Jones,GB,RB,1,0,0,0,41,0,9,129,0,0,0,0,0,21.5,21.5
54,T.J. Watt,PIT,OLB,1,0,0,0,0,0,0,0,0,1,0,0,1,21.4,21.4
55,A'Shawn Robinson,LAR,NT,4,0,0,0,0,0,0,0,0,1,0,0,0,5.3,21.2
56,Eli Apple,CIN,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,5.2,21.0
57,Dak Prescott,DAL,QB,1,254,1,1,27,1,0,0,0,0,0,0,0,20.9,20.9
58,Alex Singleton,PHI,OLB,1,0,0,0,0,0,0,0,0,1,0,0,0,20.4,20.4
59,George Kittle,SF,TE,3,0,0,0,0,0,7,108,1,0,0,0,0,6.8,20.3
60,Leonard Floyd,LAR,OLB,4,0,0,0,0,0,0,0,0,2,0,0,0,4.9,19.7
61,DJ Reader,CIN,NT,4,0,0,0,0,0,0,0,0,1,0,0,0,4.8,19.1
62,Nick Scott,LAR,FS,4,0,0,0,0,0,0,0,0,0,1,0,0,4.6,18.5
63,Melvin Ingram,KC,LB,3,0,0,0,0,0,0,0,0,2,0,1,0,6.1,18.3
64,Devin White,TB,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,9.0,18.0
65,Brandon Aiyuk,SF,WR,3,0,0,0,0,0,9,135,0,0,0,0,0,6.0,18.0
66,Mike Hilton,CIN,CB,4,0,0,0,0,0,0,0,0,0,1,0,0,4.4,17.5
67,Jimmie Ward,SF,FS,3,0,0,0,0,0,0,0,0,0,1,0,0,5.8,17.5
68,Jamel Dean,TB,CB,2,0,0,0,0,0,0,0,0,0,0,1,0,8.8,17.5
69,Kendall Blanton,LAR,TE,4,0,0,0,0,0,7,75,1,0,0,0,0,4.2,17.0
70,Charvarius Ward,KC,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17.0
71,Samson Ebukam,SF,OLB,3,0,0,0,0,0,0,0,0,2,0,0,0,5.6,16.9
72,Giovani Bernard,TB,RB,2,0,0,0,44,1,5,39,0,0,0,0,0,8.4,16.8
73,K'Waun Williams,SF,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,5.5,16.5
74,Ben Roethlisberger,PIT,QB,1,215,2,0,-1,0,0,0,0,0,0,0,0,16.5,16.5
75,Jalen Hurts,PHI,QB,1,258,1,2,39,0,0,0,0,0,0,0,0,16.2,16.2
76,Ernest Jones IV,LAR,LB,2,0,0,0,0,0,0,0,0,1,0,0,0,8.1,16.2
77,Van Jefferson,LAR,WR,4,0,0,0,15,0,9,102,0,0,0,0,0,4.0,16.2
78,Dre Greenlaw,SF,OLB,3,0,0,0,0,0,0,0,0,0,0,0,1,5.3,16.0
79,Tyler Higbee,LAR,TE,3,0,0,0,0,0,9,115,0,0,0,0,0,5.3,16.0
80,Willie Gay,KC,LB,3,0,0,0,0,0,0,0,0,0,0,1,0,5.3,16.0
81,Jalen Ramsey,LAR,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,16.0
82,Tremaine Edmunds,BUF,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.0,16.0
83,Nick Bolton,KC,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.3,16.0
84,Ryan Succop,TB,K,2,0,0,0,0,0,0,0,0,0,0,0,0,8.0,16.0
85,Mike Edwards,TB,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,7.8,15.5
86,Ambry Thomas,SF,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,7.8,15.5
87,Amari Cooper,DAL,WR,1,0,0,0,0,0,6,64,1,0,0,0,0,15.4,15.4
88,Mac Jones,NE,QB,1,232,2,2,18,0,0,0,0,0,0,0,0,15.1,15.1
89,Charles Omenihu,SF,DE,3,0,0,0,0,0,0,0,0,2,0,1,0,5.0,15.1
90,Lavonte David,TB,ILB,2,0,0,0,0,0,0,0,0,0,0,0,1,7.5,15.0
91,Eric Weddle,LAR,FS,4,0,0,0,0,0,0,0,0,0,0,0,0,3.8,15.0
92,Rashan Gary,GB,OLB,1,0,0,0,0,0,0,0,0,2,0,0,0,15.0,15.0
93,Matt Milano,BUF,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,7.5,15.0
94,Josh Jacobs,LV,RB,1,0,0,0,83,0,4,44,0,0,0,0,0,14.7,14.7
95,Zay Jones,LV,WR,1,0,0,0,0,0,5,61,1,0,0,0,0,14.6,14.6
96,Troy Reeder,LAR,ILB,4,0,0,0,0,0,0,0,0,0,0,0,0,3.6,14.5
97,Anthony Hitchens,KC,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.5
98,Levi Wallace,BUF,CB,2,0,0,0,0,0,0,0,0,0,1,0,0,7.2,14.5
99,Derek Carr,LV,QB,1,310,1,1,20,0,0,0,0,0,0,0,0,14.4,14.4
100,Ndamukong Suh,TB,NT,2,0,0,0,0,0,0,0,0,1,0,1,0,7.0,14.1
