rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Lamar Jackson,BAL,QB,15,3127,36,6,1206,7,0,0,0,0,0,0,0,27.7,415.7
2,Christian McCaffrey,CAR,RB,16,0,0,0,1387,15,116,1005,4,0,0,0,0,25.8,413.2
3,Dak Prescott,DAL,QB,16,4902,30,11,277,3,0,0,0,0,0,0,0,21.1,337.8
4,Russell Wilson,SEA,QB,16,4110,31,5,342,3,0,0,0,0,0,0,0,20.5,328.6
5,Deshaun Watson,HOU,QB,15,3852,26,12,413,7,1,6,1,0,0,0,0,21.4,320.5
6,Jameis Winston,TB,QB,16,5109,33,30,250,1,0,0,0,0,0,0,0,19.1,305.4
7,Michael Thomas,NO,WR,16,0,0,0,-9,0,149,1725,9,0,0,0,0,18.8,300.1
8,Aaron Jones,GB,RB,16,0,0,0,1084,16,49,474,3,0,0,0,0,18.1,290.3
9,Josh Allen,BUF,QB,16,3089,20,9,510,9,0,0,0,0,0,0,0,18.0,288.6
10,Patrick Mahomes,KC,QB,14,4031,26,5,218,2,0,0,0,0,0,0,0,20.5,287.0
11,Derrick Henry,TEN,RB,15,0,0,0,1540,16,18,206,2,0,0,0,0,19.0,285.6
12,Kyler Murray,ARI,QB,16,3722,20,12,544,4,0,0,0,0,0,0,0,17.8,285.3
13,Ezekiel Elliott,DAL,RB,16,0,0,0,1357,12,54,420,2,0,0,0,0,17.8,284.7
14,Aaron Rodgers,GB,QB,16,4002,26,4,183,1,0,0,0,0,0,0,0,17.4,278.4
15,Carson Wentz,PHI,QB,16,4039,27,7,243,1,0,0,0,0,0,0,0,17.2,275.9
16,Matt Ryan,ATL,QB,15,4466,26,14,147,1,0,0,0,0,0,0,0,17.8,267.3
17,Dalvin Cook,MIN,RB,14,0,0,0,1135,13,53,519,0,0,0,0,0,19.0,265.9
18,Tom Brady,NE,QB,16,4057,24,8,34,3,0,0,0,0,0,0,0,16.5,263.7
19,Austin Ekeler,LAC,RB,16,0,0,0,557,3,92,993,8,0,0,0,0,16.4,263.0
20,Jared Goff,LAR,QB,16,4638,22,16,40,2,0,0,0,0,0,0,0,15.5,247.5
21,Jimmy Garoppolo,SF,QB,16,3978,27,13,62,1,0,0,0,0,0,0,0,15.5,247.3
22,Kirk Cousins,MIN,QB,15,3603,26,6,63,1,0,0,0,0,0,0,0,16.3,244.4
23,Derek Carr,LV,QB,16,4054,21,8,82,2,0,0,0,0,0,0,0,15.3,244.4
24,Ryan Fitzpatrick,MIA,QB,15,3529,20,13,243,4,0,0,0,0,0,0,0,16.1,241.5
25,Nick Chubb,CLE,RB,16,0,0,0,1494,8,36,278,0,0,0,0,0,14.8,237.2
26,Philip Rivers,LAC,QB,16,4615,23,20,29,0,0,0,0,0,0,0,0,14.7,235.5
27,Chris Godwin,TB,WR,14,0,0,0,8,0,86,1333,9,0,0,0,0,16.7,233.1
28,Mark Ingram II,BAL,RB,15,0,0,0,1018,10,26,247,5,0,0,0,0,15.3,229.5
29,Gardner Minshew II,JAX,QB,14,3271,21,6,344,0,0,0,0,0,0,0,0,16.4,229.2
30,Baker Mayfield,CLE,QB,16,3827,22,21,141,3,0,0,0,0,0,0,0,14.3,229.2
31,Drew Brees,NO,QB,11,2979,27,4,-4,1,0,0,0,0,0,0,0,20.4,224.8
32,Julio Jones,ATL,WR,15,0,0,0,-3,0,99,1394,6,0,0,0,0,15.0,224.6
33,Ryan Tannehill,TEN,QB,12,2742,22,6,185,4,0,0,0,0,0,0,0,18.7,224.2
34,Cooper Kupp,LAR,WR,16,0,0,0,4,0,94,1161,10,0,0,0,0,14.0,223.5
35,Leonard Fournette,JAX,RB,15,0,0,0,1152,3,76,522,0,0,0,0,0,14.8,221.4
36,Saquon Barkley,NYG,RB,13,0,0,0,1003,6,52,438,2,0,0,0,0,16.8,218.1
37,Jacoby Brissett,IND,QB,15,2942,18,6,228,4,1,2,0,0,0,0,0,14.5,217.2
38,DeAndre Hopkins,HOU,WR,15,6,1,1,18,0,104,1165,7,0,0,0,0,14.4,216.5
39,Kenny Golladay,DET,WR,16,0,0,0,0,0,65,1190,11,0,0,0,0,13.5,215.5
40,Daniel Jones,NYG,QB,13,3027,24,12,279,2,0,0,0,0,0,0,0,16.5,215.0
