rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Josh Allen,BUF,QB,17,4306,29,18,524,15,0,0,0,0,0,0,0,23.1,392.6
2,Christian McCaffrey,SF,RB,16,0,0,0,1459,14,67,564,7,0,0,0,0,22.4,357.8
3,Jalen Hurts,PHI,QB,17,3858,23,15,605,15,0,0,0,0,0,0,0,21.0,356.8
4,Dak Prescott,DAL,QB,17,4516,36,9,242,2,0,0,0,0,0,0,0,20.2,342.8
5,CeeDee Lamb,DAL,WR,17,0,0,0,113,2,135,1749,12,0,0,0,0,19.7,335.7
6,Lamar Jackson,BAL,QB,16,3678,24,7,821,5,0,0,0,0,0,0,0,20.7,331.2
7,Jordan Love,GB,QB,17,4159,32,11,247,4,0,0,0,0,0,0,0,18.8,319.1
8,Tyreek Hill,MIA,WR,16,0,0,0,15,0,119,1799,13,0,0,0,0,19.8,316.9
9,Brock Purdy,SF,QB,16,4280,31,11,144,2,0,0,0,0,0,0,0,18.5,295.6
10,Jared Goff,DET,QB,17,4575,30,12,21,2,0,0,0,0,0,0,0,17.0,289.1
11,Patrick Mahomes,KC,QB,16,4183,27,14,389,0,0,0,0,0,0,0,0,17.5,280.2
12,C.J. Stroud,HOU,QB,15,4108,23,5,167,3,1,0,0,0,0,0,0,18.4,275.5
13,Baker Mayfield,TB,QB,17,4044,28,10,163,1,0,0,0,0,0,0,0,16.1,274.1
14,Amon-Ra St. Brown,DET,WR,16,0,0,0,24,0,119,1515,10,0,0,1,0,17.0,271.4
15,Tua Tagovailoa,MIA,QB,17,4624,29,14,74,0,0,0,0,0,0,0,0,15.9,270.4
16,Trevor Lawrence,JAX,QB,16,4016,21,14,339,4,0,0,0,0,0,0,0,16.4,262.5
17,Sam Howell,WAS,QB,17,3946,21,21,263,5,1,4,0,0,0,0,0,15.1,257.0
18,Russell Wilson,DEN,QB,15,3070,26,8,341,3,0,0,0,0,0,0,0,17.1,256.9
19,Raheem Mostert,MIA,RB,15,0,0,0,1012,18,25,175,3,0,0,0,0,17.0,255.2
20,Travis Etienne Jr.,JAX,RB,17,0,0,0,1008,11,58,476,1,0,0,0,0,14.9,253.4
