rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Patrick Mahomes,KC,QB,16,5097,50,12,272,2,0,0,0,0,0,0,0,26.1,417.1
2,Matt Ryan,ATL,QB,16,4924,35,7,125,3,1,5,1,0,0,0,0,22.2,354.5
3,Todd Gurley II,LAR,RB,14,0,0,0,1251,17,59,580,4,0,0,0,0,24.5,342.6
4,Ben Roethlisberger,PIT,QB,16,5129,34,16,98,3,1,-1,0,0,0,0,0,21.3,341.4
5,Saquon Barkley,NYG,RB,16,0,0,0,1307,11,91,721,4,0,0,0,0,21.3,340.3
6,Christian McCaffrey,CAR,RB,16,50,1,0,1098,7,107,867,6,0,0,0,0,20.8,332.0
7,Deshaun Watson,HOU,QB,16,4165,26,9,551,5,0,0,0,0,0,0,0,20.7,331.7
8,Andrew Luck,IND,QB,16,4593,39,15,148,0,1,4,0,0,0,0,0,20.5,327.4
9,Alvin Kamara,NO,RB,15,0,0,0,883,14,81,709,4,0,0,0,0,20.9,313.7
10,Aaron Rodgers,GB,QB,16,4442,25,2,269,2,0,0,0,0,0,0,0,19.5,312.6
11,Jared Goff,LAR,QB,16,4688,32,12,108,2,0,0,0,0,0,0,0,19.4,310.3
12,Drew Brees,NO,QB,15,3992,32,5,22,4,1,1,0,0,0,0,0,20.3,304.5
13,Russell Wilson,SEA,QB,16,3448,35,7,376,0,1,-11,0,0,0,0,0,18.7,298.9
14,Ezekiel Elliott,DAL,RB,15,0,0,0,1435,6,77,567,3,0,0,0,0,19.4,290.7
15,Dak Prescott,DAL,QB,16,3884,22,8,305,6,0,0,0,0,0,0,0,17.9,285.9
16,Philip Rivers,LAC,QB,16,4308,32,12,7,0,0,0,0,0,0,0,0,17.8,285.0
17,Tyreek Hill,KC,WR,16,0,0,0,151,1,87,1479,12,0,0,0,0,17.8,284.5
18,Kirk Cousins,MIN,QB,16,4298,30,10,123,1,1,-1,0,0,0,0,0,17.7,282.6
19,Cam Newton,CAR,QB,14,3395,24,13,488,4,0,0,0,0,0,0,0,20.2,282.6
20,Tom Brady,NE,QB,16,4355,29,11,35,2,1,6,0,0,0,0,0,17.6,280.8
21,DeAndre Hopkins,HOU,WR,16,0,0,0,-7,0,115,1572,11,0,0,0,0,17.2,276.0
22,Davante Adams,GB,WR,15,0,0,0,0,0,111,1386,13,0,0,0,0,18.3,274.1
23,Antonio Brown,PIT,WR,15,0,0,0,0,0,104,1297,15,0,0,0,0,18.1,271.7
24,Julio Jones,ATL,WR,16,0,0,0,12,0,113,1677,8,0,0,0,0,16.8,269.4
25,Mitchell Trubisky,CHI,QB,14,3223,24,12,421,3,0,0,0,0,0,0,0,18.8,263.0
26,Michael Thomas,NO,WR,16,0,0,0,0,0,125,1405,9,0,0,0,0,15.8,253.0
27,James Conner,PIT,RB,13,0,0,0,973,12,55,497,1,0,0,0,0,19.4,252.5
28,Adam Thielen,MIN,WR,16,0,0,0,30,0,113,1373,9,0,0,0,0,15.7,250.8
29,Melvin Gordon III,LAC,RB,12,0,0,0,885,10,50,490,4,0,0,0,0,20.9,250.5
30,Mike Evans,TB,WR,16,0,0,0,0,1,86,1524,8,0,0,0,0,15.5,247.4
31,Travis Kelce,KC,TE,16,0,0,0,0,0,103,1336,10,0,0,0,0,15.2,243.1
32,JuJu Smith-Schuster,PIT,WR,16,0,0,0,13,0,111,1426,7,0,0,0,0,15.1,241.4
33,Baker Mayfield,CLE,QB,14,3725,27,14,131,0,0,0,0,0,0,0,1,17.1,240.1
34,Eli Manning,NYG,QB,16,4299,21,11,20,1,0,0,0,0,0,0,0,15.0,240.0
35,James White,NE,RB,16,0,0,0,425,5,87,751,7,0,0,0,0,14.6,233.1
36,Robert Woods,LAR,WR,16,0,0,0,157,1,86,1219,6,0,0,0,0,13.9,222.6
37,Zach Ertz,PHI,TE,16,0,0,0,0,0,116,1163,8,0,0,0,0,13.9,222.3
38,Joe Mixon,CIN,RB,14,0,0,0,1168,8,43,296,1,0,0,0,0,15.8,221.9
39,David Johnson,ARI,RB,16,0,0,0,940,7,50,446,3,0,0,0,0,13.8,221.6
40,Kareem Hunt,KC,RB,11,0,0,0,824,7,26,378,7,0,0,0,0,19.7,217.2
41,Derek Carr,LV,QB,16,4049,19,10,47,1,1,-9,0,0,0,0,0,13.5,216.3
42,Stefon Diggs,MIN,WR,15,0,0,0,62,0,102,1021,9,0,0,0,0,14.4,215.3
43,Case Keenum,DEN,QB,16,3890,18,15,93,2,0,0,0,0,0,0,0,13.4,214.9
