rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Tom Brady,NE,QB,3,921,10,4,10,1,0,0,0,0,0,0,0,25.3,75.8
2,Russell Wilson,SEA,QB,3,724,6,5,86,1,0,0,0,0,0,0,0,19.9,59.6
3,Julian Edelman,NE,WR,3,51,1,0,19,0,26,281,1,0,0,0,0,18.3,55.0
4,Marshawn Lynch,SEA,RB,3,0,0,0,318,2,5,63,0,0,0,0,0,17.5,52.6
5,Dan Herron,IND,RB,3,0,0,0,170,2,20,128,0,0,0,0,0,16.6,49.8
6,Rob Gronkowski,NE,TE,3,0,0,0,0,0,16,204,3,0,0,0,0,15.5,46.4
7,Joe Flacco,BAL,QB,2,551,6,2,8,0,0,0,0,0,0,0,0,21.4,42.8
8,Andrew Luck,IND,QB,3,767,3,4,57,0,0,0,0,0,0,0,0,13.5,40.4
9,Danny Amendola,NE,WR,3,0,0,0,-2,0,11,137,3,0,0,0,0,12.3,37.0
10,LeGarrette Blount,NE,RB,3,0,0,0,189,3,0,0,0,0,0,0,0,12.3,36.9
11,Jermaine Kearse,SEA,WR,3,0,0,0,0,0,7,209,2,0,0,0,0,12.1,36.4
12,Tony Romo,DAL,QB,2,484,4,0,5,0,0,0,0,0,0,0,0,17.9,35.9
13,Jerrell Freeman,IND,OLB,3,0,0,0,0,0,0,0,0,2,0,1,1,11.5,34.6
14,DeMarco Murray,DAL,RB,2,0,0,0,198,2,4,27,0,0,0,0,0,17.2,34.5
15,Kam Chancellor,SEA,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,11.0,33.0
16,Terrance Williams,DAL,WR,2,0,0,0,0,0,4,130,3,0,0,0,0,16.5,33.0
17,Randall Cobb,GB,WR,2,0,0,0,5,0,15,178,1,0,0,0,0,15.9,31.8
18,Cam Newton,CAR,QB,2,444,4,3,72,0,0,0,0,0,0,0,0,15.5,31.0
19,Aaron Rodgers,GB,QB,2,494,4,2,8,0,0,0,0,0,0,0,0,15.3,30.6
20,Brandon LaFell,NE,WR,3,0,0,0,0,0,13,119,2,0,0,0,0,10.1,30.4
21,Doug Baldwin,SEA,WR,3,0,0,0,0,0,10,147,2,0,0,0,0,9.9,29.7
22,Kelvin Benjamin,CAR,WR,2,0,0,0,0,0,11,108,2,0,0,0,0,14.1,28.3
