rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Josh Allen,BUF,QB,16,4544,37,10,421,8,1,12,1,0,0,0,0,24.7,395.6
2,Aaron Rodgers,GB,QB,16,4299,48,5,149,3,1,-6,0,0,0,0,0,23.9,382.8
3,Kyler Murray,ARI,QB,16,3971,26,12,819,11,0,0,0,0,0,0,0,23.7,378.7
4,Patrick Mahomes,KC,QB,15,4740,38,6,308,2,0,0,0,0,0,0,0,25.0,374.4
5,Deshaun Watson,HOU,QB,16,4823,33,7,444,3,0,0,0,0,0,0,0,23.1,369.3
6,Russell Wilson,SEA,QB,16,4212,40,13,513,2,0,0,0,0,0,0,0,22.5,359.8
7,Ryan Tannehill,TEN,QB,16,3819,33,7,266,7,1,0,0,0,0,0,0,21.5,343.9
8,Tom Brady,TB,QB,16,4633,40,12,6,3,0,0,0,0,0,0,0,21.1,337.9
9,Alvin Kamara,NO,RB,15,0,0,0,932,16,83,756,5,0,0,0,0,22.4,336.3
10,Justin Herbert,LAC,QB,15,4336,31,10,234,5,0,0,0,0,0,0,0,22.2,332.8
11,Lamar Jackson,BAL,QB,15,2757,26,9,1005,7,0,0,0,0,0,0,0,22.2,332.8
12,Derrick Henry,TEN,RB,16,0,0,0,2027,17,19,114,0,0,0,0,0,20.2,323.6
13,Dalvin Cook,MIN,RB,14,0,0,0,1557,16,44,361,1,0,0,0,0,22.6,315.8
14,Kirk Cousins,MIN,QB,16,4265,35,13,156,1,0,0,0,0,0,0,0,19.1,306.2
15,Davante Adams,GB,WR,14,0,0,0,0,0,115,1374,18,0,0,0,0,21.5,300.9
16,Tyreek Hill,KC,WR,15,0,0,0,123,2,87,1276,15,0,0,1,0,19.0,285.4
17,Matt Ryan,ATL,QB,16,4581,26,11,92,2,0,0,0,0,0,0,0,17.5,280.4
18,Derek Carr,LV,QB,16,4103,27,9,140,3,0,0,0,0,0,0,0,17.0,272.1
19,Ben Roethlisberger,PIT,QB,15,3803,33,10,11,0,0,0,0,0,0,0,0,17.8,267.2
20,Stefon Diggs,BUF,WR,16,0,0,0,1,0,127,1535,8,0,0,0,0,16.6,265.1
21,Matthew Stafford,DET,QB,16,4084,26,10,112,0,0,0,0,0,0,0,0,16.3,260.6
22,Travis Kelce,KC,TE,15,4,0,0,0,0,105,1416,11,0,0,0,0,17.4,260.3
23,Cam Newton,NE,QB,15,2657,8,10,592,12,2,35,1,0,0,0,0,17.3,260.0
24,Baker Mayfield,CLE,QB,16,3563,26,8,165,1,1,6,0,0,0,0,0,15.5,248.1
25,Teddy Bridgewater,CAR,QB,15,3733,15,11,279,5,0,0,0,0,0,0,0,16.1,241.2
26,Jared Goff,LAR,QB,15,3952,20,13,99,4,0,0,0,0,0,0,0,16.0,240.0
27,Philip Rivers,IND,QB,16,4169,24,11,-8,0,0,0,0,0,0,0,0,15.0,240.0
28,David Montgomery,CHI,RB,15,0,0,0,1070,8,54,438,2,0,0,0,0,15.9,237.8
29,Calvin Ridley,ATL,WR,15,0,0,0,1,0,90,1374,9,0,0,0,0,15.8,236.5
30,Aaron Jones,GB,RB,14,0,0,0,1104,9,47,355,2,0,0,0,0,16.8,235.4
31,Jonathan Taylor,IND,RB,15,0,0,0,1169,11,36,299,1,0,0,0,0,15.7,234.8
32,DeAndre Hopkins,ARI,WR,16,0,0,0,1,0,115,1407,6,0,0,0,0,14.4,230.3
33,Justin Jefferson,MIN,WR,16,0,0,0,2,0,88,1400,7,0,0,0,0,14.4,230.2
34,DK Metcalf,SEA,WR,16,0,0,0,0,0,83,1303,10,0,0,0,0,14.4,229.8
35,James Robinson,JAX,RB,14,0,0,0,1070,7,49,344,3,0,0,0,0,16.1,225.9
36,Darren Waller,LV,TE,16,0,0,0,0,0,107,1196,9,0,0,0,0,14.1,225.1
37,Adam Thielen,MIN,WR,15,0,0,0,15,0,74,925,14,0,0,0,0,14.5,217.0
38,Tyler Lockett,SEA,WR,16,0,0,0,0,0,100,1054,10,0,0,0,0,13.5,215.4
39,Josh Jacobs,LV,RB,15,0,0,0,1065,12,33,238,0,0,0,0,0,14.3,214.8
40,Mike Evans,TB,WR,16,0,0,0,0,0,70,1006,13,0,0,0,0,13.3,213.6
41,Allen Robinson II,CHI,WR,16,0,0,0,-1,0,102,1250,6,0,0,0,0,13.2,211.9
42,Drew Brees,NO,QB,12,2942,24,6,-2,2,0,0,0,0,0,0,0,17.5,209.5
43,A.J. Brown,TEN,WR,14,0,0,0,0,0,70,1075,11,0,0,0,0,14.8,206.5
44,Robert Woods,LAR,WR,16,0,0,0,155,2,90,936,6,0,0,0,0,12.5,200.1
45,Nick Chubb,CLE,RB,12,0,0,0,1067,12,16,150,0,0,0,0,0,16.6,199.7
46,Kareem Hunt,CLE,RB,16,0,0,0,841,6,38,304,5,0,0,0,0,12.5,199.5
