rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Tom Brady,NE,QB,3,1132,8,0,8,0,0,0,0,0,0,0,0,25.4,76.1
2,Nick Foles,PHI,QB,3,971,6,1,-2,0,1,1,1,0,0,0,0,22.4,67.2
3,Danny Amendola,NE,WR,3,20,0,0,3,0,26,348,2,0,0,0,0,20.3,60.9
4,Leonard Fournette,JAX,RB,3,0,0,0,242,4,7,44,0,0,0,0,0,18.7,56.1
5,Telvin Smith,JAX,OLB,3,0,0,0,0,0,0,0,0,0,0,1,1,16.0,48.0
6,Blake Bortles,JAX,QB,3,594,3,0,121,0,0,0,0,0,0,0,0,16.0,47.9
7,Rob Gronkowski,NE,TE,3,0,0,0,0,0,16,218,3,0,0,0,0,15.9,47.8
8,Marcus Mariota,TEN,QB,2,459,4,1,83,0,1,6,1,0,0,0,0,23.9,47.8
9,Alshon Jeffery,PHI,WR,3,0,0,0,0,0,12,219,3,0,0,0,0,15.3,45.9
10,James White,NE,RB,3,0,0,0,60,3,9,72,1,0,0,0,0,13.9,41.7
11,Michael Thomas,NO,WR,2,0,0,0,0,0,15,216,2,0,0,0,0,20.6,41.1
12,Drew Brees,NO,QB,2,670,5,3,0,0,0,0,0,0,0,0,0,20.4,40.8
13,Ben Roethlisberger,PIT,QB,1,469,5,1,16,0,0,0,0,0,0,0,0,36.4,36.4
14,Myles Jack,JAX,OLB,3,0,0,0,0,0,0,0,0,1,1,1,1,12.1,36.2
15,Julio Jones,ATL,WR,2,0,0,0,13,0,18,195,1,0,0,0,0,17.9,35.8
16,Zach Ertz,PHI,TE,3,0,0,0,0,0,18,192,1,0,0,0,0,11.4,34.2
17,Stefon Diggs,MIN,WR,2,0,0,0,0,0,14,207,1,0,0,0,0,16.9,33.7
18,Derrick Henry,TEN,RB,2,0,0,0,184,1,5,56,0,0,0,0,0,16.2,32.5
19,Chris Hogan,NE,WR,3,0,0,0,4,0,9,152,2,0,0,0,0,10.7,32.1
20,Le'Veon Bell,PIT,RB,1,0,0,0,67,1,9,88,1,0,0,0,0,32.0,32.0
21,Ted Ginn Jr.,NO,WR,2,0,0,0,11,0,12,187,1,0,0,0,0,15.9,31.8
22,LeGarrette Blount,PHI,RB,3,0,0,0,130,3,0,0,0,0,0,0,0,10.3,31.0
23,Dion Lewis,NE,RB,3,0,0,0,135,0,16,111,0,0,0,0,0,10.2,30.6
24,Jake Elliott,PHI,K,3,0,0,0,0,0,0,0,0,0,0,0,0,10.0,30.0
25,Jerick McKinnon,MIN,RB,2,0,0,0,74,1,14,92,0,0,0,0,0,14.8,29.6
26,Antonio Brown,PIT,WR,1,0,0,0,0,0,7,132,2,0,0,0,0,28.7,28.7
27,Alvin Kamara,NO,RB,2,0,0,0,66,1,5,72,1,0,0,1,0,14.2,28.3
28,Corey Clement,PHI,RB,3,0,0,0,33,0,10,139,1,0,0,0,0,9.4,28.2
29,Torrey Smith,PHI,WR,3,0,0,0,0,0,13,157,1,0,0,0,0,9.4,28.2
30,Trey Flowers,NE,DE,3,0,0,0,0,0,0,0,0,1,0,0,0,9.4,28.2
31,Nelson Agholor,PHI,WR,3,0,0,0,29,0,15,167,0,0,0,0,0,9.0,27.1
32,Jay Ajayi,PHI,RB,3,0,0,0,184,0,6,70,0,0,0,0,0,8.8,26.4
33,Corey Davis,TEN,WR,2,0,0,0,0,0,9,98,2,0,0,0,0,13.2,26.3
34,Cam Newton,CAR,QB,1,349,2,0,37,0,0,0,0,0,0,0,0,25.7,25.7
35,Matt Ryan,ATL,QB,2,428,2,0,5,0,0,0,0,0,0,0,0,12.8,25.6
36,Kyle Van Noy,NE,LB,3,0,0,0,0,0,0,0,0,1,0,1,0,8.5,25.4
37,Devonta Freeman,ATL,RB,2,0,0,0,73,1,6,29,1,0,0,0,0,12.6,25.2
38,Case Keenum,MIN,QB,2,589,2,3,12,0,0,0,0,0,0,0,0,12.4,24.8
39,Ronald Darby,PHI,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,24.0
40,Josh Lambo,JAX,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.7,23.0
41,Matt Bryant,ATL,K,2,0,0,0,0,0,0,0,0,0,0,0,0,11.0,22.0
42,Christian McCaffrey,CAR,RB,1,0,0,0,16,0,6,101,1,0,0,0,0,20.7,20.7
43,Vonn Bell,NO,SS,2,0,0,0,0,0,0,0,0,1,0,0,0,10.3,20.7
44,Greg Olsen,CAR,TE,1,0,0,0,0,0,8,107,1,0,0,0,0,20.7,20.7
45,Eric Decker,TEN,WR,2,0,0,0,0,0,8,106,1,0,0,0,0,10.3,20.6
46,Brandin Cooks,NE,WR,3,0,0,0,1,0,10,155,0,0,0,0,0,6.9,20.6
47,Fletcher Cox,PHI,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,6.8,20.3
48,Marcell Dareus,JAX,DT,3,0,0,0,0,0,0,0,0,2,0,0,0,6.7,20.2
49,Nigel Bradham,PHI,OLB,3,0,0,0,0,0,0,0,0,1,0,0,0,6.7,20.2
50,Stephen Gostkowski,NE,K,3,0,0,0,0,0,0,0,0,0,0,0,0,6.7,20.0
51,Alex Smith,KC,QB,1,264,2,0,13,0,0,0,0,0,0,0,0,19.9,19.9
52,Patrick Chung,NE,SS,3,0,0,0,0,0,0,0,0,0,0,0,0,6.5,19.5
53,Rodney McLeod Jr.,PHI,FS,3,0,0,0,0,0,0,0,0,1,0,0,0,6.5,19.5
54,Josh Hill,NO,TE,2,0,0,0,0,0,6,103,1,0,0,0,0,9.7,19.3
55,T.J. Yeldon,JAX,RB,2,0,0,0,45,1,5,63,0,0,0,0,0,9.7,19.3
56,Robert Woods,LAR,WR,1,0,0,0,0,0,9,142,0,0,0,0,0,18.7,18.7
57,Malik Jackson,JAX,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,6.1,18.3
58,Tevin Coleman,ATL,RB,2,0,0,0,119,0,4,42,0,0,0,0,0,9.1,18.1
59,Devin McCourty,NE,FS,3,0,0,0,0,0,0,0,0,0,0,0,0,6.0,18.0
60,Marcus Williams,NO,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,9.0,18.0
61,Latavius Murray,MIN,RB,2,0,0,0,68,1,4,28,0,0,0,0,0,8.8,17.6
62,Corey Graham,PHI,FS,3,0,0,0,0,0,0,0,0,0,1,0,0,5.8,17.5
63,Harrison Smith,MIN,FS,2,0,0,0,0,0,0,0,0,1,0,0,0,8.8,17.5
64,Keanu Neal,ATL,FS,2,0,0,0,0,0,0,0,0,0,0,0,1,8.8,17.5
65,A.J. Bouye,JAX,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17.0
66,Cooper Kupp,LAR,WR,1,0,0,0,0,0,8,69,1,0,0,0,0,16.9,16.9
67,Delanie Walker,TEN,TE,2,0,0,0,0,0,9,123,0,0,0,0,0,8.4,16.8
68,Eric Kendricks,MIN,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,8.2,16.5
69,Malcolm Jenkins,PHI,SS,3,0,0,0,0,0,0,0,0,0,0,0,0,5.5,16.5
70,Brandon Graham,PHI,DE,3,0,0,0,0,0,0,0,0,1,0,1,0,5.5,16.5
71,Jalen Mills,PHI,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.5,16.5
72,Vance McDonald,PIT,TE,1,0,0,0,0,0,10,112,0,0,0,0,0,16.2,16.2
73,Graham Gano,CAR,K,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0
74,Lawrence Guy Sr.,NE,DT,3,0,0,0,0,0,0,0,0,1,0,0,0,5.3,16.0
75,Manti Te'o,NO,ILB,2,0,0,0,0,0,0,0,0,1,0,0,0,8.0,16.0
76,Mohamed Sanu,ATL,WR,2,0,0,0,0,0,7,125,0,0,0,0,0,8.0,16.0
77,Stephon Gilmore,NE,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.3,16.0
78,Kevin Byard III,TEN,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,7.8,15.5
79,Logan Ryan,TEN,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,7.8,15.5
80,Dante Fowler Jr.,JAX,DE,3,0,0,0,0,0,0,0,0,2,0,0,0,5.1,15.4
81,Eric Rowe,NE,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,15.0
82,Patrick Robinson,PHI,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,5.0,15.0
83,Mychal Kendricks,PHI,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,15.0
84,Wil Lutz,NO,K,2,0,0,0,0,0,0,0,0,0,0,0,0,7.5,15.0
85,Wesley Woodyard,TEN,ILB,2,0,0,0,0,0,0,0,0,1,0,0,0,7.5,14.9
86,LeSean McCoy,BUF,RB,1,0,0,0,75,0,6,44,0,0,0,0,0,14.9,14.9
87,Yannick Ngakoue,JAX,DE,3,0,0,0,0,0,0,0,0,1,0,1,0,4.9,14.8
88,Martavis Bryant,PIT,WR,1,0,0,0,0,0,2,78,1,0,0,0,0,14.8,14.8
89,Takk McKinley,ATL,DE,2,0,0,0,0,0,0,0,0,2,0,0,0,7.4,14.8
90,Adam Thielen,MIN,WR,2,0,0,0,0,0,9,102,0,0,0,0,0,7.3,14.7
91,Travis Kelce,KC,TE,1,0,0,0,0,0,4,66,1,0,0,0,0,14.6,14.6
