rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Arian Foster,HOU,RB,16,0,0,0,1616,16,66,604,2,0,0,1,0,22.4,359.0
2,Michael Vick,PHI,QB,12,3018,21,6,676,9,0,0,0,0,0,0,0,25.9,310.3
3,Aaron Rodgers,GB,QB,15,3922,28,11,356,4,0,0,0,0,0,0,0,20.3,304.5
4,Tom Brady,NE,QB,16,3900,36,4,30,1,0,0,0,0,0,0,0,18.7,299.0
5,Peyton Manning,IND,QB,16,4700,33,17,18,0,0,0,0,0,0,0,0,17.9,285.8
6,Philip Rivers,LAC,QB,16,4710,30,13,52,0,0,0,0,0,0,0,0,17.6,281.6
7,Drew Brees,NO,QB,16,4620,33,22,-3,0,1,7,0,0,0,0,0,16.9,269.7
8,Peyton Hillis,CLE,RB,16,13,0,0,1177,11,61,477,2,0,0,0,0,16.5,264.4
9,Jamaal Charles,KC,RB,16,0,0,0,1467,5,45,468,3,0,0,0,0,16.2,260.0
10,Roddy White,ATL,WR,16,0,0,0,3,0,115,1389,10,0,0,1,0,16.2,258.7
11,Josh Freeman,TB,QB,16,3451,25,6,364,0,0,0,0,0,0,0,0,16.2,258.4
12,LeSean McCoy,PHI,RB,15,0,0,0,1080,7,78,592,2,0,0,0,0,17.2,258.2
13,Adrian Peterson,MIN,RB,15,0,0,0,1298,12,36,341,1,0,0,0,0,17.2,257.9
14,Matt Ryan,ATL,QB,16,3705,28,9,122,0,0,0,0,0,0,0,0,15.8,252.4
15,Chris Johnson,TEN,RB,16,0,0,0,1364,11,44,245,1,0,0,0,0,15.7,250.9
16,Brandon Lloyd,DEN,WR,16,0,0,0,-18,0,77,1448,11,0,0,0,0,15.5,247.5
17,Matt Schaub,HOU,QB,16,4369,24,12,28,0,0,0,0,0,0,0,0,15.3,245.6
18,Ray Rice,BAL,RB,16,0,0,0,1223,5,63,556,1,0,0,0,0,15.3,245.4
19,Darren McFadden,LV,RB,13,0,0,0,1157,7,47,507,3,0,0,0,0,18.8,243.9
20,Dwayne Bowe,KC,WR,16,0,0,0,4,0,72,1162,15,0,0,0,0,15.2,242.6
21,Matt Forte,CHI,RB,16,0,0,0,1069,6,51,547,3,0,0,0,0,14.9,239.1
22,Greg Jennings,GB,WR,16,0,0,0,-1,0,76,1265,12,0,0,0,0,14.8,236.4
23,Joe Flacco,BAL,QB,16,3622,25,10,84,1,0,0,0,0,0,0,0,14.5,231.3
24,Eli Manning,NYG,QB,16,4002,31,25,70,0,0,0,0,0,0,0,0,14.4,231.1
25,Rashard Mendenhall,PIT,RB,16,0,0,0,1274,13,23,167,0,0,0,0,0,14.3,229.6
26,Matt Cassel,KC,QB,15,3116,27,7,125,0,0,0,0,0,0,0,0,15.3,229.1
27,Calvin Johnson,DET,WR,15,0,0,0,32,0,77,1120,12,0,0,0,0,15.2,227.7
28,Reggie Wayne,IND,WR,16,0,0,0,0,0,111,1355,6,0,0,0,0,14.1,225.0
29,Carson Palmer,CIN,QB,16,3970,26,20,50,0,0,0,0,0,0,0,0,14.0,223.8
30,David Garrard,JAX,QB,14,2734,23,15,279,5,0,0,0,0,0,0,0,15.8,221.3
31,Michael Turner,ATL,RB,16,0,0,0,1371,12,12,85,0,0,0,0,0,13.7,219.6
32,Mike Wallace,PIT,WR,16,0,0,0,39,0,60,1257,10,0,0,0,0,13.7,219.6
33,Steven Jackson,LAR,RB,16,0,0,0,1241,6,46,383,0,0,0,0,0,13.7,219.4
34,Maurice Jones-Drew,JAX,RB,14,0,0,1,1324,5,34,317,2,0,0,0,0,15.5,217.1
35,Ahmad Bradshaw,NYG,RB,16,0,0,0,1235,8,47,314,0,0,0,1,0,13.5,216.4
36,Andre Johnson,HOU,WR,13,0,0,0,10,0,86,1216,8,0,0,0,0,16.4,213.6
37,Ben Roethlisberger,PIT,QB,12,3200,17,5,176,2,0,0,0,0,0,0,0,17.6,211.6
38,Hakeem Nicks,NYG,WR,13,0,0,0,0,0,79,1052,11,0,0,0,0,16.2,210.7
39,Jay Cutler,CHI,QB,15,3274,23,16,232,1,0,0,0,0,0,0,0,14.0,210.2
40,Kyle Orton,DEN,QB,13,3652,20,9,98,0,0,0,0,0,0,0,0,16.1,209.9
41,Steve Johnson,BUF,WR,16,0,0,0,0,0,82,1073,10,0,0,0,0,12.9,206.3
42,Mark Sanchez,NYJ,QB,16,3291,17,13,105,3,0,0,0,0,0,0,0,12.6,202.1
43,Jason Witten,DAL,TE,16,0,0,0,0,0,94,1002,9,0,0,0,0,12.6,201.2
44,Ryan Fitzpatrick,BUF,QB,13,3000,23,15,271,0,0,0,0,0,0,0,0,15.3,199.1
45,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,90,1137,6,0,0,0,0,12.3,196.7
46,Miles Austin,DAL,WR,16,0,0,0,93,1,69,1041,7,0,0,0,0,12.1,193.9
47,BenJarvus Green-Ellis,NE,RB,16,0,0,0,1008,13,12,85,0,0,0,0,0,12.1,193.3
48,Jeremy Maclin,PHI,WR,16,0,0,0,36,0,70,964,10,0,0,0,0,12.1,193.0
49,Sam Bradford,LAR,QB,16,3512,18,15,63,1,0,0,0,0,0,0,0,11.9,190.8
50,LaDainian Tomlinson,NYJ,RB,15,0,0,0,914,6,52,368,0,0,0,0,0,12.7,190.2
51,Mike Williams,TB,WR,16,0,0,0,0,0,64,955,11,0,0,0,0,11.8,189.5
52,Santana Moss,WAS,WR,16,0,0,0,-6,0,93,1115,6,0,0,0,0,11.8,189.4
53,Terrell Owens,CIN,WR,14,0,0,0,0,0,72,983,9,0,0,0,0,13.5,188.3
54,Marques Colston,NO,WR,15,0,0,0,1,0,84,1022,7,0,0,0,0,12.4,186.3
55,Cedric Benson,CIN,RB,16,0,0,0,1111,7,28,178,1,0,0,0,0,11.4,182.9
56,Jerod Mayo,NE,LB,16,0,0,0,0,0,0,0,0,2,0,2,3,11.2,179.9
57,DeSean Jackson,PHI,WR,14,0,0,0,104,1,47,1056,6,0,0,0,0,12.8,179.5
58,Frank Gore,SF,RB,11,0,0,0,853,3,46,452,2,0,0,0,0,16.3,179.5
59,Knowshon Moreno,DEN,RB,13,0,0,0,779,5,37,372,3,0,0,0,0,13.7,177.6
60,Mario Manningham,NYG,WR,16,0,0,0,2,0,60,944,9,0,0,0,0,11.0,176.6
61,James Harrison,PIT,LB,16,0,0,0,0,0,0,0,0,11,1,6,1,11.0,176.0
62,Donovan McNabb,WAS,QB,13,3377,14,15,151,0,0,0,0,0,0,0,0,13.4,174.2
63,Wes Welker,NE,WR,15,0,0,0,0,0,86,848,7,0,0,0,0,11.4,170.8
64,Mike Tolbert,LAC,RB,15,0,0,0,735,11,25,216,0,0,0,0,0,11.3,169.6
65,Percy Harvin,MIN,WR,14,0,0,0,107,1,71,868,5,0,0,0,0,12.1,169.0
66,Fred Jackson,BUF,RB,16,0,0,0,927,5,31,215,2,0,0,0,0,10.5,167.7
67,Jahvid Best,DET,RB,16,0,0,0,555,4,58,487,2,0,0,0,0,10.4,167.2
68,Demarcus Ware,DAL,LB,16,0,0,0,0,0,0,0,0,16,0,2,2,10.4,166.1
69,Lawrence Timmons,PIT,LB,16,0,0,0,0,0,0,0,0,3,2,2,2,10.3,165.5
70,James Anderson,CAR,LB,16,0,0,0,0,0,0,0,0,4,1,2,3,10.3,164.5
71,Ray Lewis,BAL,LB,16,0,0,0,0,0,0,0,0,2,2,2,3,10.3,164.3
72,Brian Urlacher,CHI,LB,16,0,0,0,0,0,0,0,0,5,1,1,2,10.2,163.5
73,Vernon Davis,SF,TE,16,0,0,0,0,0,56,914,7,0,0,0,0,10.2,163.4
74,Antonio Gates,LAC,TE,10,0,0,0,0,0,50,782,10,0,0,0,0,16.3,163.2
75,Justin Tuck,NYG,DE,16,0,0,0,0,0,0,0,0,11,0,5,5,10.2,162.9
76,Brandon Marshall,MIA,WR,14,0,0,0,3,0,86,1014,3,0,0,0,0,11.5,160.7
77,Stephen Tulloch,TEN,LB,16,0,0,0,0,0,0,0,0,1,1,0,1,10.0,160.7
78,Shaun Hill,DET,QB,11,2686,16,12,123,0,0,0,0,0,0,0,0,14.5,159.7
79,Braylon Edwards,NYJ,WR,16,0,0,0,4,0,53,904,7,0,0,0,0,10.0,159.3
80,Felix Jones,DAL,RB,16,0,0,0,800,1,48,450,1,0,0,0,0,9.9,159.0
81,Jason Campbell,LV,QB,13,2387,13,8,222,1,0,0,0,0,0,0,0,12.1,157.7
82,Jon Kitna,DAL,QB,10,2365,16,12,150,1,0,0,0,0,0,0,0,15.8,157.6
83,London Fletcher,WAS,LB,16,0,0,0,0,0,0,0,0,3,1,3,3,9.8,157.5
84,Chad Henne,MIA,QB,15,3301,15,18,52,0,0,0,0,0,0,0,0,10.5,157.2
85,Patrick Willis,SF,LB,15,0,0,0,0,0,0,0,0,6,0,2,0,10.5,157.1
86,Derrick Johnson,KC,LB,16,0,0,0,0,0,0,0,0,1,1,3,1,9.8,156.1
87,Anquan Boldin,BAL,WR,16,-6,0,0,2,0,64,837,7,0,0,0,0,9.7,155.7
88,Lance Moore,NO,WR,16,0,0,0,0,0,66,763,8,0,0,0,0,9.7,155.3
89,Marcedes Lewis,JAX,TE,16,0,0,0,0,0,58,700,10,0,0,0,0,9.7,155.0
90,Clay Matthews,GB,LB,15,0,0,0,0,0,0,0,0,14,1,2,0,10.3,154.9
91,Chad Greenway,MIN,LB,16,0,0,0,0,0,0,0,0,1,0,1,1,9.6,154.1
92,DJ Williams,DEN,LB,16,0,0,0,0,0,0,0,0,6,0,1,1,9.6,153.4
93,Derrick Mason,BAL,WR,16,0,0,0,0,0,61,802,7,0,0,0,0,9.5,152.7
94,Kenny Britt,TEN,WR,12,0,0,0,0,0,42,775,9,0,0,0,0,12.7,152.5
95,Brandon Jackson,GB,RB,16,0,0,0,703,3,43,342,1,0,0,0,0,9.4,150.0
96,Johnny Knox,CHI,WR,16,0,0,0,2,0,51,960,5,0,0,0,0,9.4,149.7
97,Paul Posluszny,BUF,LB,14,0,0,0,0,0,0,0,0,3,0,0,0,10.7,149.3
98,Terrell Thomas,NYG,CB,16,0,0,0,0,0,0,0,0,1,5,4,1,9.3,149.2
99,Kevin Burnett,LAC,LB,16,0,0,0,0,0,0,0,0,6,2,2,1,9.3,148.7
100,Pierre Garcon,IND,WR,14,0,0,0,6,0,67,784,6,0,0,0,0,10.6,148.5
