rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Drew Brees,NO,QB,3,732,8,0,-4,0,0,0,0,0,0,0,0,21.0,62.9
2,Peyton Manning,IND,QB,3,956,6,2,-2,0,0,0,0,0,0,0,0,19.3,58.0
3,Pierre Thomas,NO,RB,3,0,0,0,143,1,12,111,2,0,0,0,0,16.5,49.4
4,Pierre Garcon,IND,WR,3,0,0,0,0,0,21,251,2,0,0,1,0,15.9,47.6
5,Sidney Rice,MIN,WR,2,0,0,0,0,0,10,184,4,0,0,0,0,23.7,47.4
6,Austin Collie,IND,WR,3,0,0,0,0,0,17,241,2,0,0,0,0,14.9,44.6
7,Shonn Greene,NYJ,RB,3,0,0,0,304,2,1,4,0,0,0,0,0,14.4,43.3
8,Ray Rice,BAL,RB,2,0,0,0,226,2,9,60,0,0,0,0,0,21.6,43.1
9,Dustin Keller,NYJ,TE,3,0,0,0,0,0,12,181,3,0,0,0,0,14.0,42.1
10,Kurt Warner,ARI,QB,2,584,5,1,0,0,0,0,0,0,0,0,0,20.7,41.4
11,Adrian Peterson,MIN,RB,2,0,0,0,185,3,3,33,0,0,0,0,0,20.6,41.3
12,David Harris,NYJ,LB,3,0,0,0,0,0,0,0,0,2,0,1,0,12.9,38.7
13,Ray Edwards,MIN,DE,2,0,0,0,0,0,0,0,0,4,0,2,0,18.6,37.1
14,Devery Henderson,NO,WR,3,0,0,0,-7,0,15,182,2,0,0,0,0,12.3,37.0
15,Aaron Rodgers,GB,QB,1,423,4,1,13,1,0,0,0,0,0,0,0,36.2,36.2
16,Reggie Bush,NO,RB,3,0,0,0,117,1,10,95,1,0,0,0,0,12.1,36.2
17,Joseph Addai,IND,RB,3,0,0,0,180,1,11,85,0,0,0,0,0,12.0,36.0
18,Brett Favre,MIN,QB,2,544,5,2,0,0,0,0,0,0,0,0,0,17.9,35.8
19,Tracy Porter,NO,CB,3,0,0,0,0,0,0,0,0,0,2,1,0,11.7,35.0
20,Felix Jones,DAL,RB,2,0,0,0,217,1,4,52,0,0,0,0,0,17.4,34.9
21,Early Doucet,ARI,WR,2,0,0,0,0,0,14,145,2,0,0,0,0,16.8,33.5
22,Mark Sanchez,NYJ,QB,3,539,4,2,-2,0,0,0,0,0,0,0,0,11.1,33.4
23,Dallas Clark,IND,TE,3,0,0,0,0,0,18,180,1,0,0,0,1,11.0,33.0
24,Marques Colston,NO,WR,3,0,0,0,0,0,15,188,1,0,0,0,0,10.8,32.3
25,Steve Breaston,ARI,WR,2,0,0,0,28,0,11,177,1,0,0,0,0,16.0,32.0
26,Larry Fitzgerald,ARI,WR,2,0,0,0,0,0,12,159,2,0,0,0,0,15.9,31.9
27,Gary Brackett,IND,LB,3,0,0,0,0,0,0,0,0,1,0,0,0,10.5,31.6
28,Reggie Wayne,IND,WR,3,0,0,0,0,0,16,164,1,0,0,0,0,10.1,30.4
29,Tim Hightower,ARI,RB,2,0,0,0,106,2,6,48,0,0,0,0,0,15.2,30.4
30,Jim Leonhard,NYJ,S,3,0,0,0,0,0,0,0,0,1,1,1,1,9.9,29.8
31,Karlos Dansby,ARI,LB,2,0,0,0,0,0,0,0,0,0,0,1,1,14.0,28.0
32,Jonathan Vilma,NO,LB,3,0,0,0,0,0,0,0,0,0,1,1,1,9.0,27.0
33,Garrett Hartley,NO,K,3,0,0,0,0,0,0,0,0,0,0,0,0,9.0,27.0
34,Anthony Spencer,DAL,LB,2,0,0,0,0,0,0,0,0,2,0,0,0,13.3,26.7
35,Jerricho Cotchery,NYJ,WR,3,0,0,0,1,0,14,194,0,0,0,0,0,8.8,26.5
36,Cedric Benson,CIN,RB,1,0,0,0,169,1,3,12,0,0,0,0,0,25.6,25.6
37,Matt Stover,IND,K,3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,25.0
38,Kelvin Hayden,IND,CB,3,0,0,0,0,0,0,0,0,0,1,1,0,8.3,25.0
39,Ben Leber,MIN,LB,2,0,0,0,0,0,0,0,0,0,1,0,1,12.5,25.0
40,Scott Shanle,NO,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,25.0
