rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,LaDainian Tomlinson,LAC,RB,16,20,2,0,1815,28,56,508,3,0,0,0,0,28.3,453.1
2,Steven Jackson,LAR,RB,16,0,0,0,1528,13,90,806,3,0,0,0,0,23.1,370.4
3,Larry Johnson,KC,RB,16,0,0,0,1789,17,41,410,2,0,0,0,0,21.9,350.4
4,Peyton Manning,IND,QB,16,4397,31,9,36,4,0,0,0,0,0,0,0,19.3,309.5
5,Frank Gore,SF,RB,16,0,0,0,1695,8,61,485,1,0,0,0,0,18.3,292.5
6,Brian Westbrook,PHI,RB,15,0,0,0,1217,7,77,699,4,0,0,0,0,19.5,292.1
7,Willie Parker,PIT,RB,16,0,0,0,1494,13,31,222,3,0,0,0,0,17.1,273.1
8,Tiki Barber,NYG,RB,16,0,0,0,1662,5,58,465,0,0,0,0,0,16.9,269.7
9,Michael Vick,ATL,QB,16,2474,20,13,1039,2,1,1,0,0,0,0,1,16.5,263.5
10,Drew Brees,NO,QB,16,4418,26,11,32,0,0,0,0,0,0,0,0,16.2,259.9
11,Marvin Harrison,IND,WR,16,0,0,0,0,0,95,1366,12,0,0,0,0,15.9,254.1
12,Marc Bulger,LAR,QB,16,4301,24,8,44,0,0,0,0,0,0,0,0,15.8,252.4
13,Maurice Jones-Drew,JAX,RB,16,0,0,0,941,13,46,436,2,0,0,0,0,15.5,248.7
14,Terrell Owens,DAL,WR,16,0,0,0,0,0,85,1180,13,0,0,0,0,15.0,240.5
15,Carson Palmer,CIN,QB,16,4035,28,13,37,0,0,0,0,0,0,0,0,14.8,237.1
16,Reggie Wayne,IND,WR,16,0,0,0,0,0,86,1310,9,0,0,0,0,14.4,230.0
17,Donald Driver,GB,WR,16,0,0,0,16,0,92,1295,8,0,0,0,0,14.1,225.1
18,Torry Holt,LAR,WR,16,0,0,0,0,0,93,1188,10,0,0,0,0,14.0,223.3
19,Chad Johnson,CIN,WR,16,0,0,0,24,0,87,1369,7,0,0,0,0,13.9,222.8
20,Rudi Johnson,CIN,RB,16,0,0,0,1309,12,23,124,0,0,0,0,0,13.9,222.8
21,Tom Brady,NE,QB,16,3529,24,12,102,0,0,0,0,0,0,0,0,13.7,219.4
22,Steve Smith,CAR,WR,14,0,0,0,61,1,83,1166,8,0,0,0,0,15.6,218.2
23,Jon Kitna,DET,QB,16,4208,21,22,156,2,0,0,0,0,0,0,0,13.6,217.9
24,Reggie Bush,NO,RB,16,0,0,1,565,6,88,742,2,0,0,0,0,13.5,216.7
25,Lee Evans,BUF,WR,16,0,0,0,0,0,82,1292,8,0,0,0,0,13.5,216.2
26,Ladell Betts,WAS,RB,16,0,0,0,1154,4,53,445,1,0,0,0,0,13.2,210.4
27,Roy Williams,DET,WR,16,0,0,0,2,0,82,1310,7,0,0,0,0,13.1,210.2
28,Javon Walker,DEN,WR,16,0,0,0,123,1,69,1084,8,0,0,0,0,13.1,209.2
