rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Priest Holmes,KC,RB,14,0,0,0,1615,21,70,672,3,0,0,0,0,29.1,407.7
2,LaDainian Tomlinson,LAC,RB,16,0,0,0,1683,14,79,489,1,0,0,0,0,21.7,346.7
3,Ricky Williams,MIA,RB,16,0,0,0,1853,16,47,363,1,0,0,0,0,21.4,343.1
4,Marvin Harrison,IND,WR,16,0,0,0,10,0,143,1722,11,0,0,0,0,19.5,312.7
5,Rich Gannon,LV,QB,16,4689,26,10,156,3,0,0,0,0,0,0,0,19.3,309.2
6,Charlie Garner,LV,RB,16,0,0,0,962,7,91,941,4,0,0,0,0,18.9,301.8
7,Clinton Portis,DEN,RB,16,0,0,0,1508,15,33,364,2,0,0,0,0,18.9,301.7
8,Shaun Alexander,SEA,RB,16,0,0,0,1175,16,59,460,2,0,0,0,0,18.8,301.0
9,Tiki Barber,NYG,RB,16,0,0,0,1387,11,69,597,0,0,0,0,0,18.7,298.9
10,Daunte Culpepper,MIN,QB,16,3853,18,23,609,10,0,0,0,0,0,0,0,18.4,295.0
11,Deuce McAllister,NO,RB,15,0,0,0,1388,13,47,352,3,0,0,0,0,19.6,293.5
12,Michael Vick,ATL,QB,15,2936,16,8,777,8,0,16,0,0,0,0,0,19.4,290.7
13,Travis Henry,BUF,RB,16,0,0,0,1438,13,43,309,1,0,0,0,0,17.5,280.2
14,Hines Ward,PIT,WR,16,0,0,0,142,0,112,1329,12,0,0,0,0,17.4,279.1
15,Terrell Owens,SF,WR,14,0,0,0,79,1,100,1300,13,0,0,0,0,19.4,271.9
16,Peyton Manning,IND,QB,16,4200,27,19,148,2,0,0,0,0,0,0,0,16.8,268.8
17,Aaron Brooks,NO,QB,16,3572,27,15,253,2,0,0,0,0,0,0,0,16.4,262.2
18,Drew Bledsoe,BUF,QB,16,4359,24,15,67,2,0,0,0,0,0,0,0,16.2,259.1
19,Steve McNair,TEN,QB,16,3387,22,15,440,3,0,0,0,0,0,0,0,16.1,257.5
20,Trent Green,KC,QB,16,3690,26,13,225,1,0,0,0,0,0,0,0,16.0,256.1
21,Jeff Garcia,SF,QB,16,3344,21,10,353,3,0,0,0,0,0,0,0,15.9,255.1
22,Tom Brady,NE,QB,16,3764,28,14,110,1,0,0,0,0,0,0,0,15.8,253.6
23,Marshall Faulk,LAR,RB,14,0,0,0,953,8,80,537,2,0,0,0,0,17.8,249.0
24,Fred Taylor,JAX,RB,16,0,0,0,1314,8,49,408,0,0,0,0,0,15.5,248.7
25,Eddie George,TEN,RB,16,0,0,0,1165,12,36,255,2,0,0,0,0,15.4,246.0
26,Ahman Green,GB,RB,14,0,0,0,1240,7,57,393,2,0,0,0,0,17.6,245.8
27,Jamal Lewis,BAL,RB,16,0,0,0,1327,6,47,442,1,0,0,0,0,15.1,242.4
28,Eric Moulds,BUF,WR,16,0,0,0,7,0,100,1292,10,0,0,0,0,15.0,239.9
29,Randy Moss,MIN,WR,16,13,1,0,51,0,106,1347,7,0,0,0,0,15.0,239.3
30,Donovan McNabb,PHI,QB,10,2289,17,6,460,6,0,0,0,0,0,0,0,23.4,233.6
31,Duce Staley,PHI,RB,16,0,0,0,1029,5,51,541,3,0,0,0,0,14.5,232.5
32,Brett Favre,GB,QB,16,3658,27,16,73,0,0,0,0,0,0,0,0,14.1,225.6
33,Korey Toomer,NYG,WR,16,0,0,0,2,0,82,1343,8,0,0,0,0,14.0,223.5
34,P. Price,BUF,WR,16,0,0,0,-13,0,94,1252,9,0,0,0,0,13.9,222.9
35,Corey Dillon,CIN,RB,16,0,0,0,1311,7,43,298,0,0,0,0,0,13.9,222.4
36,Chad Pennington,NYJ,QB,15,3120,22,6,49,2,0,0,0,0,0,0,0,14.6,219.7
37,Joe Horn,NO,WR,16,0,0,0,2,0,88,1312,7,0,0,0,0,13.7,219.4
38,Michael Bennett,MIN,RB,16,0,0,0,1296,5,37,351,1,0,0,0,0,13.7,219.2
39,Plaxico Burress,PIT,WR,16,0,0,0,0,0,78,1325,7,0,0,0,0,13.5,215.5
40,Curtis Martin,NYJ,RB,16,0,0,0,1094,7,49,362,0,0,0,0,0,13.4,214.1
41,Kerry Collins,NYG,QB,16,4073,19,14,-3,0,0,0,0,0,0,0,0,13.3,212.6
42,Jerry Rice,LV,WR,16,0,0,0,20,0,92,1211,7,0,0,0,0,13.2,211.1
43,M. Booker,CHI,WR,16,44,1,0,0,0,97,1189,6,0,0,0,0,13.1,209.2
44,Warrick Dunn,ATL,RB,15,0,0,0,927,7,50,377,2,0,0,0,0,13.8,207.4
45,Laveranues Coles,NYJ,WR,16,0,0,0,39,0,89,1264,5,0,0,0,0,12.9,206.8
46,Brad Johnson,TB,QB,13,3049,22,6,30,0,0,0,0,0,0,0,0,15.8,205.0
47,Garrison Hearst,SF,RB,16,0,0,0,972,8,48,317,1,0,0,0,0,12.8,204.9
48,Donald Driver,GB,WR,16,0,0,0,70,0,70,1064,9,0,0,1,0,12.7,202.4
49,Torry Holt,LAR,WR,16,0,0,0,18,0,91,1302,4,0,0,0,0,12.6,201.5
50,K. Robinson,SEA,WR,16,0,0,0,56,0,78,1240,5,0,0,0,0,12.4,198.6
51,M. Shipp,ARI,RB,15,0,0,0,834,6,38,413,3,0,0,0,0,13.0,195.7
52,Jonathan Stewart,DET,RB,14,0,0,0,1021,4,46,333,2,0,0,0,0,13.9,194.4
53,Jake Plummer,ARI,QB,16,2972,18,20,283,2,1,2,0,0,0,0,0,12.0,191.9
54,Matt Hasselbeck,SEA,QB,16,3075,15,10,202,1,0,0,0,0,0,0,0,11.9,191.2
