rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Chris Johnson,TEN,RB,16,0,0,0,2006,14,50,503,2,0,0,0,0,23.0,367.9
2,Aaron Rodgers,GB,QB,16,4434,30,7,316,5,0,0,0,0,0,0,0,21.4,343.0
3,Adrian Peterson,MIN,RB,16,0,0,0,1383,18,43,436,0,0,0,0,0,18.7,299.4
4,Maurice Jones-Drew,JAX,RB,16,0,0,0,1391,15,53,374,1,0,0,0,0,18.6,297.0
5,Drew Brees,NO,QB,15,4388,34,11,33,2,1,-4,0,0,0,0,0,19.5,292.9
6,Ray Rice,BAL,RB,16,0,0,0,1339,7,78,702,1,0,0,0,0,17.8,285.1
7,Brett Favre,MIN,QB,16,4202,33,7,7,0,1,-2,0,0,0,0,0,17.7,283.1
8,Matt Schaub,HOU,QB,16,4770,29,15,57,0,0,0,0,0,0,0,0,17.5,280.5
9,Peyton Manning,IND,QB,16,4500,33,16,-13,0,0,0,0,0,0,0,0,17.4,278.7
10,Tony Romo,DAL,QB,16,4483,26,9,105,1,0,0,0,0,0,0,0,17.1,273.8
11,Tom Brady,NE,QB,16,4398,28,13,44,1,0,0,0,0,0,0,0,16.9,270.3
12,Philip Rivers,LAC,QB,16,4254,28,9,50,1,0,0,0,0,0,0,0,16.8,269.2
13,Ben Roethlisberger,PIT,QB,15,4328,26,12,82,2,0,0,0,0,0,0,0,17.8,267.3
14,Andre Johnson,HOU,WR,16,0,0,0,10,0,101,1569,9,0,0,0,0,16.5,264.4
15,Frank Gore,SF,RB,14,0,0,0,1120,10,52,406,3,0,0,0,0,18.0,252.6
16,Randy Moss,NE,WR,16,0,0,0,0,0,83,1264,13,0,1,0,0,15.4,245.9
17,Miles Austin,DAL,WR,16,0,0,0,-2,0,81,1320,11,0,0,0,0,14.9,238.3
18,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,97,1092,13,0,0,0,0,14.7,235.7
19,Thomas Jones,NYJ,RB,16,0,0,0,1402,14,10,58,0,0,0,0,0,14.7,235.0
20,Donovan McNabb,PHI,QB,14,3553,22,10,140,2,1,1,0,0,0,0,0,16.8,234.7
21,Reggie Wayne,IND,WR,16,0,0,1,0,0,100,1264,10,0,0,0,0,14.6,234.4
22,Eli Manning,NYG,QB,16,4021,27,14,65,0,0,0,0,0,0,0,0,14.5,231.3
23,Ricky Williams,MIA,RB,16,0,0,1,1121,11,35,264,2,0,0,0,0,14.4,230.0
24,Jay Cutler,CHI,QB,16,3666,27,26,173,1,0,0,0,0,0,0,0,14.2,227.9
25,Brandon Marshall,DEN,WR,15,0,0,0,39,0,101,1120,10,0,0,0,0,15.1,226.4
