rank,name,team,position,games_played,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,sacks,def_int,fumbles_forced,fumbles_rec,fpts_per_game,fpts
1,Drew Brees,NO,QB,16,5177,43,19,5,1,0,0,0,0,0,0,0,21.6,345.6
2,Aaron Rodgers,GB,QB,16,4295,39,8,259,2,1,-1,0,0,0,0,0,21.5,344.1
3,Tom Brady,NE,QB,16,4827,34,8,32,4,0,0,0,0,0,0,0,21.3,340.3
4,Adrian Peterson,MIN,RB,16,0,0,0,2097,12,40,217,1,0,0,0,0,20.5,327.4
5,Cam Newton,CAR,QB,16,3869,19,12,741,8,0,6,0,0,0,0,0,20.2,323.5
6,Robert Griffin III,WAS,QB,15,3200,20,5,815,7,0,0,0,0,0,0,0,21.2,317.5
7,Peyton Manning,DEN,QB,16,4659,37,11,6,0,0,0,0,0,0,0,0,19.4,311.0
8,Matt Ryan,ATL,QB,16,4719,32,14,141,1,0,0,0,0,0,0,0,19.1,304.9
9,Doug Martin,TB,RB,16,0,0,0,1454,11,49,472,1,0,0,0,0,17.9,287.1
10,Arian Foster,HOU,RB,16,0,0,0,1424,15,40,217,2,0,0,0,0,17.6,282.1
11,Calvin Johnson,DET,WR,16,0,0,0,0,0,122,1964,5,0,0,0,0,17.6,281.4
12,Tony Romo,DAL,QB,16,4903,28,19,49,1,1,-1,0,0,0,0,0,17.5,279.4
13,Andrew Luck,IND,QB,16,4374,23,18,255,5,0,0,0,0,0,0,0,17.3,276.5
14,Matthew Stafford,DET,QB,16,4967,20,17,126,4,1,3,0,0,0,0,0,17.3,276.1
15,Russell Wilson,SEA,QB,16,3118,26,10,489,4,0,0,0,0,0,0,0,17.2,275.6
16,Brandon Marshall,CHI,WR,16,0,0,0,-2,0,118,1508,11,0,0,0,0,17.2,275.6
17,Marshawn Lynch,SEA,RB,16,0,0,0,1590,11,23,196,1,0,0,0,0,16.1,258.1
18,Dez Bryant,DAL,WR,16,0,0,0,-5,0,92,1382,12,0,0,0,0,15.9,253.7
19,Ray Rice,BAL,RB,16,0,0,0,1143,9,61,478,1,0,0,0,0,15.8,252.6
20,A.J. Green,CIN,WR,16,0,0,0,38,0,97,1350,11,0,0,0,0,15.7,251.3
21,Andy Dalton,CIN,QB,16,3669,27,16,120,4,0,0,0,0,0,0,0,15.7,250.8
22,Josh Freeman,TB,QB,16,4065,27,17,139,0,0,0,0,0,0,0,0,15.5,248.5
23,Alfred Morris,WAS,RB,16,0,0,0,1613,13,11,77,0,0,0,0,0,15.4,246.5
24,J.J. Watt,HOU,DE,16,0,0,0,0,0,0,0,0,21,0,4,2,15.3,244.9
25,Demaryius Thomas,DEN,WR,16,0,0,0,0,0,94,1434,10,0,0,0,0,15.3,244.4
26,Andre Johnson,HOU,WR,16,0,0,0,0,0,112,1598,4,0,0,0,0,15.0,239.8
27,Joe Flacco,BAL,QB,16,3817,22,10,22,3,0,0,0,0,0,0,0,14.7,234.9
28,CJ Spiller,BUF,RB,16,0,0,0,1244,6,43,459,2,0,0,0,0,14.6,233.8
29,Eli Manning,NYG,QB,16,3948,26,15,30,0,0,0,0,0,0,0,0,14.6,232.9
30,Sam Bradford,LAR,QB,16,3702,21,13,127,1,0,0,0,0,0,0,0,14.4,230.8
31,Wes Welker,NE,WR,16,0,0,0,20,0,118,1354,6,0,0,0,0,14.4,230.4
32,Trent Richardson,CLE,RB,15,0,0,0,950,11,51,367,1,0,0,0,0,15.3,229.2
33,Eric Decker,DEN,WR,16,0,0,0,0,0,85,1064,13,0,0,0,0,14.2,226.9
34,Vincent Jackson,TB,WR,16,0,0,0,0,0,72,1384,8,0,0,0,0,14.0,224.4
35,Carson Palmer,LV,QB,15,4018,22,14,36,1,0,0,0,0,0,0,0,15.0,224.3
36,Ben Roethlisberger,PIT,QB,13,3265,26,8,92,0,0,0,0,0,0,0,0,17.2,223.8
37,Matt Schaub,HOU,QB,16,4008,22,12,-9,0,1,-6,0,0,0,0,0,14.0,223.3
38,Roddy White,ATL,WR,16,0,0,0,0,0,92,1351,7,0,0,0,0,13.9,223.1
39,Julio Jones,ATL,WR,16,0,0,0,30,0,79,1198,10,0,0,0,0,13.9,222.3
40,Jamaal Charles,KC,RB,16,0,0,0,1509,5,35,236,1,0,0,0,0,13.9,222.0
41,Frank Gore,SF,RB,16,0,0,0,1214,9,28,234,1,0,0,0,0,13.6,216.8
42,Reggie Wayne,IND,WR,16,0,0,0,-5,0,106,1355,5,0,0,0,0,13.5,216.0
43,Ryan Fitzpatrick,BUF,QB,16,3400,24,16,197,1,0,0,0,0,0,0,0,13.4,213.7
44,Marques Colston,NO,WR,16,0,0,0,0,0,83,1154,10,0,0,0,0,13.3,212.9
45,Victor Cruz,NYG,WR,16,0,0,0,0,0,86,1092,10,0,0,0,0,13.3,212.2
46,Philip Rivers,LAC,QB,16,3606,26,15,40,0,0,0,0,0,0,0,0,13.0,208.2
47,Michael Crabtree,SF,WR,16,0,0,0,8,0,85,1105,9,0,0,0,0,13.0,207.8
48,Stevan Ridley,NE,RB,16,0,0,0,1263,12,6,51,0,0,0,0,0,12.7,202.4
49,Matt Forte,CHI,RB,15,0,0,0,1094,5,44,340,1,0,0,0,0,13.3,199.4
50,Jimmy Graham,NO,TE,15,0,0,0,0,0,85,982,9,0,0,0,0,13.0,194.7
51,Randall Cobb,GB,WR,15,0,0,0,132,0,80,954,8,0,0,0,0,13.0,194.6
52,James Jones,GB,WR,16,0,0,0,0,0,64,784,14,0,0,0,0,12.2,194.4
53,Christian Ponder,MIN,QB,16,2935,18,12,253,2,1,-15,0,0,0,0,0,12.1,193.7
54,Chris Johnson,TEN,RB,16,0,0,0,1243,6,36,232,0,0,0,0,0,12.1,193.5
55,Von Miller,DEN,OLB,16,0,0,0,0,0,0,0,0,19,1,6,0,12.0,192.4
56,Reggie Bush,MIA,RB,16,0,0,0,986,6,35,292,2,0,0,0,0,11.8,189.3
57,Tony Gonzalez,ATL,TE,16,0,0,0,0,0,93,930,8,0,0,0,0,11.7,187.5
58,Mike Williams,TB,WR,16,28,0,0,0,0,63,996,9,0,0,0,0,11.6,186.2
59,Daryl Washington,ARI,ILB,16,0,0,0,0,0,0,0,0,9,1,2,1,11.6,186.1
60,Jay Cutler,CHI,QB,15,3033,19,14,233,0,0,0,0,0,0,0,0,12.3,184.6
61,Ryan Tannehill,MIA,QB,16,3294,12,13,211,2,0,0,0,0,0,0,0,11.4,182.9
62,Steven Jackson,LAR,RB,16,0,0,0,1042,4,38,321,0,0,0,0,0,11.3,181.3
63,Darren Sproles,NO,RB,13,0,0,0,244,1,75,667,7,0,0,0,0,13.7,178.6
64,Steve Smith,CAR,WR,16,0,0,0,27,0,73,1174,4,0,0,0,0,11.2,178.6
65,Steve Johnson,BUF,WR,16,0,0,0,0,0,79,1046,6,0,0,1,1,11.1,178.1
66,Shonn Greene,NYJ,RB,16,0,0,0,1063,8,19,151,0,0,0,0,0,11.1,176.9
67,Jason Witten,DAL,TE,16,0,0,0,0,0,110,1039,3,0,0,0,0,11.1,176.9
68,Colin Kaepernick,SF,QB,13,1814,10,3,415,5,0,0,0,0,0,0,0,13.4,174.1
69,Lance Moore,NO,WR,15,0,0,0,0,0,65,1041,6,0,0,0,0,11.5,172.6
70,LeSean McCoy,PHI,RB,12,0,0,0,840,2,54,373,3,0,0,0,0,14.4,172.3
71,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,1,2,0,3,10.7,171.9
72,Aldon Smith,SF,OLB,16,0,0,0,0,0,0,0,0,20,1,3,0,10.7,170.5
73,Rob Gronkowski,NE,TE,11,0,0,0,0,0,55,790,11,0,0,0,0,15.5,170.5
74,Ahmad Bradshaw,NYG,RB,14,0,0,0,1015,6,23,245,0,0,0,0,0,12.0,167.5
75,Heath Miller,PIT,TE,15,0,0,0,0,0,71,816,8,0,0,0,0,11.1,167.1
76,Michael Turner,ATL,RB,16,0,0,0,800,10,19,128,1,0,0,0,0,10.4,166.3
77,Mikel Leshoure,DET,RB,14,0,0,0,798,9,34,214,0,0,0,0,0,11.9,166.2
78,Brandon Weeden,CLE,QB,15,3385,14,17,111,0,0,-9,0,0,0,0,0,11.0,165.6
79,Cecil Shorts,JAX,WR,14,0,0,0,-4,0,55,979,7,0,0,0,0,11.8,165.0
80,Lavonte David,TB,OLB,16,0,0,0,0,0,0,0,0,2,1,0,0,10.2,162.9
81,BenJarvus Green-Ellis,CIN,RB,15,0,0,0,1094,6,22,104,0,0,0,0,0,10.9,162.8
82,Mike Wallace,PIT,WR,15,0,0,0,7,0,64,836,8,0,0,0,0,10.8,162.3
83,Miles Austin,DAL,WR,16,0,0,0,0,0,66,943,6,0,0,0,0,10.1,161.3
84,Charles Tillman,CHI,CB,16,0,0,0,0,0,0,0,0,0,3,10,2,10.1,161.0
85,Lawrence Timmons,PIT,ILB,16,0,0,0,0,0,0,0,0,6,3,2,1,10.0,160.6
86,Paul Posluszny,JAX,ILB,16,0,0,0,0,0,0,0,0,2,3,2,0,10.0,160.5
87,Jeremy Maclin,PHI,WR,15,0,0,0,0,0,69,857,7,0,0,0,0,10.7,160.2
88,Blair Walsh,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.9,159.0
89,Torrey Smith,BAL,WR,16,0,0,0,9,0,49,855,8,0,0,0,0,9.9,158.9
90,Brandon Lloyd,NE,WR,16,0,0,0,0,1,74,911,4,0,0,0,0,9.9,158.1
91,Jo-Lonn Dunbar,LAR,OLB,16,0,0,0,0,0,0,0,0,5,2,2,0,9.8,157.1
92,Stephen Gostkowski,NE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.8,157.0
93,Jerod Mayo,NE,LB,16,0,0,0,0,0,0,0,0,3,1,4,1,9.8,156.9
94,T.Y. Hilton,IND,WR,15,0,0,0,29,0,50,861,7,0,0,0,0,10.4,156.0
95,Chad Greenway,MIN,OLB,16,0,0,0,0,0,0,0,0,3,1,0,2,9.7,155.4
96,London Fletcher,WAS,ILB,16,0,0,0,0,0,0,0,0,3,5,1,0,9.7,154.7
97,Justin Blackmon,JAX,WR,16,0,0,0,23,0,64,865,5,0,0,0,0,9.6,152.8
98,Michael Vick,PHI,QB,10,2362,12,10,332,1,0,0,0,0,0,0,0,15.2,151.7
99,Derrick Johnson,KC,ILB,16,0,0,0,0,0,0,0,0,2,0,3,0,9.5,151.5
100,Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,151.0
