params/learning_starts,params/stats_window_size,params/gamma,params/target_update_interval,params/exploration_initial_eps,time/episodes,time/time_elapsed,rollout/ep_len_mean,params/verbose,time/fps,params/exploration_final_eps,params/gradient_steps,params/batch_size,params/train_freq,rollout/ep_rew_mean,time/total_timesteps,params/policy,params/buffer_size,params/tau,params/policy_kwargs,params/exploration_fraction,params/learning_rate,rollout/exploration_rate,params/max_grad_norm,train/loss,train/learning_rate,mean_reward,train/n_updates,eval/mean_reward,eval/mean_ep_length
,,,,,4196,4340,15.0,,14,,,,,0.7805740599999998,63000,,,,,,,0.05,,6.571129779331386e-05,0.0003,0.05157592,15499,,
,,,,,4200,4345,15.0,,14,,,,,0.78061493,63060,,,,,,,0.05,,5.594031608779915e-05,0.0003,,15514,,
,,,,,4204,4349,15.0,,14,,,,,0.7662615199999999,63120,,,,,,,0.05,,6.923405453562737e-05,0.0003,,15529,,
,,,,,4208,4353,15.0,,14,,,,,0.75044603,63180,,,,,,,0.05,,6.916502752574161e-05,0.0003,,15544,,
,,,,,4212,4357,15.0,,14,,,,,0.7506665499999999,63240,,,,,,,0.05,,5.462314948090352e-05,0.0003,,15559,,
,,,,,4216,4361,15.0,,14,,,,,0.7496503399999999,63300,,,,,,,0.05,,4.766041456605308e-05,0.0003,,15574,,
,,,,,4220,4365,15.0,,14,,,,,0.7500250499999999,63360,,,,,,,0.05,,7.091417501214892e-05,0.0003,,15589,,
,,,,,4224,4370,15.0,,14,,,,,0.74847704,63420,,,,,,,0.05,,5.841635720571503e-05,0.0003,,15604,,
,,,,,4228,4374,15.0,,14,,,,,0.74783811,63480,,,,,,,0.05,,0.00019879359751939774,0.0003,,15619,,
,,,,,4232,4378,15.0,,14,,,,,0.7453651699999999,63540,,,,,,,0.05,,0.00012073286052327603,0.0003,,15634,,
,,,,,4236,4382,15.0,,14,,,,,0.74281898,63600,,,,,,,0.05,,7.067771366564557e-05,0.0003,,15649,,
,,,,,4240,4387,15.0,,14,,,,,0.7427028299999999,63660,,,,,,,0.05,,6.120708712842315e-05,0.0003,,15664,,
,,,,,4244,4391,15.0,,14,,,,,0.7264616600000001,63720,,,,,,,0.05,,0.00016215007053688169,0.0003,,15679,,
,,,,,4248,4395,15.0,,14,,,,,0.7226533799999999,63780,,,,,,,0.05,,7.725882460363209e-05,0.0003,,15694,,
,,,,,4252,4399,15.0,,14,,,,,0.7227448200000001,63840,,,,,,,0.05,,9.23846018849872e-05,0.0003,,15709,,
,,,,,4256,4403,15.0,,14,,,,,0.7232628600000001,63900,,,,,,,0.05,,8.875718776835129e-05,0.0003,,15724,,
,,,,,4260,4407,15.0,,14,,,,,0.7225633499999999,63960,,,,,,,0.05,,8.97313657333143e-05,0.0003,,15739,,
,,,,,4264,4411,15.0,,14,,,,,0.7223065500000001,64020,,,,,,,0.05,,0.00011428190191509202,0.0003,0.047167864,15754,,
,,,,,4268,4415,15.0,,14,,,,,0.7215318500000002,64080,,,,,,,0.05,,8.713037823326886e-05,0.0003,,15769,,
,,,,,4272,4419,15.0,,14,,,,,0.7195962100000002,64140,,,,,,,0.05,,7.531966548413038e-05,0.0003,,15784,,
,,,,,4276,4423,15.0,,14,,,,,0.7172495500000002,64200,,,,,,,0.05,,9.276132186641917e-05,0.0003,,15799,,
,,,,,4280,4427,15.0,,14,,,,,0.7023640400000001,64260,,,,,,,0.05,,0.0002533429942559451,0.0003,,15814,,
,,,,,4284,4431,15.0,,14,,,,,0.7017578099999998,64320,,,,,,,0.05,,0.00010895891318796203,0.0003,,15829,,
,,,,,4288,4436,15.0,,14,,,,,0.7141909699999998,64380,,,,,,,0.05,,9.977837180485949e-05,0.0003,,15844,,
,,,,,4292,4440,15.0,,14,,,,,0.71349069,64440,,,,,,,0.05,,7.880163320805877e-05,0.0003,,15859,,
,,,,,4296,4444,15.0,,14,,,,,0.7127403899999998,64500,,,,,,,0.05,,9.35885327635333e-05,0.0003,,15874,,
,,,,,4300,4448,15.0,,14,,,,,0.7115945299999998,64560,,,,,,,0.05,,5.93928707530722e-05,0.0003,,15889,,
,,,,,4304,4452,15.0,,14,,,,,0.71172902,64620,,,,,,,0.05,,8.649852679809555e-05,0.0003,,15904,,
,,,,,4308,4456,15.0,,14,,,,,0.72635988,64680,,,,,,,0.05,,6.428670894820243e-05,0.0003,,15919,,
,,,,,4312,4460,15.0,,14,,,,,0.7255162300000001,64740,,,,,,,0.05,,0.00011688663653330877,0.0003,,15934,,
,,,,,4316,4464,15.0,,14,,,,,0.7254930700000002,64800,,,,,,,0.05,,0.005291600711643696,0.0003,,15949,,
,,,,,4320,4468,15.0,,14,,,,,0.70946443,64860,,,,,,,0.05,,0.0005764923989772797,0.0003,,15964,,
,,,,,4324,4472,15.0,,14,,,,,0.69539739,64920,,,,,,,0.05,,0.00017114405636675656,0.0003,,15979,,
,,,,,4328,4476,15.0,,14,,,,,0.6950105000000001,64980,,,,,,,0.05,,0.0014176014810800552,0.0003,,15994,,
,,,,,,,,,,,,,,,65000,,,,,,,0.05,,0.00019257674284745008,0.0003,,15999,0.45152508169412614,15.0
,,,,,4332,4486,15.05,,14,,,,,0.69697967,65045,,,,,,,0.05,,0.00028409843798726797,0.0003,0.04548085,16011,,
,,,,,4336,4490,15.05,,14,,,,,0.68296487,65105,,,,,,,0.05,,0.0032267305068671703,0.0003,,16026,,
,,,,,4340,4494,15.05,,14,,,,,0.6527937199999998,65165,,,,,,,0.05,,0.00012807478196918964,0.0003,,16041,,
,,,,,4344,4498,15.05,,14,,,,,0.66700553,65225,,,,,,,0.05,,8.827557030599564e-05,0.0003,,16056,,
,,,,,4348,4502,15.05,,14,,,,,0.6690281599999999,65285,,,,,,,0.05,,9.926108759827912e-05,0.0003,,16071,,
,,,,,4352,4507,15.05,,14,,,,,0.65224863,65345,,,,,,,0.05,,0.0004275699029676616,0.0003,,16086,,
,,,,,4356,4511,15.05,,14,,,,,0.62349538,65405,,,,,,,0.05,,0.0002142889134120196,0.0003,,16101,,
,,,,,4360,4515,15.05,,14,,,,,0.6058748399999999,65465,,,,,,,0.05,,0.001402194844558835,0.0003,,16116,,
,,,,,4364,4519,15.05,,14,,,,,0.5901265499999999,65525,,,,,,,0.05,,0.00011818345228675753,0.0003,,16131,,
,,,,,4368,4523,15.05,,14,,,,,0.58997842,65585,,,,,,,0.05,,9.553172276355326e-05,0.0003,,16146,,
,,,,,4372,4527,15.05,,14,,,,,0.58974087,65645,,,,,,,0.05,,0.0002709747350309044,0.0003,,16161,,
,,,,,4376,4531,15.05,,14,,,,,0.58997697,65705,,,,,,,0.05,,0.00014263683988247067,0.0003,,16176,,
,,,,,4380,4535,15.05,,14,,,,,0.59069041,65765,,,,,,,0.05,,0.0003171294811181724,0.0003,,16191,,
,,,,,4384,4539,15.05,,14,,,,,0.58996889,65825,,,,,,,0.05,,0.0001410190889146179,0.0003,,16206,,
,,,,,4388,4543,15.05,,14,,,,,0.5895133600000001,65885,,,,,,,0.05,,0.0004542443493846804,0.0003,,16221,,
,,,,,4392,4547,15.05,,14,,,,,0.56065968,65945,,,,,,,0.05,,0.0003489804221317172,0.0003,,16236,,
,,,,,4396,4551,15.05,,14,,,,,0.54247777,66005,,,,,,,0.05,,0.00020981475245207548,0.0003,0.032444526,16251,,
,,,,,4400,4555,15.05,,14,,,,,0.5248928500000001,66065,,,,,,,0.05,,0.0005565009196288884,0.0003,,16266,,
,,,,,4404,4559,15.05,,14,,,,,0.5241590600000001,66125,,,,,,,0.05,,0.00023154214431997389,0.0003,,16281,,
,,,,,4408,4563,15.05,,14,,,,,0.49338781000000004,66185,,,,,,,0.05,,0.000566264963708818,0.0003,,16296,,
,,,,,4412,4567,15.05,,14,,,,,0.47514147,66245,,,,,,,0.05,,0.006653231102973223,0.0003,,16311,,
,,,,,4416,4571,15.05,,14,,,,,0.45914469999999996,66305,,,,,,,0.05,,0.0001762991159921512,0.0003,,16326,,
,,,,,4420,4575,15.05,,14,,,,,0.45842378999999994,66365,,,,,,,0.05,,0.00041428659460507333,0.0003,,16341,,
,,,,,4424,4579,15.05,,14,,,,,0.4558236,66425,,,,,,,0.05,,0.00026644920581020415,0.0003,,16356,,
,,,,,4428,4583,15.05,,14,,,,,0.45485702000000006,66485,,,,,,,0.05,,0.006809172220528126,0.0003,,16371,,
,,,,,4432,4587,15.0,,14,,,,,0.4086987299999999,66545,,,,,,,0.05,,0.0004451011773198843,0.0003,,16386,,
,,,,,4436,4591,15.0,,14,,,,,0.39233175000000015,66605,,,,,,,0.05,,0.0002381972299190238,0.0003,,16401,,
,,,,,4440,4595,15.0,,14,,,,,0.3901863300000001,66665,,,,,,,0.05,,0.0065445676445961,0.0003,,16416,,
,,,,,4444,4599,15.0,,14,,,,,0.36334560000000005,66725,,,,,,,0.05,,0.0016537411138415337,0.0003,,16431,,
,,,,,4448,4604,15.0,,14,,,,,0.36138614999999996,66785,,,,,,,0.05,,0.006187782157212496,0.0003,,16446,,
,,,,,4452,4608,15.0,,14,,,,,0.3607503599999999,66845,,,,,,,0.05,,0.0004877032188232988,0.0003,,16461,,
,,,,,4456,4612,15.0,,14,,,,,0.37578799,66905,,,,,,,0.05,,0.0006079492159187794,0.0003,,16476,,
,,,,,4460,4616,15.0,,14,,,,,0.3913251300000001,66965,,,,,,,0.05,,0.0009321165853179991,0.0003,,16491,,
,,,,,4464,4620,15.0,,14,,,,,0.37641986000000005,67025,,,,,,,0.05,,0.0002598651044536382,0.0003,0.021455398,16506,,
,,,,,4468,4625,15.0,,14,,,,,0.3619277499999999,67085,,,,,,,0.05,,0.0017636459087952971,0.0003,,16521,,
,,,,,4472,4629,15.0,,14,,,,,0.36059690000000005,67145,,,,,,,0.05,,0.0008257711306214333,0.0003,,16536,,
,,,,,4476,4633,15.0,,14,,,,,0.3180692300000001,67205,,,,,,,0.05,,0.00017484383715782315,0.0003,,16551,,
,,,,,4480,4637,15.0,,14,,,,,0.31591899000000007,67265,,,,,,,0.05,,0.0005777922924607992,0.0003,,16566,,
,,,,,4484,4641,15.0,,14,,,,,0.28841622000000006,67325,,,,,,,0.05,,0.006747301667928696,0.0003,,16581,,
,,,,,4488,4645,15.0,,14,,,,,0.25885621000000003,67385,,,,,,,0.05,,0.00023916628560982645,0.0003,,16596,,
,,,,,4492,4649,15.0,,14,,,,,0.22931642,67445,,,,,,,0.05,,0.011824572458863258,0.0003,,16611,,
,,,,,4496,4653,15.0,,14,,,,,0.21433545,67505,,,,,,,0.05,,0.013404939323663712,0.0003,,16626,,
,,,,,4500,4657,15.0,,14,,,,,0.21501547,67565,,,,,,,0.05,,0.0010270162019878626,0.0003,,16641,,
,,,,,4504,4661,15.0,,14,,,,,0.21471688,67625,,,,,,,0.05,,0.00042868504533544183,0.0003,,16656,,
,,,,,4508,4665,15.0,,14,,,,,0.21643727000000001,67685,,,,,,,0.05,,0.006644754204899073,0.0003,,16671,,
,,,,,4512,4669,15.0,,14,,,,,0.20440775000000005,67745,,,,,,,0.05,,0.006925216410309076,0.0003,,16686,,
,,,,,4516,4673,15.0,,14,,,,,0.15951190000000004,67805,,,,,,,0.05,,0.006053108721971512,0.0003,,16701,,
,,,,,4520,4677,15.0,,14,,,,,0.16105867999999998,67865,,,,,,,0.05,,0.011987154372036457,0.0003,,16716,,
,,,,,4524,4681,15.0,,14,,,,,0.15957806,67925,,,,,,,0.05,,0.001010213978588581,0.0003,,16731,,
,,,,,4528,4685,15.0,,14,,,,,0.15960824,67985,,,,,,,0.05,,0.00495338998734951,0.0003,,16746,,
,,,,,4532,4689,15.0,,14,,,,,0.18683913000000005,68045,,,,,,,0.05,,0.000505687203258276,0.0003,0.0073042857,16761,,
,,,,,4536,4693,15.0,,14,,,,,0.17363828,68105,,,,,,,0.05,,0.007704080548137426,0.0003,,16776,,
,,,,,4540,4698,15.0,,14,,,,,0.20152549999999997,68165,,,,,,,0.05,,0.006661634426563978,0.0003,,16791,,
,,,,,4544,4702,15.0,,14,,,,,0.21316816,68225,,,,,,,0.05,,0.002448523882776499,0.0003,,16806,,
,,,,,4548,4706,15.0,,14,,,,,0.16841386,68285,,,,,,,0.05,,0.00679238885641098,0.0003,,16821,,
,,,,,4552,4710,15.0,,14,,,,,0.15398138,68345,,,,,,,0.05,,0.002784845419228077,0.0003,,16836,,
,,,,,4556,4714,15.0,,14,,,,,0.16704945000000002,68405,,,,,,,0.05,,0.006997331976890564,0.0003,,16851,,
,,,,,4560,4718,15.0,,14,,,,,0.15304783,68465,,,,,,,0.05,,0.000597673817537725,0.0003,,16866,,
,,,,,4564,4723,15.0,,14,,,,,0.18333848000000003,68525,,,,,,,0.05,,0.0016867450904101133,0.0003,,16881,,
,,,,,4568,4727,15.0,,14,,,,,0.16761226,68585,,,,,,,0.05,,0.006587265990674496,0.0003,,16896,,
,,,,,4572,4731,15.0,,14,,,,,0.13834657,68645,,,,,,,0.05,,0.0018224286613985896,0.0003,,16911,,
,,,,,4576,4735,15.0,,14,,,,,0.13706662999999997,68705,,,,,,,0.05,,0.006412065587937832,0.0003,,16926,,
,,,,,4580,4739,15.0,,14,,,,,0.13810338999999996,68765,,,,,,,0.05,,0.00871877372264862,0.0003,,16941,,
,,,,,4584,4744,15.0,,14,,,,,0.12272929999999996,68825,,,,,,,0.05,,0.001579410512931645,0.0003,,16956,,
,,,,,4588,4748,15.0,,14,,,,,0.15257843999999998,68885,,,,,,,0.05,,0.003297405783087015,0.0003,,16971,,
,,,,,4592,4752,15.0,,14,,,,,0.18243911999999995,68945,,,,,,,0.05,,0.009245437569916248,0.0003,,16986,,
,,,,,4596,4756,15.0,,14,,,,,0.20000279999999995,69005,,,,,,,0.05,,0.0011144133750349283,0.0003,0.014073696,17001,,
,,,,,4600,4760,15.0,,14,,,,,0.2149749,69065,,,,,,,0.05,,0.0014875490451231599,0.0003,,17016,,
,,,,,4604,4765,15.0,,14,,,,,0.19886758999999998,69125,,,,,,,0.05,,0.001070760190486908,0.0003,,17031,,
,,,,,4608,4769,15.0,,14,,,,,0.19659882,69185,,,,,,,0.05,,0.001348522724583745,0.0003,,17046,,
,,,,,4612,4773,15.0,,14,,,,,0.21129182999999999,69245,,,,,,,0.05,,0.002263962524011731,0.0003,,17061,,
,,,,,4616,4777,15.0,,14,,,,,0.27146435,69305,,,,,,,0.05,,0.0016630064928904176,0.0003,,17076,,
,,,,,4620,4782,15.0,,14,,,,,0.27030244999999997,69365,,,,,,,0.05,,0.005711064208298922,0.0003,,17091,,
,,,,,4624,4786,15.0,,14,,,,,0.28990619999999995,69425,,,,,,,0.05,,0.005909605883061886,0.0003,,17106,,
,,,,,4628,4790,15.0,,14,,,,,0.28993584,69485,,,,,,,0.05,,0.0032476603519171476,0.0003,,17121,,
,,,,,4632,4794,15.0,,14,,,,,0.30694491,69545,,,,,,,0.05,,0.0060969446785748005,0.0003,,17136,,
,,,,,4636,4798,15.0,,14,,,,,0.35143681,69605,,,,,,,0.05,,0.006818872410804033,0.0003,,17151,,
,,,,,4640,4803,15.0,,14,,,,,0.31005471000000007,69665,,,,,,,0.05,,0.016167446970939636,0.0003,,17166,,
,,,,,4644,4807,15.0,,14,,,,,0.3239907,69725,,,,,,,0.05,,0.010045558214187622,0.0003,,17181,,
,,,,,4648,4811,15.0,,14,,,,,0.35510504,69785,,,,,,,0.05,,0.009683080017566681,0.0003,,17196,,
,,,,,4652,4815,15.0,,14,,,,,0.38469296,69845,,,,,,,0.05,,0.004611239302903414,0.0003,,17211,,
,,,,,4656,4820,15.0,,14,,,,,0.38542884,69905,,,,,,,0.05,,0.008042845875024796,0.0003,,17226,,
,,,,,4660,4824,15.0,,14,,,,,0.40067468,69965,,,,,,,0.05,,0.0024882026482373476,0.0003,,17241,,
,,,,,,,,,,,,,,,70000,,,,,,,0.05,,0.0025700158439576626,0.0003,,17249,0.7767597615718842,15.0
,,,,,4664,4834,15.05,,14,,,,,0.40220831999999995,70030,,,,,,,0.05,,0.0042857700027525425,0.0003,0.034148045,17257,,
,,,,,4668,4838,15.05,,14,,,,,0.43252492000000003,70090,,,,,,,0.05,,0.009586839936673641,0.0003,,17272,,
,,,,,4672,4842,15.05,,14,,,,,0.46325306,70150,,,,,,,0.05,,0.0030578472651541233,0.0003,,17287,,
,,,,,4676,4847,15.05,,14,,,,,0.50849154,70210,,,,,,,0.05,,0.00630971509963274,0.0003,,17302,,
,,,,,4680,4851,15.05,,14,,,,,0.52293363,70270,,,,,,,0.05,,0.0028020821046084166,0.0003,,17317,,
,,,,,4684,4855,15.05,,14,,,,,0.56629525,70330,,,,,,,0.05,,0.005193308927118778,0.0003,,17332,,
,,,,,4688,4859,15.05,,14,,,,,0.56585885,70390,,,,,,,0.05,,0.0013219329994171858,0.0003,,17347,,
,,,,,4692,4863,15.05,,14,,,,,0.59331307,70450,,,,,,,0.05,,0.0014959732070565224,0.0003,,17362,,
,,,,,4696,4867,15.05,,14,,,,,0.6086786500000001,70510,,,,,,,0.05,,0.006501311436295509,0.0003,,17377,,
,,,,,4700,4871,15.05,,14,,,,,0.609097,70570,,,,,,,0.05,,0.0046516587026417255,0.0003,,17392,,
,,,,,4704,4876,15.05,,14,,,,,0.64004417,70630,,,,,,,0.05,,0.004009329713881016,0.0003,,17407,,
,,,,,4708,4880,15.05,,14,,,,,0.6701459099999998,70690,,,,,,,0.05,,0.0029825367964804173,0.0003,,17422,,
,,,,,4712,4884,15.05,,14,,,,,0.68442137,70750,,,,,,,0.05,,0.0019908263348042965,0.0003,,17437,,
,,,,,4716,4889,15.05,,14,,,,,0.68454066,70810,,,,,,,0.05,,0.003277429146692157,0.0003,,17452,,
,,,,,4720,4893,15.05,,14,,,,,0.69936742,70870,,,,,,,0.05,,0.012924838811159134,0.0003,,17467,,
,,,,,4724,4897,15.05,,14,,,,,0.6986413499999999,70930,,,,,,,0.05,,0.002798711182549596,0.0003,,17482,,
,,,,,4728,4902,15.05,,14,,,,,0.6997837599999999,70990,,,,,,,0.05,,0.0023908705916255713,0.0003,,17497,,
,,,,,4732,4906,15.05,,14,,,,,0.6996481299999999,71050,,,,,,,0.05,,0.009319372475147247,0.0003,0.050384372,17512,,
,,,,,4736,4910,15.05,,14,,,,,0.6994912099999999,71110,,,,,,,0.05,,0.010663321241736412,0.0003,,17527,,
,,,,,4740,4915,15.05,,14,,,,,0.74476039,71170,,,,,,,0.05,,0.002903721760958433,0.0003,,17542,,
,,,,,4744,4919,15.05,,14,,,,,0.74788672,71230,,,,,,,0.05,,0.0011881799437105656,0.0003,,17557,,
,,,,,4748,4923,15.05,,14,,,,,0.7636916499999999,71290,,,,,,,0.05,,0.00653402553871274,0.0003,,17572,,
,,,,,4752,4927,15.05,,14,,,,,0.7660452600000001,71350,,,,,,,0.05,,0.00606992281973362,0.0003,,17587,,
,,,,,4756,4932,15.05,,14,,,,,0.76661076,71410,,,,,,,0.05,,0.007125694304704666,0.0003,,17602,,
,,,,,4760,4936,15.05,,14,,,,,0.75280028,71470,,,,,,,0.05,,0.006964252330362797,0.0003,,17617,,
,,,,,4764,4940,15.0,,14,,,,,0.75109924,71530,,,,,,,0.05,,0.0025093932636082172,0.0003,,17632,,
,,,,,4768,4944,15.0,,14,,,,,0.75009761,71590,,,,,,,0.05,,0.0018386137671768665,0.0003,,17647,,
,,,,,4772,4948,15.0,,14,,,,,0.74972089,71650,,,,,,,0.05,,0.00741358520463109,0.0003,,17662,,
,,,,,4776,4953,15.0,,14,,,,,0.74869511,71710,,,,,,,0.05,,0.006037791259586811,0.0003,,17677,,
,,,,,4780,4957,15.0,,14,,,,,0.75036054,71770,,,,,,,0.05,,0.002814946696162224,0.0003,,17692,,
,,,,,4784,4961,15.0,,14,,,,,0.7374870599999999,71830,,,,,,,0.05,,0.005310227163136005,0.0003,,17707,,
,,,,,4788,4965,15.0,,14,,,,,0.7395352600000001,71890,,,,,,,0.05,,0.004546476993709803,0.0003,,17722,,
,,,,,4792,4969,15.0,,14,,,,,0.7401214700000002,71950,,,,,,,0.05,,0.0042759813368320465,0.0003,,17737,,
,,,,,4796,4973,15.0,,14,,,,,0.73943245,72010,,,,,,,0.05,,0.0012167800450697541,0.0003,0.04880236,17752,,
,,,,,4800,4977,15.0,,14,,,,,0.7400237500000002,72070,,,,,,,0.05,,0.0010731463553383946,0.0003,,17767,,
,,,,,4804,4981,15.0,,14,,,,,0.7394348700000001,72130,,,,,,,0.05,,0.004962940700352192,0.0003,,17782,,
,,,,,4808,4985,15.0,,14,,,,,0.7395903300000001,72190,,,,,,,0.05,,0.003991101402789354,0.0003,,17797,,
,,,,,4812,4989,15.0,,14,,,,,0.73959155,72250,,,,,,,0.05,,0.011653369292616844,0.0003,,17812,,
,,,,,4816,4993,15.0,,14,,,,,0.73996629,72310,,,,,,,0.05,,0.012026665732264519,0.0003,,17827,,
,,,,,4820,4997,15.0,,14,,,,,0.74131836,72370,,,,,,,0.05,,0.0029215815011411905,0.0003,,17842,,
,,,,,4824,5001,15.0,,14,,,,,0.7407919999999999,72430,,,,,,,0.05,,0.004249160643666983,0.0003,,17857,,
,,,,,4828,5005,15.0,,14,,,,,0.7399938899999999,72490,,,,,,,0.05,,0.012025549076497555,0.0003,,17872,,
,,,,,4832,5009,15.0,,14,,,,,0.7406188499999999,72550,,,,,,,0.05,,0.002448136219754815,0.0003,,17887,,
,,,,,4836,5013,15.0,,14,,,,,0.7396048199999999,72610,,,,,,,0.05,,0.005064316093921661,0.0003,,17902,,
,,,,,4840,5017,15.0,,14,,,,,0.7368637800000001,72670,,,,,,,0.05,,0.0022782725282013416,0.0003,,17917,,
,,,,,4844,5021,15.0,,14,,,,,0.7339135299999999,72730,,,,,,,0.05,,0.0007131679449230433,0.0003,,17932,,
,,,,,4848,5025,15.0,,14,,,,,0.7319757200000001,72790,,,,,,,0.05,,0.008998866192996502,0.0003,,17947,,
,,,,,4852,5029,15.0,,14,,,,,0.72952922,72850,,,,,,,0.05,,0.004516541492193937,0.0003,,17962,,
,,,,,4856,5034,15.0,,14,,,,,0.72997966,72910,,,,,,,0.05,,0.004722245968878269,0.0003,,17977,,
,,,,,4860,5038,15.0,,14,,,,,0.7442939099999998,72970,,,,,,,0.05,,0.004680928774178028,0.0003,,17992,,
,,,,,4864,5042,15.0,,14,,,,,0.7440127999999998,73030,,,,,,,0.05,,0.006218031980097294,0.0003,0.05031368,18007,,
,,,,,4868,5046,15.0,,14,,,,,0.7446709300000001,73090,,,,,,,0.05,,0.00231951754540205,0.0003,,18022,,
,,,,,4872,5050,15.0,,14,,,,,0.7454293500000001,73150,,,,,,,0.05,,0.005362951196730137,0.0003,,18037,,
,,,,,4876,5054,15.0,,14,,,,,0.7466318499999997,73210,,,,,,,0.05,,0.003912700805813074,0.0003,,18052,,
,,,,,4880,5059,15.0,,14,,,,,0.74577172,73270,,,,,,,0.05,,0.001919640926644206,0.0003,,18067,,
,,,,,4884,5063,15.0,,14,,,,,0.76048081,73330,,,,,,,0.05,,0.005012689158320427,0.0003,,18082,,
,,,,,4888,5067,15.0,,14,,,,,0.7601032399999998,73390,,,,,,,0.05,,0.005358362570405006,0.0003,,18097,,
,,,,,4892,5071,15.0,,14,,,,,0.7602616599999998,73450,,,,,,,0.05,,0.0011981104034930468,0.0003,,18112,,
,,,,,4896,5076,15.0,,14,,,,,0.7617846100000001,73510,,,,,,,0.05,,0.0059837475419044495,0.0003,,18127,,
,,,,,4900,5080,15.0,,14,,,,,0.76261212,73570,,,,,,,0.05,,0.001946401665918529,0.0003,,18142,,
,,,,,4904,5084,15.0,,14,,,,,0.76266999,73630,,,,,,,0.05,,0.0016380071174353361,0.0003,,18157,,
,,,,,4908,5088,15.0,,14,,,,,0.76347931,73690,,,,,,,0.05,,0.0023293483536690474,0.0003,,18172,,
,,,,,4912,5092,15.0,,14,,,,,0.76452449,73750,,,,,,,0.05,,0.006643760018050671,0.0003,,18187,,
,,,,,4916,5096,15.0,,14,,,,,0.7644335800000001,73810,,,,,,,0.05,,0.003984957002103329,0.0003,,18202,,
,,,,,4920,5100,15.0,,14,,,,,0.7636920899999999,73870,,,,,,,0.05,,0.004737436305731535,0.0003,,18217,,
,,,,,4924,5104,15.0,,14,,,,,0.76394031,73930,,,,,,,0.05,,0.00866647344082594,0.0003,,18232,,
,,,,,4928,5109,15.0,,14,,,,,0.7628025299999999,73990,,,,,,,0.05,,0.009269602596759796,0.0003,,18247,,
,,,,,4932,5113,15.0,,14,,,,,0.7489190099999999,74050,,,,,,,0.05,,0.004682388622313738,0.0003,0.05112432,18262,,
,,,,,4936,5117,15.0,,14,,,,,0.7502411099999999,74110,,,,,,,0.05,,0.0020346911624073982,0.0003,,18277,,
,,,,,4940,5121,15.0,,14,,,,,0.7527896100000002,74170,,,,,,,0.05,,0.0032624700106680393,0.0003,,18292,,
,,,,,4944,5126,15.0,,14,,,,,0.75498555,74230,,,,,,,0.05,,0.004070202354341745,0.0003,,18307,,
,,,,,4948,5130,15.0,,14,,,,,0.75629821,74290,,,,,,,0.05,,0.0015990696847438812,0.0003,,18322,,
,,,,,4952,5134,15.0,,14,,,,,0.75812783,74350,,,,,,,0.05,,0.003047671401873231,0.0003,,18337,,
,,,,,4956,5139,15.0,,14,,,,,0.75740791,74410,,,,,,,0.05,,0.0015373928472399712,0.0003,,18352,,
,,,,,4960,5143,15.0,,14,,,,,0.75719733,74470,,,,,,,0.05,,0.0008152726804837584,0.0003,,18367,,
,,,,,4964,5147,15.0,,14,,,,,0.75692384,74530,,,,,,,0.05,,0.0006473719840869308,0.0003,,18382,,
,,,,,4968,5151,15.0,,14,,,,,0.7579438999999999,74590,,,,,,,0.05,,0.005991095677018166,0.0003,,18397,,
,,,,,4972,5155,15.0,,14,,,,,0.7580081599999999,74650,,,,,,,0.05,,0.0017365351086482406,0.0003,,18412,,
,,,,,4976,5159,15.0,,14,,,,,0.75673,74710,,,,,,,0.05,,0.0019697288516908884,0.0003,,18427,,
,,,,,4980,5163,15.0,,14,,,,,0.75629505,74770,,,,,,,0.05,,0.0019207776058465242,0.0003,,18442,,
,,,,,4984,5168,15.0,,14,,,,,0.75453858,74830,,,,,,,0.05,,0.0033373271580785513,0.0003,,18457,,
,,,,,4988,5172,15.0,,14,,,,,0.7537514399999999,74890,,,,,,,0.05,,0.0007542624371126294,0.0003,,18472,,
,,,,,4992,5176,15.0,,14,,,,,0.7541173800000002,74950,,,,,,,0.05,,0.0015166383236646652,0.0003,,18487,,
,,,,,,,,,,,,,,,75000,,,,,,,0.05,,0.005886690691113472,0.0003,,18499,0.7786189001053572,15.0
,,,,,4996,5186,15.05,,14,,,,,0.75575062,75015,,,,,,,0.05,,0.0016910573467612267,0.0003,0.050021708,18503,,
,,,,,5000,5190,15.05,,14,,,,,0.75603583,75075,,,,,,,0.05,,0.003801699262112379,0.0003,,18518,,
,,,,,5004,5194,15.05,,14,,,,,0.75522635,75135,,,,,,,0.05,,0.006387986242771149,0.0003,,18533,,
,,,,,5008,5198,15.05,,14,,,,,0.7559050299999999,75195,,,,,,,0.05,,0.004030938725918531,0.0003,,18548,,
,,,,,5012,5203,15.05,,14,,,,,0.7552735899999999,75255,,,,,,,0.05,,0.004367835354059935,0.0003,,18563,,
,,,,,5016,5207,15.05,,14,,,,,0.7549924699999999,75315,,,,,,,0.05,,0.0024681587237864733,0.0003,,18578,,
,,,,,5020,5211,15.05,,14,,,,,0.75516274,75375,,,,,,,0.05,,0.007844669744372368,0.0003,,18593,,
,,,,,5024,5215,15.05,,14,,,,,0.74091532,75435,,,,,,,0.05,,0.004109987057745457,0.0003,,18608,,
,,,,,5028,5219,15.05,,14,,,,,0.7424342700000001,75495,,,,,,,0.05,,0.002564690774306655,0.0003,,18623,,
,,,,,5032,5224,15.05,,14,,,,,0.75675049,75555,,,,,,,0.05,,0.006227306555956602,0.0003,,18638,,
