params/learning_starts,params/stats_window_size,params/gamma,params/target_update_interval,params/exploration_initial_eps,time/episodes,time/time_elapsed,rollout/ep_len_mean,params/verbose,time/fps,params/exploration_final_eps,params/gradient_steps,params/batch_size,params/train_freq,rollout/ep_rew_mean,time/total_timesteps,params/policy,params/buffer_size,params/tau,params/policy_kwargs,params/exploration_fraction,params/learning_rate,rollout/exploration_rate,params/max_grad_norm,train/loss,train/learning_rate,mean_reward,train/n_updates,eval/mean_reward,eval/mean_ep_length
,,,,,13540,14124,15.0,,14,,,,,0.7467538099999999,203300,,,,,,,0.05,,9.14884585654363e-05,0.0003,,50574,,
,,,,,13544,14128,15.0,,14,,,,,0.7470169899999998,203360,,,,,,,0.05,,0.00012111771502532065,0.0003,,50589,,
,,,,,13548,14132,15.0,,14,,,,,0.7465194699999997,203420,,,,,,,0.05,,4.419909237185493e-05,0.0003,,50604,,
,,,,,13552,14136,15.0,,14,,,,,0.7326951999999999,203480,,,,,,,0.05,,5.5689175496809185e-05,0.0003,,50619,,
,,,,,13556,14140,15.0,,14,,,,,0.73172939,203540,,,,,,,0.05,,0.001287990715354681,0.0003,,50634,,
,,,,,13560,14144,15.0,,14,,,,,0.7305554800000001,203600,,,,,,,0.05,,4.2388797737658024e-05,0.0003,,50649,,
,,,,,13564,14148,15.0,,14,,,,,0.7442099800000002,203660,,,,,,,0.05,,5.0598420784808695e-05,0.0003,,50664,,
,,,,,13568,14151,15.0,,14,,,,,0.74331638,203720,,,,,,,0.05,,0.00011236068530706689,0.0003,,50679,,
,,,,,13572,14155,15.0,,14,,,,,0.7563440000000001,203780,,,,,,,0.05,,3.284971899120137e-05,0.0003,,50694,,
,,,,,13576,14159,15.0,,14,,,,,0.7420948100000001,203840,,,,,,,0.05,,5.892276021768339e-05,0.0003,,50709,,
,,,,,13580,14163,15.0,,14,,,,,0.7431797699999998,203900,,,,,,,0.05,,0.00046397693222388625,0.0003,,50724,,
,,,,,13584,14167,15.0,,14,,,,,0.7422536099999999,203960,,,,,,,0.05,,3.9462502172682434e-05,0.0003,,50739,,
,,,,,13588,14171,15.0,,14,,,,,0.7428222600000001,204020,,,,,,,0.05,,4.67162681161426e-05,0.0003,0.047866248,50754,,
,,,,,13592,14175,15.0,,14,,,,,0.74356422,204080,,,,,,,0.05,,4.93670922878664e-05,0.0003,,50769,,
,,,,,13596,14179,15.0,,14,,,,,0.7430802899999999,204140,,,,,,,0.05,,3.766931331483647e-05,0.0003,,50784,,
,,,,,13600,14183,15.0,,14,,,,,0.7445077999999998,204200,,,,,,,0.05,,3.3771728340070695e-05,0.0003,,50799,,
,,,,,13604,14187,15.0,,14,,,,,0.74466949,204260,,,,,,,0.05,,0.0002864152193069458,0.0003,,50814,,
,,,,,13608,14191,15.0,,14,,,,,0.74576972,204320,,,,,,,0.05,,0.00012053162208758295,0.0003,,50829,,
,,,,,13612,14195,15.0,,14,,,,,0.74568827,204380,,,,,,,0.05,,5.5784956202842295e-05,0.0003,,50844,,
,,,,,13616,14199,15.0,,14,,,,,0.7470469799999999,204440,,,,,,,0.05,,4.519431240623817e-05,0.0003,,50859,,
,,,,,13620,14203,15.0,,14,,,,,0.74779997,204500,,,,,,,0.05,,4.7556943172821775e-05,0.0003,,50874,,
,,,,,13624,14207,15.0,,14,,,,,0.7470268199999999,204560,,,,,,,0.05,,5.771927681053057e-05,0.0003,,50889,,
,,,,,13628,14211,15.0,,14,,,,,0.7475940400000001,204620,,,,,,,0.05,,4.621940752258524e-05,0.0003,,50904,,
,,,,,13632,14215,15.0,,14,,,,,0.74990746,204680,,,,,,,0.05,,2.8317668693489395e-05,0.0003,,50919,,
,,,,,13636,14219,15.0,,14,,,,,0.7652897799999998,204740,,,,,,,0.05,,7.487785478588194e-05,0.0003,,50934,,
,,,,,13640,14223,15.0,,14,,,,,0.7650775200000001,204800,,,,,,,0.05,,4.905496462015435e-05,0.0003,,50949,,
,,,,,13644,14227,15.0,,14,,,,,0.76528057,204860,,,,,,,0.05,,0.00016754276293795556,0.0003,,50964,,
,,,,,13648,14231,15.0,,14,,,,,0.7657959099999999,204920,,,,,,,0.05,,3.744998684851453e-05,0.0003,,50979,,
,,,,,13652,14234,15.0,,14,,,,,0.7793477299999999,204980,,,,,,,0.05,,3.8770504033891484e-05,0.0003,,50994,,
,,,,,,,,,,,,,,,205000,,,,,,,0.05,,0.0016776358243077993,0.0003,,50999,0.7756036181002856,15.0
,,,,,13656,14244,15.05,,14,,,,,0.7799021,205045,,,,,,,0.05,,5.10176396346651e-05,0.0003,0.053258795,51011,,
,,,,,13660,14248,15.05,,14,,,,,0.7809060699999999,205105,,,,,,,0.05,,2.9290406018844806e-05,0.0003,,51026,,
,,,,,13664,14252,15.05,,14,,,,,0.78040378,205165,,,,,,,0.05,,4.049077688250691e-05,0.0003,,51041,,
,,,,,13668,14256,15.05,,14,,,,,0.78173914,205225,,,,,,,0.05,,0.0006153532885946333,0.0003,,51056,,
,,,,,13672,14260,15.05,,14,,,,,0.7830733599999999,205285,,,,,,,0.05,,3.099932291661389e-05,0.0003,,51071,,
,,,,,13676,14263,15.05,,14,,,,,0.79624122,205345,,,,,,,0.05,,7.29892635717988e-05,0.0003,,51086,,
,,,,,13680,14267,15.05,,14,,,,,0.7966483000000001,205405,,,,,,,0.05,,2.6896454073721543e-05,0.0003,,51101,,
,,,,,13684,14271,15.05,,14,,,,,0.7981077999999998,205465,,,,,,,0.05,,6.778065289836377e-05,0.0003,,51116,,
,,,,,13688,14275,15.05,,14,,,,,0.7993113700000001,205525,,,,,,,0.05,,3.0262905056588352e-05,0.0003,,51131,,
,,,,,13692,14279,15.05,,14,,,,,0.79974524,205585,,,,,,,0.05,,2.9646225812030025e-05,0.0003,,51146,,
,,,,,13696,14283,15.05,,14,,,,,0.80112867,205645,,,,,,,0.05,,4.197812086204067e-05,0.0003,,51161,,
,,,,,13700,14287,15.05,,14,,,,,0.8005047399999999,205705,,,,,,,0.05,,4.504297248786315e-05,0.0003,,51176,,
,,,,,13704,14291,15.05,,14,,,,,0.7998449500000001,205765,,,,,,,0.05,,5.6458778999513015e-05,0.0003,,51191,,
,,,,,13708,14295,15.05,,14,,,,,0.7990465300000001,205825,,,,,,,0.05,,5.781931395176798e-05,0.0003,,51206,,
,,,,,13712,14299,15.05,,14,,,,,0.79890366,205885,,,,,,,0.05,,3.505537097225897e-05,0.0003,,51221,,
,,,,,13716,14303,15.05,,14,,,,,0.7978556600000001,205945,,,,,,,0.05,,3.767524685827084e-05,0.0003,,51236,,
,,,,,13720,14307,15.05,,14,,,,,0.79683897,206005,,,,,,,0.05,,7.657318928977475e-05,0.0003,0.052911643,51251,,
,,,,,13724,14311,15.05,,14,,,,,0.7835963499999997,206065,,,,,,,0.05,,5.900107862544246e-05,0.0003,,51266,,
,,,,,13728,14315,15.05,,14,,,,,0.7831663400000001,206125,,,,,,,0.05,,0.0001109577642637305,0.0003,,51281,,
,,,,,13732,14319,15.05,,14,,,,,0.7832424400000002,206185,,,,,,,0.05,,4.016419916297309e-05,0.0003,,51296,,
,,,,,13736,14323,15.05,,14,,,,,0.78353947,206245,,,,,,,0.05,,2.7608279197011143e-05,0.0003,,51311,,
,,,,,13740,14327,15.05,,14,,,,,0.7847897799999999,206305,,,,,,,0.05,,3.485992056084797e-05,0.0003,,51326,,
,,,,,13744,14331,15.05,,14,,,,,0.7847788000000001,206365,,,,,,,0.05,,4.729966531158425e-05,0.0003,,51341,,
,,,,,13748,14335,15.05,,14,,,,,0.7846057499999999,206425,,,,,,,0.05,,4.004244692623615e-05,0.0003,,51356,,
,,,,,13752,14339,15.05,,14,,,,,0.78619237,206485,,,,,,,0.05,,0.00012820954725611955,0.0003,,51371,,
,,,,,13756,14343,15.0,,14,,,,,0.7859586300000002,206545,,,,,,,0.05,,4.1200139094144106e-05,0.0003,,51386,,
,,,,,13760,14346,15.0,,14,,,,,0.7862028000000001,206605,,,,,,,0.05,,5.041987242293544e-05,0.0003,,51401,,
,,,,,13764,14350,15.0,,14,,,,,0.7866299699999999,206665,,,,,,,0.05,,0.001052620355039835,0.0003,,51416,,
,,,,,13768,14354,15.0,,14,,,,,0.7865925999999999,206725,,,,,,,0.05,,3.486891000648029e-05,0.0003,,51431,,
,,,,,13772,14358,15.0,,14,,,,,0.7871346999999999,206785,,,,,,,0.05,,6.252297316677868e-05,0.0003,,51446,,
,,,,,13776,14362,15.0,,14,,,,,0.78821304,206845,,,,,,,0.05,,4.329903094912879e-05,0.0003,,51461,,
,,,,,13780,14366,15.0,,14,,,,,0.7880410999999999,206905,,,,,,,0.05,,2.905028850364033e-05,0.0003,,51476,,
,,,,,13784,14370,15.0,,14,,,,,0.78811615,206965,,,,,,,0.05,,3.0031500500626862e-05,0.0003,,51491,,
,,,,,13788,14374,15.0,,14,,,,,0.7866598,207025,,,,,,,0.05,,4.4354310375638306e-05,0.0003,0.05227147,51506,,
,,,,,13792,14378,15.0,,14,,,,,0.78754481,207085,,,,,,,0.05,,4.034991798107512e-05,0.0003,,51521,,
,,,,,13796,14382,15.0,,14,,,,,0.7874129999999999,207145,,,,,,,0.05,,2.8793370802304707e-05,0.0003,,51536,,
,,,,,13800,14386,15.0,,14,,,,,0.77297067,207205,,,,,,,0.05,,3.728313458850607e-05,0.0003,,51551,,
,,,,,13804,14390,15.0,,14,,,,,0.77421733,207265,,,,,,,0.05,,2.8508984541986138e-05,0.0003,,51566,,
,,,,,13808,14394,15.0,,14,,,,,0.77460743,207325,,,,,,,0.05,,0.0018518662545830011,0.0003,,51581,,
,,,,,13812,14398,15.0,,14,,,,,0.7748252699999999,207385,,,,,,,0.05,,3.2769319659564644e-05,0.0003,,51596,,
,,,,,13816,14402,15.0,,14,,,,,0.7760195,207445,,,,,,,0.05,,0.0009735696949064732,0.0003,,51611,,
,,,,,13820,14406,15.0,,14,,,,,0.7777520199999998,207505,,,,,,,0.05,,5.964533193036914e-05,0.0003,,51626,,
,,,,,13824,14410,15.0,,14,,,,,0.79196027,207565,,,,,,,0.05,,4.932517185807228e-05,0.0003,,51641,,
,,,,,13828,14414,15.0,,14,,,,,0.7915425399999999,207625,,,,,,,0.05,,0.00011884004925377667,0.0003,,51656,,
,,,,,13832,14418,15.0,,14,,,,,0.7913822800000001,207685,,,,,,,0.05,,4.1464969399385154e-05,0.0003,,51671,,
,,,,,13836,14422,15.0,,14,,,,,0.7918072800000001,207745,,,,,,,0.05,,4.0360784623771906e-05,0.0003,,51686,,
,,,,,13840,14426,15.0,,14,,,,,0.7758622299999999,207805,,,,,,,0.05,,0.00018242838268633932,0.0003,,51701,,
,,,,,13844,14430,15.0,,14,,,,,0.7754273400000001,207865,,,,,,,0.05,,4.919567800243385e-05,0.0003,,51716,,
,,,,,13848,14434,15.0,,14,,,,,0.77411973,207925,,,,,,,0.05,,4.407913365866989e-05,0.0003,,51731,,
,,,,,13852,14437,15.0,,14,,,,,0.77396105,207985,,,,,,,0.05,,0.00023099120880942792,0.0003,,51746,,
,,,,,13856,14442,15.0,,14,,,,,0.77432641,208045,,,,,,,0.05,,8.701601473148912e-05,0.0003,0.05069175,51761,,
,,,,,13860,14446,15.0,,14,,,,,0.7746854599999999,208105,,,,,,,0.05,,8.632800017949194e-05,0.0003,,51776,,
,,,,,13864,14449,15.0,,14,,,,,0.77553402,208165,,,,,,,0.05,,4.88339937874116e-05,0.0003,,51791,,
,,,,,13868,14453,15.0,,14,,,,,0.7750459400000002,208225,,,,,,,0.05,,0.00506344111636281,0.0003,,51806,,
,,,,,13872,14457,15.0,,14,,,,,0.7450856999999997,208285,,,,,,,0.05,,0.00036261870991438627,0.0003,,51821,,
,,,,,13876,14461,15.0,,14,,,,,0.72852655,208345,,,,,,,0.05,,7.149516750359908e-05,0.0003,,51836,,
,,,,,13880,14465,15.0,,14,,,,,0.71257385,208405,,,,,,,0.05,,0.00012363326095510274,0.0003,,51851,,
,,,,,13884,14469,15.0,,14,,,,,0.7116082899999999,208465,,,,,,,0.05,,3.9776852645445615e-05,0.0003,,51866,,
,,,,,13888,14473,15.0,,14,,,,,0.71219501,208525,,,,,,,0.05,,0.006944676395505667,0.0003,,51881,,
,,,,,13892,14477,15.0,,14,,,,,0.7112839099999999,208585,,,,,,,0.05,,3.787781315622851e-05,0.0003,,51896,,
,,,,,13896,14481,15.0,,14,,,,,0.71082732,208645,,,,,,,0.05,,8.222456381190568e-05,0.0003,,51911,,
,,,,,13900,14485,15.0,,14,,,,,0.6972638099999999,208705,,,,,,,0.05,,4.469076884561218e-05,0.0003,,51926,,
,,,,,13904,14489,15.0,,14,,,,,0.69551394,208765,,,,,,,0.05,,3.741602267837152e-05,0.0003,,51941,,
,,,,,13908,14493,15.0,,14,,,,,0.6952346800000001,208825,,,,,,,0.05,,7.508914131904021e-05,0.0003,,51956,,
,,,,,13912,14497,15.0,,14,,,,,0.6929247400000001,208885,,,,,,,0.05,,4.352852192823775e-05,0.0003,,51971,,
,,,,,13916,14501,15.0,,14,,,,,0.6909620500000001,208945,,,,,,,0.05,,5.877994408365339e-05,0.0003,,51986,,
,,,,,13920,14505,15.0,,14,,,,,0.68897898,209005,,,,,,,0.05,,6.335126090561971e-05,0.0003,0.043727968,52001,,
,,,,,13924,14509,15.0,,14,,,,,0.6731371799999999,209065,,,,,,,0.05,,0.006876582279801369,0.0003,,52016,,
,,,,,13928,14513,15.0,,14,,,,,0.6738531800000002,209125,,,,,,,0.05,,4.335217090556398e-05,0.0003,,52031,,
,,,,,13932,14516,15.0,,14,,,,,0.67255534,209185,,,,,,,0.05,,6.540233152918518e-05,0.0003,,52046,,
,,,,,13936,14520,15.0,,14,,,,,0.6715069,209245,,,,,,,0.05,,4.59272378066089e-05,0.0003,,52061,,
,,,,,13940,14524,15.0,,14,,,,,0.6713751700000001,209305,,,,,,,0.05,,0.0001419003529008478,0.0003,,52076,,
,,,,,13944,14528,15.0,,14,,,,,0.6554197299999999,209365,,,,,,,0.05,,5.703233182430267e-05,0.0003,,52091,,
,,,,,13948,14532,15.0,,14,,,,,0.6562734799999999,209425,,,,,,,0.05,,0.011625802144408226,0.0003,,52106,,
,,,,,13952,14536,15.0,,14,,,,,0.6249264699999999,209485,,,,,,,0.05,,9.317940566688776e-05,0.0003,,52121,,
,,,,,13956,14540,15.0,,14,,,,,0.59278046,209545,,,,,,,0.05,,9.189767297357321e-05,0.0003,,52136,,
,,,,,13960,14544,15.0,,14,,,,,0.5755429799999999,209605,,,,,,,0.05,,0.0001298281131312251,0.0003,,52151,,
,,,,,13964,14548,15.0,,14,,,,,0.57226819,209665,,,,,,,0.05,,0.000144045174238272,0.0003,,52166,,
,,,,,13968,14552,15.0,,14,,,,,0.57161141,209725,,,,,,,0.05,,0.0027990485541522503,0.0003,,52181,,
,,,,,13972,14556,15.0,,14,,,,,0.6007142999999999,209785,,,,,,,0.05,,0.00010297580593032762,0.0003,,52196,,
,,,,,13976,14560,15.0,,14,,,,,0.60043953,209845,,,,,,,0.05,,8.401375816902146e-05,0.0003,,52211,,
,,,,,13980,14564,15.0,,14,,,,,0.59966,209905,,,,,,,0.05,,0.000174501386936754,0.0003,,52226,,
,,,,,13984,14568,15.0,,14,,,,,0.5977060200000001,209965,,,,,,,0.05,,0.006702480372041464,0.0003,,52241,,
,,,,,,,,,,,,,,,210000,,,,,,,0.05,,0.0002066975284833461,0.0003,,52249,0.8070140704512596,15.0
,,,,,13988,14577,15.05,,14,,,,,0.59787476,210030,,,,,,,0.05,,7.399474270641804e-05,0.0003,0.036397986,52257,,
,,,,,13992,14581,15.05,,14,,,,,0.5975157,210090,,,,,,,0.05,,4.820621325052343e-05,0.0003,,52272,,
,,,,,13996,14585,15.05,,14,,,,,0.58257885,210150,,,,,,,0.05,,0.0018271217122673988,0.0003,,52287,,
,,,,,14000,14589,15.05,,14,,,,,0.60896631,210210,,,,,,,0.05,,0.00684870732948184,0.0003,,52302,,
,,,,,14004,14593,15.05,,14,,,,,0.5780673,210270,,,,,,,0.05,,7.889720291132107e-05,0.0003,,52317,,
,,,,,14008,14597,15.05,,14,,,,,0.5617994799999999,210330,,,,,,,0.05,,8.555981185054407e-05,0.0003,,52332,,
,,,,,14012,14600,15.05,,14,,,,,0.56282838,210390,,,,,,,0.05,,7.077677582856268e-05,0.0003,,52347,,
,,,,,14016,14604,15.05,,14,,,,,0.56286892,210450,,,,,,,0.05,,7.421332702506334e-05,0.0003,,52362,,
,,,,,14020,14608,15.05,,14,,,,,0.5627589300000001,210510,,,,,,,0.05,,8.1915088230744e-05,0.0003,,52377,,
,,,,,14024,14612,15.05,,14,,,,,0.5759563999999999,210570,,,,,,,0.05,,8.872547186911106e-05,0.0003,,52392,,
,,,,,14028,14616,15.05,,14,,,,,0.57567466,210630,,,,,,,0.05,,0.00017302873311564326,0.0003,,52407,,
,,,,,14032,14620,15.05,,14,,,,,0.57424761,210690,,,,,,,0.05,,6.613190635107458e-05,0.0003,,52422,,
,,,,,14036,14624,15.05,,14,,,,,0.57356581,210750,,,,,,,0.05,,7.587958680232987e-05,0.0003,,52437,,
,,,,,14040,14628,15.05,,14,,,,,0.5879277899999998,210810,,,,,,,0.05,,0.00029587416793219745,0.0003,,52452,,
,,,,,14044,14632,15.05,,14,,,,,0.5871431300000001,210870,,,,,,,0.05,,6.818420661147684e-05,0.0003,,52467,,
,,,,,14048,14636,15.05,,14,,,,,0.57179374,210930,,,,,,,0.05,,0.003377644345164299,0.0003,,52482,,
,,,,,14052,14640,15.05,,14,,,,,0.59972899,210990,,,,,,,0.05,,0.0017379388445988297,0.0003,,52497,,
,,,,,14056,14644,15.05,,14,,,,,0.6302471700000001,211050,,,,,,,0.05,,0.00010509020648896694,0.0003,0.041838188,52512,,
,,,,,14060,14648,15.05,,14,,,,,0.6454425600000002,211110,,,,,,,0.05,,0.00010934763849945739,0.0003,,52527,,
,,,,,14064,14652,15.05,,14,,,,,0.64659683,211170,,,,,,,0.05,,0.00011902604455826804,0.0003,,52542,,
,,,,,14068,14656,15.05,,14,,,,,0.64648497,211230,,,,,,,0.05,,0.0003114056889899075,0.0003,,52557,,
,,,,,14072,14660,15.05,,14,,,,,0.64610243,211290,,,,,,,0.05,,0.0001202677667606622,0.0003,,52572,,
,,,,,14076,14664,15.05,,14,,,,,0.62992886,211350,,,,,,,0.05,,0.00021480977011378855,0.0003,,52587,,
,,,,,14080,14668,15.05,,14,,,,,0.6440565199999999,211410,,,,,,,0.05,,0.00018189531692769378,0.0003,,52602,,
,,,,,14084,14672,15.05,,14,,,,,0.62990847,211470,,,,,,,0.05,,0.00011561592691577971,0.0003,,52617,,
,,,,,14088,14676,15.0,,14,,,,,0.62912212,211530,,,,,,,0.05,,0.006603137124329805,0.0003,,52632,,
,,,,,14092,14680,15.0,,14,,,,,0.6295318299999999,211590,,,,,,,0.05,,9.974924614652991e-05,0.0003,,52647,,
,,,,,14096,14683,15.0,,14,,,,,0.64371763,211650,,,,,,,0.05,,0.00022980989888310432,0.0003,,52662,,
,,,,,14100,14687,15.0,,14,,,,,0.63067076,211710,,,,,,,0.05,,0.006517089903354645,0.0003,,52677,,
,,,,,14104,14691,15.0,,14,,,,,0.6613178200000001,211770,,,,,,,0.05,,0.00017790372658055276,0.0003,,52692,,
,,,,,14108,14695,15.0,,14,,,,,0.67689052,211830,,,,,,,0.05,,0.0012824799632653594,0.0003,,52707,,
,,,,,14112,14702,15.0,,14,,,,,0.6767906600000001,211890,,,,,,,0.05,,0.00011452677426859736,0.0003,,52722,,
,,,,,14116,14707,15.0,,14,,,,,0.6769556600000002,211950,,,,,,,0.05,,0.00018852809444069862,0.0003,,52737,,
,,,,,14120,14711,15.0,,14,,,,,0.6781671199999999,212010,,,,,,,0.05,,0.00010774811380542815,0.0003,0.045668982,52752,,
,,,,,14124,14716,15.0,,14,,,,,0.6797417800000001,212070,,,,,,,0.05,,0.007942717522382736,0.0003,,52767,,
,,,,,14128,14720,15.0,,14,,,,,0.6641884400000001,212130,,,,,,,0.05,,7.616238872287795e-05,0.0003,,52782,,
,,,,,14132,14725,15.0,,14,,,,,0.66538195,212190,,,,,,,0.05,,0.000128868967294693,0.0003,,52797,,
,,,,,14136,14729,15.0,,14,,,,,0.6652087700000001,212250,,,,,,,0.05,,0.00042543368181213737,0.0003,,52812,,
,,,,,14140,14733,15.0,,14,,,,,0.6646268199999998,212310,,,,,,,0.05,,0.00011604536848608404,0.0003,,52827,,
,,,,,14144,14738,15.0,,14,,,,,0.68133025,212370,,,,,,,0.05,,0.006103357765823603,0.0003,,52842,,
,,,,,14148,14742,15.0,,14,,,,,0.6960490499999997,212430,,,,,,,0.05,,0.00030750720179639757,0.0003,,52857,,
,,,,,14152,14747,15.0,,14,,,,,0.6975065400000001,212490,,,,,,,0.05,,0.00023980045807547867,0.0003,,52872,,
,,,,,14156,14751,15.0,,14,,,,,0.6980557800000001,212550,,,,,,,0.05,,0.005504887085407972,0.0003,,52887,,
,,,,,14160,14755,15.0,,14,,,,,0.6837833200000002,212610,,,,,,,0.05,,0.00014650836237706244,0.0003,,52902,,
,,,,,14164,14759,15.0,,14,,,,,0.6853000800000001,212670,,,,,,,0.05,,0.00010447843669680879,0.0003,,52917,,
,,,,,14168,14764,15.0,,14,,,,,0.6850937200000002,212730,,,,,,,0.05,,0.00010022817150456831,0.0003,,52932,,
,,,,,14172,14768,15.0,,14,,,,,0.6827344200000001,212790,,,,,,,0.05,,0.002017489867284894,0.0003,,52947,,
,,,,,14176,14772,15.0,,14,,,,,0.7131671499999999,212850,,,,,,,0.05,,0.00010756749543361366,0.0003,,52962,,
,,,,,14180,14777,15.0,,14,,,,,0.7138046199999999,212910,,,,,,,0.05,,0.006875430699437857,0.0003,,52977,,
,,,,,14184,14782,15.0,,14,,,,,0.73038398,212970,,,,,,,0.05,,9.580889309290797e-05,0.0003,,52992,,
,,,,,14188,14786,15.0,,14,,,,,0.71470457,213030,,,,,,,0.05,,0.001070271828211844,0.0003,0.048413184,53007,,
,,,,,14192,14791,15.0,,14,,,,,0.7140252600000001,213090,,,,,,,0.05,,0.00045427429722622037,0.0003,,53022,,
,,,,,14196,14795,15.0,,14,,,,,0.71232687,213150,,,,,,,0.05,,0.00013624492567032576,0.0003,,53037,,
,,,,,14200,14799,15.0,,14,,,,,0.7259267199999999,213210,,,,,,,0.05,,0.0009399482514709234,0.0003,,53052,,
,,,,,14204,14804,15.0,,14,,,,,0.7252352200000002,213270,,,,,,,0.05,,0.0021973010152578354,0.0003,,53067,,
,,,,,14208,14808,15.0,,14,,,,,0.7086896500000002,213330,,,,,,,0.05,,0.0007912677247077227,0.0003,,53082,,
,,,,,14212,14813,15.0,,14,,,,,0.7056729000000002,213390,,,,,,,0.05,,0.00042866115109063685,0.0003,,53097,,
,,,,,14216,14817,15.0,,14,,,,,0.6895080399999999,213450,,,,,,,0.05,,0.00014664804621133953,0.0003,,53112,,
,,,,,14220,14822,15.0,,14,,,,,0.6875604900000001,213510,,,,,,,0.05,,0.00041493240860290825,0.0003,,53127,,
,,,,,14224,14826,15.0,,14,,,,,0.68749148,213570,,,,,,,0.05,,0.00020041054813191295,0.0003,,53142,,
,,,,,14228,14831,15.0,,14,,,,,0.6871049499999999,213630,,,,,,,0.05,,0.0019295618403702974,0.0003,,53157,,
,,,,,14232,14835,15.0,,14,,,,,0.6713690800000001,213690,,,,,,,0.05,,0.007288286462426186,0.0003,,53172,,
,,,,,14236,14839,15.0,,14,,,,,0.62784158,213750,,,,,,,0.05,,0.00011404590622987598,0.0003,,53187,,
,,,,,14240,14843,15.0,,14,,,,,0.6278990900000001,213810,,,,,,,0.05,,0.004516836255788803,0.0003,,53202,,
,,,,,14244,14848,15.0,,14,,,,,0.62579937,213870,,,,,,,0.05,,0.0033631199039518833,0.0003,,53217,,
,,,,,14248,14852,15.0,,14,,,,,0.62364525,213930,,,,,,,0.05,,0.00014917782391421497,0.0003,,53232,,
,,,,,14252,14856,15.0,,14,,,,,0.6232011399999999,213990,,,,,,,0.05,,0.00020227338245604187,0.0003,,53247,,
,,,,,14256,14861,15.0,,14,,,,,0.6071343600000001,214050,,,,,,,0.05,,0.00041254068491980433,0.0003,0.037936807,53262,,
,,,,,14260,14865,15.0,,14,,,,,0.6053993999999999,214110,,,,,,,0.05,,0.00039376391214318573,0.0003,,53277,,
,,,,,14264,14869,15.0,,14,,,,,0.5881917099999999,214170,,,,,,,0.05,,0.0004370013193693012,0.0003,,53292,,
,,,,,14268,14874,15.0,,14,,,,,0.58776822,214230,,,,,,,0.05,,0.000798543042037636,0.0003,,53307,,
,,,,,14272,14878,15.0,,14,,,,,0.58995146,214290,,,,,,,0.05,,0.0002757664769887924,0.0003,,53322,,
,,,,,14276,14882,15.0,,14,,,,,0.59004812,214350,,,,,,,0.05,,0.0003856868133880198,0.0003,,53337,,
,,,,,14280,14887,15.0,,14,,,,,0.58989772,214410,,,,,,,0.05,,0.0017582820728421211,0.0003,,53352,,
,,,,,14284,14891,15.0,,14,,,,,0.57414961,214470,,,,,,,0.05,,0.0007345979101955891,0.0003,,53367,,
,,,,,14288,14895,15.0,,14,,,,,0.5887730000000001,214530,,,,,,,0.05,,0.0003511393442749977,0.0003,,53382,,
,,,,,14292,14900,15.0,,14,,,,,0.58917742,214590,,,,,,,0.05,,0.0004705371684394777,0.0003,,53397,,
,,,,,14296,14904,15.0,,14,,,,,0.59198661,214650,,,,,,,0.05,,0.009565528482198715,0.0003,,53412,,
,,,,,14300,14909,15.0,,14,,,,,0.57713863,214710,,,,,,,0.05,,0.0012681878870353103,0.0003,,53427,,
,,,,,14304,14913,15.0,,14,,,,,0.57766406,214770,,,,,,,0.05,,0.00019811838865280151,0.0003,,53442,,
,,,,,14308,14918,15.0,,14,,,,,0.5926415,214830,,,,,,,0.05,,0.000421923934482038,0.0003,,53457,,
,,,,,14312,14922,15.0,,14,,,,,0.59341034,214890,,,,,,,0.05,,0.0007078311173245311,0.0003,,53472,,
,,,,,14316,14927,15.0,,14,,,,,0.6088985899999999,214950,,,,,,,0.05,,0.0006482554017566144,0.0003,,53487,,
,,,,,,,,,,,,,,,215000,,,,,,,0.05,,0.00021455906971823424,0.0003,,53499,0.46183534637093543,15.0
,,,,,14320,14937,15.05,,14,,,,,0.6112651100000001,215015,,,,,,,0.05,,0.004600170534104109,0.0003,0.043362953,53503,,
,,,,,14324,14942,15.05,,14,,,,,0.6095649000000001,215075,,,,,,,0.05,,0.00019645744760055095,0.0003,,53518,,
,,,,,14328,14946,15.05,,14,,,,,0.60956075,215135,,,,,,,0.05,,0.005724980495870113,0.0003,,53533,,
,,,,,14332,14950,15.05,,14,,,,,0.6094881900000001,215195,,,,,,,0.05,,0.0009694492910057306,0.0003,,53548,,
,,,,,14336,14955,15.05,,14,,,,,0.65276533,215255,,,,,,,0.05,,0.0004086587578058243,0.0003,,53563,,
,,,,,14340,14959,15.05,,14,,,,,0.65390462,215315,,,,,,,0.05,,0.0015009635826572776,0.0003,,53578,,
,,,,,14344,14963,15.05,,14,,,,,0.65399486,215375,,,,,,,0.05,,0.0006044139736331999,0.0003,,53593,,
,,,,,14348,14968,15.05,,14,,,,,0.65512326,215435,,,,,,,0.05,,0.001433832454495132,0.0003,,53608,,
,,,,,14352,14972,15.05,,14,,,,,0.63983299,215495,,,,,,,0.05,,0.0021974341943860054,0.0003,,53623,,
,,,,,14356,14977,15.05,,14,,,,,0.6412275099999999,215555,,,,,,,0.05,,0.0004764471377711743,0.0003,,53638,,
,,,,,14360,14981,15.05,,14,,,,,0.6577840500000001,215615,,,,,,,0.05,,0.0016692210920155048,0.0003,,53653,,
,,,,,14364,14985,15.05,,14,,,,,0.6746340399999999,215675,,,,,,,0.05,,0.00029961401014588773,0.0003,,53668,,
