player,team,pos,rec_tgt,rec_rcpt,rec_yd,rec_td,rush_yd,rush_td,fumbles_lost,fpts,source,source_url
Tyquan Thornton,NEP,WR,37.7,18.5,180.0,0.3,24.0,0.0,0.0,31.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Richie James,KCC,WR,30.5,16.1,184.0,0.9,-2.2,0.0,0.4,30.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jalen McMillan,TBB,WR,35.8,19.4,175.0,0.0,25.0,0.0,0.0,30.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jake Bobo,SEA,WR,28.2,17.1,143.0,0.6,3.0,0.4,0.0,29.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jalen Brooks,DAL,WR,39.7,20.6,175.0,0.0,16.0,0.0,0.0,29.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Kyle Philips,TEN,WR,27.3,17.3,207.0,0.0,0.0,0.0,0.0,29.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Malik Heath,GBP,WR,31.4,16.1,127.0,1.2,0.0,0.0,0.0,28.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jalen Nailor,MIN,WR,38.5,17.4,169.0,0.2,3.0,0.0,0.0,28.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Tyler Scott,CHI,WR,34.2,16.9,151.0,0.0,49.0,0.0,0.0,28.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Tylan Wallace,BAL,WR,34.3,16.9,191.0,0.0,6.0,0.0,0.0,28.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jamal Agnew,JAC,WR,29.7,17.9,210.0,0.2,-1.8,0.0,1.5,28.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Julio Jones,PHI,WR,25.5,13.4,79.0,2.0,6.0,0.0,0.0,27.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Calvin Austin III,PIT,WR,21.4,9.1,69.0,0.0,69.0,1.5,0.0,27.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jermaine Burton,CIN,WR,25.0,13.7,145.0,0.5,3.0,0.0,0.0,24.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Dante Pettis,CHI,WR,27.4,9.3,121.0,1.0,20.0,0.0,0.0,24.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Mack Hollins,BUF,WR,32.1,14.6,164.0,0.0,-0.8,0.0,0.0,23.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Dyami Brown,WAS,WR,29.4,11.7,157.0,0.2,7.0,0.0,0.0,23.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Velus Jones,CHI,WR,20.9,9.6,100.0,0.0,66.0,0.2,0.0,22.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
John Metchie,HOU,WR,36.5,14.3,132.0,0.0,13.0,0.0,0.0,21.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Tom Kennedy,DET,WR,27.8,11.6,144.0,0.0,6.0,0.0,0.0,20.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Ray-Ray McCloud,ATL,WR,12.0,8.7,122.0,0.0,11.0,0.0,0.0,17.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Samori Toure,GBP,WR,20.9,7.2,116.0,0.4,0.0,0.0,0.0,17.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Derius Davis,LAC,WR,18.3,13.7,58.0,0.0,40.0,0.0,0.0,16.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Chris Conley,SFO,WR,10.5,6.2,81.0,0.8,0.0,0.0,0.0,15.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Charlie Jones,CIN,WR,14.5,10.6,96.0,0.0,3.0,0.0,0.0,15.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Quez Watkins,PIT,WR,11.9,8.3,84.0,0.4,0.0,0.0,0.0,15.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Deven Thompkins,CAR,WR,21.0,12.2,43.0,0.3,53.0,0.0,1.2,14.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Trent Sherfield,MIN,WR,24.8,8.5,72.0,0.6,0.0,0.0,0.0,14.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Randall Cobb,NYJ,WR,27.0,8.3,60.0,0.3,0.0,0.0,0.0,14.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Scotty Miller,PIT,WR,11.6,6.7,71.0,0.4,8.0,0.0,0.0,13.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Ihmir Smith-Marsette,CAR,WR,10.6,8.2,39.0,0.0,44.0,0.2,0.0,13.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jamison Crowder,WAS,WR,11.9,8.9,81.0,0.1,0.0,0.0,0.0,13.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Tim Patrick,DEN,WR,20.8,8.8,78.0,0.0,10.0,0.0,0.0,13.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Deonte Harty,BAL,WR,11.7,6.6,58.0,0.6,4.0,0.0,0.0,13.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jalen Reagor,NEP,WR,16.9,7.2,85.0,0.0,8.0,0.0,0.0,12.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jason Brownlee,NYJ,WR,18.7,6.4,78.0,0.3,0.0,0.0,0.0,12.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Ben Skowronek,HOU,WR,10.9,6.6,61.0,0.3,6.0,0.0,0.0,11.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Rakim Jarrett,TBB,WR,18.3,7.1,79.0,0.0,-0.8,0.0,0.0,11.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Tim Jones,JAC,WR,19.6,7.3,70.0,0.0,0.0,0.0,0.0,10.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Ashton Dulin,IND,WR,11.4,4.1,52.0,0.4,9.0,0.0,0.0,10.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Marquise Goodwin,CLE,WR,19.4,6.2,45.0,0.0,26.0,0.0,0.0,10.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Sterling Shepard,TBB,WR,18.7,7.4,43.0,0.2,8.0,0.0,0.0,10.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Devin Duvernay,JAC,WR,15.0,6.1,53.0,0.0,10.0,0.0,0.0,9.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Tyler Johnson,LAR,WR,14.4,5.1,38.0,0.3,9.0,0.0,0.0,9.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Ryan Flournoy,DAL,WR,19.3,6.9,50.0,0.0,5.0,0.0,0.0,8.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Chase Claypool,BUF,WR,19.3,4.7,58.0,0.0,2.0,0.0,0.0,8.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Dax Milne,WAS,WR,13.9,5.1,38.0,0.0,13.0,0.0,0.0,7.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
D.J. Montgomery,IND,WR,2.4,1.2,24.0,0.6,0.0,0.0,0.0,6.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Kristian Wilkerson,LVR,WR,8.9,3.8,40.0,0.0,5.0,0.0,0.0,6.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Equanimeous St. Brown,NOS,WR,3.3,3.3,47.0,0.0,0.0,0.0,0.0,6.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Isaiah McKenzie,NYG,WR,8.2,4.6,33.0,0.0,6.0,0.0,0.0,6.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jalen Guyton,LVR,WR,10.1,3.9,36.0,0.0,3.0,0.0,0.0,5.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Britain Covey,PHI,WR,10.8,4.8,32.0,0.0,0.0,0.0,0.0,5.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Michael Woods,CLE,WR,7.5,3.9,25.0,0.0,-0.3,0.0,0.0,4.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Zach Pascal,ARI,WR,16.1,3.7,24.0,0.0,0.0,0.0,0.0,4.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Javon Baker,NEP,WR,11.9,2.9,21.0,0.0,0.0,0.0,0.0,3.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Kayshon Boutte,NEP,WR,10.7,1.8,20.0,0.0,0.0,0.0,0.0,2.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Bub Means,NOS,WR,5.0,2.0,18.0,0.0,0.0,0.0,0.0,2.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
N'Keal Harry,MIN,WR,1.3,1.3,21.0,0.0,0.0,0.0,0.0,2.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Miles Boykin,NYG,WR,3.1,1.6,9.0,0.0,0.0,0.0,0.0,1.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
D'Wayne Eskridge,SEA,WR,6.6,0.0,0.0,0.0,16.0,0.0,0.0,1.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Troy Franklin,DEN,WR,13.9,1.0,5.0,0.0,2.0,0.0,0.0,1.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
DJ Turner,LVR,WR,0.1,0.0,0.0,0.0,11.0,0.0,0.0,1.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Danny Gray,SFO,WR,0.6,0.6,6.0,0.0,0.0,0.0,0.0,0.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Dareke Young,SEA,WR,0.2,0.2,2.0,0.0,0.0,0.0,0.0,0.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Andy Isabella,BUF,WR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Joe Reed,CHI,WR,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Erik Ezukanma,MIA,WR,4.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Antoine Green,DET,WR,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Bryce Ford-Wheaton,NYG,WR,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Trent Taylor,SFO,WR,1.1,0.0,0.0,0.0,-2.3,0.0,0.0,-0.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Jordan Whittington,LAR,WR,2.1,0.0,0.0,0.0,-3.6,0.0,0.0,-0.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
Ainias Smith,PHI,WR,2.8,1.5,14.0,0.0,0.0,0.0,1.4,-0.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=4&scoring=18
