player,pos,fpts,rec_rcpt,rec_yd,rec_td,rec_tgt,rush_att,rush_yd,rush_td,fpts_halfppr_adjust,pass_att,pass_cmp,pass_yd,pass_td,pass_int,source,source_url
Jonathan Mingo,WR,52.481671457,24.76569819,321.421574,1.391793514,43.38468762,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
KaVontae Turpin,WR,51.708984113,18.40461247,229.6050558,1.597396254,30.09364099,8.392094486,59.58914912,0.40928483,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Andrei Iosivas,WR,48.494397965999994,22.84103598,253.578632,2.003458157,35.568652,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Troy Franklin,WR,48.128278983,22.88789673,286.1541508,1.364338567,39.21424594,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tutu Atwell,WR,47.032308677,19.66666038,264.8987086,1.335564816,34.01011303,2.070519104,12.23510687,0.122009798,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Xavier Gipson,WR,47.91137177200001,17.22306658,212.0736954,1.77190081,27.45746936,4.392808976,28.40085776,0.313597528,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Devontez Walker,WR,41.80244488900001,18.77570283,228.2924244,1.602967174,30.00347796,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Noah Brown,WR,41.674374058,17.48244426,235.8917429,1.585702931,29.05859831,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jauan Jennings,WR,41.035973362,18.71265034,236.715557,1.3826003,30.0600408,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
KhaDarel Hodge,WR,40.608064956,17.61686928,230.6364098,1.493868173,28.25866097,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Bub Means,WR,39.929588654,18.2293831,220.4934269,1.471824681,28.33097355,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Treylon Burks,WR,40.080259329,17.30163803,237.0607262,0.833888068,29.64798803,3.5135371,21.24625808,0.141670309,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Brandon Powell,WR,38.494993113,18.66638293,189.6036032,1.084157809,30.42608957,3.841445526,21.08104674,0.123363406,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Greg Dortch,WR,37.917526651,18.31879121,199.6067236,0.737190148,27.51181895,4.091470673,25.63162338,0.164392691,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Calvin Austin III,WR,39.37159397,14.85002671,193.4712882,0.74717238,25.11195739,8.989771465,53.80714053,0.379913464,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Justin Watson,WR,38.578020936,14.7441766,212.5297115,1.691012897,26.55431995,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jake Bobo,WR,38.393611916000005,14.66040352,158.3131507,1.040930103,21.81035068,8.376056724,51.09828172,0.526235541,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jamison Crowder,WR,31.392551750000003,18.58419188,177.6171729,0.64152905,27.73626603,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Derius Davis,WR,34.984823250999995,10.83015437,111.1016989,0.781591635,15.94820517,13.37354002,85.92079134,0.339102249,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Trenton Irwin,WR,32.538437931999994,15.71115488,176.2751776,1.213494618,23.82679579,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
K.J. Osborn,WR,31.682534537,17.23229369,181.3019123,0.86975762,27.66141299,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Parris Campbell,WR,30.677765459,17.05931959,169.0209099,0.918419821,25.80512549,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Cedrick Wilson Jr.,WR,31.603059488999996,14.29651669,174.7187782,1.196103763,22.59863351,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Marquez Valdes-Scantling,WR,31.884880494999997,11.81429605,193.2115852,1.126990448,22.21863633,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Allen Lazard,WR,30.936888808000006,12.78169222,169.3058865,1.280671364,21.82325889,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ryan Flournoy,WR,28.996605741000007,13.00378457,156.2215701,1.152045845,20.40408931,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalen Guyton,WR,30.899813615,9.192610824,130.6306272,0.593046544,16.33227332,12.05624215,70.85841035,0.478386293,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Devin Duvernay,WR,25.463100179,11.62724906,111.0374077,0.690507958,16.87828635,1.995348299,13.06833567,0.078727691,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Alec Pierce,WR,24.843698587,10.80819257,150.104737,0.756885921,20.59005065,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Malik Washington,WR,23.863589283000003,10.40606842,124.3898112,0.734526955,16.55045288,2.049437965,12.50389439,0.103079839,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ray-Ray McCloud III,WR,22.620043869,11.58108215,115.1620823,0.746373899,16.68351825,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Isaiah McKenzie,WR,22.154595167,12.39596607,100.5377507,0.471688497,16.96082908,3.793999693,20.32426718,0.167046536,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jordan Whittington,WR,22.972223140999997,10.65174993,131.1238923,0.762731821,16.8268783,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Bo Melton,WR,22.676768314500002,9.801397973,114.190845,0.788935558,15.9745707,2.099007615,12.97422422,0.08204537,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalen Nailor,WR,21.603135015000003,10.50311347,129.5885376,0.593526745,18.53024764,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
David Moore,WR,21.007343275,10.47423159,122.2796451,0.617645109,15.86219716,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ainias Smith,WR,21.01005476,9.828905024,115.464542,0.732159829,15.5459343,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Dyami Brown,WR,20.860849854500003,8.720436425,128.6029298,0.627403734,16.18165668,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Javon Baker,WR,19.639681719000002,10.07092505,115.2024274,0.524004757,16.46060187,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Laviska Shenault Jr.,WR,18.1216041485,7.747938833,77.42869943,0.392332555,10.59248039,4.188028362,22.35977227,0.163424194,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Donovan Peoples-Jones,WR,17.7947708865,8.254543301,105.0964707,0.545480958,13.55016137,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalen Reagor,WR,18.460427696500002,5.601230653,81.197849,0.428734102,10.86019631,1.974815321,11.84556226,0.047771122,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Skyy Moore,WR,17.228206402500003,7.359545561,91.56753988,0.750617791,12.09978123,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kadarius Toney,WR,16.633799158499997,5.628930895,54.83158158,0.458919301,8.066520819,5.947155014,32.26460339,0.330716183,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Mack Hollins,WR,14.6599090245,6.494725349,79.41774768,0.587669417,10.95239721,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Anthony Gould,WR,14.1854848235,6.208626151,69.9437651,0.333873515,9.978562901,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Johnny Wilson,WR,13.697033598,6.481416774,75.75207277,0.483211701,10.25919119,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyler Scott,WR,13.6414742865,4.653375747,54.82097942,0.399721782,7.898795508,4.179944704,25.79596865,0.162193156,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Scotty Miller,WR,12.429079476999998,6.121887594,75.38737744,0.314602033,9.861519267,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
David Bell,WR,12.1256213765,6.692798647,70.50959101,0.30690472,10.00128672,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Braxton Berrios,WR,12.563349188500002,5.687160833,53.75573348,0.339676355,8.109010661,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Trent Sherfield Sr.,WR,12.4439724835,5.485288329,71.26282339,0.437711447,10.54870237,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jalen Brooks,WR,12.112950941000001,5.62893004,64.51132085,0.487229089,8.587119374,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ihmir Smith-Marsette,WR,12.390101173,3.241380122,37.58734793,0.163869642,5.178849535,4.20520751,28.24317911,0.252033019,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
John Metchie III,WR,11.0894833715,4.877391231,60.9751947,0.436449249,8.303548792,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Nick Westbrook-Ikhine,WR,10.759282665500002,5.024849007,61.19688562,0.365055746,8.570352229,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Sterling Shepard,WR,10.314342273500001,5.191908285,49.83936403,0.463273642,8.299331447,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
DJ Turner,WR,9.6100156345,5.053173945,57.3068237,0.239381389,8.001848955,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Charlie Jones,WR,9.974766381,3.74923609,41.22310936,0.274520866,5.69938641,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
A.T. Perry,WR,8.20430536,3.714630292,43.54371542,0.340006366,5.732340037,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Deonte Harty,WR,8.351588725500001,3.164461307,37.32032334,0.178904571,4.739898328,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Casey Washington,WR,7.8218907365,3.605064025,41.20265356,0.318129549,5.447973442,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jason Brownlee,WR,7.690507706,3.444141256,39.66887952,0.340475619,5.277418976,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyler Johnson,WR,7.164978477,3.46595275,40.13016546,0.242344857,5.490173955,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Dee Eskridge,WR,7.335040473,3.12086205,38.68746264,0.22866646,5.296240197,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Malik Heath,WR,7.2186545505,3.295167585,35.75890088,0.309175155,5.214829546,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Antoine Green,WR,7.176716384500001,3.329944633,38.85691284,0.277589835,5.288484234,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Equanimeous St. Brown,WR,7.2290331629999995,3.20104109,42.98434648,0.22937626,5.401613401,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Britain Covey,WR,7.243219507500001,2.984105443,36.93602198,0.212810188,4.97244809,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Brenden Rice,WR,7.076602254999999,3.311448744,36.45410655,0.236784097,5.111365419,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Parker Washington,WR,6.9111246555,3.609137509,36.70995957,0.247357393,5.508002096,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chase Claypool,WR,7.1835008165000005,2.887417469,40.79546736,0.282026235,5.31927765,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Isaiah Hodgins,WR,6.700628872499999,3.563164717,32.9557041,0.278296735,5.436239819,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jacob Cowing,WR,6.9234222905000005,3.059080975,38.04078827,0.266972708,4.827238677,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Mecole Hardman,WR,7.172094850500001,2.354083223,26.95908099,0.229409379,3.319289994,1.911497207,12.13854754,0.127698761,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jamari Thrash,WR,6.697859521,3.233422944,37.84271621,0.218465341,5.000643362,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Quez Watkins,WR,6.695456199500001,3.193197589,37.82557489,0.182732939,4.778039894,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Chris Moore,WR,6.463926645000001,3.500645966,39.46675614,0.134483428,5.233812986,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tim Jones,WR,6.43473284,3.279872352,37.82212542,0.177098792,5.508002096,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Brandon Johnson,WR,6.3047780965,3.049070843,36.84487825,0.190281601,5.36219492,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Olamide Zaccheaus,WR,6.254531397500001,3.147827705,36.55873949,0.177306769,5.284337239,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ashton Dulin,WR,6.154900137499999,3.085550171,34.733345,0.196283379,4.989281451,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Tyquan Thornton,WR,6.069216171,2.895773366,36.49978224,0.169379639,5.259790747,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Velus Jones Jr.,WR,6.1049317505000005,1.516636263,18.69817387,0.110546359,2.632931836,2.089972352,13.80069184,0.0842884,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Xavier Hutchinson,WR,5.4674332885000005,1.665613581,19.54895445,0.14915146,2.767849597,2.001814699,12.78941495,0.092085054,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
River Cracraft,WR,3.6338408824999995,1.667746453,19.60683604,0.143462018,2.703003554,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Rakim Jarrett,WR,3.6063412254999996,1.681149271,20.13926884,0.129416604,2.766443816,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Maurice Alexander,WR,3.5658434990000005,1.67049568,19.49601107,0.133580846,2.644242117,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kyle Philips,WR,3.4427902605,1.742171519,19.84118213,0.071132996,2.856784076,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Danny Gray,WR,3.4409894195,1.529540487,18.9699943,0.133486354,2.413619338,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Kristian Wilkerson,WR,3.1906834075000003,1.684391315,18.97572324,0.079793796,2.667282985,,,,True,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Jha'Quan Jackson,WR,1.601283816,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Gunner Olszewski,WR,1.5554938800000002,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Ronnie Bell,WR,1.489153698,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
DeAndre Carter,WR,1.3740448559999998,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
James Proche II,WR,0.8208,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Steven Sims,WR,1.734579144,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
Montrell Washington,WR,0.422470116,,,,,,,,False,,,,,,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info
