def_sack,def_int,def_fum,def_td,def_sfty,fpts,source,source_url,def_tkl,def_fum_rec,def_fum_forced,def_pts_allowed,def_pts_allowed_per_game,pass_yd_allowed,rush_yd_allowed,total_yd_allowed,total_yd_allowed_per_game,fp_per_game,gp,fpts_halfppr_adjust,pts_allow,yds_allow,fpts_ci,rank_pos,def_yd_allowed,src_player_name,sleeper_id,full_name,team,position
44.0,13.0,,3.0,1.0,126.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,10.0,,343.0,,,,,,,17.0,False,,,,,,Cleveland Browns DEF,CLE,Cleveland Browns,CLE,DEF
42.0,13.0,,2.0,1.0,119.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,326.0,,,,,,,17.0,False,,,,,,Buffalo Bills DEF,BUF,Buffalo Bills,BUF,DEF
42.0,13.0,,2.0,1.0,118.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,10.0,,344.0,,,,,,,17.0,False,,,,,,Chicago Bears DEF,CHI,Chicago Bears,CHI,DEF
42.0,13.0,,2.0,1.0,117.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,10.0,,371.0,,,,,,,17.0,False,,,,,,Miami Dolphins DEF,MIA,Miami Dolphins,MIA,DEF
42.0,13.0,,2.0,1.0,117.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,10.0,,364.0,,,,,,,17.0,False,,,,,,Philadelphia Eagles DEF,PHI,Philadelphia Eagles,PHI,DEF
42.0,13.0,,2.0,1.0,117.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,10.0,,362.0,,,,,,,17.0,False,,,,,,Houston Texans DEF,HOU,Houston Texans,HOU,DEF
42.0,14.0,,2.0,1.0,116.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,384.0,,,,,,,17.0,False,,,,,,Detroit Lions DEF,DET,Detroit Lions,DET,DEF
41.0,13.0,,2.0,1.0,114.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,368.0,,,,,,,17.0,False,,,,,,New Orleans Saints DEF,NO,New Orleans Saints,NO,DEF
43.0,12.0,,2.0,1.0,114.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,373.0,,,,,,,17.0,False,,,,,,Minnesota Vikings DEF,MIN,Minnesota Vikings,MIN,DEF
40.0,13.0,,2.0,1.0,113.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,372.0,,,,,,,17.0,False,,,,,,Tampa Bay Buccaneers DEF,TB,Tampa Bay Buccaneers,TB,DEF
41.0,13.0,,2.0,1.0,113.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,387.0,,,,,,,17.0,False,,,,,,Green Bay Packers DEF,GB,Green Bay Packers,GB,DEF
40.0,13.0,,2.0,1.0,112.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,386.0,,,,,,,17.0,False,,,,,,Cincinnati Bengals DEF,CIN,Cincinnati Bengals,CIN,DEF
41.0,12.0,,2.0,1.0,111.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,388.0,,,,,,,17.0,False,,,,,,New York Giants DEF,NYG,New York Giants,NYG,DEF
41.0,12.0,,2.0,1.0,111.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,392.0,,,,,,,17.0,False,,,,,,Los Angeles Rams DEF,LAR,Los Angeles Rams,LAR,DEF
39.0,12.0,,2.0,1.0,110.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,377.0,,,,,,,17.0,False,,,,,,Carolina Panthers DEF,CAR,Carolina Panthers,CAR,DEF
38.0,12.0,,2.0,1.0,108.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,381.0,,,,,,,17.0,False,,,,,,Denver Broncos DEF,DEN,Denver Broncos,DEN,DEF
43.0,13.0,,2.0,1.0,107.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,396.0,,,,,,,17.0,False,,,,,,Seattle Seahawks DEF,SEA,Seattle Seahawks,SEA,DEF
42.0,13.0,,2.0,1.0,105.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,411.0,,,,,,,17.0,False,,,,,,Las Vegas Raiders DEF,LV,Las Vegas Raiders,LV,DEF
40.0,13.0,,2.0,1.0,104.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,391.0,,,,,,,17.0,False,,,,,,Atlanta Falcons DEF,ATL,Atlanta Falcons,ATL,DEF
41.0,12.0,,2.0,1.0,103.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,385.0,,,,,,,17.0,False,,,,,,Jacksonville Jaguars DEF,JAX,Jacksonville Jaguars,JAX,DEF
39.0,12.0,,2.0,1.0,100.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,393.0,,,,,,,17.0,False,,,,,,Los Angeles Chargers DEF,LAC,Los Angeles Chargers,LAC,DEF
39.0,12.0,,2.0,1.0,100.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,401.0,,,,,,,17.0,False,,,,,,Indianapolis Colts DEF,IND,Indianapolis Colts,IND,DEF
38.0,12.0,,2.0,1.0,100.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,398.0,,,,,,,17.0,False,,,,,,Tennessee Titans DEF,TEN,Tennessee Titans,TEN,DEF
39.0,13.0,,2.0,1.0,97.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,422.0,,,,,,,17.0,False,,,,,,New England Patriots DEF,NE,New England Patriots,NE,DEF
39.0,12.0,,2.0,1.0,95.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,421.0,,,,,,,17.0,False,,,,,,Washington Commanders DEF,WAS,Washington Commanders,WAS,DEF
36.0,12.0,,2.0,1.0,92.0,NFL,https://fantasy.nfl.com/research/projections?position=8&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,,9.0,,402.0,,,,,,,17.0,False,,,,,,Arizona Cardinals DEF,ARI,Arizona Cardinals,ARI,DEF
59.0,15.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,15.0,,,,,,,,,,,687.0,5046.0,,,,Dallas Cowboys,DAL,Dallas Cowboys,DAL,DEF
54.0,16.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,14.0,,,,,,,,,,,338.0,4648.0,,,,Baltimore Ravens,BAL,Baltimore Ravens,BAL,DEF
55.0,15.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,17.0,,,,,,,,,,,365.0,5164.0,,,,Buffalo Bills,BUF,Buffalo Bills,BUF,DEF
56.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,15.0,,,,,,,,,,,405.0,4965.0,,,,Miami Dolphins,MIA,Miami Dolphins,MIA,DEF
42.0,16.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,12.0,,,,,,,,,,,342.0,5104.0,,,,San Francisco 49ers,SF,San Francisco 49ers,SF,DEF
60.0,16.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,12.0,,,,,,,,,,,348.0,4231.0,,,,New York Jets,NYJ,New York Jets,NYJ,DEF
55.0,17.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,12.0,,,,,,,,,,,400.0,4931.0,,,,Cleveland Browns,CLE,Cleveland Browns,CLE,DEF
49.0,12.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,374.0,5179.0,,,,Las Vegas Raiders,LV,Las Vegas Raiders,LV,DEF
42.0,14.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,17.0,,,,,,,,,,,403.0,5484.0,,,,New York Giants,NYG,New York Giants,NYG,DEF
43.0,16.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,14.0,,,,,,,,,,,382.0,5287.0,,,,New Orleans Saints,NO,New Orleans Saints,NO,DEF
54.0,15.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,367.0,5426.0,,,,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,DEF
56.0,12.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,339.0,4501.0,,,,Kansas City Chiefs,KC,Kansas City Chiefs,KC,DEF
72.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,450.0,5158.0,,,,Indianapolis Colts,IND,Indianapolis Colts,IND,DEF
66.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,389.0,5223.0,,,,Houston Texans,HOU,Houston Texans,HOU,DEF
45.0,9.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,18.0,,,,,,,,,,,477.0,5869.0,,,,Denver Broncos,DEN,Denver Broncos,DEN,DEF
50.0,11.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,15.0,,,,,,,,,,,343.0,5173.0,,,,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,DEF
52.0,15.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,14.0,,,,,,,,,,,406.0,5104.0,,,,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,DEF
42.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,16.0,,,,,,,,,,,392.0,5358.0,,,,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,DEF
31.0,15.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,9.0,,,,,,,,,,,378.0,4887.0,,,,Chicago Bears,CHI,Chicago Bears,CHI,DEF
52.0,16.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,390.0,5628.0,,,,Cincinnati Bengals,CIN,Cincinnati Bengals,CIN,DEF
47.0,11.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,409.0,5093.0,,,,Minnesota Vikings,MIN,Minnesota Vikings,MIN,DEF
53.0,12.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,15.0,,,,,,,,,,,392.0,5344.0,,,,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,DEF
51.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,384.0,5509.0,,,,Green Bay Packers,GB,Green Bay Packers,GB,DEF
48.0,16.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,11.0,,,,,,,,,,,432.0,5865.0,,,,Detroit Lions,DET,Detroit Lions,DET,DEF
51.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,12.0,,,,,,,,,,,405.0,5748.0,,,,Seattle Seahawks,SEA,Seattle Seahawks,SEA,DEF
41.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,12.0,,,,,,,,,,,404.0,4783.0,,,,New England Patriots,NE,New England Patriots,NE,DEF
50.0,12.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,10.0,,,,,,,,,,,440.0,4965.0,,,,Atlanta Falcons,ATL,Atlanta Falcons,ATL,DEF
40.0,15.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,9.0,,,,,,,,,,,429.0,5179.0,,,,Los Angeles Rams,LAR,Los Angeles Rams,LAR,DEF
46.0,10.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,12.0,,,,,,,,,,,417.0,5265.0,,,,Tennessee Titans,TEN,Tennessee Titans,TEN,DEF
51.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,13.0,,,,,,,,,,,485.0,5439.0,,,,Washington Commanders,WAS,Washington Commanders,WAS,DEF
45.0,11.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,11.0,,,,,,,,,,,473.0,5632.0,,,,Arizona Cardinals,ARI,Arizona Cardinals,ARI,DEF
40.0,13.0,,,,,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=5,,8.0,,,,,,,,,,,458.0,4974.0,,,,Carolina Panthers,CAR,Carolina Panthers,CAR,DEF
51.24,12.05,9.04,3.21,,137.57,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,333.9,,,,,,,,False,,,111.95-163.19,#1,5436.7,"Baltimore D/ST  BAL D/ST  (D, BAL)",BAL,Baltimore Ravens,BAL,DEF
49.66,11.5,8.87,3.2,,133.93,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,335.6,,,,,,,,False,,,108.5-159.36,#2,5424.4,"Kansas City D/ST  KC D/ST  (D, KC)",KC,Kansas City Chiefs,KC,DEF
60.08,12.28,9.11,2.83,,132.51,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,384.0,,,,,,,,False,,,107.12-157.9,#3,5591.1,"Philadelphia D/ST  PHI D/ST  (D, PHI)",PHI,Philadelphia Eagles,PHI,DEF
46.84,11.54,9.56,3.2,,131.44,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,340.0,,,,,,,,False,,,106.11-156.77,#4,5859.9,"Cincinnati D/ST  CIN D/ST  (D, CIN)",CIN,Cincinnati Bengals,CIN,DEF
43.87,12.15,8.55,3.13,,128.39,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,336.7,,,,,,,,False,,,103.23-153.55,#5,5560.1,"New York Jets D/ST  NYJ D/ST  (D, NYJ)",NYJ,New York Jets,NYJ,DEF
52.09,11.48,9.28,2.81,,126.68,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,368.9,,,,,,,,False,,,101.59-151.77,#6,5762.7,"Pittsburgh D/ST  PIT D/ST  (D, PIT)",PIT,Pittsburgh Steelers,PIT,DEF
43.92,12.11,8.47,3.11,,126.58,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,342.1,,,,,,,,False,,,101.5-151.66,#7,5535.5,"Atlanta D/ST  ATL D/ST  (D, ATL)",ATL,Atlanta Falcons,ATL,DEF
47.04,11.11,9.16,2.9,,123.47,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,359.4,,,,,,,,False,,,98.54-148.4,#8,5662.7,"Los Angeles Chargers D/ST  LAC D/ST  (D, LAC)",LAC,Los Angeles Chargers,LAC,DEF
45.32,12.8,7.95,3.02,,122.92,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,361.5,,,,,,,,False,,,98.02-147.82,#9,5732.1,"San Francisco D/ST  SF D/ST  (D, SF)",SF,San Francisco 49ers,SF,DEF
51.19,11.38,8.78,2.81,,122.49,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,378.3,,,,,,,,False,,,97.6-147.38,#10,5732.1,"Tampa Bay D/ST  TB D/ST  (D, TB)",TB,Tampa Bay Buccaneers,TB,DEF
47.1,11.94,8.64,2.89,,120.81,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,373.8,,,,,,,,False,,,96-145.62,#11,5697.7,"Dallas D/ST  DAL D/ST  (D, DAL)",DAL,Dallas Cowboys,DAL,DEF
48.25,11.83,8.94,2.83,,120.14,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,381.5,,,,,,,,False,,,95.37-144.91,#12,5797.7,"Miami D/ST  MIA D/ST  (D, MIA)",MIA,Miami Dolphins,MIA,DEF
47.94,11.91,9.3,2.79,,119.6,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,383.1,,,,,,,,False,,,94.85-144.35,#13,5633.7,"New Orleans D/ST  NO D/ST  (D, NO)",NE,New England Patriots,NE,DEF
45.57,11.42,8.31,2.82,,118.05,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,370.0,,,,,,,,False,,,93.38-142.72,#14,5519.0,"Cleveland D/ST  CLE D/ST  (D, CLE)",CLE,Cleveland Browns,CLE,DEF
48.78,11.71,8.9,2.78,,117.37,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,390.8,,,,,,,,False,,,92.75-141.99,#15,5899.7,"Houston D/ST  HOU D/ST  (D, HOU)",HOU,Houston Texans,HOU,DEF
47.89,11.36,8.39,2.82,,116.46,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,386.8,,,,,,,,False,,,91.87-141.05,#16,5832.2,"Buffalo D/ST  BUF D/ST  (D, BUF)",BUF,Buffalo Bills,BUF,DEF
57.79,11.37,8.7,2.43,,115.57,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,424.3,,,,,,,,False,,,91.01-140.13,#17,5721.3,"Washington D/ST  WSH D/ST  (D, WSH)",WAS,Washington Commanders,WAS,DEF
46.08,11.33,8.83,2.68,,114.89,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,385.3,,,,,,,,False,,,90.37-139.41,#18,5768.5,"Las Vegas D/ST  LV D/ST  (D, LV)",LV,Las Vegas Raiders,LV,DEF
47.85,12.16,8.03,2.79,,114.46,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,394.3,,,,,,,,False,,,89.98-138.94,#19,5920.9,"Green Bay D/ST  GB D/ST  (D, GB)",TB,Tampa Bay Buccaneers,TB,DEF
47.46,11.63,8.41,2.72,,113.91,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,393.2,,,,,,,,False,,,89.44-138.38,#20,5836.2,"Indianapolis D/ST  IND D/ST  (D, IND)",IND,Indianapolis Colts,IND,DEF
45.39,11.82,9.13,2.56,,111.48,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,400.2,,,,,,,,False,,,87.14-135.82,#21,5763.7,"New York Giants D/ST  NYG D/ST  (D, NYG)",NYG,New York Giants,NYG,DEF
46.24,10.95,8.86,2.63,,111.27,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,395.5,,,,,,,,False,,,86.93-135.61,#22,5917.4,"Denver D/ST  DEN D/ST  (D, DEN)",DEN,Denver Broncos,DEN,DEF
39.92,12.31,8.38,2.84,,110.2,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,386.3,,,,,,,,False,,,85.91-134.49,#23,5821.9,"Chicago D/ST  CHI D/ST  (D, CHI)",CHI,Chicago Bears,CHI,DEF
45.49,12.39,8.02,2.66,,109.25,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,406.5,,,,,,,,False,,,85.02-133.48,#24,5815.8,"Los Angeles Rams D/ST  LA D/ST  (D, LA)",LAR,Los Angeles Rams,LAR,DEF
43.01,12.87,8.07,2.72,,109.07,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,402.9,,,,,,,,False,,,84.85-133.29,#25,6055.9,"Detroit D/ST  DET D/ST  (D, DET)",DET,Detroit Lions,DET,DEF
44.62,11.66,8.46,2.62,,108.16,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,405.2,,,,,,,,False,,,83.97-132.35,#26,5866.7,"Jacksonville D/ST  JAC D/ST  (D, JAC)",JAX,Jacksonville Jaguars,JAX,DEF
47.4,11.94,8.51,2.56,,107.92,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,418.7,,,,,,,,False,,,83.74-132.1,#27,5924.4,"Seattle D/ST  SEA D/ST  (D, SEA)",SEA,Seattle Seahawks,SEA,DEF
38.93,12.66,8.16,2.66,,106.19,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,396.7,,,,,,,,False,,,82.09-130.29,#28,6116.0,"Arizona D/ST  ARI D/ST  (D, ARI)",ARI,Arizona Cardinals,ARI,DEF
46.34,11.4,8.1,2.5,,105.35,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,416.0,,,,,,,,False,,,81.3-129.4,#29,5821.4,"Minnesota D/ST  MIN D/ST  (D, MIN)",MIN,Minnesota Vikings,MIN,DEF
40.8,11.53,8.59,2.53,,104.78,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,402.8,,,,,,,,False,,,80.76-128.8,#30,5993.3,"Tennessee D/ST  TEN D/ST  (D, TEN)",TEN,Tennessee Titans,TEN,DEF
35.89,11.52,8.56,2.46,,95.7,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,415.0,,,,,,,,False,,,72.13-119.27,#31,5682.8,"Carolina D/ST  CAR D/ST  (D, CAR)",CAR,Carolina Panthers,CAR,DEF
36.19,11.44,7.94,2.43,,93.06,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/d,,,,420.3,,,,,,,,False,,,69.63-116.49,#32,5865.7,"New England D/ST  NE D/ST  (D, NE)",NE,New England Patriots,NE,DEF
