rush_att,rush_yd,rush_td,rec_tgt,rec_rcpt,rec_yd,rec_td,fumbles_lost,fpts,source,source_url,gp,rush_yd_per_rsh,rec_yd_per_game,rec_yd_per_rcpt,fp_per_game,fpts_halfppr_adjust,pass_yd,pass_td,pass_int,rec_yds,fpts_ci,rank_overall,rank_pos,src_player_name,sleeper_id,full_name,team,position
16.2,93.0,0.0,25.7,20.2,136.0,0.1,0.0,33.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Ameer Abdullah,2359,Ameer Abdullah,LV,RB
43.0,141.0,0.5,12.1,9.7,109.0,0.0,0.0,32.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Malik Davis,8800,Malik Davis,DAL,RB
69.3,309.0,0.0,5.0,3.3,19.0,0.0,1.6,31.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Chris Rodriguez,10219,Chris Rodriguez,WAS,RB
51.5,199.0,0.0,16.5,13.6,61.0,0.0,1.0,30.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Avery Williams,7809,Avery Williams,ATL,RB
42.1,214.0,0.0,10.4,8.4,46.0,0.0,0.0,30.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Emanuel Wilson,11435,Emanuel Wilson,GB,RB
79.0,222.0,0.0,12.8,9.0,37.0,0.0,1.0,28.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Joshua Kelley,7045,Joshua Kelley,,RB
29.6,109.0,2.0,3.0,3.0,34.0,0.0,0.0,28.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Kevin Harris,8174,Kevin Harris,NE,RB
35.0,124.0,0.7,11.0,7.3,28.0,0.8,0.0,27.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Cordarrelle Patterson,1535,Cordarrelle Patterson,PIT,RB
41.1,133.0,0.6,18.6,10.4,55.0,0.0,0.0,27.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Dare Ogunbowale,4718,Dare Ogunbowale,HOU,RB
37.7,133.0,0.5,9.1,8.1,66.0,0.0,0.0,26.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Kendre Miller,9757,Kendre Miller,NO,RB
46.3,103.0,0.0,25.8,15.8,87.0,0.0,0.4,26.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Israel Abanikanda,9227,Israel Abanikanda,NYJ,RB
6.2,4.0,1.2,15.3,10.2,65.0,1.5,1.4,25.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Andrew Beck,6323,Andrew Beck,HOU,RB
34.4,139.0,0.0,10.4,7.7,68.0,0.0,0.0,24.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Isaac Guerendo,11651,Isaac Guerendo,SF,RB
34.4,86.0,0.0,10.0,6.9,121.0,0.0,0.0,24.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,D'Ernest Johnson,6694,D'Ernest Johnson,JAX,RB
47.7,179.0,0.0,11.8,7.4,57.0,0.1,2.5,23.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Rasheen Ali,11570,Rasheen Ali,BAL,RB
20.1,59.0,0.4,11.7,10.2,65.0,0.0,0.0,22.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Raheem Blackshear,8255,Raheem Blackshear,CAR,RB
50.3,154.0,0.0,7.9,6.9,33.0,0.0,0.0,22.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Ronnie Rivers,8195,Ronnie Rivers,LAR,RB
30.9,109.0,0.0,10.3,5.9,43.0,0.6,0.0,22.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Carson Steele,11582,Carson Steele,KC,RB
38.2,117.0,0.0,12.7,10.0,50.0,0.0,0.0,21.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Chase Edmonds,5000,Chase Edmonds,TB,RB
22.0,76.0,0.0,13.0,11.6,66.0,0.0,0.0,20.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Hassan Haskins,8123,Hassan Haskins,TEN,RB
7.2,31.0,0.8,13.7,11.2,63.0,0.0,0.0,19.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,C.J. Ham,507,C.J. Spiller,,RB
4.4,10.0,0.0,10.5,6.1,76.0,1.3,0.0,19.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Patrick Ricard,6311,Patrick Laird,,RB
41.1,77.0,0.0,15.7,10.4,63.0,0.0,0.0,19.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Deuce Vaughn,9505,Deuce Vaughn,DAL,RB
35.5,79.0,0.0,9.4,9.4,53.0,0.0,0.0,18.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Isaiah Spiller,8153,Isaiah Spiller,LAC,RB
21.5,108.0,0.0,15.1,6.3,39.0,0.0,0.0,17.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Tyler Goodson,8207,Tyler Goodson,IND,RB
47.8,87.0,0.0,7.0,5.8,56.0,0.0,0.0,17.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Zonovan Knight,8122,Zonovan Knight,DET,RB
24.4,65.0,0.0,15.7,12.1,46.0,0.0,0.0,17.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Eric Gray,10223,Eric Gray,NYG,RB
22.4,96.0,0.0,9.6,8.0,27.0,0.0,0.0,16.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Trayveon Williams,6144,Trayveon Williams,CIN,RB
29.1,117.0,0.0,5.6,3.3,21.0,0.0,0.0,15.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Patrick Taylor,6963,Patrick Taylor,SF,RB
30.4,109.0,0.0,7.0,3.8,20.0,0.0,0.0,14.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Will Shipley,11577,Will Shipley,PHI,RB
25.3,79.0,0.3,6.4,4.3,23.0,0.0,0.0,14.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Nyheim Hines,5347,Nyheim Hines,CLE,RB
25.8,99.0,0.2,3.7,2.2,19.0,0.0,0.0,14.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Darrynton Evans,7064,Darrynton Evans,BUF,RB
35.6,76.0,0.0,13.9,12.2,33.0,0.9,4.7,13.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Deon Jackson,7551,Deon Jackson,NYJ,RB
24.7,111.0,0.0,2.4,1.4,11.0,0.0,0.0,12.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Jeremy McNichols,4219,Jeremy McNichols,WAS,RB
14.6,30.0,0.0,6.2,6.2,63.0,0.0,0.0,12.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Julius Chestnut,8254,Julius Chestnut,TEN,RB
19.8,60.0,0.0,5.6,2.8,45.0,0.0,0.0,11.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Boston Scott,5122,Boston Scott,LAR,RB
15.3,45.0,0.1,14.8,7.7,37.0,0.0,1.2,10.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Jordan Mims,11378,Jordan Mims,NO,RB
2.3,11.0,0.0,2.8,1.4,28.0,0.7,0.0,8.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Marlon Mack,4152,Marlon Mack,,RB
8.9,31.0,0.0,11.8,4.1,27.0,0.0,0.0,7.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Travis Homer,6012,Travis Homer,CHI,RB
9.1,41.0,0.0,4.7,3.5,20.0,0.0,0.0,7.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Kenny McIntosh,10216,Kenny McIntosh,SEA,RB
7.7,30.0,0.0,11.3,3.9,24.0,0.0,0.0,7.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,JaMycal Hasty,6996,JaMycal Hasty,NE,RB
17.1,35.0,0.0,4.3,3.7,15.0,0.0,0.0,6.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Keaontay Ingram,8221,Keaontay Ingram,KC,RB
11.1,24.0,0.0,4.1,3.4,26.0,0.0,0.0,6.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Kene Nwangwu,7720,Kene Nwangwu,MIN,RB
4.3,12.0,0.0,6.0,4.8,26.0,0.0,0.0,6.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Mike Boone,5209,Mike Boone,CAR,RB
4.5,24.0,0.0,4.1,3.5,19.0,0.0,0.0,6.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Jase McClellan,11590,Jase McClellan,ATL,RB
31.8,32.0,0.0,3.8,3.0,9.0,0.0,0.0,5.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Sean Tucker,9506,Sean Tucker,TB,RB
6.3,10.0,0.0,8.1,5.3,10.0,0.0,0.0,4.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Jaylen Wright,11643,Jaylen Wright,MIA,RB
20.0,40.0,0.0,3.3,3.3,13.0,0.0,1.2,4.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Jaret Patterson,7537,Jaret Patterson,LAC,RB
5.0,16.0,0.0,3.9,3.1,9.0,0.0,0.0,4.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,DeeJay Dallas,6931,DeeJay Dallas,ARI,RB
2.2,4.0,0.0,3.0,3.0,13.0,0.0,0.0,3.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Reggie Gilliam,7204,Reggie Gilliam,BUF,RB
4.6,17.0,0.0,0.4,0.4,3.0,0.0,0.0,2.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Damien Williams,1833,Damien Williams,,RB
4.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Tyrion Davis-Price,8211,Tyrion Davis-Price,PHI,RB
4.5,14.0,0.0,0.9,0.0,0.0,0.0,0.0,1.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Dylan Laube,11574,Dylan Laube,LV,RB
8.1,12.0,0.0,3.0,0.0,0.0,0.0,0.0,1.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Blake Watson,11568,Blake Watson,DEN,RB
0.0,0.0,0.0,5.7,1.1,4.0,0.0,0.0,0.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Troy Hairston,8820,Troy Hairston,HOU,RB
6.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Eno Benjamin,6951,Eno Benjamin,,RB
0.9,-0.4,0.0,1.7,0.8,3.0,0.0,0.0,0.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Jonathan Ward,7087,Jonathan Ward,PIT,RB
6.5,4.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Myles Gaskin,5980,Myles Gaskin,MIN,RB
6.7,4.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,DeWayne McBride,9512,DeWayne McBride,MIN,RB
2.6,3.0,0.0,1.7,0.0,0.0,0.0,0.0,0.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Kimani Vidal,11647,Kimani Vidal,LAC,RB
0.2,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Dante Miller,11654,Dante Miller,NYG,RB
3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Zach Evans,9222,Zach Evans,LAR,RB
0.2,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Elijah Dotson,11114,Elijah Dotson,LAC,RB
7.8,-2.6,0.0,0.3,0.3,2.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Isaiah Davis,11571,Isaiah Davis,NYJ,RB
0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Lamical Perine,6908,La'Mical Perine,PIT,RB
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Dwayne Washington,3391,Dwayne Washington,DEN,RB
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,George Holani,12048,George Holani,SEA,RB
0.2,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Gary Brightwell,7529,Gary Brightwell,JAX,RB
0.1,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Austin Walter,6553,Austin Walter,,RB
0.1,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Brittain Brown,8423,Brittain Brown,LV,RB
1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=2&scoring=18&League=-1&uid=4&uid2=&printable=,,,,,,,,,,,,,,Keilan Robinson,11773,Keilan Robinson,JAX,RB
261.0,1260.0,11.0,89.0,71.0,614.0,7.0,2,310.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.8,36.1,8.7,16.2,True,,,,,,,,Christian McCaffrey,4034,Christian McCaffrey,SF,RB
282.0,1217.0,14.0,76.0,53.0,400.0,6.0,2,288.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.3,23.5,7.6,15.4,True,,,,,,,,Saquon Barkley,4866,Saquon Barkley,PHI,RB
217.0,932.0,9.0,95.0,75.0,646.0,8.0,1,277.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.3,38.0,8.6,14.1,True,,,,,,,,Breece Hall,8155,Breece Hall,NYJ,RB
228.0,1111.0,6.0,102.0,69.0,604.0,8.0,3,267.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.9,35.5,8.8,13.7,True,,,,,,,,Bijan Robinson,9509,Bijan Robinson,ATL,RB
304.0,1386.0,12.0,43.0,34.0,271.0,2.0,1,248.0,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.6,15.9,8.0,13.6,True,,,,,,,,Jonathan Taylor,6813,Jonathan Taylor,IND,RB
262.0,1206.0,12.0,52.0,35.0,232.0,3.0,2,230.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.6,13.6,6.6,12.5,True,,,,,,,,Kyren Williams,8150,Kyren Williams,LAR,RB
279.0,1289.0,6.0,53.0,43.0,390.0,4.0,2,227.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.6,22.9,9.1,12.1,True,,,,,,,,James Cook,8138,James Cook,BUF,RB
264.0,1299.0,12.0,32.0,25.0,228.0,0.0,1,218.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.9,13.4,9.1,12.1,True,,,,,,,,Derrick Henry,3198,Derrick Henry,BAL,RB
257.0,926.0,10.0,52.0,43.0,362.0,3.0,1,210.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,3.6,21.3,8.4,11.1,True,,,,,,,,Joe Mixon,4018,Joe Mixon,HOU,RB
246.0,905.0,11.0,63.0,50.0,415.0,1.0,1,211.0,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,3.7,24.4,8.3,10.9,True,,,,,,,,Travis Etienne,7543,Travis Etienne,JAX,RB
144.0,903.0,9.0,58.0,41.0,298.0,5.0,1,206.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,6.3,17.5,7.3,10.9,True,,,,,,,,De'Von Achane,9226,De'Von Achane,MIA,RB
275.0,1121.0,11.0,46.0,34.0,284.0,0.0,1,203.0,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.1,16.7,8.4,10.9,True,,,,,,,,Josh Jacobs,5850,Josh Jacobs,GB,RB
231.0,1018.0,11.0,47.0,43.0,257.0,2.0,2,205.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.4,15.1,6.0,10.8,True,,,,,,,,Isiah Pacheco,8205,Isiah Pacheco,KC,RB
197.0,953.0,10.0,86.0,63.0,422.0,1.0,2,213.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.8,24.8,6.7,10.7,True,,,,,,,,Jahmyr Gibbs,9221,Jahmyr Gibbs,DET,RB
223.0,865.0,8.0,61.0,54.0,446.0,3.0,2,203.0,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,3.9,26.2,8.3,10.4,True,,,,,,,,Rachaad White,8136,Rachaad White,TB,RB
220.0,858.0,12.0,37.0,29.0,244.0,1.0,1,184.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,3.9,14.4,8.4,10.0,True,,,,,,,,Kenneth Walker III,8151,Kenneth Walker,SEA,RB
214.0,962.0,8.0,45.0,37.0,249.0,3.0,1,185.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.5,14.6,6.7,9.8,True,,,,,,,,James Conner,4137,James Conner,ARI,RB
260.0,1230.0,5.0,42.0,33.0,227.0,0.0,2,172.5,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.7,13.4,6.9,9.2,True,,,,,,,,Zamir White,8139,Zamir White,LV,RB
230.0,968.0,10.0,32.0,24.0,183.0,0.0,1,167.0,CBS,https://www.cbssports.com/fantasy/football/stats/RB/2024/restofseason/projections/nonppr/,17.0,4.2,10.8,7.6,9.1,True,,,,,,,,David Montgomery,5892,David Montgomery,DET,RB
