xp_made,xp_att,fg_made,fg_att,fg_1_19_made,fg_20_29_made,fg_30_39_made,fg_40_49_made,fg_50_made,fg_miss,fpts,source,source_url,gp,fg_longest,fg_1_19_att,fg_20_29_att,fg_30_39_att,fg_40_49_att,fg_50_att,fp_per_game,fpts_halfppr_adjust,fg_1_39_made,fg_1_39_att,fg_0_19_made,fpts_ci,rank_pos,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_plus,src_player_name,sleeper_id,full_name,team,position
29,,26.0,31.0,,,,,,,107.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Anders Carlson,11008,Anders Carlson,GB,K
29,,24.0,29.0,,,,,,,101.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Chad Ryland,10955,Chad Ryland,NE,K
21,,15.0,18.0,,,,,,,66.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,John Parker Romo,8670,John Parker Romo,,K
7,,3.0,4.0,,,,,,,16.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Mason Crosby,59,Mason Crosby,,K
6,,3.0,4.0,,,,,,,15.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Brett Maher,4958,Brett Maher,,K
5,,3.0,4.0,,,,,,,14.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Randy Bullock,1099,Randy Bullock,,K
4,,2.0,3.0,,,,,,,10.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Austin Seibert,6219,Austin Seibert,NYJ,K
19,,12.0,14.0,,,,,,,55.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Riley Patterson,7922,Riley Patterson,WAS,K
3,,2.0,3.0,,,,,,,9.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Matt Ammendola,7617,Matt Ammendola,,K
2,,2.0,2.0,,,,,,,8.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Matthew Wright,6268,Matthew Wright,PIT,K
37.32,,32.91,35.92,,,,,,,156.07,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,137.68-174.46,#1,0.58,7.56,9.12,11.1,4.5,"Nick Folk  N. Folk  (K, TEN)",650,Nick Folk,TEN,K
45.11,,30.53,33.83,,,,,,,154.18,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,136.6-171.76,#2,0.4,8.02,8.19,10.14,3.71,"Jake Elliott  J. Elliott  (K, PHI)",4195,Jake Elliott,PHI,K
51.19,,29.07,33.88,,,,,,,152.77,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,135.45-170.09,#3,0.4,8.02,9.9,7.35,3.43,"Brandon Aubrey  B. Aubrey  (K, DAL)",11533,Brandon Aubrey,DAL,K
34.73,,33.17,36.19,,,,,,,152.49,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,131.67-173.31,#4,0.28,8.83,10.75,8.42,4.9,"Cameron Dicker  C. Dicker  (K, LAC)",8259,Cameron Dicker,LAC,K
38.76,,31.25,35.3,,,,,,,149.48,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,132.21-166.75,#5,0.4,6.95,11.14,8.55,4.21,"Cairo Santos  C. Santos  (K, CHI)",2020,Cairo Santos,CHI,K
35.85,,31.56,34.73,,,,,,,147.18,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,127.39-166.97,#6,0.44,7.62,10.23,9.68,3.57,"Ka'imi Fairbairn  K. Fairbairn  (K, HOU)",3451,Ka'imi Fairbairn,HOU,K
45.52,,28.95,34.81,,,,,,,146.45,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,129.46-163.44,#7,0.24,8.96,8.58,8.13,2.99,"Harrison Butker  H. Butker  (K, KC)",4227,Harrison Butker,KC,K
51.24,,26.63,31.35,,,,,,,144.39,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,127.85-160.93,#8,0.59,9.81,6.42,6.37,3.46,"Jason Sanders  J. Sanders  (K, MIA)",5119,Jason Sanders,MIA,K
28.38,,32.35,36.0,,,,,,,143.33,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,123.64-163.02,#9,0.26,7.03,9.29,9.37,5.53,"Eddy Pineiro  E. Pineiro  (K, CAR)",5189,Eddy Pineiro,CAR,K
38.43,,30.01,36.28,,,,,,,142.53,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,125.04-160.02,#10,0.7,10.35,7.82,8.27,2.89,"Evan McPherson  E. McPherson  (K, CIN)",7839,Evan McPherson,CIN,K
32.32,,30.94,36.63,,,,,,,141.77,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,124.52-159.02,#11,0.22,9.31,8.78,8.76,3.87,"Dustin Hopkins  D. Hopkins  (K, CLE)",1348,Dustin Hopkins,CLE,K
33.68,,30.46,35.29,,,,,,,140.6,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,122.57-158.63,#12,0.04,8.14,9.65,9.65,2.96,"Matt Prater  M. Prater  (K, ARI)",17,Matt Prater,ARI,K
47.33,,27.62,33.17,,,,,,,139.82,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,125.87-153.77,#13,0.48,10.04,9.58,5.51,2.05,"Justin Tucker  J. Tucker  (K, BAL)",1264,Justin Tucker,BAL,K
43.05,,27.96,33.37,,,,,,,139.3,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,122.63-155.97,#14,0.26,8.27,9.64,7.33,2.48,"Jason Myers  J. Myers  (K, SEA)",2747,Jason Myers,SEA,K
50.71,,26.02,31.88,,,,,,,137.95,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,125.61-150.29,#15,0.3,10.44,7.87,5.83,1.63,"Tyler Bass  T. Bass  (K, BUF)",7042,Tyler Bass,BUF,K
36.43,,29.16,34.5,,,,,,,137.64,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,120.62-154.66,#16,0.4,8.73,9.56,7.04,3.37,"Chase McLaughlin  C. McLaughlin  (K, TB)",6650,Chase McLaughlin,TB,K
50.82,,25.14,32.6,,,,,,,136.97,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,120.54-153.4,#17,0.36,8.09,8.16,6.26,2.22,"Greg Joseph  G. Joseph  (K, GB)",5272,Greg Joseph,GB,K
38.4,,28.31,32.8,,,,,,,136.67,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,118.4-154.94,#18,0.3,8.45,8.44,9.02,2.1,"Younghoe Koo  Y. Koo  (K, ATL)",4666,Younghoe Koo,ATL,K
42.95,,27.81,31.8,,,,,,,136.64,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,120.05-153.23,#19,0.74,8.47,9.65,7.65,1.32,"Will Reichard  W. Reichard  (K, MIN)",11792,Will Reichard,MIN,K
39.91,,28.08,33.69,,,,,,,136.35,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,117.94-154.76,#20,0.34,9.62,8.33,7.38,2.39,"Blake Grupe  B. Grupe  (K, NO)",11058,Blake Grupe,NO,K
26.16,,30.03,34.15,,,,,,,135.02,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,118.54-151.5,#21,0.26,8.51,6.98,9.87,4.41,"Greg Zuerlein  G. Zuerlein  (K, NYJ)",1266,Greg Zuerlein,NYJ,K
33.17,,28.95,36.15,,,,,,,133.36,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,115.91-150.81,#22,0.2,8.38,9.69,8.21,2.48,"Daniel Carlson  D. Carlson  (K, LV)",5095,Daniel Carlson,LV,K
34.68,,28.45,34.42,,,,,,,132.53,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,113.04-152.02,#23,0.34,9.94,8.32,7.42,2.49,"Matt Gay  M. Gay  (K, IND)",6083,Matt Gay,IND,K
35.08,,28.41,33.62,,,,,,,132.42,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,116.75-148.09,#24,0.34,10.05,8.45,7.55,2.12,"Chris Boswell  C. Boswell  (K, PIT)",1945,Chris Boswell,PIT,K
38.97,,27.12,32.07,,,,,,,131.41,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,115.82-147,#25,0.46,8.21,9.12,7.63,1.69,"Cam Little  C. Little  (K, JAC)",11786,Cam Little,JAX,K
41.08,,26.48,32.18,,,,,,,130.51,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,113.74-147.28,#26,0.38,8.63,9.53,5.76,2.14,"Tanner Brown  T. Brown  (K, LA)",11145,Tanner Brown,LAR,K
46.61,,24.36,30.96,,,,,,,129.04,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,115.07-143.01,#27,0.38,8.33,7.63,6.72,1.32,"Jake Moody  J. Moody  (K, SF)",10937,Jake Moody,SF,K
30.56,,27.74,34.43,,,,,,,127.05,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,111.08-143.02,#28,0.51,7.25,8.71,9.2,2.06,"Graham Gano  G. Gano  (K, NYG)",503,Graham Gano,NYG,K
34.65,,27.03,33.63,,,,,,,126.29,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,110.85-141.73,#29,0.5,9.5,8.7,6.28,2.06,"Wil Lutz  W. Lutz  (K, DEN)",3678,Wil Lutz,DEN,K
32.83,,24.64,31.93,,,,,,,119.66,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,102.3-137.02,#30,0.36,6.81,7.19,7.7,2.55,"Joey Slye  J. Slye  (K, NE)",6528,Joey Slye,NE,K
33.1,,23.59,29.82,,,,,,,112.94,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,96.96-128.92,#31,0.12,7.85,7.65,6.87,1.12,"Cade York  C. York  (K, WSH)",8258,Cade York,CLE,K
0.0,,0.0,0.0,,,,,,,0.0,NumberFire,https://www.numberfire.com/nfl/fantasy/remaining-projections/k,,,,,,,,,False,,,,0-0,#32,0.0,0.0,0.0,0.0,0.0,"Brandon McManus  B. McManus  (K, WSH)",1433,Brandon McManus,,K
