xp_made,xp_att,fg_made,fg_att,fg_1_19_made,fg_20_29_made,fg_30_39_made,fg_40_49_made,fg_50_made,fg_miss,fpts,source,source_url,gp,fg_longest,fg_1_19_att,fg_20_29_att,fg_30_39_att,fg_40_49_att,fg_50_att,fp_per_game,fpts_halfppr_adjust,fg_1_39_made,fg_1_39_att,fg_0_19_made,fpts_ci,rank_pos,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_plus,src_player_name,sleeper_id,full_name,team,position
37.36361864,38.24327705,,,,,,7.550406064,4.682456306,,137.133774019,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.174266326,6.595024192,,,16.64300546,16.87934409,,,,,,,,,Cairo Santos,2020,Cairo Santos,CHI,K
40.54635864,42.33000032,,,,,,7.349418914,4.540544992,,137.055613761,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.142621474,6.572275935,,,16.26372752,16.82112207,,,,,,,,,Younghoe Koo,4666,Younghoe Koo,ATL,K
43.46181331,45.9427202,,,,,,7.220756461,4.450126329,,137.898530796,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.117116744,6.553941574,,,16.01935813,16.774197,,,,,,,,,Jake Bates,11539,Jake Bates,DET,K
35.97465083,36.92301976,,,,,,7.536973711,4.671692647,,135.48203916900002,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.187902211,6.6048265,,,16.6223812,16.90443218,,,,,,,,,Dustin Hopkins,1348,Dustin Hopkins,CLE,K
37.44097456,38.92567598,,,,,,7.408160273,4.580537626,,134.8513078,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.17012627,6.592048066,,,16.38005186,16.87172698,,,,,,,,,Matt Gay,6083,Matt Gay,IND,K
34.45831394,35.41151589,,,,,,7.532583049,4.667848465,,133.868392862,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.196370679,6.610914154,,,16.61684267,16.92001296,,,,,,,,,Eddy Pineiro,5189,Eddy Pineiro,CAR,K
35.59660336,36.89943582,,,,,,7.445859336,4.606464865,,133.59436802599998,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.184568425,6.602429971,,,16.45374392,16.89829849,,,,,,,,,Chase McLaughlin,6650,Chase McLaughlin,TB,K
38.812766,41.45649848,,,,,,7.158823014,4.402785137,,132.118085847,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.151827978,6.578894134,,,15.9158192,16.83806073,,,,,,,,,Jason Sanders,5119,Jason Sanders,MIA,K
33.31333323,33.99319717,,,,,,7.661154789,4.759399827,,134.491555467,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.207128539,6.618647562,,,16.77040783,16.93980589,,,,,,,,,Nick Folk,650,Nick Folk,TEN,K
35.7968179,38.1534938,,,,,,7.195156862,4.427039354,,129.642571607,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.174784352,6.595396581,,,15.98955285,16.88029719,,,,,,,,,Jason Myers,2747,Jason Myers,SEA,K
31.5557467,32.6869841,,,,,,7.465231361,4.619094414,,129.831070046,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.200525915,6.613901191,,,16.49417129,16.927658,,,,,,,,,Matt Prater,17,Matt Prater,ARI,K
31.55615143,32.77754577,,,,,,7.454628222,4.610083736,,129.606037141,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.217618994,6.626188743,,,16.47978919,16.95910683,,,,,,,,,Chris Boswell,1945,Chris Boswell,PIT,K
39.593686,43.30026945,,,,,,6.948839031,4.252924792,,129.436188053,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.138421877,6.569257007,,,15.52545811,16.81339541,,,,,,,,,Tyler Bass,7042,Tyler Bass,BUF,K
29.6615194,30.66004565,,,,,,7.510208043,4.64880973,,128.595026938,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.232738562,6.637057614,,,16.58658245,16.98692468,,,,,,,,,Daniel Carlson,5095,Daniel Carlson,LV,K
39.33912286,42.02897742,,,,,,7.152671011,4.398784279,,132.556645834,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.146638121,6.575163347,,,15.90294396,16.82851213,,,,,,,,,Joshua Karty,11789,Joshua Karty,LAR,K
38.37935108,41.66489721,,,,,,7.019228329,4.302598727,,129.362969533,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.149823895,6.577453476,,,15.65838383,16.8343735,,,,,,,,,Anders Carlson,11008,Anders Carlson,GB,K
31.57858887,33.73780862,,,,,,7.203038709,4.42975965,,125.452531267,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.211046942,6.62146435,,,16.01492936,16.94701519,,,,,,,,,Will Reichard,11792,Will Reichard,MIN,K
33.63436667,35.93415242,,,,,,7.185665253,4.419075238,,127.281888687,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.188830247,6.605493629,,,15.97630196,16.90613964,,,,,,,,,Cam Little,11786,Cam Little,JAX,K
32.47934835,34.90095039,,,,,,7.145082611,4.388971134,,125.417634482,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.200289083,6.613730942,,,15.90507214,16.92722226,,,,,,,,,Blake Grupe,11058,Blake Grupe,NO,K
27.2014781,28.92511455,,,,,,7.27118036,4.475901664,,122.111915871,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.246038077,6.64661812,,,16.15079402,17.0113939,,,,,,,,,Graham Gano,503,Graham Gano,NYG,K
28.90342191,31.38318696,,,,,,7.079339367,4.339289525,,120.660748392,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.230097061,6.635158741,,,15.79305325,16.9820647,,,,,,,,,Wil Lutz,3678,Wil Lutz,DEN,K
26.81641401,29.90542677,,,,,,6.863804858,4.183415595,,114.947472258,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.241601648,6.643428942,,,15.39995062,17.0032315,,,,,,,,,Chad Ryland,10955,Chad Ryland,NE,K
28.69146864,30.90111062,,,,,,7.149033018,4.389349067,,121.609349399,ESPN,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2024/segments/0/leaguedefaults/1?scoringPeriodId=0&view=kona_player_info,,,,,,9.23059589,6.63551733,,,15.92142924,16.98298247,,,,,,,,,Cade York,8258,Cade York,CLE,K
51,,,,,8,10,7,5,,151.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Harrison Butker K - KC,4227,Harrison Butker,KC,K
48,,,,,8,9,9,5,,151.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Justin Tucker K - BAL,1264,Justin Tucker,BAL,K
48,,,,,9,9,7,5,,148.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Brandon Aubrey K - DAL,11533,Brandon Aubrey,DAL,K
48,,,,,7,8,9,5,,145.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Evan McPherson K - CIN,7839,Evan McPherson,CIN,K
39,,,,,8,9,7,6,,141.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Younghoe Koo K - ATL,4666,Younghoe Koo,ATL,K
40,,,,,7,9,8,5,,137.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Cameron Dicker K - LAC,8259,Cameron Dicker,LAC,K
48,,,,,7,9,7,4,,137.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Jake Moody K - SF,10937,Jake Moody,SF,K
40,,,,,7,9,8,5,,137.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Greg Zuerlein K - NYJ,1266,Greg Zuerlein,NYJ,K
47,,,,,7,9,7,4,,136.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Ka'imi Fairbairn K - HOU,3451,Ka'imi Fairbairn,HOU,K
44,,,,,7,9,7,4,,133.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Tyler Bass K - BUF,7042,Tyler Bass,BUF,K
36,,,,,8,9,7,5,,133.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Daniel Carlson K - LV,5095,Daniel Carlson,LV,K
41,,,,,7,9,8,4,,133.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Dustin Hopkins K - CLE Q,1348,Dustin Hopkins,CLE,K
38,,,,,7,9,7,5,,132.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Blake Grupe K - NO,11058,Blake Grupe,NO,K
38,,,,,7,9,7,5,,132.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Jason Myers K - SEA,2747,Jason Myers,SEA,K
46,,,,,7,8,7,4,,132.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Jason Sanders K - MIA,5119,Jason Sanders,MIA,K
41,,,,,7,8,8,4,,130.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Jake Elliott K - PHI,4195,Jake Elliott,PHI,K
35,,,,,7,9,7,5,,129.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Chris Boswell K - PIT,1945,Chris Boswell,PIT,K
35,,,,,7,9,7,5,,129.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Matt Gay K - IND,6083,Matt Gay,IND,K
35,,,,,7,9,7,5,,129.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Chase McLaughlin K - TB,6650,Chase McLaughlin,TB,K
35,,,,,7,9,7,5,,129.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Matt Prater K - ARI,17,Matt Prater,ARI,K
33,,,,,7,9,7,5,,127.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Nick Folk K - TEN,650,Nick Folk,TEN,K
33,,,,,7,9,7,5,,127.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Graham Gano K - NYG,503,Graham Gano,NYG,K
43,,,,,7,8,8,3,,127.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,16,,,,,,,,False,,,-,,,,,,,,Joshua Karty K - LAR,11789,Joshua Karty,LAR,K
37,,,,,7,8,8,4,,126.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Cairo Santos K - CHI,2020,Cairo Santos,CHI,K
42,,,,,7,7,7,4,,125.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,16,,,,,,,,False,,,-,,,,,,,,Anders Carlson K - GB View News,11008,Anders Carlson,GB,K
36,,,,,7,8,7,4,,122.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Wil Lutz K - DEN,3678,Wil Lutz,DEN,K
40,,,,,6,9,7,3,,121.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,16,,,,,,,,False,,,-,,,,,,,,Will Reichard K - MIN,11792,Will Reichard,MIN,K
32,,,,,7,8,8,4,,121.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,16,,,,,,,,False,,,-,,,,,,,,Cade York K - WAS,8258,Cade York,CLE,K
33,,,,,7,8,7,4,,119.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,16,,,,,,,,False,,,-,,,,,,,,Chad Ryland K - NE View News,10955,Chad Ryland,NE,K
40,,,,,6,9,6,3,,118.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,16,,,,,,,,False,,,-,,,,,,,,Cam Little K - JAX,11786,Cam Little,JAX,K
43,,,,,5,7,7,3,,115.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,15,,,,,,,,False,,,-,,,,,,,,Jake Bates K - DET,11539,Jake Bates,DET,K
34,,,,,6,8,6,4,,114.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,17,,,,,,,,False,,,-,,,,,,,,Eddy Pineiro K - CAR Q View News,5189,Eddy Pineiro,CAR,K
17,,,,,3,4,4,1,,55.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,8,,,,,,,,False,,,-,,,,,,,,Ramiz Ahmed K,7105,Ramiz Ahmed,WAS,K
12,,,,,2,3,2,1,,38.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,5,,,,,,,,False,,,-,,,,,,,,Brett Maher K,4958,Brett Maher,,K
11,,,,,2,2,2,1,,34.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,4,,,,,,,,False,,,-,,,,,,,,Tanner Brown K,11145,Tanner Brown,LAR,K
10,,,,,2,2,2,1,,33.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,4,,,,,,,,False,,,-,,,,,,,,Greg Joseph K - GB View News,5272,Greg Joseph,GB,K
10,,,,,2,2,2,1,,33.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,4,,,,,,,,False,,,-,,,,,,,,Joey Slye K - NE View News,6528,Joey Slye,NE,K
9,,,,,1,2,2,1,,29.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,4,,,,,,,,False,,,-,,,,,,,,Brandon McManus K,1433,Brandon McManus,,K
7,,,,,1,2,1,1,,24.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,3,,,,,,,,False,,,-,,,,,,,,Riley Patterson K,7922,Riley Patterson,WAS,K
7,,,,,1,2,1,1,,24.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,3,,,,,,,,False,,,-,,,,,,,,John Parker Romo K,8670,John Parker Romo,,K
-,,,,,-,-,-,-,,0.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,-,,,,,,,,False,,,-,,,,,,,,Mike Badgley K - DET IR,658,Mike Nugent,,K
-,,,,,-,-,-,-,,0.0,NFL,https://fantasy.nfl.com/research/projections?position=7&count=42&sort=projectedPts&statCategory=projectedStats&statSeason=2024&statType=seasonProjectedStats,-,,,,,,,,False,,,-,,,,,,,,Alex Hale K - GB,12438,Alex Hale,GB,K
44,,34.0,37.0,,,,,,,146.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Brandon Aubrey,11533,Brandon Aubrey,DAL,K
41,,34.0,39.0,,,,,,,143.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Justin Tucker,1264,Justin Tucker,BAL,K
40,,33.0,36.0,,,,,,,139.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Harrison Butker,4227,Harrison Butker,KC,K
33,,35.0,38.0,,,,,,,138.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Ka'imi Fairbairn,3451,Ka'imi Fairbairn,HOU,K
46,,30.0,33.0,,,,,,,136.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Jake Elliott,4195,Jake Elliott,PHI,K
35,,33.0,39.0,,,,,,,134.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Jason Myers,2747,Jason Myers,SEA,K
55,,26.0,30.0,,,,,,,133.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Jake Moody,10937,Jake Moody,SF,K
50,,27.0,32.0,,,,,,,131.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Jason Sanders,5119,Jason Sanders,MIA,K
35,,32.0,37.0,,,,,,,131.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Matt Gay,6083,Matt Gay,IND,K
35,,32.0,35.0,,,,,,,131.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Cameron Dicker,8259,Cameron Dicker,LAC,K
31,,33.0,36.0,,,,,,,130.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Cairo Santos,2020,Cairo Santos,CHI,K
33,,32.0,36.0,,,,,,,129.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Greg Zuerlein,1266,Greg Zuerlein,NYJ,K
48,,27.0,32.0,,,,,,,129.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Tyler Bass,7042,Tyler Bass,BUF,K
35,,31.0,35.0,,,,,,,128.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Daniel Carlson,5095,Daniel Carlson,LV,K
35,,31.0,36.0,,,,,,,128.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Younghoe Koo,4666,Younghoe Koo,ATL,K
38,,30.0,36.0,,,,,,,128.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Blake Grupe,11058,Blake Grupe,NO,K
35,,30.0,34.0,,,,,,,125.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Chase McLaughlin,6650,Chase McLaughlin,TB,K
32,,31.0,36.0,,,,,,,125.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Joshua Karty,11789,Joshua Karty,LAR,K
36,,29.0,34.0,,,,,,,123.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Greg Joseph,5272,Greg Joseph,GB,K
33,,30.0,34.0,,,,,,,123.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Will Reichard,11792,Will Reichard,MIN,K
35,,29.0,33.0,,,,,,,122.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Evan McPherson,7839,Evan McPherson,CIN,K
28,,31.0,36.0,,,,,,,121.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Dustin Hopkins,1348,Dustin Hopkins,CLE,K
31,,30.0,35.0,,,,,,,121.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Wil Lutz,3678,Wil Lutz,DEN,K
11,,5.0,6.0,,,,,,,26.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Brandon McManus,1433,Brandon McManus,,K
32,,29.0,32.0,,,,,,,119.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Nick Folk,650,Nick Folk,TEN,K
35,,28.0,33.0,,,,,,,119.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Cam Little,11786,Cam Little,JAX,K
27,,30.0,34.0,,,,,,,117.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Chris Boswell,1945,Chris Boswell,PIT,K
38,,26.0,31.0,,,,,,,116.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Michael Badgley,5230,Michael Badgley,DET,K
33,,27.0,32.0,,,,,,,114.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Graham Gano,503,Graham Gano,NYG,K
33,,27.0,32.0,,,,,,,114.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Matt Prater,17,Matt Prater,ARI,K
24,,29.0,33.0,,,,,,,111.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Eddy Pineiro,5189,Eddy Pineiro,CAR,K
9,,5.0,6.0,,,,,,,24.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Cade York,8258,Cade York,CLE,K
34,,25.0,30.0,,,,,,,109.0,FreeDraftGuide,https://www.freedraftguide.com/football/draft-guide-rankings-provider.php?POS=4,,,,,,,,,,,,,,,,,,,,Joey Slye,6528,Joey Slye,NE,K
