Rank,Player ID,Player Name,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Kick Ret Yds,Fum Lost,Scoring Opps,Pts,pos,source,source_url
47,14871,"Parkinson, Colby",LAR,TE,33.0,4.1,26.2,246.0,1.2,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,4.1,45.1,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
48,13236,"Everett, Gerald",CHI,TE,42.8,6.4,27.9,211.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,6.0,0.0,0.0,0.0,3.6,44.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
49,14984,"Woerner, Charlie",ATL,TE,41.8,2.0,25.6,266.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,1.1,0.5,0.2,0.1,0.0,0.0,0.0,0.4,1.9,42.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
50,13940,"Mundt, Johnny",MIN,TE,27.8,2.9,22.3,246.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,2.9,41.1,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
51,15905,"Quitoriano, Teagan",HOU,TE,28.4,6.7,13.2,208.0,2.2,1.7,0.5,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.6,40.9,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
52,14146,"Sample, Drew",CIN,TE,32.2,3.5,24.9,184.0,1.5,0.0,1.1,0.4,0.0,0.0,0.0,0.7,0.4,0.1,0.1,0.0,0.0,3.0,0.0,2.7,40.1,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
53,15800,"Heyward, Connor",PIT,TE,30.6,3.7,23.7,235.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,7.0,0.0,0.0,0.0,2.6,37.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
54,15796,"Ruckert, Jeremy",NYJ,TE,38.0,2.4,24.4,232.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,1.0,0.0,0.0,0.0,0.6,37.2,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
55,15335,"Farrell, Luke",JAC,TE,26.3,1.7,20.5,259.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,1.7,36.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
56,16706,"Reiman, Tip",ARI,TE,31.6,2.1,23.6,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.6,36.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
57,12677,"Hooper, Austin",NEP,TE,37.4,2.3,25.3,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,0.0,0.0,0.0,0.0,1.4,36.2,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
58,16642,"Stover, Cade",HOU,TE,35.0,3.6,20.8,227.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,0.0,0.0,0.0,0.0,1.0,36.0,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
59,13753,"Akins, Jordan",CLE,TE,31.8,3.6,21.2,199.0,1.0,0.7,0.4,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,1.0,0.0,0.0,0.6,1.8,35.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
60,13994,"Brown, Pharaoh",SEA,TE,33.2,1.0,22.5,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,1.0,35.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
61,15626,"Wright, Brock",DET,TE,22.9,2.4,20.7,160.0,1.3,0.4,0.0,0.9,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.2,34.1,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
62,16220,"Mallory, Will",IND,TE,25.8,1.4,17.2,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,32.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
63,16312,"Whyle, Josh",TEN,TE,33.3,8.1,17.6,186.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.4,32.5,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
64,8269,"Lewis, Marcedes",CHI,TE,9.5,3.3,8.0,62.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.1,31.5,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
65,13680,"Hurst, Hayden",LAC,TE,36.2,3.7,21.1,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.0,0.0,0.0,0.0,2.6,30.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
66,16221,"Schoonmaker, Luke",DAL,TE,24.1,5.0,13.9,127.0,1.8,1.2,0.6,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.7,30.5,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
67,15795,"Kolar, Charlie",BAL,TE,23.6,3.9,16.4,187.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.1,0.0,0.0,0.0,0.0,3.2,28.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
68,16333,"Higgins, Elijah",ARI,TE,24.2,0.9,17.4,171.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,27.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
69,15344,"Bates, John",WAS,TE,30.3,3.1,19.6,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,10.0,0.0,3.1,25.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
70,15041,"Cager, Lawrence",NYG,TE,15.1,3.6,10.7,95.0,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.8,25.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
71,15929,"Kieft, Ko",TBB,TE,21.4,6.0,10.8,82.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,6.0,0.0,2.9,25.2,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
72,12378,"Swaim, Geoff",ARI,TE,18.4,4.0,17.6,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.5,23.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
73,15909,"Mitchell, James",DET,TE,14.9,0.0,14.3,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,23.0,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
74,14875,"Bryant, Harrison",LVR,TE,20.1,4.0,12.6,85.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,3.0,0.0,0.0,0.0,1.3,23.0,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
75,16807,"Holker, Dallin",NOS,TE,22.0,2.2,15.2,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,15.0,0.0,0.0,0.0,1.0,22.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
76,12317,"Uzomah, C.J.",PHI,TE,24.0,6.1,15.7,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.8,21.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
77,16644,"Sinnott, Ben",WAS,TE,36.0,2.7,18.2,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.0,1.0,0.0,10.0,0.0,2.7,21.4,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
78,16643,"Sanders, Ja'Tavion",CAR,TE,32.3,1.4,15.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.4,20.6,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
79,15604,"Zylstra, Shane",DET,TE,15.4,1.3,10.5,74.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,103.0,0.0,1.3,20.4,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
80,12309,"Pruitt, MyCole",PIT,TE,9.2,2.5,7.7,104.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.8,20.2,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
81,13678,"Thomas, Ian",CAR,TE,24.1,3.0,12.1,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.0,19.9,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
82,15803,"Turner, Cole",WAS,TE,16.6,2.5,10.9,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,2.5,19.9,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
83,16216,"Washington, Darnell",PIT,TE,25.3,4.5,15.6,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,6.0,0.0,0.0,0.0,2.1,19.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
84,16113,"Smartt, Stone",LAC,TE,24.9,0.3,15.5,98.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.6,19.5,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
85,15541,"Stoll, Jack",NYG,TE,19.9,2.1,11.8,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.2,19.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
86,15925,"FitzPatrick, John",ATL,TE,23.1,5.5,11.5,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,3.6,17.4,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
87,16723,"Barner, AJ",SEA,TE,18.3,2.5,11.9,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.1,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
88,16000,"Hendershot, Peyton",DAL,TE,19.2,5.3,6.9,42.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,2.0,1.0,18.0,0.0,6.7,16.0,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
89,15563,"Wilcox, Mitchell",NEP,TE,18.5,2.7,12.7,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.4,15.8,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
90,15970,"Krull, Lucas",DEN,TE,18.7,2.1,7.4,101.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1.5,15.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
91,14141,"Smith, Irv",KCC,TE,18.8,3.4,12.7,80.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.7,1.9,14.3,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
92,14868,"Hopkins, Brycen",LAR,TE,14.0,2.0,6.6,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.0,13.5,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
93,15244,"Franks, Feleipe",CAR,TE,18.8,4.3,7.9,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.6,12.7,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
94,16367,"Willis, Brayden",SFO,TE,10.2,3.2,7.3,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.5,TE,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Position=5&scoring=18
