player,team,pos,rec_tgt,rec_rcpt,rec_yd,rec_td,rush_yd,rush_td,fumbles_lost,fpts,source,source_url
Zay Jones,ARI,WR,58.2,32.6,320.0,1.0,34.0,0.3,0.0,59.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Darnell Mooney,ATL,WR,65.3,32.7,406.0,0.0,3.0,0.0,0.0,57.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Mike Williams,NYJ,WR,58.6,29.7,311.0,1.8,10.0,0.0,0.7,57.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
KaVontae Turpin,DAL,WR,23.3,13.9,162.0,3.8,68.0,0.3,0.0,54.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Xavier Gipson,NYJ,WR,50.9,23.9,230.0,0.3,42.0,1.8,0.0,51.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Terrace Marshall,FA,WR,55.4,28.9,339.0,0.0,0.0,0.0,0.0,48.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Trey Palmer,TBB,WR,55.4,29.5,241.0,1.2,32.0,0.0,0.5,48.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Allen Lazard,NYJ,WR,55.7,23.6,300.0,0.7,7.0,0.0,0.0,47.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Kadarius Toney,FA,WR,39.7,29.0,258.0,0.9,19.0,0.0,0.4,46.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Treylon Burks,TEN,WR,58.7,25.6,289.0,0.0,41.0,0.0,0.0,45.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Isaiah Hodgins,FA,WR,32.0,19.5,219.0,2.0,0.0,0.0,0.2,43.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Cedric Tillman,CLE,WR,59.2,26.6,255.0,0.0,16.0,0.0,0.0,40.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
KhaDarel Hodge,ATL,WR,32.0,18.8,308.0,0.0,0.0,0.0,0.0,40.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Bo Melton,GBP,WR,46.8,23.3,242.0,0.3,23.0,0.0,0.0,39.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Van Jefferson,PIT,WR,47.3,23.4,203.0,0.0,16.0,0.8,0.0,38.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Braxton Berrios,MIA,WR,33.3,24.6,238.0,0.2,5.0,0.0,0.0,38.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
David Bell,CLE,WR,32.9,15.7,174.0,1.9,0.0,0.0,0.0,36.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Brandon Powell,MIN,WR,34.2,19.6,198.0,0.8,21.0,0.0,0.0,36.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ronnie Bell,SFO,WR,17.5,7.8,108.0,3.4,0.0,0.0,0.0,35.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Lil'Jordan Humphrey,FA,WR,16.8,12.6,126.0,2.7,0.0,0.0,0.0,35.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Mecole Hardman,KCC,WR,28.9,17.7,185.0,0.9,3.0,0.0,0.0,32.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jalen Brooks,DAL,WR,43.6,22.7,192.0,0.0,18.0,0.0,0.0,32.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Chris Moore,ARI,WR,30.3,14.9,248.0,0.0,-1.2,0.0,0.0,32.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jake Bobo,SEA,WR,28.2,17.1,143.0,0.6,3.0,0.4,0.0,29.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Isaiah Williams,DET,WR,39.2,19.0,206.0,0.0,10.0,0.0,1.2,28.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Donovan Peoples-Jones,FA,WR,31.3,15.9,195.0,0.3,4.0,0.0,0.4,28.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jalen Reagor,NEP,WR,38.4,14.6,193.0,0.0,21.0,0.0,0.0,28.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Tylan Wallace,BAL,WR,34.3,16.9,191.0,0.0,6.0,0.0,0.0,28.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jamal Agnew,JAC,WR,29.7,17.9,210.0,0.2,-1.8,0.0,1.5,28.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Kyle Philips,FA,WR,25.9,16.4,197.0,0.0,0.0,0.0,0.0,27.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Malik Heath,GBP,WR,29.9,15.4,121.0,1.1,0.0,0.0,0.0,27.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
JuJu Smith-Schuster,KCC,WR,30.7,16.1,135.0,0.6,-0.1,0.0,0.0,25.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Daurice Fountain,FA,WR,33.9,15.9,179.0,0.0,9.0,0.0,1.1,24.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Luke McCaffrey,WAS,WR,29.8,17.6,143.0,0.0,7.0,0.0,0.0,23.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jermaine Burton,CIN,WR,23.8,13.0,138.0,0.5,3.0,0.0,0.0,23.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Allen Robinson,FA,WR,28.2,18.5,137.0,0.0,0.0,0.0,0.0,23.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Parris Campbell,FA,WR,35.6,19.5,129.0,0.0,1.0,0.0,0.0,22.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Mack Hollins,BUF,WR,30.5,13.9,156.0,0.0,-0.8,0.0,0.0,22.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ray-Ray McCloud,ATL,WR,24.0,13.8,140.0,0.0,15.0,0.0,0.0,22.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Sterling Shepard,FA,WR,32.0,16.6,119.0,0.0,18.0,0.0,0.0,22.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Velus Jones,CHI,WR,20.7,9.4,97.0,0.0,68.0,0.2,0.0,22.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
John Metchie,HOU,WR,36.5,14.3,132.0,0.0,13.0,0.0,0.0,21.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Steven Sims,HOU,WR,17.3,11.3,114.0,0.0,41.0,0.0,0.0,21.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Byron Pringle,WAS,WR,25.9,12.7,146.0,0.0,0.0,0.0,0.0,20.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ja'Lynn Polk,NEP,WR,31.9,13.3,143.0,0.0,7.0,0.0,0.5,20.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
River Cracraft,MIA,WR,13.0,9.1,123.0,0.5,0.0,0.0,0.0,20.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Marquez Valdes-Scantling,BUF,WR,33.5,12.6,141.0,0.0,0.0,0.0,0.8,18.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Chris Conley,SFO,WR,11.5,6.8,89.0,0.8,0.0,0.0,0.0,17.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Derius Davis,LAC,WR,18.3,13.7,58.0,0.0,40.0,0.0,0.0,16.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Charlie Jones,CIN,WR,15.2,11.1,101.0,0.0,3.0,0.0,0.0,15.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Trent Sherfield,MIN,WR,24.8,8.5,72.0,0.6,0.0,0.0,0.0,14.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Troy Franklin,DEN,WR,23.0,9.7,86.0,0.0,11.0,0.0,0.0,14.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Quez Watkins,FA,WR,11.4,7.9,80.0,0.4,0.0,0.0,0.0,14.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Scotty Miller,PIT,WR,11.6,6.7,71.0,0.4,8.0,0.0,0.0,13.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Xavier Hutchinson,HOU,WR,18.7,7.3,57.0,0.0,41.0,0.0,0.0,13.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jamison Crowder,WAS,WR,11.9,8.9,81.0,0.1,0.0,0.0,0.0,13.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Tim Patrick,FA,WR,20.8,8.8,78.0,0.0,10.0,0.0,0.0,13.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
DJ Turner,LVR,WR,15.2,5.9,58.0,0.0,44.0,0.0,0.0,13.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ihmir Smith-Marsette,CAR,WR,9.6,7.4,35.0,0.0,40.0,0.2,0.0,12.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Deonte Harty,BAL,WR,11.2,6.3,55.0,0.6,4.0,0.0,0.0,12.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ricky Pearsall,SFO,WR,18.3,7.8,74.0,0.0,2.0,0.0,0.0,11.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Adonai Mitchell,IND,WR,20.8,6.2,73.0,0.0,7.0,0.0,0.0,11.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ashton Dulin,IND,WR,12.0,4.4,55.0,0.4,10.0,0.0,0.0,11.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Tom Kennedy,FA,WR,10.8,4.3,86.0,0.0,0.0,0.0,0.0,10.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Marquise Goodwin,CLE,WR,19.4,6.2,45.0,0.0,26.0,0.0,0.0,10.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Tim Jones,JAC,WR,18.7,7.0,67.0,0.0,0.0,0.0,0.0,10.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Roman Wilson,PIT,WR,17.6,7.2,47.0,0.0,17.0,0.0,0.0,10.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ben Skowronek,FA,WR,9.4,5.7,52.0,0.2,5.0,0.0,0.0,9.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ryan Flournoy,DAL,WR,21.3,7.6,55.0,0.0,5.0,0.0,0.0,9.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Tyler Johnson,LAR,WR,15.1,5.4,40.0,0.3,9.0,0.0,0.0,9.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Devin Duvernay,JAC,WR,15.0,6.1,53.0,0.0,10.0,0.0,0.0,9.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
David Moore,CAR,WR,9.0,4.0,51.0,0.3,0.0,0.0,0.0,9.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Deven Thompkins,FA,WR,14.7,7.9,22.0,0.0,39.0,0.0,0.8,8.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jalen Guyton,FA,WR,14.1,5.4,51.0,0.0,4.0,0.0,0.0,8.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Miles Boykin,FA,WR,20.0,7.3,43.0,0.0,0.0,0.0,0.0,7.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Dax Milne,FA,WR,13.9,5.1,38.0,0.0,13.0,0.0,0.0,7.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Bryce Ford-Wheaton,NYG,WR,25.1,6.6,43.0,0.0,0.0,0.0,0.0,7.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Laviska Shenault,SEA,WR,5.1,4.5,26.0,0.0,24.0,0.0,0.0,7.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
D.J. Montgomery,FA,WR,2.4,1.2,24.0,0.6,0.0,0.0,0.0,6.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Maurice Alexander,FA,WR,13.6,5.1,34.0,0.0,5.0,0.0,0.0,6.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Rakim Jarrett,TBB,WR,10.3,4.0,45.0,0.0,-0.5,0.0,0.0,6.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Kristian Wilkerson,FA,WR,8.9,3.8,40.0,0.0,5.0,0.0,0.0,6.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Britain Covey,PHI,WR,10.8,4.8,32.0,0.0,0.0,0.0,0.0,5.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Elijah Cooks,FA,WR,11.8,3.4,39.0,0.0,0.0,0.0,0.0,5.6,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Malik Washington,MIA,WR,9.6,1.5,22.0,0.0,25.0,0.0,0.0,5.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Kameron Johnson,TBB,WR,14.3,4.5,22.0,0.0,7.0,0.0,0.0,5.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Erik Ezukanma,FA,WR,8.3,1.5,20.0,0.0,17.0,0.0,0.0,4.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Michael Woods,CLE,WR,7.5,3.9,25.0,0.0,-0.3,0.0,0.0,4.5,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Phillip Dorsett,FA,WR,11.7,3.5,25.0,0.0,0.0,0.0,0.0,4.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Zach Pascal,ARI,WR,16.1,3.7,24.0,0.0,0.0,0.0,0.0,4.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Kayshon Boutte,NEP,WR,10.7,1.8,20.0,0.0,0.0,0.0,0.0,2.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Bub Means,NOS,WR,5.0,2.0,18.0,0.0,0.0,0.0,0.0,2.8,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
DeAndre Carter,CHI,WR,3.6,0.5,7.0,0.0,18.0,0.0,0.0,2.7,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Dez Fitzpatrick,FA,WR,3.0,0.8,2.0,0.0,15.0,0.0,0.0,2.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Devaughn Vele,DEN,WR,13.9,1.0,5.0,0.0,2.0,0.0,0.0,1.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Danny Gray,FA,WR,0.6,0.6,6.0,0.0,0.0,0.0,0.0,0.9,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Ramel Keyton,LVR,WR,9.7,0.0,0.0,0.0,4.0,0.0,0.0,0.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Dareke Young,SEA,WR,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
D'Wayne Eskridge,SEA,WR,5.9,0.0,0.0,0.0,3.0,0.0,0.0,0.3,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Malachi Corley,NYJ,WR,10.7,0.1,2.0,0.0,0.0,0.0,0.0,0.2,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jalen Cropper,FA,WR,4.9,0.1,1.0,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Trishton Jackson,MIN,WR,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Andy Isabella,FA,WR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Joe Reed,FA,WR,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Gunner Olszewski,NYG,WR,1.7,0.1,0.1,0.0,0.0,0.0,0.0,0.1,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Austin Trammell,FA,WR,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
Jordan Whittington,LAR,WR,2.1,0.0,0.0,0.0,-3.6,0.0,0.0,-0.4,FantasySharks,https://www.fantasysharks.com/apps/bert/forecasts/projections.php?csv=1&Sort=&Segment=810&Position=4&scoring=18&League=-1&uid=4&uid2=&printable=
