rank,player,rec,rec_tgt,rec_yds,rec_yds_per_rec,rec_longest,rec_20_plus,rec_td,rush_att,rush_yds,rush_td,fumbles,g,fpts,fpts_per_game,rost,year,week,pos
54,Shane Zylstra (DET),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,13,te
55,Geoff Swaim (FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,13,te
56,Jake Ferguson (DAL),2,2,-1,-0.5,4,0,0,0,0,0,0,1,0.9,0.9,89.5%,2022,13,te
57,Luke Farrell (JAC),1,1,3,3.0,3,0,0,0,0,0,0,1,0.8,0.8,0.1%,2022,13,te
58,Chris Myarick (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
59,N'Keal Harry (MIN),1,1,49,49.0,49,1,0,0,0,0,0,1,0.0,0.0,0.1%,2022,13,te
60,Tommy Sweeney (CHI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
61,Dawson Knox (BUF),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.6%,2022,13,te
62,Josiah Deguara (JAC),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
63,Feleipe Franks (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
64,Sean McKeon (DET),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
65,Peyton Hendershot (DAL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,13,te
66,Teagan Quitoriano (HOU),0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
67,Cole Turner (WAS),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
68,Eric Saubert (SF),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
69,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
70,Kevin Rader (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
71,Dan Arnold (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
72,Mike Gesicki (CIN),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2%,2022,13,te
73,Nick Boyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
74,Chris Manhertz (NYG),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
75,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2022,13,te
76,Nick Vannett (TEN),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,13,te
77,Mo Alie-Cox (IND),1,1,6,6.0,6,0,0,0,0,0,1,1,-0.9,-0.9,0.1%,2022,13,te
1,Evan Engram (JAC),11,15,162,14.7,25,3,2,0,0,0,0,1,33.7,33.7,96.4%,2022,14,te
2,Chigoziem Okonkwo (TEN),6,6,45,7.5,15,0,1,1,0,0,0,1,15.5,15.5,23.7%,2022,14,te
3,David Njoku (CLE),7,9,59,8.4,14,0,1,1,-2,0,0,1,15.2,15.2,93.6%,2022,14,te
4,Dawson Knox (BUF),4,7,41,10.3,24,1,1,0,0,0,0,1,12.1,12.1,4.6%,2022,14,te
5,Dalton Schultz (HOU),6,10,87,14.5,22,2,0,0,0,0,0,1,11.7,11.7,75.6%,2022,14,te
6,Pat Freiermuth (PIT),3,6,33,11.0,14,0,1,0,0,0,0,1,10.8,10.8,57.6%,2022,14,te
7,Austin Hooper (NE),5,5,68,13.6,24,1,0,0,0,0,0,1,9.3,9.3,0.3%,2022,14,te
8,Travis Kelce (KC),4,9,71,17.8,37,1,0,0,0,0,0,1,9.1,9.1,99.9%,2022,14,te
9,T.J. Hockenson (MIN),6,8,77,12.8,21,1,0,0,0,0,1,1,8.7,8.7,81.1%,2022,14,te
10,Hunter Henry (NE),3,3,70,23.3,39,2,0,0,0,0,0,1,8.5,8.5,15.1%,2022,14,te
11,Noah Gray (KC),3,3,45,15.0,25,1,0,0,0,0,0,1,6.0,6.0,0.8%,2022,14,te
12,Greg Dulcich (DEN),3,8,42,14.0,23,1,0,0,0,0,0,1,5.7,5.7,3.9%,2022,14,te
13,Gerald Everett (CHI),5,8,28,5.6,11,0,0,0,0,0,0,1,5.3,5.3,23.4%,2022,14,te
14,Tyler Conklin (NYJ),5,8,28,5.6,7,0,0,0,0,0,0,1,5.3,5.3,16.7%,2022,14,te
15,Cade Otton (TB),4,5,28,7.0,11,0,0,0,0,0,0,1,4.8,4.8,16.5%,2022,14,te
16,George Kittle (SF),4,5,28,7.0,15,0,0,0,0,0,0,1,4.8,4.8,97.5%,2022,14,te
17,Trey McBride (ARI),3,6,28,9.3,15,0,0,0,0,0,0,1,4.3,4.3,91.3%,2022,14,te
18,Daniel Bellinger (NYG),3,3,19,6.3,11,0,0,0,0,0,0,1,3.4,3.4,0.8%,2022,14,te
19,Grant Calcaterra (PHI),2,4,24,12.0,13,0,0,0,0,0,0,1,3.4,3.4,0.1%,2022,14,te
20,Jack Stoll (NYG),2,2,20,10.0,14,0,0,0,0,0,0,1,3.0,3.0,0.0%,2022,14,te
21,Will Dissly (LAC),2,3,20,10.0,12,0,0,0,0,0,0,1,3.0,3.0,0.2%,2022,14,te
22,Shane Zylstra (DET),2,2,18,9.0,14,0,0,0,0,0,0,1,2.8,2.8,0.0%,2022,14,te
23,Mark Andrews (BAL),2,6,17,8.5,10,0,0,0,0,0,0,1,2.7,2.7,73.3%,2022,14,te
24,Chris Manhertz (NYG),1,1,21,21.0,21,1,0,0,0,0,0,1,2.6,2.6,0.0%,2022,14,te
25,Cameron Brate (FA),2,4,12,6.0,8,0,0,0,0,0,0,1,2.2,2.2,2.0%,2022,14,te
26,Ian Thomas (CAR),2,2,11,5.5,8,0,0,0,0,0,0,1,2.1,2.1,0.1%,2022,14,te
27,Eric Tomlinson (IND),2,3,11,5.5,7,0,0,0,0,0,0,1,2.1,2.1,0.0%,2022,14,te
28,Tyler Higbee (LAR),2,3,11,5.5,6,0,0,0,0,0,0,1,2.1,2.1,19.6%,2022,14,te
29,Connor Heyward (PIT),1,1,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.2%,2022,14,te
30,Stephen Anderson (FA),2,2,7,3.5,6,0,0,0,0,0,0,1,1.7,1.7,0.0%,2022,14,te
31,Ko Kieft (TB),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.1%,2022,14,te
32,Mitchell Wilcox (NE),1,2,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2022,14,te
33,Colby Parkinson (LAR),1,2,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.7%,2022,14,te
34,Nick Vannett (TEN),1,2,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.0%,2022,14,te
35,Stone Smartt (LAC),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2022,14,te
36,Harrison Bryant (LV),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.1%,2022,14,te
37,Brycen Hopkins (FA),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2022,14,te
38,C.J. Uzomah (PHI),1,2,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,0.1%,2022,14,te
39,Jordan Akins (CLE),1,2,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.1%,2022,14,te
40,Dan Arnold (FA),1,3,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2022,14,te
41,Tre' McKitty (BUF),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2022,14,te
42,Eric Saubert (SF),1,2,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,14,te
43,Chris Myarick (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,14,te
44,Foster Moreau (NO),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,14,te
45,Zach Gentry (LV),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,14,te
46,Stephen Sullivan (CAR),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,14,te
47,Charlie Woerner (ATL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,14,te
48,Brock Wright (DET),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2022,14,te
49,Kenny Yeboah (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,14,te
50,Tommy Tremble (CAR),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,2022,14,te
51,Jonnu Smith (MIA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,8.0%,2022,14,te
52,Noah Fant (SEA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2%,2022,14,te
53,Kevin Rader (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,14,te
54,Mike Gesicki (CIN),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2%,2022,14,te
55,Tyler Kroft (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,14,te
56,Geoff Swaim (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,14,te
1,George Kittle (SF),4,5,93,23.3,54,2,2,0,0,0,0,1,23.3,23.3,97.5%,2022,15,te
2,Juwan Johnson (NO),4,6,67,16.8,22,1,2,0,0,0,0,1,20.7,20.7,9.5%,2022,15,te
3,Dawson Knox (BUF),6,8,98,16.3,45,2,1,0,0,0,0,1,18.8,18.8,4.6%,2022,15,te
4,C.J. Uzomah (PHI),2,2,41,20.5,40,1,2,0,0,0,0,1,17.1,17.1,0.1%,2022,15,te
5,Travis Kelce (KC),10,10,105,10.5,18,0,0,0,0,0,0,1,15.5,15.5,99.9%,2022,15,te
6,Darren Waller (FA),3,3,48,16.0,25,2,1,0,0,0,0,1,12.3,12.3,45.8%,2022,15,te
7,Noah Fant (SEA),5,6,32,6.4,12,0,1,0,0,0,0,1,11.7,11.7,2.2%,2022,15,te
8,Brock Wright (DET),1,2,51,51.0,51,1,1,0,0,0,0,1,11.6,11.6,0.2%,2022,15,te
9,Mitchell Wilcox (NE),3,3,34,11.3,19,0,1,0,0,0,0,1,10.9,10.9,0.0%,2022,15,te
10,Tyler Higbee (LAR),4,5,27,6.8,8,0,1,0,0,0,0,1,10.7,10.7,19.6%,2022,15,te
11,Eric Tomlinson (IND),3,3,28,9.3,18,0,1,0,0,0,0,1,10.3,10.3,0.0%,2022,15,te
12,Taysom Hill (NO),0,0,0,0.0,0,0,0,7,30,0,0,1,10.2,10.2,35.8%,2022,15,te
13,Evan Engram (JAC),8,10,62,7.8,13,0,0,0,0,0,0,1,10.2,10.2,96.4%,2022,15,te
14,Jordan Akins (CLE),3,6,22,7.3,12,0,1,0,0,0,0,1,9.7,9.7,0.1%,2022,15,te
15,Peyton Hendershot (DAL),1,1,20,20.0,20,1,1,0,0,0,0,1,8.5,8.5,0.1%,2022,15,te
16,Chigoziem Okonkwo (TEN),4,5,54,13.5,28,1,0,1,6,0,0,1,8.0,8.0,23.7%,2022,15,te
17,Quintin Morris (BUF),1,1,14,14.0,14,0,1,0,0,0,0,1,7.9,7.9,0.0%,2022,15,te
18,Trey McBride (ARI),4,5,55,13.8,29,1,0,0,0,0,0,1,7.5,7.5,91.3%,2022,15,te
19,Teagan Quitoriano (HOU),1,2,8,8.0,8,0,1,0,0,0,0,1,7.3,7.3,0.0%,2022,15,te
20,T.J. Hockenson (MIN),3,9,33,11.0,14,0,0,0,0,0,0,1,6.8,6.8,81.1%,2022,15,te
21,Gerald Everett (CHI),4,6,42,10.5,21,1,0,0,0,0,0,1,6.2,6.2,23.4%,2022,15,te
22,Donald Parham Jr. (LAC),3,3,35,11.7,18,0,0,0,0,0,0,1,5.0,5.0,1.1%,2022,15,te
23,Mark Andrews (BAL),3,7,31,10.3,19,0,0,0,0,0,0,1,4.6,4.6,73.3%,2022,15,te
24,Noah Gray (KC),3,3,31,10.3,13,0,0,0,0,0,0,1,4.6,4.6,0.8%,2022,15,te
25,Cole Kmet (CHI),4,5,25,6.3,7,0,0,0,0,0,0,1,4.5,4.5,69.9%,2022,15,te
26,Kylen Granson (IND),2,2,34,17.0,21,1,0,0,0,0,0,1,4.4,4.4,0.6%,2022,15,te
27,Austin Hooper (NE),2,4,33,16.5,17,0,0,0,0,0,0,1,4.3,4.3,0.3%,2022,15,te
28,David Njoku (CLE),3,6,28,9.3,13,0,0,0,0,0,0,1,4.3,4.3,93.6%,2022,15,te
29,Jelani Woods (IND),1,1,36,36.0,36,1,0,0,0,0,0,1,4.1,4.1,1.2%,2022,15,te
30,Cameron Brate (FA),2,5,25,12.5,21,1,0,0,0,0,0,1,3.5,3.5,2.0%,2022,15,te
31,Jonnu Smith (MIA),2,3,24,12.0,13,0,0,0,0,0,0,1,3.4,3.4,8.0%,2022,15,te
32,Tyler Kroft (FA),1,1,28,28.0,28,1,0,0,0,0,0,1,3.3,3.3,0.0%,2022,15,te
33,MyCole Pruitt (PIT),2,3,20,10.0,14,0,0,0,0,0,0,1,3.0,3.0,0.0%,2022,15,te
34,Tommy Tremble (CAR),2,3,20,10.0,17,0,0,0,0,0,0,1,3.0,3.0,0.3%,2022,15,te
35,Foster Moreau (NO),2,2,20,10.0,12,0,0,0,0,0,0,1,3.0,3.0,0.1%,2022,15,te
36,Isaiah Likely (BAL),2,3,18,9.0,9,0,0,0,0,0,0,1,2.8,2.8,37.0%,2022,15,te
37,Cade Otton (TB),1,1,20,20.0,20,1,0,0,0,0,0,1,2.5,2.5,16.5%,2022,15,te
38,Dalton Schultz (HOU),2,4,15,7.5,9,0,0,0,0,0,0,1,2.5,2.5,75.6%,2022,15,te
39,Josh Oliver (MIN),2,2,13,6.5,8,0,0,0,0,0,0,1,2.3,2.3,0.6%,2022,15,te
40,James Mitchell (DET),2,2,12,6.0,7,0,0,0,0,0,0,1,2.2,2.2,0.1%,2022,15,te
41,Maxx Williams (FA),2,2,11,5.5,6,0,0,0,0,0,0,1,2.1,2.1,0.0%,2022,15,te
42,Nick Vannett (TEN),1,1,15,15.0,15,0,0,0,0,0,0,1,2.0,2.0,0.0%,2022,15,te
43,Marcedes Lewis (CHI),1,1,14,14.0,14,0,0,0,0,0,0,1,1.9,1.9,0.1%,2022,15,te
44,Hunter Henry (NE),2,4,9,4.5,5,0,0,0,0,0,0,1,1.9,1.9,15.1%,2022,15,te
45,Will Dissly (LAC),1,1,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.2%,2022,15,te
46,Harrison Bryant (LV),2,2,7,3.5,5,0,0,0,0,0,0,1,1.7,1.7,0.1%,2022,15,te
47,Greg Dulcich (DEN),1,2,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,3.9%,2022,15,te
48,Tyler Conklin (NYJ),1,2,7,7.0,7,0,0,1,2,0,0,1,1.4,1.4,16.7%,2022,15,te
49,Brevin Jordan (HOU),1,1,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,5.1%,2022,15,te
50,Johnny Mundt (MIN),1,1,7,7.0,7,0,0,0,0,0,0,1,1.2,1.2,1.5%,2022,15,te
51,Jack Stoll (NYG),1,1,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.0%,2022,15,te
52,Logan Thomas (SF),1,3,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,19.2%,2022,15,te
53,Mike Gesicki (CIN),1,1,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,2.2%,2022,15,te
54,Eric Saubert (SF),1,2,5,5.0,5,0,0,0,0,0,0,1,1.0,1.0,0.0%,2022,15,te
55,Daniel Bellinger (NYG),1,4,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.8%,2022,15,te
56,Zach Gentry (LV),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,15,te
57,Robert Tonyan (MIN),1,2,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.1%,2022,15,te
58,Shane Zylstra (DET),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,15,te
59,Durham Smythe (MIA),1,1,-2,-2.0,0,0,0,0,0,0,0,1,0.3,0.3,0.6%,2022,15,te
60,Andrew Beck (HOU),0,1,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,0.1%,2022,15,te
61,Matt Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
62,Parker Hesse (DET),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
63,Colby Parkinson (LAR),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,2022,15,te
64,Adam Trautman (DEN),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2022,15,te
65,Tyree Jackson (NYG),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
66,Jody Fortson Jr. (MIA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
67,Feleipe Franks (CAR),0,0,0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0%,2022,15,te
68,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,15,te
69,Tyler Davis (GB),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
70,John Bates (WAS),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
71,Grant Calcaterra (PHI),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,15,te
72,Ko Kieft (TB),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,15,te
73,Connor Heyward (PIT),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2022,15,te
74,Ryan Griffin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
75,Mo Alie-Cox (IND),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,15,te
76,Anthony Firkser (FA),0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
77,Kevin Rader (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,15,te
78,Ian Thomas (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,15,te
1,T.J. Hockenson (MIN),13,16,109,8.4,16,0,2,0,0,0,0,1,29.4,29.4,81.1%,2022,16,te
2,George Kittle (SF),6,8,120,20.0,34,3,2,0,0,0,0,1,27.0,27.0,97.5%,2022,16,te
3,Tyler Higbee (LAR),9,11,94,10.4,21,1,2,0,0,0,0,1,25.9,25.9,19.6%,2022,16,te
4,Shane Zylstra (DET),5,6,26,5.2,10,0,3,0,0,0,0,1,23.1,23.1,0.0%,2022,16,te
5,Evan Engram (JAC),7,8,113,16.1,36,3,0,0,0,0,0,1,14.8,14.8,96.4%,2022,16,te
6,Travis Kelce (KC),6,8,113,18.8,52,3,0,0,0,0,0,1,14.3,14.3,99.9%,2022,16,te
7,Greg Dulcich (DEN),4,8,39,9.8,11,0,1,0,0,0,0,1,11.9,11.9,3.9%,2022,16,te
8,Taysom Hill (NO),0,0,0,0.0,0,0,0,9,56,1,0,1,11.6,11.6,35.8%,2022,16,te
9,Dawson Knox (BUF),3,5,38,12.7,24,1,1,0,0,0,0,1,11.3,11.3,4.6%,2022,16,te
10,Marcedes Lewis (CHI),2,2,32,16.0,31,1,1,0,0,0,0,1,10.2,10.2,0.1%,2022,16,te
11,Pat Freiermuth (PIT),7,8,66,9.4,17,0,0,0,0,0,0,1,10.1,10.1,57.6%,2022,16,te
12,Dallas Goedert (PHI),3,3,67,22.3,25,3,0,0,0,0,0,1,8.2,8.2,89.3%,2022,16,te
13,Noah Fant (SEA),2,3,12,6.0,6,0,1,0,0,0,0,1,8.2,8.2,2.2%,2022,16,te
14,Darren Waller (FA),4,5,58,14.5,34,1,0,0,0,0,0,1,7.8,7.8,45.8%,2022,16,te
15,Brycen Hopkins (FA),3,3,57,19.0,22,1,0,0,0,0,0,1,7.2,7.2,0.0%,2022,16,te
16,Mitchell Wilcox (NE),6,6,35,5.8,10,0,0,0,0,0,0,1,6.5,6.5,0.0%,2022,16,te
17,Logan Thomas (SF),6,8,35,5.8,15,0,0,0,0,0,0,1,6.5,6.5,19.2%,2022,16,te
18,Colby Parkinson (LAR),3,4,45,15.0,39,1,0,0,0,0,0,1,6.0,6.0,0.7%,2022,16,te
19,Mark Andrews (BAL),3,5,45,15.0,36,1,0,0,0,0,0,1,6.0,6.0,73.3%,2022,16,te
20,Dalton Schultz (HOU),3,4,43,14.3,21,1,0,0,0,0,0,1,5.8,5.8,75.6%,2022,16,te
21,Jelani Woods (IND),3,5,43,14.3,17,0,0,0,0,0,0,1,5.8,5.8,1.2%,2022,16,te
22,Jordan Akins (CLE),3,3,39,13.0,30,1,0,0,0,0,0,1,5.4,5.4,0.1%,2022,16,te
23,Tyler Conklin (NYJ),4,4,34,8.5,27,1,0,0,0,0,0,1,5.4,5.4,16.7%,2022,16,te
24,Cole Kmet (CHI),5,6,27,5.4,7,0,0,0,0,0,0,1,5.2,5.2,69.9%,2022,16,te
25,James Mitchell (DET),2,2,31,15.5,22,1,0,0,0,0,0,1,4.1,4.1,0.1%,2022,16,te
26,Daniel Bellinger (NYG),2,2,27,13.5,15,0,0,0,0,0,1,1,3.7,3.7,0.8%,2022,16,te
27,Jonnu Smith (MIA),3,4,21,7.0,9,0,0,0,0,0,0,1,3.6,3.6,8.0%,2022,16,te
28,C.J. Uzomah (PHI),1,1,30,30.0,30,1,0,0,0,0,0,1,3.5,3.5,0.1%,2022,16,te
29,Trey McBride (ARI),3,4,17,5.7,7,0,0,0,0,0,0,1,3.2,3.2,91.3%,2022,16,te
30,Brevin Jordan (HOU),2,2,21,10.5,15,0,0,0,0,0,0,1,3.1,3.1,5.1%,2022,16,te
31,Austin Hooper (NE),2,3,20,10.0,15,0,0,0,0,0,0,1,3.0,3.0,0.3%,2022,16,te
32,Foster Moreau (NO),2,3,19,9.5,10,0,0,0,0,0,0,1,2.9,2.9,0.1%,2022,16,te
33,Mike Gesicki (CIN),1,2,24,24.0,24,1,0,0,0,0,0,1,2.9,2.9,2.2%,2022,16,te
34,Jake Ferguson (DAL),1,1,24,24.0,24,1,0,0,0,0,0,1,2.9,2.9,89.5%,2022,16,te
35,Tommy Tremble (CAR),2,2,18,9.0,18,0,0,0,0,0,0,1,2.8,2.8,0.3%,2022,16,te
36,Will Dissly (LAC),1,1,19,19.0,19,0,0,0,0,0,0,1,2.4,2.4,0.2%,2022,16,te
37,David Njoku (CLE),2,5,14,7.0,8,0,0,0,0,0,0,1,2.4,2.4,93.6%,2022,16,te
38,Dan Arnold (FA),1,1,17,17.0,17,0,0,0,0,0,0,1,2.2,2.2,0.0%,2022,16,te
39,Cade Otton (TB),2,7,12,6.0,7,0,0,0,0,0,0,1,2.2,2.2,16.5%,2022,16,te
40,Johnny Mundt (MIN),1,1,16,16.0,16,0,0,0,0,0,0,1,2.1,2.1,1.5%,2022,16,te
41,Connor Heyward (PIT),0,3,0,0.0,0,0,0,1,21,0,0,1,2.1,2.1,0.2%,2022,16,te
42,Anthony Firkser (FA),2,3,10,5.0,5,0,0,0,0,0,0,1,2.0,2.0,0.0%,2022,16,te
43,Robert Tonyan (MIN),1,2,13,13.0,13,0,0,0,0,0,0,1,1.8,1.8,0.1%,2022,16,te
44,Ian Thomas (CAR),1,3,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,0.1%,2022,16,te
45,Brock Wright (DET),1,1,11,11.0,11,0,0,0,0,0,0,1,1.6,1.6,0.2%,2022,16,te
46,Tre' McKitty (BUF),1,2,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,0.0%,2022,16,te
47,Chigoziem Okonkwo (TEN),1,2,10,10.0,10,0,0,0,0,0,0,1,1.5,1.5,23.7%,2022,16,te
48,Devin Asiasi (FA),2,2,5,2.5,6,0,0,0,0,0,0,1,1.5,1.5,0.0%,2022,16,te
49,Juwan Johnson (NO),1,2,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,9.5%,2022,16,te
50,Parker Hesse (DET),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2022,16,te
51,Donald Parham Jr. (LAC),1,2,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,1.1%,2022,16,te
52,Noah Gray (KC),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.8%,2022,16,te
53,Durham Smythe (MIA),1,1,8,8.0,8,0,0,0,0,0,0,1,1.3,1.3,0.6%,2022,16,te
54,Josh Oliver (MIN),1,3,6,6.0,6,0,0,0,0,0,0,1,1.1,1.1,0.6%,2022,16,te
55,Isaiah Likely (BAL),1,2,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,37.0%,2022,16,te
56,Josiah Deguara (JAC),1,1,4,4.0,4,0,0,0,0,0,0,1,0.9,0.9,0.0%,2022,16,te
57,Ryan Griffin (FA),1,1,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,16,te
58,Mo Alie-Cox (IND),1,2,2,2.0,2,0,0,0,0,0,0,1,0.7,0.7,0.1%,2022,16,te
59,Zach Gentry (LV),1,1,1,1.0,1,0,0,0,0,0,0,1,0.6,0.6,0.0%,2022,16,te
60,Geoff Swaim (FA),1,1,-1,-1.0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022,16,te
61,Adam Trautman (DEN),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2022,16,te
62,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,16,te
63,Tyler Davis (GB),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
64,Quintin Morris (BUF),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
65,Kenny Yeboah (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
66,Teagan Quitoriano (HOU),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
67,Ko Kieft (TB),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,16,te
68,Cole Turner (WAS),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
69,Eric Saubert (SF),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
70,Tyler Kroft (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
71,MyCole Pruitt (PIT),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
72,Nick Boyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16,te
