rank,player,def_sacks,def_int,fr,def_fum_forced,def td,def_safety,def_special_teams_td,g,fpts,fpts_per_game,rost,year,week,pos
19,Las Vegas Raiders (LV),4,0,0,0,0,0,0,1,5.0,5.0,21.9%,2015,11,dst
20,Arizona Cardinals (ARI),4,0,1,1,0,0,0,1,5.0,5.0,0.8%,2015,11,dst
21,Cincinnati Bengals (CIN),2,2,0,2,0,0,0,1,5.0,5.0,48.8%,2015,11,dst
22,Buffalo Bills (BUF),1,1,0,0,0,0,0,1,4.0,4.0,62.6%,2015,11,dst
23,New York Jets (NYJ),1,0,1,1,0,0,0,1,3.0,3.0,82.9%,2015,11,dst
24,Los Angeles Chargers (LAC),3,0,0,0,0,0,0,1,3.0,3.0,16.5%,2015,11,dst
25,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,2.0,2.0,98.1%,2015,11,dst
26,Minnesota Vikings (MIN),2,0,0,0,0,0,0,1,1.0,1.0,11.6%,2015,11,dst
27,Washington Commanders (WAS),2,0,0,0,0,1,1,1,0.0,0.0,8.1%,2015,11,dst
28,Philadelphia Eagles (PHI),1,0,1,2,0,0,0,1,-1.0,-1.0,50.8%,2015,11,dst
1,Carolina Panthers (CAR),2,3,0,0,2,0,0,1,21.0,21.0,2.9%,2015,12,dst
2,Cincinnati Bengals (CIN),1,3,0,0,1,0,0,1,17.0,17.0,48.8%,2015,12,dst
3,Minnesota Vikings (MIN),2,2,1,2,0,0,0,1,12.0,12.0,11.6%,2015,12,dst
4,Indianapolis Colts (IND),5,1,0,0,0,0,0,1,11.0,11.0,24.5%,2015,12,dst
5,Houston Texans (HOU),2,1,0,0,0,0,0,1,11.0,11.0,29.9%,2015,12,dst
6,Arizona Cardinals (ARI),2,1,1,1,0,0,0,1,10.0,10.0,0.8%,2015,12,dst
7,Washington Commanders (WAS),3,3,0,0,0,0,0,1,10.0,10.0,8.1%,2015,12,dst
8,Cleveland Browns (CLE),0,2,0,0,1,0,0,1,10.0,10.0,94.3%,2015,12,dst
9,Chicago Bears (CHI),2,1,1,1,0,0,0,1,10.0,10.0,31.1%,2015,12,dst
10,Detroit Lions (DET),6,0,1,1,0,0,0,1,9.0,9.0,43.8%,2015,12,dst
11,Seattle Seahawks (SEA),2,4,0,1,0,0,0,1,9.0,9.0,26.9%,2015,12,dst
12,Baltimore Ravens (BAL),2,0,0,0,0,0,2,1,9.0,9.0,87.5%,2015,12,dst
13,New York Jets (NYJ),3,1,1,1,0,0,0,1,8.0,8.0,82.9%,2015,12,dst
14,Las Vegas Raiders (LV),2,2,0,0,0,0,0,1,7.0,7.0,21.9%,2015,12,dst
15,Denver Broncos (DEN),3,0,1,0,0,0,0,1,5.0,5.0,34.5%,2015,12,dst
16,Tennessee Titans (TEN),1,0,2,0,0,0,0,1,5.0,5.0,3.5%,2015,12,dst
17,Kansas City Chiefs (KC),1,0,2,3,0,0,0,1,5.0,5.0,77.0%,2015,12,dst
18,Los Angeles Chargers (LAC),2,1,0,0,0,0,0,1,4.0,4.0,16.5%,2015,12,dst
19,New England Patriots (NE),3,1,0,1,0,0,0,1,4.0,4.0,13.3%,2015,12,dst
20,Tampa Bay Buccaneers (TB),3,0,0,1,0,0,0,1,3.0,3.0,20.7%,2015,12,dst
21,New Orleans Saints (NO),1,1,0,1,0,0,0,1,3.0,3.0,63.8%,2015,12,dst
22,Atlanta Falcons (ATL),0,1,0,0,0,0,0,1,3.0,3.0,16.5%,2015,12,dst
23,New York Giants (NYG),0,0,0,0,0,0,0,1,2.0,2.0,3.1%,2015,12,dst
24,Dallas Cowboys (DAL),1,0,0,0,0,0,0,1,2.0,2.0,93.2%,2015,12,dst
25,Jacksonville Jaguars (JAC),2,0,0,0,0,0,0,1,2.0,2.0,47.2%,2015,12,dst
26,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,2.0,2.0,98.1%,2015,12,dst
27,Los Angeles Rams (LAR),0,1,0,1,0,0,0,1,2.0,2.0,21.1%,2015,12,dst
28,Green Bay Packers (GB),1,0,0,1,0,0,0,1,2.0,2.0,26.0%,2015,12,dst
29,Buffalo Bills (BUF),1,0,0,0,0,0,0,1,0.0,0.0,62.6%,2015,12,dst
30,Pittsburgh Steelers (PIT),2,0,0,1,0,0,0,1,-1.0,-1.0,76.5%,2015,12,dst
31,Philadelphia Eagles (PHI),2,0,0,0,0,0,0,1,-2.0,-2.0,50.8%,2015,12,dst
32,Miami Dolphins (MIA),1,0,0,0,0,0,0,1,-3.0,-3.0,69.0%,2015,12,dst
1,Denver Broncos (DEN),4,1,2,4,1,0,0,1,23.0,23.0,34.5%,2015,13,dst
2,Philadelphia Eagles (PHI),4,2,0,0,1,0,2,1,20.0,20.0,50.8%,2015,13,dst
3,Miami Dolphins (MIA),3,2,0,0,1,0,0,1,17.0,17.0,69.0%,2015,13,dst
4,Kansas City Chiefs (KC),4,3,0,2,1,0,0,1,17.0,17.0,77.0%,2015,13,dst
5,Pittsburgh Steelers (PIT),5,2,1,1,0,0,1,1,15.0,15.0,76.5%,2015,13,dst
6,Cincinnati Bengals (CIN),3,1,1,1,0,0,0,1,15.0,15.0,48.8%,2015,13,dst
7,New Orleans Saints (NO),1,1,2,2,1,0,0,1,12.0,12.0,63.8%,2015,13,dst
8,San Francisco 49ers (SF),1,1,0,0,1,0,0,1,10.0,10.0,98.1%,2015,13,dst
9,Seattle Seahawks (SEA),4,1,0,1,0,0,0,1,10.0,10.0,26.9%,2015,13,dst
10,Arizona Cardinals (ARI),0,1,0,1,0,0,0,1,9.0,9.0,0.8%,2015,13,dst
11,Washington Commanders (WAS),1,0,3,4,0,0,0,1,8.0,8.0,8.1%,2015,13,dst
12,Las Vegas Raiders (LV),4,0,2,2,0,0,0,1,7.0,7.0,21.9%,2015,13,dst
13,Baltimore Ravens (BAL),1,0,1,1,0,0,0,1,7.0,7.0,87.5%,2015,13,dst
14,Los Angeles Chargers (LAC),1,1,0,0,0,0,0,1,7.0,7.0,16.5%,2015,13,dst
15,Tennessee Titans (TEN),2,0,1,0,1,0,0,1,6.0,6.0,3.5%,2015,13,dst
16,Tampa Bay Buccaneers (TB),3,1,0,1,0,0,0,1,6.0,6.0,20.7%,2015,13,dst
17,Chicago Bears (CHI),4,0,0,0,0,0,0,1,6.0,6.0,31.1%,2015,13,dst
18,New York Jets (NYJ),3,1,0,0,0,0,0,1,6.0,6.0,82.9%,2015,13,dst
19,Dallas Cowboys (DAL),3,0,1,1,0,0,0,1,6.0,6.0,93.2%,2015,13,dst
20,New York Giants (NYG),3,0,1,1,0,0,1,1,5.0,5.0,3.1%,2015,13,dst
21,Green Bay Packers (GB),3,0,1,1,1,0,0,1,5.0,5.0,26.0%,2015,13,dst
22,Atlanta Falcons (ATL),1,1,1,1,0,0,0,1,5.0,5.0,16.5%,2015,13,dst
23,Detroit Lions (DET),3,1,0,3,0,0,0,1,5.0,5.0,43.8%,2015,13,dst
24,Buffalo Bills (BUF),2,1,0,0,0,0,0,1,4.0,4.0,62.6%,2015,13,dst
25,Jacksonville Jaguars (JAC),4,1,1,1,0,0,0,1,4.0,4.0,47.2%,2015,13,dst
26,New England Patriots (NE),1,0,1,2,0,0,0,1,3.0,3.0,13.3%,2015,13,dst
27,Carolina Panthers (CAR),2,1,0,1,0,0,0,1,3.0,3.0,2.9%,2015,13,dst
28,Los Angeles Rams (LAR),2,0,0,1,0,0,0,1,2.0,2.0,21.1%,2015,13,dst
29,Minnesota Vikings (MIN),2,0,1,1,0,0,1,1,0.0,0.0,11.6%,2015,13,dst
30,Indianapolis Colts (IND),0,0,2,2,0,0,0,1,0.0,0.0,24.5%,2015,13,dst
31,Houston Texans (HOU),1,0,0,0,0,0,0,1,0.0,0.0,29.9%,2015,13,dst
32,Cleveland Browns (CLE),1,0,0,0,0,0,0,1,-3.0,-3.0,94.3%,2015,13,dst
1,Carolina Panthers (CAR),5,2,2,4,0,0,0,1,23.0,23.0,2.9%,2015,14,dst
2,Jacksonville Jaguars (JAC),3,1,1,1,1,0,1,1,17.0,17.0,47.2%,2015,14,dst
3,Pittsburgh Steelers (PIT),3,3,0,0,1,0,0,1,16.0,16.0,76.5%,2015,14,dst
4,New England Patriots (NE),6,0,1,2,0,0,0,1,15.0,15.0,13.3%,2015,14,dst
5,Las Vegas Raiders (LV),5,0,2,3,0,1,0,1,15.0,15.0,21.9%,2015,14,dst
6,Kansas City Chiefs (KC),5,1,0,0,0,0,0,1,14.0,14.0,77.0%,2015,14,dst
7,Los Angeles Rams (LAR),4,1,0,0,1,0,0,1,13.0,13.0,21.1%,2015,14,dst
8,Cleveland Browns (CLE),9,0,0,1,0,0,0,1,13.0,13.0,94.3%,2015,14,dst
9,Seattle Seahawks (SEA),1,1,1,1,0,0,0,1,12.0,12.0,26.9%,2015,14,dst
10,New York Jets (NYJ),5,1,0,1,0,0,0,1,11.0,11.0,82.9%,2015,14,dst
11,Arizona Cardinals (ARI),3,0,3,3,0,0,0,1,10.0,10.0,0.8%,2015,14,dst
12,Los Angeles Chargers (LAC),2,1,1,0,0,0,0,1,10.0,10.0,16.5%,2015,14,dst
13,Indianapolis Colts (IND),3,0,2,2,1,0,0,1,9.0,9.0,24.5%,2015,14,dst
14,Green Bay Packers (GB),2,1,0,0,0,0,0,1,8.0,8.0,26.0%,2015,14,dst
15,San Francisco 49ers (SF),2,1,1,2,0,0,0,1,7.0,7.0,98.1%,2015,14,dst
16,Philadelphia Eagles (PHI),1,1,1,1,0,0,0,1,6.0,6.0,50.8%,2015,14,dst
17,Washington Commanders (WAS),3,0,1,1,0,0,0,1,5.0,5.0,8.1%,2015,14,dst
18,Houston Texans (HOU),3,0,1,0,0,0,0,1,5.0,5.0,29.9%,2015,14,dst
19,Chicago Bears (CHI),3,1,0,0,0,0,0,1,5.0,5.0,31.1%,2015,14,dst
20,Detroit Lions (DET),1,1,0,0,0,0,0,1,4.0,4.0,43.8%,2015,14,dst
21,Denver Broncos (DEN),3,0,0,1,0,0,0,1,4.0,4.0,34.5%,2015,14,dst
22,Cincinnati Bengals (CIN),2,1,0,0,0,0,0,1,4.0,4.0,48.8%,2015,14,dst
23,New York Giants (NYG),1,0,1,2,0,0,0,1,3.0,3.0,3.1%,2015,14,dst
24,Buffalo Bills (BUF),1,1,0,0,0,0,0,1,3.0,3.0,62.6%,2015,14,dst
25,Minnesota Vikings (MIN),2,0,0,0,0,0,0,1,2.0,2.0,11.6%,2015,14,dst
26,New Orleans Saints (NO),1,0,0,0,0,0,0,1,2.0,2.0,63.8%,2015,14,dst
27,Tampa Bay Buccaneers (TB),2,0,0,0,0,0,0,1,2.0,2.0,20.7%,2015,14,dst
28,Dallas Cowboys (DAL),2,0,0,0,0,0,0,1,1.0,1.0,93.2%,2015,14,dst
29,Miami Dolphins (MIA),0,0,1,0,0,0,0,1,1.0,1.0,69.0%,2015,14,dst
30,Tennessee Titans (TEN),1,0,0,0,0,0,0,1,0.0,0.0,3.5%,2015,14,dst
31,Atlanta Falcons (ATL),2,0,0,0,0,0,0,1,-2.0,-2.0,16.5%,2015,14,dst
32,Baltimore Ravens (BAL),0,0,1,1,0,0,0,1,-2.0,-2.0,87.5%,2015,14,dst
1,Kansas City Chiefs (KC),2,2,1,1,2,0,0,1,21.0,21.0,77.0%,2015,15,dst
2,New England Patriots (NE),5,2,1,1,1,0,0,1,18.0,18.0,13.3%,2015,15,dst
3,Arizona Cardinals (ARI),2,2,2,2,1,0,0,1,17.0,17.0,0.8%,2015,15,dst
4,Cincinnati Bengals (CIN),4,3,1,1,0,0,0,1,14.0,14.0,48.8%,2015,15,dst
5,Green Bay Packers (GB),3,2,0,0,1,0,0,1,14.0,14.0,26.0%,2015,15,dst
6,New York Jets (NYJ),2,4,0,0,0,0,0,1,11.0,11.0,82.9%,2015,15,dst
7,Houston Texans (HOU),3,1,1,1,0,0,0,1,11.0,11.0,29.9%,2015,15,dst
8,Minnesota Vikings (MIN),5,1,1,1,0,0,0,1,10.0,10.0,11.6%,2015,15,dst
9,Seattle Seahawks (SEA),3,1,0,2,0,0,0,1,9.0,9.0,26.9%,2015,15,dst
10,Indianapolis Colts (IND),3,1,1,2,0,0,0,1,8.0,8.0,24.5%,2015,15,dst
11,Las Vegas Raiders (LV),2,1,1,1,0,0,0,1,7.0,7.0,21.9%,2015,15,dst
12,San Francisco 49ers (SF),4,0,1,0,0,0,0,1,6.0,6.0,98.1%,2015,15,dst
13,Los Angeles Chargers (LAC),3,0,1,1,0,0,0,1,6.0,6.0,16.5%,2015,15,dst
14,Pittsburgh Steelers (PIT),2,1,1,1,0,0,0,1,6.0,6.0,76.5%,2015,15,dst
15,Denver Broncos (DEN),3,2,0,0,0,0,0,1,6.0,6.0,34.5%,2015,15,dst
16,Washington Commanders (WAS),5,0,0,1,0,0,0,1,5.0,5.0,8.1%,2015,15,dst
17,Atlanta Falcons (ATL),2,1,0,2,0,0,0,1,5.0,5.0,16.5%,2015,15,dst
18,Dallas Cowboys (DAL),2,1,0,0,0,0,0,1,5.0,5.0,93.2%,2015,15,dst
19,Los Angeles Rams (LAR),0,1,1,0,0,0,0,1,4.0,4.0,21.1%,2015,15,dst
20,Tennessee Titans (TEN),2,0,1,0,0,0,0,1,4.0,4.0,3.5%,2015,15,dst
21,Miami Dolphins (MIA),1,2,0,0,0,0,0,1,4.0,4.0,69.0%,2015,15,dst
22,Jacksonville Jaguars (JAC),1,1,0,0,0,0,0,1,3.0,3.0,47.2%,2015,15,dst
23,Baltimore Ravens (BAL),3,0,0,0,0,0,0,1,3.0,3.0,87.5%,2015,15,dst
24,New York Giants (NYG),3,0,1,0,0,0,0,1,2.0,2.0,3.1%,2015,15,dst
25,Detroit Lions (DET),1,0,0,1,0,0,0,1,1.0,1.0,43.8%,2015,15,dst
26,New Orleans Saints (NO),3,0,1,2,0,0,0,1,1.0,1.0,63.8%,2015,15,dst
27,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,1.0,1.0,94.3%,2015,15,dst
28,Philadelphia Eagles (PHI),2,0,0,0,0,0,0,1,1.0,1.0,50.8%,2015,15,dst
29,Tampa Bay Buccaneers (TB),2,0,0,0,0,0,0,1,1.0,1.0,20.7%,2015,15,dst
30,Carolina Panthers (CAR),0,1,1,2,0,0,0,1,0.0,0.0,2.9%,2015,15,dst
31,Buffalo Bills (BUF),1,0,1,0,0,0,0,1,-1.0,-1.0,62.6%,2015,15,dst
32,Chicago Bears (CHI),1,0,0,0,0,0,0,1,-3.0,-3.0,31.1%,2015,15,dst
1,Arizona Cardinals (ARI),9,1,3,4,2,0,0,1,33.0,33.0,0.8%,2015,16,dst
2,Houston Texans (HOU),1,1,3,2,1,0,0,1,22.0,22.0,29.9%,2015,16,dst
3,Los Angeles Rams (LAR),4,1,2,3,1,0,0,1,17.0,17.0,21.1%,2015,16,dst
4,Minnesota Vikings (MIN),4,3,0,0,1,0,0,1,17.0,17.0,11.6%,2015,16,dst
5,Washington Commanders (WAS),5,0,2,3,1,0,0,1,15.0,15.0,8.1%,2015,16,dst
6,Indianapolis Colts (IND),6,1,0,0,0,1,0,1,14.0,14.0,24.5%,2015,16,dst
7,Buffalo Bills (BUF),0,1,1,0,0,0,0,1,11.0,11.0,62.6%,2015,16,dst
8,Baltimore Ravens (BAL),3,2,1,1,0,0,0,1,10.0,10.0,87.5%,2015,16,dst
9,New England Patriots (NE),1,0,1,3,1,0,0,1,9.0,9.0,13.3%,2015,16,dst
10,Dallas Cowboys (DAL),3,1,1,1,0,0,0,1,8.0,8.0,93.2%,2015,16,dst
11,Atlanta Falcons (ATL),2,0,1,1,0,0,0,1,8.0,8.0,16.5%,2015,16,dst
12,Kansas City Chiefs (KC),0,1,0,0,0,0,0,1,7.0,7.0,77.0%,2015,16,dst
13,Chicago Bears (CHI),1,1,2,2,0,0,0,1,7.0,7.0,31.1%,2015,16,dst
14,Las Vegas Raiders (LV),1,0,1,1,0,1,0,1,6.0,6.0,21.9%,2015,16,dst
15,Green Bay Packers (GB),2,1,1,1,0,0,0,1,6.0,6.0,26.0%,2015,16,dst
16,Detroit Lions (DET),3,0,1,1,0,0,0,1,6.0,6.0,43.8%,2015,16,dst
17,Cincinnati Bengals (CIN),3,0,1,1,0,0,0,1,6.0,6.0,48.8%,2015,16,dst
18,New Orleans Saints (NO),2,2,0,0,0,0,0,1,6.0,6.0,63.8%,2015,16,dst
19,New York Jets (NYJ),2,1,0,0,0,0,0,1,5.0,5.0,82.9%,2015,16,dst
20,Los Angeles Chargers (LAC),3,1,0,0,0,0,0,1,5.0,5.0,16.5%,2015,16,dst
21,Carolina Panthers (CAR),2,0,1,0,0,0,0,1,5.0,5.0,2.9%,2015,16,dst
22,Denver Broncos (DEN),2,0,1,0,0,0,0,1,5.0,5.0,34.5%,2015,16,dst
23,Cleveland Browns (CLE),1,1,0,0,0,0,0,1,4.0,4.0,94.3%,2015,16,dst
24,Miami Dolphins (MIA),2,0,0,0,0,0,0,1,3.0,3.0,69.0%,2015,16,dst
25,Pittsburgh Steelers (PIT),1,0,0,0,0,0,0,1,2.0,2.0,76.5%,2015,16,dst
26,Tampa Bay Buccaneers (TB),1,0,0,0,0,0,0,1,2.0,2.0,20.7%,2015,16,dst
27,Tennessee Titans (TEN),1,0,1,1,0,0,0,1,2.0,2.0,3.5%,2015,16,dst
28,Philadelphia Eagles (PHI),2,0,0,0,0,0,0,1,1.0,1.0,50.8%,2015,16,dst
29,Seattle Seahawks (SEA),0,0,0,2,0,0,0,1,1.0,1.0,26.9%,2015,16,dst
30,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,1.0,1.0,98.1%,2015,16,dst
31,New York Giants (NYG),3,0,0,0,0,0,0,1,-1.0,-1.0,3.1%,2015,16,dst
32,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,-2.0,-2.0,47.2%,2015,16,dst
1,Houston Texans (HOU),8,2,2,3,1,0,0,1,29.0,29.0,29.9%,2015,17,dst
2,Pittsburgh Steelers (PIT),7,2,2,2,0,0,0,1,19.0,19.0,76.5%,2015,17,dst
3,Minnesota Vikings (MIN),5,1,1,1,1,0,0,1,19.0,19.0,11.6%,2015,17,dst
4,Kansas City Chiefs (KC),6,1,0,2,0,1,0,1,15.0,15.0,77.0%,2015,17,dst
5,Seattle Seahawks (SEA),2,3,0,0,0,0,0,1,15.0,15.0,26.9%,2015,17,dst
6,Carolina Panthers (CAR),2,2,1,0,0,0,0,1,12.0,12.0,2.9%,2015,17,dst
7,Los Angeles Chargers (LAC),2,2,3,3,0,0,0,1,12.0,12.0,16.5%,2015,17,dst
8,Detroit Lions (DET),5,3,0,0,0,0,0,1,12.0,12.0,43.8%,2015,17,dst
9,Indianapolis Colts (IND),4,1,0,0,1,0,0,1,12.0,12.0,24.5%,2015,17,dst
10,Las Vegas Raiders (LV),1,2,0,0,1,0,0,1,11.0,11.0,21.9%,2015,17,dst
11,Washington Commanders (WAS),4,2,1,1,0,0,0,1,10.0,10.0,8.1%,2015,17,dst
12,Philadelphia Eagles (PHI),2,0,1,1,1,0,0,1,9.0,9.0,50.8%,2015,17,dst
13,Buffalo Bills (BUF),1,3,0,0,0,0,0,1,8.0,8.0,62.6%,2015,17,dst
14,Green Bay Packers (GB),3,1,1,0,0,0,0,1,8.0,8.0,26.0%,2015,17,dst
15,New Orleans Saints (NO),1,1,1,1,0,0,0,1,7.0,7.0,63.8%,2015,17,dst
16,Miami Dolphins (MIA),2,0,0,1,0,0,0,1,6.0,6.0,69.0%,2015,17,dst
17,Cincinnati Bengals (CIN),1,2,0,0,0,0,0,1,6.0,6.0,48.8%,2015,17,dst
18,Denver Broncos (DEN),3,1,0,1,0,0,0,1,6.0,6.0,34.5%,2015,17,dst
19,Cleveland Browns (CLE),0,2,1,1,0,0,0,1,5.0,5.0,94.3%,2015,17,dst
20,Jacksonville Jaguars (JAC),2,1,0,1,0,0,0,1,4.0,4.0,47.2%,2015,17,dst
21,New York Giants (NYG),1,1,1,1,0,0,0,1,4.0,4.0,3.1%,2015,17,dst
22,New York Jets (NYJ),2,0,1,2,0,0,0,1,4.0,4.0,82.9%,2015,17,dst
23,Chicago Bears (CHI),4,0,0,0,0,0,0,1,4.0,4.0,31.1%,2015,17,dst
24,Los Angeles Rams (LAR),1,1,0,0,0,0,0,1,4.0,4.0,21.1%,2015,17,dst
25,Tampa Bay Buccaneers (TB),4,0,2,2,0,0,0,1,4.0,4.0,20.7%,2015,17,dst
26,Atlanta Falcons (ATL),0,0,1,1,0,0,0,1,3.0,3.0,16.5%,2015,17,dst
27,Baltimore Ravens (BAL),3,0,0,1,0,0,0,1,3.0,3.0,87.5%,2015,17,dst
28,Tennessee Titans (TEN),1,1,0,0,0,0,0,1,3.0,3.0,3.5%,2015,17,dst
29,New England Patriots (NE),1,0,0,0,0,0,0,1,2.0,2.0,13.3%,2015,17,dst
30,Dallas Cowboys (DAL),1,0,0,2,0,1,0,1,2.0,2.0,93.2%,2015,17,dst
31,San Francisco 49ers (SF),0,0,0,1,0,0,0,1,2.0,2.0,98.1%,2015,17,dst
32,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,-3.0,-3.0,0.8%,2015,17,dst
1,Minnesota Vikings (MIN),2,1,2,1,2,0,0,1,21.0,21.0,11.6%,2016,1,dst
2,San Francisco 49ers (SF),2,2,0,0,0,0,0,1,16.0,16.0,98.1%,2016,1,dst
3,Miami Dolphins (MIA),3,1,1,0,0,0,0,1,12.0,12.0,69.0%,2016,1,dst
4,Philadelphia Eagles (PHI),3,1,0,1,0,1,0,1,11.0,11.0,50.8%,2016,1,dst
5,Buffalo Bills (BUF),4,0,1,0,0,0,0,1,10.0,10.0,62.6%,2016,1,dst
6,Seattle Seahawks (SEA),5,0,0,2,0,0,0,1,10.0,10.0,26.9%,2016,1,dst
7,New York Jets (NYJ),7,1,0,0,0,0,0,1,9.0,9.0,82.9%,2016,1,dst
8,Houston Texans (HOU),5,1,0,1,0,0,0,1,8.0,8.0,29.9%,2016,1,dst
9,Carolina Panthers (CAR),2,2,1,1,0,0,0,1,8.0,8.0,2.9%,2016,1,dst
10,Arizona Cardinals (ARI),2,0,2,2,0,0,0,1,6.0,6.0,0.8%,2016,1,dst
11,Baltimore Ravens (BAL),2,0,0,0,0,0,0,1,6.0,6.0,87.5%,2016,1,dst
12,Denver Broncos (DEN),3,1,0,0,0,0,0,1,6.0,6.0,34.5%,2016,1,dst
13,Green Bay Packers (GB),3,1,0,1,0,0,0,1,5.0,5.0,26.0%,2016,1,dst
14,Pittsburgh Steelers (PIT),0,2,0,1,0,0,0,1,5.0,5.0,76.5%,2016,1,dst
15,Dallas Cowboys (DAL),2,1,0,1,0,0,0,1,5.0,5.0,93.2%,2016,1,dst
16,Tennessee Titans (TEN),0,0,0,0,0,0,0,1,4.0,4.0,3.5%,2016,1,dst
17,Chicago Bears (CHI),2,1,0,1,0,0,0,1,4.0,4.0,31.1%,2016,1,dst
18,Los Angeles Chargers (LAC),3,1,0,0,0,0,0,1,4.0,4.0,16.5%,2016,1,dst
19,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,4.0,4.0,48.8%,2016,1,dst
20,Tampa Bay Buccaneers (TB),3,0,0,0,0,0,0,1,3.0,3.0,20.7%,2016,1,dst
21,New England Patriots (NE),3,0,0,0,0,0,0,1,3.0,3.0,13.3%,2016,1,dst
22,Las Vegas Raiders (LV),1,0,1,2,0,0,0,1,2.0,2.0,21.9%,2016,1,dst
23,New York Giants (NYG),0,0,0,0,0,0,0,1,1.0,1.0,3.1%,2016,1,dst
24,Los Angeles Rams (LAR),0,0,1,2,0,0,0,1,1.0,1.0,21.1%,2016,1,dst
25,Atlanta Falcons (ATL),0,1,0,0,0,0,0,1,1.0,1.0,16.5%,2016,1,dst
26,Kansas City Chiefs (KC),1,0,0,0,0,0,0,1,1.0,1.0,77.0%,2016,1,dst
27,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,1.0,1.0,47.2%,2016,1,dst
28,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,1.0,1.0,94.3%,2016,1,dst
29,Detroit Lions (DET),2,0,0,0,0,1,0,1,0.0,0.0,43.8%,2016,1,dst
30,Washington Commanders (WAS),1,1,0,1,0,0,0,1,-1.0,-1.0,8.1%,2016,1,dst
31,Indianapolis Colts (IND),1,0,0,0,0,0,0,1,-3.0,-3.0,24.5%,2016,1,dst
32,New Orleans Saints (NO),0,0,0,0,0,0,0,1,-4.0,-4.0,63.8%,2016,1,dst
1,Arizona Cardinals (ARI),3,4,1,0,1,0,0,1,23.0,23.0,0.8%,2016,2,dst
2,Denver Broncos (DEN),5,1,1,1,2,0,0,1,22.0,22.0,34.5%,2016,2,dst
3,Houston Texans (HOU),4,0,3,2,0,0,0,1,14.0,14.0,29.9%,2016,2,dst
4,Carolina Panthers (CAR),2,2,1,1,1,0,0,1,14.0,14.0,2.9%,2016,2,dst
5,New York Giants (NYG),2,0,0,0,0,0,1,1,13.0,13.0,3.1%,2016,2,dst
6,Minnesota Vikings (MIN),5,1,2,4,0,0,0,1,12.0,12.0,11.6%,2016,2,dst
7,New Orleans Saints (NO),2,0,3,3,0,0,0,1,12.0,12.0,63.8%,2016,2,dst
8,Baltimore Ravens (BAL),3,2,0,0,0,0,0,1,11.0,11.0,87.5%,2016,2,dst
9,Los Angeles Rams (LAR),2,0,1,2,0,0,0,1,11.0,11.0,21.1%,2016,2,dst
10,Philadelphia Eagles (PHI),3,1,2,2,0,0,0,1,10.0,10.0,50.8%,2016,2,dst
11,Los Angeles Chargers (LAC),2,2,1,1,0,0,0,1,9.0,9.0,16.5%,2016,2,dst
12,Detroit Lions (DET),3,1,0,0,0,1,0,1,8.0,8.0,43.8%,2016,2,dst
13,New England Patriots (NE),0,2,2,2,0,0,0,1,8.0,8.0,13.3%,2016,2,dst
14,Green Bay Packers (GB),4,0,1,1,0,0,0,1,7.0,7.0,26.0%,2016,2,dst
15,Tennessee Titans (TEN),4,1,0,0,0,0,0,1,7.0,7.0,3.5%,2016,2,dst
16,Kansas City Chiefs (KC),2,2,0,0,0,0,0,1,7.0,7.0,77.0%,2016,2,dst
17,Seattle Seahawks (SEA),3,0,0,0,0,0,0,1,7.0,7.0,26.9%,2016,2,dst
18,Pittsburgh Steelers (PIT),1,0,2,1,0,0,0,1,6.0,6.0,76.5%,2016,2,dst
19,San Francisco 49ers (SF),1,1,3,2,0,0,0,1,6.0,6.0,98.1%,2016,2,dst
20,Washington Commanders (WAS),4,0,1,2,0,0,0,1,6.0,6.0,8.1%,2016,2,dst
21,Buffalo Bills (BUF),1,0,1,2,1,0,0,1,5.0,5.0,62.6%,2016,2,dst
22,Cincinnati Bengals (CIN),1,2,0,0,0,0,0,1,5.0,5.0,48.8%,2016,2,dst
23,Cleveland Browns (CLE),0,2,0,0,0,0,0,1,4.0,4.0,94.3%,2016,2,dst
24,Dallas Cowboys (DAL),2,1,0,0,0,0,0,1,4.0,4.0,93.2%,2016,2,dst
25,Indianapolis Colts (IND),1,1,0,0,0,0,0,1,3.0,3.0,24.5%,2016,2,dst
26,Miami Dolphins (MIA),2,0,1,3,0,0,0,1,3.0,3.0,69.0%,2016,2,dst
27,New York Jets (NYJ),0,1,0,1,0,0,0,1,2.0,2.0,82.9%,2016,2,dst
28,Jacksonville Jaguars (JAC),3,0,1,1,0,0,0,1,1.0,1.0,47.2%,2016,2,dst
29,Chicago Bears (CHI),2,0,0,0,0,0,1,1,1.0,1.0,31.1%,2016,2,dst
30,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0.0,0.0,16.5%,2016,2,dst
31,Tampa Bay Buccaneers (TB),1,0,0,0,0,0,0,1,0.0,0.0,20.7%,2016,2,dst
