rank,player,fg,fg_att,fg_perc,fg_longest,fg_1_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,xp,xp_att,g,fpts,fpts_per_game,rost,year,week,pos
8,Matt Bryant (FA),3,4,75.0,36,0,2,1,0,0,2,2,1,11.0,11.0,1.1%,2011,10,k
9,Graham Gano (NYG),3,5,60.0,47,0,2,0,1,0,0,0,1,10.0,10.0,1.3%,2011,10,k
10,Mason Crosby (FA),1,1,100.0,25,0,1,0,0,0,6,6,1,9.0,9.0,0.1%,2011,10,k
11,Dan Carpenter (FA),2,3,66.7,28,0,2,0,0,0,2,2,1,8.0,8.0,0.2%,2011,10,k
12,Lawrence Tynes (FA),2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,8.0,0.0%,2011,10,k
13,Josh Brown (FA),2,2,100.0,34,0,1,1,0,0,1,1,1,7.0,7.0,0.0%,2011,10,k
14,Shaun Suisham (FA),1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,2011,10,k
15,Mike Nugent (FA),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,1.0%,2011,10,k
16,Josh Scobee (FA),1,2,50.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,2011,10,k
17,Sebastian Janikowski (FA),1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,20.0%,2011,10,k
18,Billy Cundiff (FA),1,3,33.3,35,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,2011,10,k
19,Matt Prater (ARI),1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,1.7%,2011,10,k
20,Nick Novak (FA),1,2,50.0,20,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,2011,10,k
21,Alex Henery (FA),1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,2011,10,k
22,Connor Barth (FA),1,1,100.0,55,0,0,0,0,1,0,0,1,5.0,5.0,0.0%,2011,10,k
23,Neil Rackers (FA),1,2,50.0,22,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,10,k
24,Ryan Succop (FA),1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,2011,10,k
25,Adam Vinatieri (FA),1,1,100.0,42,0,0,0,1,0,0,0,1,4.0,4.0,0.2%,2011,10,k
26,Jay Feely (FA),0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,10,k
27,Nick Folk (TEN),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,9.4%,2011,10,k
28,John Kasay (FA),4,5,80.0,52,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,10,k
29,Jason Hanson (FA),2,2,100.0,35,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,10,k
30,Ryan Longwell (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,10,k
31,Dave Rayner (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,10,k
32,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,10,k
33,Olindo Mare (FA),1,2,50.0,29,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,10,k
1,David Akers (FA),3,6,50.0,43,0,2,0,1,0,2,2,1,12.0,12.0,0.0%,2011,11,k
2,Matt Bryant (FA),3,3,100.0,33,1,1,1,0,0,2,2,1,11.0,11.0,1.1%,2011,11,k
3,Stephen Gostkowski (FA),2,2,100.0,21,1,1,0,0,0,4,4,1,10.0,10.0,0.1%,2011,11,k
4,Sebastian Janikowski (FA),2,3,66.7,29,0,2,0,0,0,3,3,1,9.0,9.0,20.0%,2011,11,k
5,Dan Bailey (FA),2,2,100.0,39,0,0,2,0,0,3,3,1,9.0,9.0,0.0%,2011,11,k
6,Nick Novak (FA),2,3,66.7,48,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,2011,11,k
7,Robbie Gould (FA),1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,8.0,0.1%,2011,11,k
8,Connor Barth (FA),2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,2011,11,k
9,Nick Folk (TEN),2,4,50.0,45,0,1,0,1,0,1,1,1,8.0,8.0,9.4%,2011,11,k
10,Billy Cundiff (FA),1,1,100.0,22,0,1,0,0,0,4,4,1,7.0,7.0,0.0%,2011,11,k
11,Graham Gano (NYG),1,3,33.3,40,0,0,0,1,0,3,3,1,7.0,7.0,1.3%,2011,11,k
12,Jason Hanson (FA),0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,0.0%,2011,11,k
13,Rob Bironas (FA),1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,2011,11,k
14,Mike Nugent (FA),1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,1.0%,2011,11,k
15,Stephen Hauschka (FA),1,1,100.0,19,1,0,0,0,0,3,3,1,6.0,6.0,0.0%,2011,11,k
16,Josh Scobee (FA),1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,0.0%,2011,11,k
17,Alex Henery (FA),1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,2011,11,k
18,Lawrence Tynes (FA),1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,0.0%,2011,11,k
19,Mason Crosby (FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2011,11,k
20,Matt Prater (ARI),1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,1.7%,2011,11,k
21,Shayne Graham (FA),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2011,11,k
22,Olindo Mare (FA),2,2,100.0,31,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,11,k
23,Ryan Longwell (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,11,k
24,Ryan Succop (FA),1,1,100.0,26,0,1,0,0,0,0,0,1,3.0,3.0,0.0%,2011,11,k
25,Phil Dawson (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2011,11,k
26,Josh Brown (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,11,k
27,Jay Feely (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,11,k
28,Dave Rayner (FA),2,2,100.0,56,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,11,k
29,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,11,k
1,Sebastian Janikowski (FA),6,6,100.0,47,1,0,1,4,0,1,1,1,23.0,23.0,20.0%,2011,12,k
2,Rob Bironas (FA),3,4,75.0,52,0,0,2,0,1,2,2,1,13.0,13.0,0.0%,2011,12,k
3,Shayne Graham (FA),4,5,80.0,28,0,4,0,0,0,1,1,1,13.0,13.0,0.0%,2011,12,k
4,Ryan Succop (FA),3,3,100.0,49,0,0,0,3,0,0,0,1,12.0,12.0,0.0%,2011,12,k
5,Mike Nugent (FA),3,3,100.0,40,0,2,0,1,0,2,2,1,12.0,12.0,1.0%,2011,12,k
6,Matt Prater (ARI),3,3,100.0,41,0,1,1,1,0,1,1,1,11.0,11.0,1.7%,2011,12,k
7,Robbie Gould (FA),2,2,100.0,53,0,0,0,1,1,2,2,1,11.0,11.0,0.1%,2011,12,k
8,Jay Feely (FA),3,3,100.0,37,0,2,1,0,0,2,2,1,11.0,11.0,0.0%,2011,12,k
9,Phil Dawson (FA),2,3,66.7,54,0,0,1,0,1,2,2,1,10.0,10.0,0.1%,2011,12,k
10,Billy Cundiff (FA),3,3,100.0,39,0,1,2,0,0,1,1,1,10.0,10.0,0.0%,2011,12,k
11,Josh Brown (FA),2,3,66.7,48,0,0,1,1,0,2,2,1,9.0,9.0,0.0%,2011,12,k
12,Stephen Gostkowski (FA),1,2,50.0,45,0,0,0,1,0,5,5,1,9.0,9.0,0.1%,2011,12,k
13,Nick Novak (FA),2,4,50.0,53,0,1,0,0,1,1,1,1,9.0,9.0,0.1%,2011,12,k
14,Alex Henery (FA),2,2,100.0,43,0,1,0,1,0,2,2,1,9.0,9.0,0.0%,2011,12,k
15,Mason Crosby (FA),2,2,100.0,35,0,0,2,0,0,3,3,1,9.0,9.0,0.1%,2011,12,k
16,David Akers (FA),2,2,100.0,52,0,0,0,1,1,0,0,1,9.0,9.0,0.0%,2011,12,k
17,Shaun Suisham (FA),2,2,100.0,49,0,1,0,1,0,1,1,1,8.0,8.0,0.0%,2011,12,k
18,Adam Vinatieri (FA),2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,8.0,0.2%,2011,12,k
19,Dan Bailey (FA),2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,2011,12,k
20,John Kasay (FA),0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,0.0%,2011,12,k
21,Josh Scobee (FA),2,3,66.7,35,0,1,1,0,0,1,1,1,7.0,7.0,0.0%,2011,12,k
22,Lawrence Tynes (FA),1,2,50.0,42,0,0,0,1,0,3,3,1,7.0,7.0,0.0%,2011,12,k
23,Matt Bryant (FA),1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,1.1%,2011,12,k
24,Connor Barth (FA),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,2011,12,k
25,Stephen Hauschka (FA),1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,2011,12,k
26,Graham Gano (NYG),1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.3%,2011,12,k
27,Nick Folk (TEN),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,9.4%,2011,12,k
28,Olindo Mare (FA),2,3,66.7,41,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,12,k
29,Dave Rayner (FA),1,1,100.0,53,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,12,k
30,Neil Rackers (FA),2,2,100.0,53,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,12,k
31,Ryan Longwell (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,12,k
32,Jason Hanson (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,12,k
33,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,12,k
1,Connor Barth (FA),4,4,100.0,50,0,0,0,3,1,1,1,1,18.0,18.0,0.0%,2011,13,k
2,Graham Gano (NYG),4,4,100.0,46,0,1,1,2,0,1,1,1,15.0,15.0,1.3%,2011,13,k
3,David Akers (FA),4,4,100.0,36,1,1,2,0,0,2,2,1,14.0,14.0,0.0%,2011,13,k
4,Rob Bironas (FA),3,3,100.0,48,0,1,0,2,0,2,2,1,13.0,13.0,0.0%,2011,13,k
5,Nick Folk (TEN),2,3,66.7,51,0,0,0,1,1,4,4,1,13.0,13.0,9.4%,2011,13,k
6,Dan Carpenter (FA),2,2,100.0,48,0,0,1,1,0,4,4,1,11.0,11.0,0.2%,2011,13,k
7,Lawrence Tynes (FA),2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,0.0%,2011,13,k
8,Matt Prater (ARI),2,2,100.0,46,0,1,0,1,0,3,3,1,10.0,10.0,1.7%,2011,13,k
9,Dan Bailey (FA),2,4,50.0,50,0,0,1,0,1,1,1,1,9.0,9.0,0.0%,2011,13,k
10,Jay Feely (FA),2,2,100.0,48,0,1,0,1,0,1,1,1,8.0,8.0,0.0%,2011,13,k
11,Nick Novak (FA),1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,8.0,0.1%,2011,13,k
12,Stephen Hauschka (FA),1,1,100.0,49,0,0,0,1,0,4,4,1,8.0,8.0,0.0%,2011,13,k
13,Mason Crosby (FA),1,2,50.0,31,0,0,1,0,0,5,5,1,8.0,8.0,0.1%,2011,13,k
14,Stephen Gostkowski (FA),1,1,100.0,39,0,0,1,0,0,4,4,1,7.0,7.0,0.1%,2011,13,k
15,Adam Vinatieri (FA),1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,6.0,0.2%,2011,13,k
16,Billy Cundiff (FA),1,3,33.3,21,0,1,0,0,0,3,3,1,6.0,6.0,0.0%,2011,13,k
17,Shaun Suisham (FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2011,13,k
18,Olindo Mare (FA),1,1,100.0,43,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2011,13,k
19,John Kasay (FA),1,1,100.0,39,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,13,k
20,Ryan Succop (FA),1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,2011,13,k
21,Matt Bryant (FA),1,1,100.0,19,1,0,0,0,0,1,1,1,4.0,4.0,1.1%,2011,13,k
22,Phil Dawson (FA),1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,0.1%,2011,13,k
23,Robbie Gould (FA),1,2,50.0,32,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,2011,13,k
24,Ryan Longwell (FA),3,3,100.0,40,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,13,k
25,Neil Rackers (FA),1,2,50.0,43,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,13,k
26,Sebastian Janikowski (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2011,13,k
27,Josh Scobee (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,13,k
28,Dave Rayner (FA),1,1,100.0,27,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,13,k
29,Jason Hanson (FA),1,3,33.3,31,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,13,k
30,Alex Henery (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,13,k
31,Mike Nugent (FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0%,2011,13,k
32,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,13,k
33,Josh Brown (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,13,k
1,Mason Crosby (FA),4,4,100.0,49,0,0,3,1,0,4,4,1,17.0,17.0,0.1%,2011,14,k
2,Mike Nugent (FA),4,4,100.0,49,0,2,0,2,0,1,1,1,15.0,15.0,1.0%,2011,14,k
3,Stephen Hauschka (FA),3,4,75.0,48,0,1,0,2,0,3,3,1,14.0,14.0,0.0%,2011,14,k
4,David Akers (FA),4,5,80.0,46,0,3,0,1,0,1,1,1,14.0,14.0,0.0%,2011,14,k
5,Dan Bailey (FA),2,3,66.7,49,0,0,0,2,0,4,4,1,12.0,12.0,0.0%,2011,14,k
6,Matt Prater (ARI),2,3,66.7,59,0,0,0,0,2,1,1,1,11.0,11.0,1.7%,2011,14,k
7,Stephen Gostkowski (FA),2,2,100.0,24,0,2,0,0,0,4,4,1,10.0,10.0,0.1%,2011,14,k
8,Lawrence Tynes (FA),2,2,100.0,26,0,2,0,0,0,3,3,1,9.0,9.0,0.0%,2011,14,k
9,Graham Gano (NYG),2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,1.3%,2011,14,k
10,Nick Novak (FA),1,1,100.0,47,0,0,0,1,0,4,4,1,8.0,8.0,0.1%,2011,14,k
11,Josh Brown (FA),2,2,100.0,46,0,1,0,1,0,1,1,1,8.0,8.0,0.0%,2011,14,k
12,Alex Henery (FA),1,1,100.0,40,0,0,0,1,0,3,3,1,7.0,7.0,0.0%,2011,14,k
13,Matt Bryant (FA),1,2,50.0,30,0,0,1,0,0,4,4,1,7.0,7.0,1.1%,2011,14,k
14,Robbie Gould (FA),1,1,100.0,57,0,0,0,0,1,1,1,1,6.0,6.0,0.1%,2011,14,k
15,Rob Bironas (FA),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,2011,14,k
16,Ryan Succop (FA),1,1,100.0,53,0,0,0,0,1,1,1,1,6.0,6.0,0.0%,2011,14,k
17,Billy Cundiff (FA),1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,2011,14,k
18,Nick Folk (TEN),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,9.4%,2011,14,k
19,Josh Scobee (FA),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2011,14,k
20,Ryan Longwell (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,14,k
21,Adam Vinatieri (FA),1,1,100.0,22,0,1,0,0,0,1,1,1,4.0,4.0,0.2%,2011,14,k
22,Dan Carpenter (FA),1,2,50.0,22,0,1,0,0,0,1,1,1,4.0,4.0,0.2%,2011,14,k
23,Jason Hanson (FA),2,2,100.0,30,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,14,k
24,Jay Feely (FA),0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,14,k
25,Phil Dawson (FA),1,1,100.0,20,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,2011,14,k
26,Olindo Mare (FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,2011,14,k
27,Sebastian Janikowski (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,20.0%,2011,14,k
28,Connor Barth (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,14,k
29,Shaun Suisham (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,14,k
30,Neil Rackers (FA),2,3,66.7,46,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,14,k
31,Dave Rayner (FA),1,2,50.0,37,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,14,k
32,John Kasay (FA),3,3,100.0,29,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,14,k
33,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,14,k
1,Ryan Succop (FA),4,4,100.0,46,1,1,1,1,0,1,1,1,14.0,14.0,0.0%,2011,15,k
2,Sebastian Janikowski (FA),2,3,66.7,51,0,0,0,1,1,3,3,1,12.0,12.0,20.0%,2011,15,k
3,Dan Carpenter (FA),3,3,100.0,26,0,3,0,0,0,3,3,1,12.0,12.0,0.2%,2011,15,k
4,Graham Gano (NYG),3,3,100.0,43,0,1,1,1,0,2,2,1,12.0,12.0,1.3%,2011,15,k
5,Nick Novak (FA),2,3,66.7,45,0,1,0,1,0,4,4,1,11.0,11.0,0.1%,2011,15,k
6,Stephen Gostkowski (FA),2,2,100.0,34,0,1,1,0,0,5,5,1,11.0,11.0,0.1%,2011,15,k
7,Matt Bryant (FA),2,2,100.0,33,0,0,2,0,0,5,5,1,11.0,11.0,1.1%,2011,15,k
8,Adam Vinatieri (FA),2,2,100.0,47,0,0,0,2,0,3,3,1,11.0,11.0,0.2%,2011,15,k
9,Alex Henery (FA),1,1,100.0,28,0,1,0,0,0,6,6,1,9.0,9.0,0.0%,2011,15,k
10,Rob Bironas (FA),2,2,100.0,53,0,1,0,0,1,1,1,1,9.0,9.0,0.0%,2011,15,k
11,Mike Nugent (FA),2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,1.0%,2011,15,k
12,David Akers (FA),2,2,100.0,38,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,2011,15,k
13,Jay Feely (FA),2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,2011,15,k
14,Stephen Hauschka (FA),1,1,100.0,33,0,0,1,0,0,5,5,1,8.0,8.0,0.0%,2011,15,k
15,Josh Brown (FA),2,3,66.7,43,0,1,0,1,0,1,1,1,8.0,8.0,0.0%,2011,15,k
16,Nick Folk (TEN),2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,9.4%,2011,15,k
17,Dan Bailey (FA),1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,0.0%,2011,15,k
18,Phil Dawson (FA),1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,2011,15,k
19,John Kasay (FA),0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,2011,15,k
20,Shaun Suisham (FA),1,2,50.0,51,0,0,0,0,1,0,0,1,5.0,5.0,0.0%,2011,15,k
21,Lawrence Tynes (FA),1,2,50.0,40,0,0,0,1,0,1,1,1,5.0,5.0,0.0%,2011,15,k
22,Matt Prater (ARI),1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,1.7%,2011,15,k
23,Olindo Mare (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,15,k
24,Jason Hanson (FA),0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,15,k
25,Billy Cundiff (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,15,k
26,Mason Crosby (FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2011,15,k
27,Ryan Longwell (FA),2,2,100.0,49,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,15,k
28,Robbie Gould (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2011,15,k
29,Dave Rayner (FA),1,2,50.0,34,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,15,k
30,Josh Scobee (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,2011,15,k
31,Connor Barth (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,15,k
32,Neil Rackers (FA),2,3,66.7,34,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,15,k
33,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,15,k
1,Graham Gano (NYG),4,4,100.0,53,0,2,0,1,1,2,2,1,17.0,17.0,1.3%,2011,16,k
2,David Akers (FA),4,5,80.0,53,0,1,1,1,1,1,1,1,16.0,16.0,0.0%,2011,16,k
3,Rob Bironas (FA),3,3,100.0,51,0,0,1,0,2,2,2,1,15.0,15.0,0.0%,2011,16,k
4,Adam Vinatieri (FA),4,5,80.0,47,0,1,2,1,0,1,1,1,14.0,14.0,0.2%,2011,16,k
5,Mike Nugent (FA),3,5,60.0,41,0,1,1,1,0,2,2,1,12.0,12.0,1.0%,2011,16,k
6,Matt Bryant (FA),3,3,100.0,51,0,0,2,0,1,1,1,1,12.0,12.0,1.1%,2011,16,k
7,Alex Henery (FA),2,2,100.0,51,0,0,0,1,1,2,2,1,11.0,11.0,0.0%,2011,16,k
8,Stephen Gostkowski (FA),2,3,66.7,45,0,0,0,2,0,3,3,1,11.0,11.0,0.1%,2011,16,k
9,Shayne Graham (FA),2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,0.0%,2011,16,k
10,Shaun Suisham (FA),2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,0.0%,2011,16,k
11,Sebastian Janikowski (FA),3,4,75.0,36,0,1,2,0,0,1,1,1,10.0,10.0,20.0%,2011,16,k
12,Lawrence Tynes (FA),2,2,100.0,36,0,1,1,0,0,3,3,1,9.0,9.0,0.0%,2011,16,k
13,Robbie Gould (FA),2,3,66.7,35,0,0,2,0,0,1,1,1,7.0,7.0,0.1%,2011,16,k
14,Dan Carpenter (FA),1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,0.2%,2011,16,k
15,Ryan Succop (FA),2,4,50.0,23,0,2,0,0,0,1,1,1,7.0,7.0,0.0%,2011,16,k
16,Olindo Mare (FA),2,2,100.0,21,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,2011,16,k
17,John Kasay (FA),1,1,100.0,29,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,2011,16,k
18,Stephen Hauschka (FA),1,1,100.0,19,1,0,0,0,0,2,2,1,5.0,5.0,0.0%,2011,16,k
19,Josh Scobee (FA),1,1,100.0,39,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,2011,16,k
20,Connor Barth (FA),1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,0.0%,2011,16,k
21,Jason Hanson (FA),1,1,100.0,50,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,2011,16,k
22,Mason Crosby (FA),0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,2011,16,k
23,Jay Feely (FA),1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,2011,16,k
24,Dave Rayner (FA),4,6,66.7,29,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,2011,16,k
25,Nick Novak (FA),1,1,100.0,22,0,1,0,0,0,1,1,1,4.0,4.0,0.1%,2011,16,k
26,Ryan Longwell (FA),2,3,66.7,36,0,0,0,0,0,3,4,1,3.0,3.0,0.0%,2011,16,k
27,Phil Dawson (FA),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,2011,16,k
28,Nick Folk (TEN),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,9.4%,2011,16,k
29,Matt Prater (ARI),0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.7%,2011,16,k
30,Neil Rackers (FA),3,3,100.0,44,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,16,k
31,Dan Bailey (FA),0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,2011,16,k
32,Jason Baker (FA),0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,16,k
33,Josh Brown (FA),0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2011,16,k
1,Dan Carpenter (FA),4,4,100.0,58,0,0,0,3,1,1,1,1,18.0,18.0,0.2%,2011,17,k
2,Sebastian Janikowski (FA),4,4,100.0,52,0,1,1,1,1,2,2,1,17.0,17.0,20.0%,2011,17,k
3,David Akers (FA),2,3,66.7,42,0,0,1,1,0,4,4,1,15.6,15.6,0.0%,2011,17,k
4,Josh Scobee (FA),4,4,100.0,47,0,1,2,1,0,1,1,1,14.0,14.0,0.0%,2011,17,k
5,Jay Feely (FA),3,3,100.0,43,0,1,0,2,0,2,2,1,13.0,13.0,0.0%,2011,17,k
6,Stephen Gostkowski (FA),2,2,100.0,47,0,1,0,1,0,5,5,1,12.0,12.0,0.1%,2011,17,k
7,Rob Bironas (FA),3,3,100.0,43,0,1,1,1,0,2,2,1,12.0,12.0,0.0%,2011,17,k
8,Mike Nugent (FA),3,4,75.0,46,0,1,0,2,0,1,1,1,12.0,12.0,1.0%,2011,17,k
9,Phil Dawson (FA),3,3,100.0,49,0,1,0,2,0,0,0,1,11.0,11.0,0.1%,2011,17,k
10,Josh Brown (FA),2,2,100.0,49,0,0,0,2,0,3,3,1,11.0,11.0,0.0%,2011,17,k
11,Alex Henery (FA),2,2,100.0,35,0,1,1,0,0,4,4,1,10.0,10.0,0.0%,2011,17,k
12,Nick Novak (FA),1,2,50.0,51,0,0,0,0,1,5,5,1,10.0,10.0,0.1%,2011,17,k
13,Stephen Hauschka (FA),2,3,66.7,43,0,1,0,1,0,2,2,1,9.0,9.0,0.0%,2011,17,k
14,Matt Bryant (FA),1,1,100.0,20,0,1,0,0,0,6,6,1,9.0,9.0,1.1%,2011,17,k
15,Mason Crosby (FA),1,2,50.0,22,0,1,0,0,0,6,6,1,9.0,9.0,0.1%,2011,17,k
